# Generated by LORRAX unknown at 2026-07-21 01:57:30 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.490288              sigC=   90.477086+ -7.841597i  sigXC=   50.986798+ -7.841597i  VH=  590.516954+  0.016429i
n=1   sigX=  -39.490288              sigC=   90.477086+ -7.841597i  sigXC=   50.986798+ -7.841597i  VH=  590.516954+  0.016429i
n=2   sigX=  -33.385723              sigC=  -41.889214+-239570.976730i  sigXC=  -75.274937+-239570.976730i  VH=  585.164399+ -0.001918i
n=3   sigX=  -33.385723              sigC=  -41.889214+-239570.976730i  sigXC=  -75.274937+-239570.976730i  VH=  585.164399+ -0.001918i
n=4   sigX=  -32.478260              sigC=  -41.035496+110155.679353i  sigXC=  -73.513756+110155.679353i  VH=  577.769763+ -0.000625i
n=5   sigX=  -32.478260              sigC=  -41.035496+110155.679353i  sigXC=  -73.513756+110155.679353i  VH=  577.769763+ -0.000625i
n=6   sigX=  -32.510928              sigC=  -36.088679+101281.063055i  sigXC=  -68.599608+101281.063055i  VH=  588.254447+ -0.003074i
n=7   sigX=  -32.510928              sigC=  -36.088679+101281.063055i  sigXC=  -68.599608+101281.063055i  VH=  588.254447+ -0.003074i
n=8   sigX=  -21.698542              sigC=    6.701539+ 15.141636i  sigXC=  -14.997003+ 15.141636i  VH=  383.717782+  0.000331i
n=9   sigX=  -21.698542              sigC=    6.701539+ 15.141636i  sigXC=  -14.997003+ 15.141636i  VH=  383.717782+  0.000331i
n=10  sigX=  -21.597819              sigC=    4.127665+-472.588911i  sigXC=  -17.470153+-472.588911i  VH=  348.392387+  0.003652i
n=11  sigX=  -21.597819              sigC=    4.127665+-472.588911i  sigXC=  -17.470153+-472.588911i  VH=  348.392387+  0.003652i
n=12  sigX=  -17.410678              sigC=    4.943227+-1185.820537i  sigXC=  -12.467451+-1185.820537i  VH=  389.624031+  0.000075i
n=13  sigX=  -17.410678              sigC=    4.943227+-1185.820537i  sigXC=  -12.467451+-1185.820537i  VH=  389.624031+  0.000075i
n=14  sigX=  -18.197365              sigC=   -0.276477+-386815.153872i  sigXC=  -18.473843+-386815.153872i  VH=  494.747216+ -0.001040i
n=15  sigX=  -18.197365              sigC=   -0.276477+-386815.153872i  sigXC=  -18.473843+-386815.153872i  VH=  494.747216+ -0.001040i
n=16  sigX=  -18.040125              sigC=   -0.111500+349691.379736i  sigXC=  -18.151626+349691.379736i  VH=  490.057532+ -0.000916i
n=17  sigX=  -18.040125              sigC=   -0.111500+349691.379736i  sigXC=  -18.151626+349691.379736i  VH=  490.057532+ -0.000916i
n=18  sigX=  -15.696742              sigC=    2.382180+590.104592i  sigXC=  -13.314561+590.104592i  VH=  302.272452+  0.000423i
n=19  sigX=  -15.696742              sigC=    2.382180+590.104592i  sigXC=  -13.314561+590.104592i  VH=  302.272452+  0.000423i
n=20  sigX=  -17.693057              sigC=    1.919594+-258636.172795i  sigXC=  -15.773464+-258636.172795i  VH=  461.491355+  0.000503i
n=21  sigX=  -17.693057              sigC=    1.919594+-258636.172795i  sigXC=  -15.773464+-258636.172795i  VH=  461.491355+  0.000503i
n=22  sigX=  -17.574610              sigC=    2.037972+261247.430742i  sigXC=  -15.536637+261247.430742i  VH=  461.035149+  0.000595i
n=23  sigX=  -17.574610              sigC=    2.037972+261247.430742i  sigXC=  -15.536637+261247.430742i  VH=  461.035149+  0.000595i
n=24  sigX=  -16.442650              sigC=   -2.796954+1045.509409i  sigXC=  -19.239605+1045.509409i  VH=  413.775631+  0.004726i
n=25  sigX=  -16.442650              sigC=   -2.796954+1045.509409i  sigXC=  -19.239605+1045.509409i  VH=  413.775631+  0.004726i
n=26  sigX=  -11.111676              sigC=   -3.068478+3441.932861i  sigXC=  -14.180154+3441.932861i  VH=  422.464274+  0.004542i
n=27  sigX=  -11.111676              sigC=   -3.068478+3441.932861i  sigXC=  -14.180154+3441.932861i  VH=  422.464274+  0.004542i
n=28  sigX=  -11.028988              sigC=   -3.160144+12527.467021i  sigXC=  -14.189132+12527.467021i  VH=  420.748485+  0.004365i
n=29  sigX=  -11.028988              sigC=   -3.160144+12527.467021i  sigXC=  -14.189132+12527.467021i  VH=  420.748485+  0.004365i
n=30  sigX=  -11.071185              sigC=   -5.881415+14964.167962i  sigXC=  -16.952600+14964.167962i  VH=  403.640787+  0.000306i
n=31  sigX=  -11.071185              sigC=   -5.881415+14964.167962i  sigXC=  -16.952600+14964.167962i  VH=  403.640787+  0.000306i
n=32  sigX=  -11.079245              sigC=   -5.687295+-30377.666119i  sigXC=  -16.766540+-30377.666119i  VH=  401.699886+  0.000762i
n=33  sigX=  -11.079245              sigC=   -5.687295+-30377.666119i  sigXC=  -16.766540+-30377.666119i  VH=  401.699886+  0.000762i
n=34  sigX=   -6.167834              sigC=   -3.444561+-177.092594i  sigXC=   -9.612394+-177.092594i  VH=  435.877082+ -0.003738i
n=35  sigX=   -6.167834              sigC=   -3.444561+-177.092594i  sigXC=   -9.612394+-177.092594i  VH=  435.877082+ -0.003738i
n=36  sigX=   -5.763191              sigC=   -4.440891+-415.852195i  sigXC=  -10.204082+-415.852195i  VH=  341.658521+ -0.000524i
n=37  sigX=   -5.763191              sigC=   -4.440891+-415.852195i  sigXC=  -10.204082+-415.852195i  VH=  341.658521+ -0.000524i
n=38  sigX=   -3.830085              sigC=   -8.518539+ 46.943146i  sigXC=  -12.348623+ 46.943146i  VH=  154.240452+  0.005365i
n=39  sigX=   -3.830085              sigC=   -8.518539+ 46.943146i  sigXC=  -12.348623+ 46.943146i  VH=  154.240452+  0.005365i
n=40  sigX=   -2.425604              sigC=   -3.877612+-332.505925i  sigXC=   -6.303215+-332.505925i  VH=   44.099708+  0.000426i
n=41  sigX=   -2.425604              sigC=   -3.877612+-332.505925i  sigXC=   -6.303215+-332.505925i  VH=   44.099708+  0.000426i
n=42  sigX=   -5.762500              sigC=   -7.744302+2155.201119i  sigXC=  -13.506802+2155.201119i  VH=  362.572968+ -0.002052i
n=43  sigX=   -5.762500              sigC=   -7.744302+2155.201119i  sigXC=  -13.506802+2155.201119i  VH=  362.572968+ -0.002052i
n=44  sigX=   -5.756697              sigC=   -8.435362+-559.563250i  sigXC=  -14.192058+-559.563250i  VH=  361.004252+ -0.002010i
n=45  sigX=   -5.756697              sigC=   -8.435362+-559.563250i  sigXC=  -14.192058+-559.563250i  VH=  361.004252+ -0.002010i
n=46  sigX=   -5.598635              sigC=  -10.679351+7506.240714i  sigXC=  -16.277986+7506.240714i  VH=  341.113334+ -0.001817i
n=47  sigX=   -5.598635              sigC=  -10.679351+7506.240714i  sigXC=  -16.277986+7506.240714i  VH=  341.113334+ -0.001817i
n=48  sigX=   -5.602598              sigC=  -10.184813+-250.871775i  sigXC=  -15.787411+-250.871775i  VH=  342.178143+ -0.001850i
n=49  sigX=   -5.602598              sigC=  -10.184813+-250.871775i  sigXC=  -15.787411+-250.871775i  VH=  342.178143+ -0.001850i
n=50  sigX=   -5.672402              sigC=  -29.810069+-7236.616946i  sigXC=  -35.482471+-7236.616946i  VH=  290.484534+  0.002441i
n=51  sigX=   -5.672402              sigC=  -29.810069+-7236.616946i  sigXC=  -35.482471+-7236.616946i  VH=  290.484534+  0.002441i
n=52  sigX=   -5.284860              sigC=  -11.121448+-5723.707662i  sigXC=  -16.406308+-5723.707662i  VH=  323.854196+  0.003123i
n=53  sigX=   -5.284860              sigC=  -11.121448+-5723.707662i  sigXC=  -16.406308+-5723.707662i  VH=  323.854196+  0.003123i
n=54  sigX=   -5.280284              sigC=  -11.024902+7580.224058i  sigXC=  -16.305185+7580.224058i  VH=  323.996283+  0.003067i
n=55  sigX=   -5.280284              sigC=  -11.024902+7580.224058i  sigXC=  -16.305185+7580.224058i  VH=  323.996283+  0.003067i
n=56  sigX=   -3.300110              sigC=   -4.127176+ 61.741922i  sigXC=   -7.427286+ 61.741922i  VH=  364.077657+ -0.000263i
n=57  sigX=   -3.300110              sigC=   -4.127176+ 61.741922i  sigXC=   -7.427286+ 61.741922i  VH=  364.077657+ -0.000263i
n=58  sigX=   -5.823452              sigC=   -9.978210+-10218.355489i  sigXC=  -15.801662+-10218.355489i  VH=  340.403721+  0.002643i
n=59  sigX=   -5.823452              sigC=   -9.978210+-10218.355489i  sigXC=  -15.801662+-10218.355489i  VH=  340.403721+  0.002643i
n=60  sigX=   -5.845488              sigC=   -9.941982+7179.064618i  sigXC=  -15.787469+7179.064618i  VH=  339.868590+  0.002994i
n=61  sigX=   -5.845488              sigC=   -9.941982+7179.064618i  sigXC=  -15.787469+7179.064618i  VH=  339.868590+  0.002994i
n=62  sigX=   -2.358655              sigC=   -7.633535+299.336092i  sigXC=   -9.992190+299.336092i  VH=  198.988309+  0.001457i
n=63  sigX=   -2.358655              sigC=   -7.633535+299.336092i  sigXC=   -9.992190+299.336092i  VH=  198.988309+  0.001457i
n=64  sigX=   -2.049604              sigC=  -21.845144+152.045642i  sigXC=  -23.894748+152.045642i  VH=  169.855586+  0.002290i
n=65  sigX=   -2.049604              sigC=  -21.845144+152.045642i  sigXC=  -23.894748+152.045642i  VH=  169.855586+  0.002290i
n=66  sigX=   -1.855989              sigC=   -1.619787+-804.229335i  sigXC=   -3.475776+-804.229335i  VH=  138.460038+  0.001648i
n=67  sigX=   -1.855989              sigC=   -1.619787+-804.229335i  sigXC=   -3.475776+-804.229335i  VH=  138.460038+  0.001648i
n=68  sigX=   -2.884181              sigC=   -1.467919+-1498.050203i  sigXC=   -4.352100+-1498.050203i  VH=  210.893976+  0.002349i
n=69  sigX=   -2.884181              sigC=   -1.467919+-1498.050203i  sigXC=   -4.352100+-1498.050203i  VH=  210.893976+  0.002349i
n=70  sigX=   -1.594823              sigC=   -9.162582+ 37.893773i  sigXC=  -10.757405+ 37.893773i  VH=  148.044010+  0.000434i
n=71  sigX=   -1.594823              sigC=   -9.162582+ 37.893773i  sigXC=  -10.757405+ 37.893773i  VH=  148.044010+  0.000434i
n=72  sigX=   -3.159300              sigC=  -11.763785+-10014.222002i  sigXC=  -14.923085+-10014.222002i  VH=  291.570032+ -0.000447i
n=73  sigX=   -3.159300              sigC=  -11.763785+-10014.222002i  sigXC=  -14.923085+-10014.222002i  VH=  291.570032+ -0.000447i
n=74  sigX=   -3.096035              sigC=  -12.493944+13382.204170i  sigXC=  -15.589979+13382.204170i  VH=  283.078994+ -0.000749i
n=75  sigX=   -3.096035              sigC=  -12.493944+13382.204170i  sigXC=  -15.589979+13382.204170i  VH=  283.078994+ -0.000749i
n=76  sigX=   -2.214175              sigC=  -23.760798+-585.949061i  sigXC=  -25.974973+-585.949061i  VH=  179.135331+  0.002943i
n=77  sigX=   -2.214175              sigC=  -23.760798+-585.949061i  sigXC=  -25.974973+-585.949061i  VH=  179.135331+  0.002943i
n=78  sigX=   -1.943770              sigC=   -7.761567+-8499.282736i  sigXC=   -9.705336+-8499.282736i  VH=  153.428815+  0.003676i
n=79  sigX=   -1.943770              sigC=   -7.761567+-8499.282736i  sigXC=   -9.705336+-8499.282736i  VH=  153.428815+  0.003676i
n=80  sigX=   -1.940910              sigC=   -7.665263+9117.069142i  sigXC=   -9.606173+9117.069142i  VH=  152.962458+  0.003686i
n=81  sigX=   -1.940910              sigC=   -7.665263+9117.069142i  sigXC=   -9.606173+9117.069142i  VH=  152.962458+  0.003686i
n=82  sigX=   -1.087363              sigC=   -1.808057+-86.254123i  sigXC=   -2.895420+-86.254123i  VH=  106.037464+ -0.000044i
n=83  sigX=   -1.087363              sigC=   -1.808057+-86.254123i  sigXC=   -2.895420+-86.254123i  VH=  106.037464+ -0.000044i
n=84  sigX=   -1.548036              sigC=   -1.972660+-2617.255889i  sigXC=   -3.520696+-2617.255889i  VH=  146.594030+  0.004605i
n=85  sigX=   -1.548036              sigC=   -1.972660+-2617.255889i  sigXC=   -3.520696+-2617.255889i  VH=  146.594030+  0.004605i
n=86  sigX=   -3.003536              sigC=   -8.917415+-14462.134201i  sigXC=  -11.920951+-14462.134201i  VH=  243.966986+  0.002152i
n=87  sigX=   -3.003536              sigC=   -8.917415+-14462.134201i  sigXC=  -11.920951+-14462.134201i  VH=  243.966986+  0.002152i
n=88  sigX=   -3.003482              sigC=   -8.847205+17605.940780i  sigXC=  -11.850687+17605.940780i  VH=  241.489105+  0.003013i
n=89  sigX=   -3.003482              sigC=   -8.847205+17605.940780i  sigXC=  -11.850687+17605.940780i  VH=  241.489105+  0.003013i
n=90  sigX=   -1.808579              sigC=   -9.415561+-75.648314i  sigXC=  -11.224140+-75.648314i  VH=  146.961217+ -0.005771i
n=91  sigX=   -1.808579              sigC=   -9.415561+-75.648314i  sigXC=  -11.224140+-75.648314i  VH=  146.961217+ -0.005771i
n=92  sigX=   -1.574903              sigC=   -2.080688+6264.328232i  sigXC=   -3.655591+6264.328232i  VH=   86.551797+ -0.001646i
n=93  sigX=   -1.574903              sigC=   -2.080688+6264.328232i  sigXC=   -3.655591+6264.328232i  VH=   86.551797+ -0.001646i
n=94  sigX=   -1.573279              sigC=   -2.051479+-6243.301039i  sigXC=   -3.624759+-6243.301039i  VH=   86.278966+ -0.001630i
n=95  sigX=   -1.573279              sigC=   -2.051479+-6243.301039i  sigXC=   -3.624759+-6243.301039i  VH=   86.278966+ -0.001630i
n=96  sigX=   -2.555833              sigC=   -6.511409+-27849.241696i  sigXC=   -9.067243+-27849.241696i  VH=  244.519988+  0.003883i
n=97  sigX=   -2.555833              sigC=   -6.511409+-27849.241696i  sigXC=   -9.067243+-27849.241696i  VH=  244.519988+  0.003883i
n=98  sigX=   -1.729818              sigC=  -26.374336+ 45.125386i  sigXC=  -28.104154+ 45.125386i  VH=  132.356136+ -0.001265i
n=99  sigX=   -1.729818              sigC=  -26.374336+ 45.125386i  sigXC=  -28.104154+ 45.125386i  VH=  132.356136+ -0.001265i

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.613319              sigC=  120.293650+-102442.426616i  sigXC=   80.680331+-102442.426616i  VH=  593.329959+  0.008704i
n=1   sigX=  -39.613319              sigC=  120.293650+-102442.426616i  sigXC=   80.680331+-102442.426616i  VH=  593.329959+  0.008704i
n=2   sigX=  -33.379781              sigC=  -20.463900+-221811.439815i  sigXC=  -53.843681+-221811.439815i  VH=  584.994977+ -0.001832i
n=3   sigX=  -33.379781              sigC=  -20.463900+-221811.439815i  sigXC=  -53.843681+-221811.439815i  VH=  584.994977+ -0.001832i
n=4   sigX=  -32.471049              sigC=   -6.371246+249834.930729i  sigXC=  -38.842296+249834.930729i  VH=  577.460216+ -0.001034i
n=5   sigX=  -32.471049              sigC=   -6.371246+249834.930729i  sigXC=  -38.842296+249834.930729i  VH=  577.460216+ -0.001034i
n=6   sigX=  -32.488698              sigC=  -35.360019+194081.962315i  sigXC=  -67.848717+194081.962315i  VH=  587.201848+ -0.001443i
n=7   sigX=  -32.488698              sigC=  -35.360019+194081.962315i  sigXC=  -67.848717+194081.962315i  VH=  587.201848+ -0.001443i
n=8   sigX=  -21.696782              sigC=    6.898855+58021.075734i  sigXC=  -14.797927+58021.075734i  VH=  381.707797+  0.001386i
n=9   sigX=  -21.696782              sigC=    6.898855+58021.075734i  sigXC=  -14.797927+58021.075734i  VH=  381.707797+  0.001386i
n=10  sigX=  -21.613103              sigC=    5.836532+-361141.338351i  sigXC=  -15.776571+-361141.338351i  VH=  353.083999+  0.002811i
n=11  sigX=  -21.613103              sigC=    5.836532+-361141.338351i  sigXC=  -15.776571+-361141.338351i  VH=  353.083999+  0.002811i
n=12  sigX=  -17.356136              sigC=    3.195695+-1436029.009066i  sigXC=  -14.160441+-1436029.009066i  VH=  393.648170+ -0.001074i
