# Generated by LORRAX 0.1.0 at 2026-05-12 01:41:05 UTC
  0.000000000  0.000000000  0.000000000      60
       1       1   -5.697472831  -20.851538025
       1       2   -5.697472831  -20.851538025
       1       3    6.249018059   -3.281543869
       1       4    6.249018059   -3.281543869
       1       5    6.296978980   -3.208371115
       1       6    6.296978980   -3.208371115
       1       7    6.296979021   -3.208371112
       1       8    6.296979021   -3.208371112
       1       9    8.798076715    5.628611429
       1      10    8.798076715    5.628611429
       1      11    8.833004001    5.674522285
       1      12    8.833004001    5.674522284
       1      13    8.833004023    5.674522285
       1      14    8.833004023    5.674522285
       1      15    9.629143525    7.063399658
       1      16    9.629143525    7.063399658
       1      17   14.014749341   12.692778773
       1      18   14.014749341   12.692778773
       1      19   14.014749344   12.692778772
       1      20   14.014749344   12.692778772
       1      21   14.243034788   13.124439949
       1      22   14.243034788   13.124439949
       1      23   17.510693373   17.225936447
       1      24   17.510693373   17.225936447
       1      25   17.521346137   17.238895227
       1      26   17.521346137   17.238895227
       1      27   17.521346159   17.238895228
       1      28   17.521346159   17.238895228
       1      29   21.692461582   21.620046351
       1      30   21.692461582   21.620046351
       1      31   29.380857656   31.896673053
       1      32   29.380857656   31.896673053
       1      33   29.382575724   31.877894428
       1      34   29.382575724   31.877894428
       1      35   29.382575736   31.877894428
       1      36   29.382575736   31.877894428
       1      37   30.461596805   33.547618849
       1      38   30.461596805   33.547618849
       1      39   30.461596805   33.547618849
       1      40   30.461596805   33.547618849
       1      41   32.042974204   34.671731912
       1      42   32.042974204   34.671731912
       1      43   32.127743313   34.809716276
       1      44   32.127743313   34.809716276
       1      45   32.127743342   34.809716285
       1      46   32.127743342   34.809716285
       1      47   35.634539386   38.894174847
       1      48   35.634539386   38.894174847
       1      49   35.634539396   38.894174851
       1      50   35.634539396   38.894174850
       1      51   35.634539402   38.894174853
       1      52   35.634539402   38.894174854
       1      53   41.091724599   45.333090795
       1      54   41.091724599   45.333090796
       1      55   41.091724613   45.333090804
       1      56   41.091724613   45.333090803
       1      57   41.091983698   45.307359106
       1      58   41.091983698   45.307359105
       1      59   44.700492880   48.856316902
       1      60   44.700492880   48.856316984
 -0.000000000 -0.000000000  0.250000000      60
       1       1   -4.897281388  -19.708870230
       1       2   -4.897281388  -19.708870230
       1       3    2.340153019   -8.568423927
       1       4    2.340153020   -8.568423927
       1       5    5.498635977   -4.198554922
       1       6    5.498635978   -4.198554922
       1       7    5.529910207   -4.151015857
