
 frequency_dependence   3

 band_index     1    16
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  =  1
 mtrx01 =  1  0  0  0  1  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -5.732232993   -5.732232993  -17.578490557   13.982212956   -6.828293902  -10.424571504    5.071856331   -5.352715173   -5.438188676   -6.828293902  -10.424571504   -5.352715173   -5.438188676    0.774783952
   2   -5.732232993   -5.732232993  -17.578490557   13.982212956   -6.828293902  -10.424571504    5.071856331   -5.352715173   -5.438188676   -6.828293902  -10.424571504   -5.352715173   -5.438188676    0.774783952
   3    6.205562423    6.205562423  -12.680114578    9.228437457   -8.139638457  -11.591315577   17.893903674    6.302588097    6.280954160   -8.139638457  -11.591315577    6.302588097    6.280954160    0.777028741
   4    6.205562423    6.205562423  -12.680114578    9.228437457   -8.139638457  -11.591315577   17.893903674    6.302588097    6.280954160   -8.139638457  -11.591315577    6.302588097    6.280954160    0.777028741
   5    6.253581254    6.253581254  -12.645766313    9.211082841   -8.151995443  -11.586678916   17.936942098    6.350263182    6.328728418   -8.151995443  -11.586678916    6.350263182    6.328728418    0.777261745
   6    6.253581254    6.253581254  -12.645766313    9.211082841   -8.151995443  -11.586678916   17.936942098    6.350263182    6.328728418   -8.151995443  -11.586678916    6.350263182    6.328728418    0.777261745
   7    6.253581327    6.253581327  -12.645766313    9.211082841   -8.151995443  -11.586678916   17.936942098    6.350263182    6.328728434   -8.151995443  -11.586678916    6.350263182    6.328728434    0.777261745
   8    6.253581327    6.253581327  -12.645766313    9.211082841   -8.151995443  -11.586678916   17.936942098    6.350263182    6.328728434   -8.151995443  -11.586678916    6.350263182    6.328728434    0.777261745
   9    8.773140905    8.773140905   -5.920361884    4.430622210   -8.014395612   -9.504135285   19.111270560    9.607135275    9.413751104   -8.014395612   -9.504135285    9.607135275    9.413751104    0.768122930
  10    8.773140905    8.773140905   -5.920361884    4.430622210   -8.014395612   -9.504135285   19.111270560    9.607135275    9.413751104   -8.014395612   -9.504135285    9.607135275    9.413751104    0.768122930
  11    8.808160956    8.808160956   -5.894320914    4.425643524   -8.028848421   -9.497525811   19.138545927    9.641020116    9.446677280   -8.028848421   -9.497525811    9.641020116    9.446677280    0.766655822
  12    8.808160956    8.808160956   -5.894320914    4.425643524   -8.028848421   -9.497525811   19.138545927    9.641020116    9.446677280   -8.028848421   -9.497525811    9.641020116    9.446677280    0.766655822
  13    8.808160986    8.808160986   -5.894320914    4.425643524   -8.028848421   -9.497525811   19.138545927    9.641020116    9.446677287   -8.028848421   -9.497525811    9.641020116    9.446677287    0.766655822
  14    8.808160986    8.808160986   -5.894320914    4.425643524   -8.028848421   -9.497525811   19.138545927    9.641020116    9.446677287   -8.028848421   -9.497525811    9.641020116    9.446677287    0.766655822
  15    9.583186969    9.583186969   -6.160700793    5.111211634   -9.220070173  -10.269559332   21.318048887   11.048489555   10.705276210   -9.220070173  -10.269559332   11.048489555   10.705276210    0.765773057
  16    9.583186969    9.583186969   -6.160700793    5.111211634   -9.220070173  -10.269559332   21.318048887   11.048489555   10.705276210   -9.220070173  -10.269559332   11.048489555   10.705276210    0.765773057
 
       k =  0.000000  0.000000  0.100000 ik =   2 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -5.601337245   -5.601337245  -17.534352169   14.016359374   -6.840568502  -10.358561297    5.215356203   -5.143205094   -5.332419327   -6.840568502  -10.358561297   -5.143205094   -5.332419327    0.586987657
   2   -5.601337245   -5.601337245  -17.534352169   14.016359374   -6.840568502  -10.358561297    5.215356203   -5.143205094   -5.332419327   -6.840568502  -10.358561297   -5.143205094   -5.332419327    0.586987657
   3    5.087986491    5.087986491  -12.701601047    9.288495693   -7.901807177  -11.314912531   16.494754365    5.179841834    5.158862071   -7.901807177  -11.314912531    5.179841834    5.158862071    0.771599966
