# Generated by LORRAX 0.1.0 at 2026-05-06 09:55:21 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -16.543082              sigC=    9.657061+  0.000001i  sigXC=   -6.886021+  0.000001i  VH=    3.561705
n=1   sigX=  -16.543082              sigC=    9.657061+  0.000001i  sigXC=   -6.886021+  0.000001i  VH=    3.561705
n=2   sigX=  -13.714117              sigC=    4.694789+-8728.998633i  sigXC=   -9.019328+-8728.998633i  VH=    5.756537
n=3   sigX=  -13.714117              sigC=    4.694789+-8728.998633i  sigXC=   -9.019328+-8728.998633i  VH=    5.756537
n=4   sigX=  -13.701301              sigC=    4.678282+1629.180564i  sigXC=   -9.023019+1629.180564i  VH=    5.747370
n=5   sigX=  -13.701301              sigC=    4.678282+1629.180564i  sigXC=   -9.023019+1629.180564i  VH=    5.747370
n=6   sigX=  -13.701301              sigC=    4.678282+1629.180564i  sigXC=   -9.023019+1629.180564i  VH=    5.747370
n=7   sigX=  -13.701301              sigC=    4.678282+1629.180564i  sigXC=   -9.023019+1629.180564i  VH=    5.747370
n=8   sigX=   -4.923658              sigC=   -4.543715+9592.966298i  sigXC=   -9.467373+9592.966298i  VH=    2.345174
n=9   sigX=   -4.923658              sigC=   -4.543715+9592.966298i  sigXC=   -9.467373+9592.966298i  VH=    2.345174
n=10  sigX=   -4.911847              sigC=   -4.574527+-4696.211714i  sigXC=   -9.486374+-4696.211714i  VH=    2.329005
n=11  sigX=   -4.911847              sigC=   -4.574527+-4696.211714i  sigXC=   -9.486374+-4696.211714i  VH=    2.329005
n=12  sigX=   -4.911847              sigC=   -4.574527+-4696.211714i  sigXC=   -9.486374+-4696.211714i  VH=    2.329005
n=13  sigX=   -4.911847              sigC=   -4.574527+-4696.211714i  sigXC=   -9.486374+-4696.211714i  VH=    2.329005
n=14  sigX=   -4.999901              sigC=   -6.857995+ -0.000001i  sigXC=  -11.857897+ -0.000001i  VH=    5.239376
n=15  sigX=   -4.999901              sigC=   -6.857995+ -0.000001i  sigXC=  -11.857897+ -0.000001i  VH=    5.239376

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -16.064616              sigC=   10.002600+  0.054253i  sigXC=   -6.062016+  0.054253i  VH=    4.566689
n=1   sigX=  -16.064616              sigC=   10.002600+  0.054253i  sigXC=   -6.062016+  0.054253i  VH=    4.566689
n=2   sigX=  -13.867747              sigC=    7.667809+ -8.934912i  sigXC=   -6.199938+ -8.934912i  VH=    2.889549
