# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.65862720E+00  -9.08899788E+00   5.69629321E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.15719811E+00   1.25621945E+00   9.90213405E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.31095413E-01  -1.76829807E-01   5.42656055E-02
      2  -4.62190825E-01  -3.53659614E-01   1.08531211E-01
      3  -1.10446882E+00  -5.52171975E-01   5.52296847E-01
      4  -1.74674681E+00  -7.50681131E-01   9.96065681E-01
      5  -2.37714283E+00  -9.94376797E-01   1.38276603E+00
      6  -3.00753908E+00  -1.23807179E+00   1.76946729E+00
      7  -3.69788176E+00  -1.46103565E+00   2.23684611E+00
      8  -4.38822397E+00  -1.68399606E+00   2.70422791E+00
      9  -4.49039810E+00  -2.18132071E+00   2.30907739E+00
     10  -4.59257143E+00  -2.67864535E+00   1.91392608E+00
     11  -4.72114383E+00  -3.19402180E+00   1.52712203E+00
     12  -4.84971597E+00  -3.70939828E+00   1.14031769E+00
     13  -5.06572321E+00  -4.21818633E+00   8.47536882E-01
     14  -5.28173214E+00  -4.72697447E+00   5.54757675E-01
     15  -5.46422283E+00  -4.93029209E+00   5.33930734E-01
     16  -5.64671344E+00  -5.13360973E+00   5.13103706E-01
     17  -5.82591331E+00  -5.26210804E+00   5.63805267E-01
     18  -6.00511316E+00  -5.39060625E+00   6.14506905E-01
     19  -6.14375883E+00  -5.53667623E+00   6.07082597E-01
     20  -6.28240459E+00  -5.68274628E+00   5.99658307E-01
     21  -6.38628679E+00  -5.80108402E+00   5.85202771E-01
     22  -6.49016912E+00  -5.91942188E+00   5.70747240E-01
     23  -6.63321047E+00  -6.04191969E+00   5.91290772E-01
     24  -6.77625196E+00  -6.16441912E+00   6.11832842E-01
     25  -6.84755983E+00  -6.24366487E+00   6.03894961E-01
     26  -6.91886756E+00  -6.32291036E+00   5.95957206E-01
     27  -6.98884485E+00  -6.42085825E+00   5.67986606E-01
     28  -7.05882238E+00  -6.51880662E+00   5.40015766E-01
     29  -7.12729085E+00  -6.58869786E+00   5.38592997E-01
     30  -7.19575936E+00  -6.65858912E+00   5.37170242E-01
     31  -7.28113526E+00  -6.72012180E+00   5.61013462E-01
     32  -7.36651174E+00  -6.78165475E+00   5.84856987E-01
     33  -7.43357797E+00  -6.84272056E+00   5.90857405E-01
     34  -7.50064419E+00  -6.90378657E+00   5.96857621E-01
     35  -7.55972400E+00  -6.94940582E+00   6.10318183E-01
     36  -7.61880382E+00  -6.99502513E+00   6.23778692E-01
     37  -7.67172504E+00  -7.04502663E+00   6.26698404E-01
     38  -7.72464608E+00  -7.09502842E+00   6.29617658E-01
     39  -7.78065054E+00  -7.14647907E+00   6.34171466E-01
