  0.000000000  0.000000000  0.000000000      16
       1       1   -5.697460079   -8.551334036
       1       2   -5.697460079   -8.551334036
       1       3    6.280880570    4.337005782
       1       4    6.280880570    4.337005782
       1       5    6.280880570    4.337005782
       1       6    6.280880570    4.337005782
       1       7    6.280880570    4.337005782
       1       8    6.280880570    4.337005782
       1       9    8.821288009    7.932091586
       1      10    8.821288009    7.932091586
       1      11    8.821288009    7.932091586
       1      12    8.821288009    7.932091586
       1      13    8.821288009    7.932091586
       1      14    8.821288009    7.932091586
       1      15    9.629153422    9.163416889
       1      16    9.629153422    9.163416889
 -0.000000000 -0.000000000  0.250000000      16
       1       1   -4.897272317   -7.675960030
       1       2   -4.897272317   -7.675960030
       1       3    2.340139990    0.230818619
       1       4    2.340139990    0.230818619
       1       5    5.514183602    3.563946677
       1       6    5.514183602    3.563946677
       1       7    5.514183602    3.563946677
       1       8    5.514183602    3.563946677
       1       9    8.294528531    7.439235226
       1      10    8.294528531    7.439235226
       1      11    9.767953336    8.901705626
       1      12    9.767953336    8.901705626
       1      13    9.767953336    8.901705626
       1      14    9.767953336    8.901705626
       1      15   13.191869923   12.605286421
       1      16   13.191869923   12.605286421
 -0.000000000 -0.000000000  0.500000000      16
       1       1   -3.363328911   -5.982911132
       1       2   -3.363328911   -5.982911132
       1       3   -0.707416279   -3.131335592
       1       4   -0.707416279   -3.131335592
       1       5    5.073247052    3.073839751
       1       6    5.073247052    3.073839751
       1       7    5.073247052    3.073839751
       1       8    5.073247052    3.073839751
       1       9    7.805264256    6.926406991
       1      10    7.805264256    6.926406991
       1      11    9.601618553    8.715932551
       1      12    9.601618553    8.715932551
       1      13    9.601618553    8.715932551
       1      14    9.601618553    8.715932551
       1      15   14.000388111   13.062927028
       1      16   14.000388111   13.062927028
  0.000000000  0.250000000  0.250000000      16
       1       1   -4.614917964   -7.367770664
       1       2   -4.614917964   -7.367770664
       1       3    2.755265951    0.712011746
       1       4    2.755265951    0.712011746
       1       5    4.377646129    2.364086376
       1       6    4.377646129    2.364086376
       1       7    4.377646129    2.364086376
       1       8    4.377646129    2.364086376
       1       9    7.392344537    6.342916232
       1      10    7.392344537    6.342916232
       1      11    9.398114108    8.462870971
       1      12    9.398114108    8.462870971
       1      13   12.030138725   11.278648247
       1      14   12.030138725   11.278648247
       1      15   12.030138725   11.278648247
       1      16   12.030138725   11.278648247
 -0.000000000  0.250000000  0.500000000      16
       1       1   -2.977118954   -5.568319678
       1       2   -2.977118954   -5.568319678
       1       3   -0.116063823   -2.450951785
       1       4   -0.116063823   -2.450951785
       1       5    2.729541197    0.636485264
       1       6    2.729541197    0.636485264
       1       7    4.061925842    2.006328674
       1       8    4.061925842    2.006328674
       1       9    7.784310120    6.749126546
       1      10    7.784310120    6.749126546
       1      11   10.722908273    9.778560455
       1      12   10.722908273    9.778560455
       1      13   12.017652611   11.316935873
       1      14   12.017652611   11.316935873
       1      15   12.190481826   11.440668562
       1      16   12.190481826   11.440668562
 -0.000000000  0.250000000  0.750000000      16
       1       1   -3.652136190   -6.310128830
       1       2   -3.652136190   -6.310128830
       1       3    0.787786906   -1.457608753
       1       4    0.787786906   -1.457608753
       1       5    2.509628293    0.394121736
       1       6    2.509628293    0.394121736
       1       7    4.943047461    2.953383403
       1       8    4.943047461    2.953383403
       1       9    8.712775463    7.796288285
       1      10    8.712775463    7.796288285
       1      11   11.050309467   10.312200393
       1      12   11.050309467   10.312200393
       1      13   11.420228996   10.460646727
       1      14   11.420228996   10.460646727
       1      15   12.411635913   11.762775763
       1      16   12.411635913   11.762775763
  0.000000000  0.500000000  0.500000000      16
       1       1   -1.550061564   -4.009445214
       1       2   -1.550061564   -4.009445214
       1       3   -1.550061564   -4.009445214
       1       4   -1.550061564   -4.009445214
       1       5    3.412312879    1.294328137
       1       6    3.412312879    1.294328137
       1       7    3.412312879    1.294328137
       1       8    3.412312879    1.294328137
       1       9    6.973622823    5.873499864
       1      10    6.973622823    5.873499864
       1      11    6.973622823    5.873499864
       1      12    6.973622823    5.873499864
       1      13   16.370517284   16.063923958
       1      14   16.370517284   16.063923958
       1      15   16.370517284   16.063923958
       1      16   16.370517284   16.063923958
  0.250000000  0.500000000  0.750000000      16
       1       1   -1.385165267   -3.822667848
       1       2   -1.385165267   -3.822667848
       1       3   -1.385165267   -3.822667848
       1       4   -1.385165267   -3.822667848
       1       5    2.408827464    0.269033532
       1       6    2.408827464    0.269033532
       1       7    2.408827464    0.269033532
       1       8    2.408827464    0.269033532
       1       9   10.549263368    9.508920351
       1      10   10.549263368    9.508920351
       1      11   10.549263368    9.508920351
       1      12   10.549263368    9.508920351
       1      13   11.266105481   10.566680097
       1      14   11.266105481   10.566680097
       1      15   11.266105481   10.566680097
       1      16   11.266105481   10.566680097
