# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 618

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.46          0.00 B        0          0.00 B
    2.71          0.00 B        0          0.00 B
    2.97          0.00 B        0          0.00 B
    3.22          0.00 B        0          0.00 B
    3.47          0.00 B        0          0.00 B
    3.74          0.00 B        0          0.00 B
    3.99          0.00 B        0          0.00 B
    4.24          0.00 B        1          8.00 B
    4.49          0.00 B        3        192.00 B
    4.74          0.00 B        3        192.00 B
    4.99          0.00 B        3        192.00 B
    5.24          0.00 B        2         64.00 B
    5.49          0.00 B        4         72.00 B
    5.74          0.00 B        2         24.00 B
    6.98          0.00 B        0          0.00 B
    7.23          0.00 B        2         24.00 B
    7.48          0.00 B        4       28.13 MiB
    7.73          0.00 B        5       56.25 MiB
    7.98          0.00 B       10       56.52 MiB
    8.23          0.00 B       16       61.31 MiB
    8.48          0.00 B       17       61.58 MiB
    8.73          0.00 B       14       65.55 MiB
    8.98          0.00 B       14       75.36 MiB
    9.23          0.00 B       14       75.36 MiB
    9.48          0.00 B       12       79.40 MiB
    9.73          0.00 B       16       96.27 MiB
    9.98          0.00 B       10       56.52 MiB
   10.23          0.00 B       21       56.52 MiB
   10.48          0.00 B       26       56.52 MiB
   10.73          0.00 B       26       56.52 MiB
   10.98          0.00 B       22       56.52 MiB
   11.23          0.00 B       22       56.52 MiB
   11.49          0.00 B       21       56.52 MiB
   11.74          0.00 B       47       56.52 MiB
   11.99          0.00 B       47       56.53 MiB
   12.24          0.00 B       50      169.02 MiB
   12.49          0.00 B       56        1.92 GiB
   12.74          0.00 B       56        1.92 GiB
   12.99          0.00 B       51      225.27 MiB
   13.24          0.00 B       51      225.27 MiB
   13.49          0.00 B       51      225.27 MiB
   13.74          0.00 B       51      225.27 MiB
   13.99          0.00 B       51      225.27 MiB
   14.28          0.00 B       51      225.27 MiB
   14.53          0.00 B       54      225.28 MiB
   14.78          0.00 B       58      230.34 MiB
   15.03          0.00 B       55      234.31 MiB
   15.28          0.00 B       54      251.15 MiB
   15.53          0.00 B       55      226.86 MiB
   15.78          0.00 B       57      226.86 MiB
   16.03          0.00 B       59      228.44 MiB
   16.28          0.00 B       59      228.44 MiB
   16.53          0.00 B       59      228.44 MiB
   16.78          0.00 B       59      228.44 MiB
   17.03          0.00 B       59      228.44 MiB
   17.28          0.00 B       60      228.44 MiB
   17.53          0.00 B       60      228.44 MiB
   17.78          0.00 B       60      228.44 MiB
   18.04          0.00 B       59        2.30 GiB
   18.29          0.00 B       64        1.26 GiB
   18.54          0.00 B       64        1.26 GiB
   18.79          0.00 B       64        1.26 GiB
   19.04          0.00 B       64        1.26 GiB
   19.29          0.00 B       67        2.30 GiB
   19.54          0.00 B       67        2.30 GiB
   19.79          0.00 B       67        2.30 GiB
   20.04          0.00 B       67        2.30 GiB
   20.29          0.00 B       63        3.35 GiB
   20.54          0.00 B       69        3.35 GiB
   20.79          0.00 B       69        3.35 GiB
   21.04          0.00 B       69        3.35 GiB
   21.29          0.00 B       69        3.35 GiB
   21.54          0.00 B       69        3.35 GiB
   21.80          0.00 B       69        3.35 GiB
   22.05          0.00 B       70        3.35 GiB
   22.30          0.00 B       67        2.30 GiB
   22.55          0.00 B       65        3.14 GiB
   22.80          0.00 B       65        3.14 GiB
   23.05          0.00 B       65        3.14 GiB
   23.30          0.00 B       65        3.14 GiB
   23.55          0.00 B       65        3.14 GiB
   23.80          0.00 B       65        3.14 GiB
   24.05          0.00 B       65        3.14 GiB
   24.30          0.00 B       65        3.14 GiB
   24.55          0.00 B       65        3.14 GiB
   24.80          0.00 B       65        3.14 GiB
   25.05          0.00 B       65        3.14 GiB
   25.30          0.00 B       65        3.14 GiB
   25.56          0.00 B       65        3.14 GiB
   25.81          0.00 B       65        3.14 GiB
   26.06          0.00 B       65        3.14 GiB
   26.31          0.00 B       65        3.14 GiB
   26.56          0.00 B       65        3.14 GiB
   26.81          0.00 B       62        2.10 GiB
   27.06          0.00 B       62        2.10 GiB
   27.31          0.00 B       62        2.10 GiB
