# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 616

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    3.85          0.00 B        0          0.00 B
    4.10          0.00 B        0          0.00 B
    4.35          0.00 B        0          0.00 B
    4.62          0.00 B        0          0.00 B
    4.87          0.00 B        3        192.00 B
    5.12          0.00 B        3        192.00 B
    5.37          0.00 B        3        192.00 B
    5.62          0.00 B        5        136.00 B
    5.87          0.00 B        2         24.00 B
    6.12          0.00 B        2         24.00 B
    6.37          0.00 B        0          0.00 B
    6.62          0.00 B        3         40.00 B
    6.87          0.00 B        4       56.25 MiB
    7.12          0.00 B        9       57.33 MiB
    7.37          0.00 B       16       61.31 MiB
    7.62          0.00 B       17       61.58 MiB
    7.87          0.00 B       14       65.55 MiB
    8.12          0.00 B       14       75.36 MiB
    8.37          0.00 B       12       79.40 MiB
    8.62          0.00 B       14       90.65 MiB
    8.87          0.00 B       16       96.27 MiB
    9.12          0.00 B       13       56.52 MiB
    9.37          0.00 B       22       56.52 MiB
    9.62          0.00 B       27       56.52 MiB
    9.88          0.00 B       27       56.52 MiB
   10.13          0.00 B       23       56.52 MiB
   10.38          0.00 B       24       56.52 MiB
   10.63          0.00 B       42       56.52 MiB
   10.88          0.00 B       45       56.52 MiB
   11.13          0.00 B       48       84.65 MiB
   11.38          0.00 B       54        1.92 GiB
   11.63          0.00 B       56        1.92 GiB
   11.88          0.00 B       51      225.27 MiB
   12.13          0.00 B       51      225.27 MiB
   12.38          0.00 B       51      225.27 MiB
   12.63          0.00 B       51      225.27 MiB
   12.88          0.00 B       51      225.27 MiB
   13.13          0.00 B       51      225.27 MiB
   13.38          0.00 B       54      225.28 MiB
   13.64          0.00 B       57      230.07 MiB
   13.89          0.00 B       52      233.90 MiB
   14.14          0.00 B       57      242.93 MiB
   14.39          0.00 B       54      226.86 MiB
   14.64          0.00 B       57      226.86 MiB
   14.89          0.00 B       59      228.44 MiB
   15.14          0.00 B       59      228.44 MiB
   15.39          0.00 B       59      228.44 MiB
   15.64          0.00 B       59      228.44 MiB
   15.89          0.00 B       59      228.44 MiB
   16.14          0.00 B       60      228.44 MiB
   16.39          0.00 B       60      228.44 MiB
   16.64          0.00 B       60      228.44 MiB
   16.90          0.00 B       57        1.26 GiB
   17.15          0.00 B       63        1.26 GiB
   17.40          0.00 B       64        1.26 GiB
   17.65          0.00 B       64        1.26 GiB
   17.90          0.00 B       64        1.26 GiB
   18.15          0.00 B       67        2.30 GiB
   18.40          0.00 B       67        2.30 GiB
   18.65          0.00 B       67        2.30 GiB
   18.90          0.00 B       67        2.30 GiB
   19.15          0.00 B       67        2.30 GiB
   19.40          0.00 B       69        3.35 GiB
   19.65          0.00 B       69        3.35 GiB
   19.90          0.00 B       69        3.35 GiB
   20.16          0.00 B       69        3.35 GiB
   20.41          0.00 B       69        3.35 GiB
   20.66          0.00 B       69        3.35 GiB
   20.91          0.00 B       70        3.35 GiB
   21.16          0.00 B       70        3.35 GiB
   21.41          0.00 B       66        4.18 GiB
   21.66          0.00 B       69        5.01 GiB
   21.91          0.00 B       65        3.14 GiB
   22.16          0.00 B       65        3.14 GiB
   22.41          0.00 B       65        3.14 GiB
   22.66          0.00 B       65        3.14 GiB
   22.91          0.00 B       65        3.14 GiB
   23.16          0.00 B       65        3.14 GiB
   23.42          0.00 B       65        3.14 GiB
   23.67          0.00 B       65        3.14 GiB
   23.92          0.00 B       65        3.14 GiB
   24.17          0.00 B       65        3.14 GiB
   24.42          0.00 B       65        3.14 GiB
   24.67          0.00 B       65        3.14 GiB
   24.92          0.00 B       65        3.14 GiB
   25.17          0.00 B       65        3.14 GiB
   25.42          0.00 B       62        2.10 GiB
   25.67          0.00 B       62        2.10 GiB
   25.92          0.00 B       62        2.10 GiB
   26.17          0.00 B       62        2.10 GiB
   26.42          0.00 B       62        2.10 GiB
   26.67          0.00 B       62        2.10 GiB
   26.92          0.00 B       62        2.10 GiB
   27.17          0.00 B       62        2.10 GiB
   27.43          0.00 B       62        2.10 GiB
   27.68          0.00 B       62        2.10 GiB
   27.93          0.00 B       62        2.10 GiB
   28.18          0.00 B       62        2.10 GiB
   28.43          0.00 B       62        2.10 GiB
   28.68          0.00 B       62        2.10 GiB
   28.93          0.00 B       62        2.10 GiB
   29.18          0.00 B       59        1.06 GiB
   29.43          0.00 B       59        1.06 GiB
   29.68          0.00 B       59        1.06 GiB
