# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 38

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.24          0.00 B        0          0.00 B
    2.49          0.00 B        0          0.00 B
    2.74          0.00 B        4        7.50 MiB
    2.99          0.00 B        4        7.50 MiB
    3.24          0.00 B        4        7.50 MiB
    3.49          0.00 B       11      243.56 MiB
    3.74          0.00 B       11      243.56 MiB
    3.99          0.00 B       12      243.57 MiB
    4.25          0.00 B       13      243.55 MiB
    4.50          0.00 B       15      250.57 MiB
    4.75          0.00 B       19      257.60 MiB
    5.05          0.00 B       10      243.53 MiB
    5.30          0.00 B       11      243.53 MiB
    5.56          0.00 B       12      243.53 MiB
    5.81          0.00 B       12      243.53 MiB
    6.06          0.00 B       12      243.53 MiB
    6.31          0.00 B       12      243.53 MiB
    6.56          0.00 B       12      243.53 MiB
    6.81          0.00 B       12      243.53 MiB
    7.06          0.00 B       12      243.53 MiB
    7.31          0.00 B       12      243.53 MiB
    7.56          0.00 B       12      243.53 MiB
    7.81          0.00 B       12      243.53 MiB
    8.06          0.00 B       12      243.53 MiB
    8.31          0.00 B       12      243.53 MiB
    8.56          0.00 B       12      243.53 MiB
    8.81          0.00 B       12      243.53 MiB
    9.06          0.00 B       12      243.53 MiB
    9.31          0.00 B       12      243.53 MiB
    9.56          0.00 B       12      243.53 MiB
    9.81          0.00 B       17      243.61 MiB
   10.18          0.00 B        2         16.00 B
   10.77          0.00 B        2         16.00 B
   11.03          0.00 B        2         16.00 B
   11.28          0.00 B        2         16.00 B
   11.53          0.00 B        2         16.00 B
   11.78          0.00 B        2         16.00 B
   11.99          0.00 B        2         16.00 B
