# Generated by LORRAX 0.1.0 at 2026-05-17 22:22:22 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -0.000055              sigCOH=    0.000000              sigTOT=   -0.000055              VH=   -0.002348
n=1   sigSX=   -0.000055              sigCOH=    0.000000              sigTOT=   -0.000055              VH=   -0.002348
n=2   sigSX=   -0.000044              sigCOH=    0.000000              sigTOT=   -0.000044              VH=    0.001677
n=3   sigSX=   -0.000044              sigCOH=    0.000000              sigTOT=   -0.000044              VH=    0.001677
n=4   sigSX=   -0.000154              sigCOH=    0.000000              sigTOT=   -0.000154              VH=   -0.007084
n=5   sigSX=   -0.000154              sigCOH=    0.000000              sigTOT=   -0.000154              VH=   -0.007084
n=6   sigSX=   -0.000118              sigCOH=    0.000000              sigTOT=   -0.000118              VH=   -0.005292
n=7   sigSX=   -0.000118              sigCOH=    0.000000              sigTOT=   -0.000118              VH=   -0.005292
n=8   sigSX=   -0.000204              sigCOH=    0.000000              sigTOT=   -0.000204              VH=    0.001238
n=9   sigSX=   -0.000204              sigCOH=    0.000000              sigTOT=   -0.000204              VH=    0.001238
n=10  sigSX=   -0.000119              sigCOH=    0.000000              sigTOT=   -0.000119              VH=    0.002840
n=11  sigSX=   -0.000119              sigCOH=    0.000000              sigTOT=   -0.000119              VH=    0.002840
n=12  sigSX=   -0.000120              sigCOH=    0.000000              sigTOT=   -0.000120              VH=    0.008801
n=13  sigSX=   -0.000120              sigCOH=    0.000000              sigTOT=   -0.000120              VH=    0.008801
n=14  sigSX=   -0.000109              sigCOH=    0.000000              sigTOT=   -0.000109              VH=    0.009271
n=15  sigSX=   -0.000109              sigCOH=    0.000000              sigTOT=   -0.000109              VH=    0.009271
n=16  sigSX=   -0.470818              sigCOH=    0.000000              sigTOT=   -0.470818              VH=    2.322864
n=17  sigSX=   -0.470818              sigCOH=    0.000000              sigTOT=   -0.470818              VH=    2.322864
n=18  sigSX=   -0.483648              sigCOH=    0.000000              sigTOT=   -0.483648              VH=    2.354302
n=19  sigSX=   -0.483648              sigCOH=    0.000000              sigTOT=   -0.483648              VH=    2.354302
n=20  sigSX=   -0.524059              sigCOH=    0.000000              sigTOT=   -0.524059              VH=    2.538794
n=21  sigSX=   -0.524059              sigCOH=    0.000000              sigTOT=   -0.524059              VH=    2.538794
n=22  sigSX=   -0.524233              sigCOH=    0.000000              sigTOT=   -0.524233              VH=    2.538656
n=23  sigSX=   -0.524233              sigCOH=    0.000000              sigTOT=   -0.524233              VH=    2.538656
n=24  sigSX=   -0.504339              sigCOH=    0.000000              sigTOT=   -0.504339              VH=    2.459669
n=25  sigSX=   -0.504339              sigCOH=    0.000000              sigTOT=   -0.504339              VH=    2.459669
n=26  sigSX=   -0.504456              sigCOH=    0.000000              sigTOT=   -0.504456              VH=    2.459965
n=27  sigSX=   -0.504456              sigCOH=    0.000000              sigTOT=   -0.504456              VH=    2.459965
n=28  sigSX=   -0.057894              sigCOH=    0.000000              sigTOT=   -0.057894              VH=    0.405780
n=29  sigSX=   -0.057894              sigCOH=    0.000000              sigTOT=   -0.057894              VH=    0.405780
n=30  sigSX=   -0.375608              sigCOH=    0.000000              sigTOT=   -0.375608              VH=    2.131270
