# rank=1 tag=default interval=0.5s n_samples=66
# PEAK_RSS_GB = 25.405
#    t (s)      RSS (KB)     VmSize KB    thr    RssAnon KB     VmData KB
    0.00          6144        109920      2          2048         18072
    0.50         47960        736884      9         21336        382696
    1.00         60248        789424      9         29528        423408
    1.50         68440        801396      9         35672        431420
    2.00         78680        810804      9         45912        440828
    2.50         86872        821164      9         52056        447808
    3.00         88920        823516      9         54104        450160
    3.50         99160        839392      9         58200        455356
    4.01        293084       3346000     30        180444        931456
    4.51        335784       6403388     56        202664       1661060
    5.01        341928       6406904     56        206760       1663716
    5.51        346024       6424752     56        210856       1672384
    6.01        352168       6436496     56        214952       1676284
    6.51        360360       6452356     56        221096       1681428
    7.01        406468       7322804     67        236484       1771476
    7.71        418756       7330748     67        246724       1782648
    8.23        448628       7659280     69        274548       1860464
    8.73        494652       7693248     69        314428       1894416
    9.23       2306856      16487028     81       2126632      10059880
    9.73       6386784      16487028     81       6206560      10059880
   10.23       8526944      16487028     81       8346720      10059880
   10.73       8526944      16487028     81       8346720      10059880
   11.23       8526944      16487028     81       8346720      10059880
   11.73        602280       8544676     81        422056       2122036
   12.23        624808       8566096     81        444584       2143396
   12.73       1400208       9444632     81       1219984       2969256
   13.23        902996       8924632     81        722772       2449216
   13.73        930284       8932328     81        750060       2478624
   14.23        924372       8916444     81        744148       2486228
   14.73        961912       9004676     81        781688       2574460
   15.23       1015668       9057196     81        835444       2632716
   15.73       7883372      34464336     81       7703148      28041852
   16.23      13613464      34464336     81      13433240      28057988
   16.73      14309784      34464336     81      14129560      28057988
   17.23      15423896      34464336     81      15243672      28057988
   17.74      17527212      35447376     81      17346988      28958572
   18.24      19554392      35447376     81      19374168      28958572
   18.74      21582932      35447376     81      21402708      28958572
   19.24      21668500      36430416     81      21488276      29876412
   19.74      23340192      36430416     81      23159968      29876412
   20.24      25380276      36430416     81      25200052      29876412
   20.74      25975592      36430416     81      25795368      29876412
   21.24      25975592      36430416     81      25795368      29876412
   21.74      25975592      36430416     81      25795368      29876412
   22.24      25975592      36430416     81      25795368      29876412
   22.74      25975592      36430416     81      25795368      29876412
   23.24      25975592      36430416     81      25795368      29876412
   23.74      25975592      36430416     81      25795368      29876412
   24.24      25975592      36430416     81      25795368      29876412
   24.74      25975592      36430416     81      25795368      29876412
   25.24      25975592      36430416     81      25795368      29876412
   25.74      25975592      36430416     81      25795368      29876412
   26.24      25975592      36430416     81      25795368      29876412
   26.74      25975592      36430416     81      25795368      29876412
   27.24      25975592      36430416     81      25795368      29876412
   27.74      25975592      36430416     81      25795368      29876412
   28.24      25975592      36430416     81      25795368      29876412
   28.74      26166056      36430416     81      25985832      29876412
   29.24      26639144      36430416     81      26458920      29876412
   29.74      26639144      36430416     81      26458920      29876412
   30.24       2674200      12464772     81       2493976       5910768
   30.74       3231912      13024892     81       3051688       6470808
   31.25       3132688      13071600     81       2952464       6517500
   31.75       1383100      11158692     81       1202876       4604592
   32.25       1196640      10972568     81       1016416       4418476
   32.59       1014248      10701988     78        834024       4156452
