# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 156

── Peak live HBM  at t=12.16s  ──────────────────────────
bytes_in_use                = 5.25 GiB
device.peak_bytes_in_use    = 9.21 GiB  (cumulative)
sum of jax.live_arrays()    = 16.95 GiB
n live arrays at peak        = 34

Top JAX arrays at peak:
            size  dtype         shape
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
     1012.50 MiB  complex128    (9, 80, 2, 24, 24, 80)
       56.25 MiB  complex128    (9, 640, 640)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 80, 2, 640)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.53          0.00 B        0          0.00 B
    2.78          0.00 B        0          0.00 B
    3.03          0.00 B        0          0.00 B
    3.28          0.00 B        0          0.00 B
    3.62        256.00 B        0          0.00 B
    3.87        512.00 B        2         24.00 B
    4.12        768.00 B        3         40.00 B
    4.37       21.09 MiB        4       28.13 MiB
    4.62      267.19 MiB        6        1.02 GiB
    4.87      267.19 MiB        8        1.02 GiB
    5.12      267.21 MiB       11        1.02 GiB
    5.37      267.21 MiB       16        1.02 GiB
    5.62        1.02 GiB       16        1.02 GiB
    5.87        1.02 GiB       16        1.02 GiB
    6.13        1.02 GiB       16        1.02 GiB
    6.38        1.02 GiB       16        1.02 GiB
    6.63       21.08 MiB       16       28.14 MiB
    6.88       28.11 MiB       18       42.20 MiB
    7.13       67.27 MiB       20       84.39 MiB
    7.38       77.33 MiB       22      196.89 MiB
    7.63      119.52 MiB       22      196.89 MiB
    7.88       91.39 MiB       26      253.14 MiB
    8.15       91.39 MiB       23      253.14 MiB
    8.40       91.39 MiB       23      253.14 MiB
    8.65       91.39 MiB       23      253.14 MiB
    8.90      114.83 MiB       23      253.14 MiB
    9.15      114.83 MiB       23      253.14 MiB
    9.40      114.83 MiB       23      253.14 MiB
    9.65       63.27 MiB       22      140.64 MiB
    9.90      822.64 MiB       23        2.11 GiB
   10.15      822.64 MiB       25        2.11 GiB
   10.40      822.65 MiB       31        2.11 GiB
   10.65        1.05 GiB       32        3.10 GiB
   10.90        1.79 GiB       33        4.09 GiB
   11.15        2.29 GiB       32        9.04 GiB
   11.41        1.30 GiB       31        5.08 GiB
   11.66        1.30 GiB       31        5.08 GiB
   11.91        2.29 GiB       32        9.04 GiB
   12.16        5.25 GiB       34       16.95 GiB
   12.41        5.25 GiB       34       16.95 GiB
   12.66        5.25 GiB       34       16.95 GiB
   12.91        5.25 GiB       34       16.95 GiB
   13.16        5.25 GiB       34       16.95 GiB
   13.41        5.25 GiB       34       16.95 GiB
   13.66        5.25 GiB       34       16.95 GiB
   13.91        1.30 GiB       31        5.08 GiB
   14.16      316.40 MiB       34        1.13 GiB
   14.41      316.40 MiB       34        1.13 GiB
   14.66      316.40 MiB       34        1.13 GiB
   14.91      316.40 MiB       34        1.13 GiB
   15.16      316.40 MiB       34        1.13 GiB
   15.41      316.40 MiB       34        1.13 GiB
   15.66      316.40 MiB       34        1.13 GiB
   15.91      316.40 MiB       34        1.13 GiB
   16.17      316.40 MiB       34        1.13 GiB
   16.42      316.40 MiB       34        1.13 GiB
   16.67      316.40 MiB       34        1.13 GiB
   16.92      316.40 MiB       34        1.13 GiB
   17.17      316.40 MiB       34        1.13 GiB
   17.42      316.40 MiB       34        1.13 GiB
   17.67      316.40 MiB       34        1.13 GiB
   17.92      316.40 MiB       34        1.13 GiB
   18.17      316.40 MiB       34        1.13 GiB
   18.42      316.40 MiB       34        1.13 GiB
   18.67      316.40 MiB       34        1.13 GiB
   18.92      316.40 MiB       34        1.13 GiB
   19.17      316.40 MiB       34        1.13 GiB
   19.42        7.04 MiB       21       14.08 MiB
   19.67        7.04 MiB       22       14.08 MiB
   19.92        7.04 MiB       24       14.08 MiB
   20.17        7.04 MiB       28       14.08 MiB
   20.42        7.04 MiB       27       14.08 MiB
   20.68        7.04 MiB       28       14.08 MiB
   20.93        9.15 MiB       33       16.19 MiB
   21.18        8.10 MiB       42       16.19 MiB
   21.43      298.55 MiB       50      254.71 MiB
   21.68      512.73 MiB       55      446.82 MiB
   21.93      460.64 MiB       55      446.66 MiB
   22.18      512.57 MiB       55      446.66 MiB
   22.43      512.70 MiB       55      401.36 MiB
   22.68      460.92 MiB       55      469.33 MiB
   22.93      534.88 MiB       55      491.83 MiB
   23.18      512.73 MiB       55      446.66 MiB
   23.43      631.06 MiB       55      446.66 MiB
   23.68      512.91 MiB       55      446.66 MiB
   23.93      512.65 MiB       55      446.66 MiB
   24.18      460.64 MiB       55      446.66 MiB
   24.44      513.20 MiB       55      469.16 MiB
   24.69      535.23 MiB       55      491.83 MiB
   24.94      568.92 MiB       57      457.70 MiB
   25.19       36.31 MiB       48      128.86 MiB
   25.44       38.87 MiB       46      135.11 MiB
   25.69       22.19 MiB       46       72.46 MiB
   25.94       22.19 MiB       45       72.46 MiB
   26.19       43.27 MiB       47      114.64 MiB
   26.44       43.27 MiB       47      114.64 MiB
   26.69       43.27 MiB       48      114.64 MiB
