# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 235

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.27          0.00 B        0          0.00 B
    2.52          0.00 B        0          0.00 B
    2.77          0.00 B        0          0.00 B
    3.04          0.00 B        0          0.00 B
    3.29          0.00 B        0          0.00 B
    3.54          0.00 B        3        192.00 B
    3.79          0.00 B        3        192.00 B
    4.04          0.00 B        3        192.00 B
    4.29          0.00 B        2         64.00 B
    4.54          0.00 B        4         72.00 B
    4.79          0.00 B        2         24.00 B
    5.58          0.00 B        0          0.00 B
    5.83          0.00 B        2         24.00 B
    6.08          0.00 B        4       28.13 MiB
    6.33          0.00 B        8       28.13 MiB
    6.58          0.00 B       15       33.19 MiB
    6.83          0.00 B       17       33.46 MiB
    7.08          0.00 B       14       38.61 MiB
    7.33          0.00 B       12       39.83 MiB
    7.58          0.00 B       14       45.46 MiB
    7.83          0.00 B       16       48.27 MiB
    8.08          0.00 B       18       28.40 MiB
    8.33          0.00 B       23       28.40 MiB
    8.58          0.00 B       26       28.40 MiB
    8.83          0.00 B       27       28.40 MiB
    9.08          0.00 B       20       28.40 MiB
    9.33          0.00 B       26       28.40 MiB
    9.58          0.00 B       46       28.40 MiB
    9.83          0.00 B       46       28.40 MiB
   10.08          0.00 B       50       84.65 MiB
   10.33          0.00 B       54       84.65 MiB
   10.59          0.00 B       51      140.90 MiB
   10.84          0.00 B       51      140.90 MiB
   11.09          0.00 B       51      140.90 MiB
   11.34          0.00 B       51      140.90 MiB
   11.59          0.00 B       51      140.90 MiB
   11.85          0.00 B       51      140.90 MiB
   12.10          0.00 B       55      140.90 MiB
   12.36          0.00 B       59      145.96 MiB
   12.61          0.00 B       55      151.54 MiB
   12.86          0.00 B       56      142.48 MiB
   13.11          0.00 B       60      144.06 MiB
   13.36          0.00 B       60      144.06 MiB
   13.61          0.00 B       60      144.06 MiB
   13.86          0.00 B       60      144.06 MiB
   14.11          0.00 B       60      144.06 MiB
   14.36          0.00 B       61      144.06 MiB
   14.61          0.00 B       61      144.06 MiB
   14.86          0.00 B       61      144.06 MiB
   15.12          0.00 B       61      144.06 MiB
   15.37          0.00 B       61      144.06 MiB
   15.62          0.00 B       61      144.06 MiB
   15.87          0.00 B       60        8.05 GiB
   16.12          0.00 B       60        4.10 GiB
   16.37          0.00 B       60        4.10 GiB
   16.62          0.00 B       60        4.10 GiB
   16.87          0.00 B       60        4.10 GiB
   17.12          0.00 B       60        4.10 GiB
   17.37          0.00 B       60        4.10 GiB
   17.62          0.00 B       60        4.10 GiB
   17.87          0.00 B       60        4.10 GiB
   18.12          0.00 B       60        4.10 GiB
   18.38          0.00 B       60        4.10 GiB
   18.63          0.00 B       60        4.10 GiB
   18.88          0.00 B       60        4.10 GiB
   19.13          0.00 B       60        4.10 GiB
   19.38          0.00 B       60        4.10 GiB
   19.63          0.00 B       60        4.10 GiB
   19.88          0.00 B       60        4.10 GiB
   20.13          0.00 B       60        4.10 GiB
   20.38          0.00 B       60        4.10 GiB
   20.63          0.00 B       60        4.10 GiB
   20.88          0.00 B       60        4.10 GiB
   21.13          0.00 B       60        4.10 GiB
