# Exciton bandstructure E_S(Q), TDA, LORRAX
# input: /pscratch/sd/j/jackm/lorrax_sandbox/runs/MoS2/B_exciton_bands_2026-07-17/exciton_bands.in
# window: n_val=4 n_cond=4; n_eig=8; kgrid 3x3x1; vq_mode=both
# conventions: |v k, c k+Q>; exchange tile at wrap(-Q) keeps G=0 at finite Q (energy_loss); Gamma uses the production q=0 head-body tile; energies in eV
# nodes: 0:Γ 12:M 18:K 31:Γ
# iQ  s_path  Qx  Qy  Qz  mode  E_1..E_neig (eV)
   0 0.000000  0.000000  0.000000  0.000000 interp 0.179359 0.180642 0.213597 0.215924 0.306384 0.306388 0.390338 0.395722
   1 0.317645  0.000000  0.041667  0.000000 interp 0.245602 0.246951 0.285864 0.312856 0.380478 0.381153 0.453343 0.887399
   2 0.635291  0.000000  0.083333  0.000000 interp 0.394786 0.396278 0.446476 0.468093 0.545656 0.547117 0.587596 0.897699
   3 0.952936  0.000000  0.125000  0.000000 interp 0.540197 0.542295 0.596704 0.617375 0.702141 0.704419 0.720746 0.923311
   4 1.270581  0.000000  0.166667  0.000000 interp 0.618064 0.620505 0.668401 0.684889 0.774563 0.776964 0.786225 0.910285
   5 1.588227  0.000000  0.208333  0.000000 interp 0.609469 0.611595 0.640637 0.645274 0.738813 0.740410 0.771255 0.851426
   6 1.905872  0.000000  0.250000  0.000000 interp 0.563281 0.564844 0.568138 0.585287 0.670146 0.671260 0.726324 0.832002
   7 2.223517  0.000000  0.291667  0.000000 interp 0.561271 0.561533 0.562997 0.600387 0.669483 0.670361 0.725707 0.807383
   8 2.541163  0.000000  0.333333  0.000000 interp 0.585950 0.587532 0.624465 0.646937 0.720169 0.729846 0.730651 0.760194
   9 2.858808  0.000000  0.375000  0.000000 interp 0.512153 0.513142 0.567772 0.612967 0.674883 0.704114 0.704952 0.755093
  10 3.176453  0.000000  0.416667  0.000000 interp 0.399677 0.400115 0.456675 0.514815 0.563952 0.602058 0.602527 0.725631
  11 3.494099  0.000000  0.458333  0.000000 interp 0.315595 0.315753 0.374284 0.436478 0.479391 0.524185 0.524377 0.686161
  12 3.811744  0.000000  0.500000  0.000000 interp 0.283997 0.284096 0.342344 0.404213 0.449093 0.494672 0.494715 0.624733
  13 4.178493  0.055550  0.472217  0.000000 interp 0.328503 0.400228 0.412123 0.483105 0.533141 0.546592 0.586866 0.702649
  14 4.545241  0.111100  0.444433  0.000000 interp 0.495504 0.562026 0.593376 0.647427 0.677826 0.704042 0.743422 0.808961
  15 4.911990  0.166650  0.416650  0.000000 interp 0.577857 0.599858 0.697032 0.768305 0.799820 0.802560 0.808020 0.862250
  16 5.278738  0.222200  0.388867  0.000000 interp 0.466616 0.477995 0.575899 0.654232 0.657555 0.668262 0.681183 0.877712
  17 5.645487  0.277750  0.361083  0.000000 interp 0.272773 0.298074 0.396482 0.470323 0.484547 0.488732 0.491592 0.712221
  18 6.012235  0.333300  0.333300  0.000000 interp 0.174271 0.211943 0.308742 0.374986 0.394946 0.397664 0.398830 0.645644
  19 6.350772  0.307662  0.307662  0.000000 interp 0.257759 0.285845 0.382882 0.459229 0.482285 0.486603 0.487875 0.695759
  20 6.689309  0.282023  0.282023  0.000000 interp 0.438365 0.447929 0.544124 0.635426 0.666278 0.677943 0.685792 0.865527
  21 7.027846  0.256385  0.256385  0.000000 interp 0.610254 0.618918 0.698869 0.739502 0.782762 0.811480 0.811734 0.837341
  22 7.366383  0.230746  0.230746  0.000000 interp 0.537362 0.567781 0.661098 0.717889 0.733043 0.740609 0.808885 0.832114
  23 7.704920  0.205108  0.205108  0.000000 interp 0.389398 0.397494 0.488546 0.587956 0.660895 0.687286 0.720202 0.753676
  24 8.043457  0.179469  0.179469  0.000000 interp 0.286468 0.298685 0.374133 0.496396 0.529948 0.556460 0.593028 0.704677
  25 8.381994  0.153831  0.153831  0.000000 interp 0.287201 0.313031 0.373406 0.508591 0.526137 0.547388 0.573819 0.674240
  26 8.720531  0.128192  0.128192  0.000000 interp 0.424564 0.451526 0.511851 0.631808 0.633047 0.647613 0.649146 0.733306
  27 9.059067  0.102554  0.102554  0.000000 interp 0.608410 0.617635 0.671642 0.710638 0.748211 0.791167 0.795535 0.813183
  28 9.397604  0.076915  0.076915  0.000000 interp 0.573104 0.596200 0.634565 0.661935 0.744476 0.749218 0.766564 0.926757
  29 9.736141  0.051277  0.051277  0.000000 interp 0.414503 0.441013 0.473290 0.504095 0.570077 0.591951 0.620561 0.926145
  30 10.074678  0.025638  0.025638  0.000000 interp 0.253928 0.260116 0.297255 0.323402 0.389538 0.395603 0.461604 0.903276
  31 10.413215  0.000000  0.000000  0.000000 interp 0.179359 0.180642 0.213597 0.215924 0.306384 0.306388 0.390338 0.395722
   3 0.952936  0.000000  0.125000  0.000000 refit  0.540194 0.542291 0.596600 0.617288 0.702139 0.704414 0.720180 0.922081
   9 2.858808  0.000000  0.375000  0.000000 refit  0.512153 0.513142 0.567785 0.612915 0.674854 0.704114 0.704952 0.755090
  12 3.811744  0.000000  0.500000  0.000000 refit  0.283998 0.284097 0.342332 0.404088 0.448987 0.494673 0.494716 0.624703
  18 6.012235  0.333300  0.333300  0.000000 refit  0.174272 0.212335 0.308749 0.376833 0.394955 0.397655 0.398842 0.646032
  26 8.720531  0.128192  0.128192  0.000000 refit  0.424336 0.451525 0.511845 0.631805 0.632816 0.647610 0.649016 0.733304
