# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 164

── Peak live HBM  at t=12.13s  ──────────────────────────
bytes_in_use                = 5.25 GiB
device.peak_bytes_in_use    = 9.21 GiB  (cumulative)
sum of jax.live_arrays()    = 16.95 GiB
n live arrays at peak        = 34

Top JAX arrays at peak:
            size  dtype         shape
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
        3.96 GiB  complex128    (9, 640, 46080)
     1012.50 MiB  complex128    (9, 80, 2, 24, 24, 80)
       56.25 MiB  complex128    (9, 640, 640)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 80, 2, 640)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.59          0.00 B        0          0.00 B
    2.84          0.00 B        0          0.00 B
    3.09          0.00 B        0          0.00 B
    3.34          0.00 B        0          0.00 B
    3.60        512.00 B        2         24.00 B
    3.85        512.00 B        2         24.00 B
    4.10        768.00 B        3         40.00 B
    4.35       21.09 MiB        4       28.13 MiB
    4.60      267.19 MiB        7        1.02 GiB
    4.85      267.20 MiB       10        1.02 GiB
    5.10      267.21 MiB       16        1.02 GiB
    5.35      267.21 MiB       16        1.02 GiB
    5.60        1.02 GiB       16        1.02 GiB
    5.86        1.02 GiB       16        1.02 GiB
    6.11        1.02 GiB       16        1.02 GiB
    6.36        1.02 GiB       16        1.02 GiB
    6.61       21.08 MiB       16       28.14 MiB
    6.86       49.21 MiB       20       84.39 MiB
    7.11       67.27 MiB       20       84.39 MiB
    7.36       67.27 MiB       20       84.39 MiB
    7.61      119.52 MiB       22      196.89 MiB
    7.86       91.39 MiB       26      253.14 MiB
    8.12       91.39 MiB       23      253.14 MiB
    8.37       91.39 MiB       23      253.14 MiB
    8.62       91.39 MiB       23      253.14 MiB
    8.87       91.39 MiB       23      253.14 MiB
    9.13      114.83 MiB       23      253.14 MiB
    9.38      114.83 MiB       23      253.14 MiB
    9.63       63.27 MiB       22      140.64 MiB
    9.88        1.30 GiB       23        2.11 GiB
   10.13      822.64 MiB       25        2.11 GiB
   10.38      822.65 MiB       31        2.11 GiB
   10.63        1.05 GiB       32        3.10 GiB
   10.88        1.79 GiB       33        4.09 GiB
   11.13        2.29 GiB       32        9.04 GiB
   11.38        4.26 GiB       31        5.08 GiB
   11.63        1.30 GiB       31        5.08 GiB
   11.88        4.32 GiB       31        5.08 GiB
   12.13        5.25 GiB       34       16.95 GiB
   12.38        5.25 GiB       34       16.95 GiB
   12.63        5.25 GiB       34       16.95 GiB
   12.88        5.25 GiB       34       16.95 GiB
   13.13        5.25 GiB       34       16.95 GiB
   13.38        5.25 GiB       34       16.95 GiB
   13.63        5.25 GiB       34       16.95 GiB
   13.88        5.25 GiB       34       16.95 GiB
   14.13      316.40 MiB       34        1.13 GiB
   14.39      316.40 MiB       34        1.13 GiB
   14.64      316.40 MiB       34        1.13 GiB
   14.89      316.40 MiB       34        1.13 GiB
   15.14      316.40 MiB       34        1.13 GiB
   15.39      316.40 MiB       34        1.13 GiB
   15.64      316.40 MiB       34        1.13 GiB
