# Generated by LORRAX unknown at 2026-07-21 04:38:26 UTC
  0.000000000  0.000000000  0.000000000     100
       1       1  -65.484467018-27701.102206662
       1       2  -65.484467018-24826.020636832
       1       3  -42.100571074-19714.770288128
       1       4  -42.100571074-18778.240441218
       1       5  -39.580048907-23685.917750897
       1       6  -39.580048907-19907.261785864
       1       7  -39.404856500-12559.950263672
       1       8  -39.404856500-11943.507651522
       1       9  -19.386942795 -160.176435287
       1      10  -19.386942795 -260.790086514
       1      11  -18.188235500 -542.929072006
       1      12  -18.188235500 -577.898725443
       1      13  -10.891408280-1913.219170211
       1      14  -10.891408280-2320.194053535
       1      15   -7.880918703-1972.239033880
       1      16   -7.880918703-1895.029317496
       1      17   -7.821580623-1758.882605002
       1      18   -7.821580623-1881.682363065
       1      19   -7.130428248  833.775328124
       1      20   -7.130428248  925.526096024
       1      21   -6.799255100-1416.371948772
       1      22   -6.799255100-1239.851665990
       1      23   -6.718284858-1168.392047854
       1      24   -6.718284858-1379.361280708
       1      25   -5.398968461-7499.420890405
       1      26   -5.398968461-6813.802944608
       1      27   -2.591354807 2771.874678428
       1      28   -2.591354807 2893.890268152
       1      29   -2.515375113 2867.838817138
       1      30   -2.515375113 2767.622867673
       1      31   -2.347811089 4003.547374527
       1      32   -2.347811089 3911.571383459
       1      33   -2.339587732 3867.791707315
       1      34   -2.339587732 3806.728523787
       1      35    1.083633196 1862.718569936
       1      36    1.083633196 1872.470871872
       1      37    3.734849865 1725.836241989
       1      38    3.734849865 1695.281211411
       1      39    3.946919000 1537.703582381
       1      40    3.946919000 1506.116217745
       1      41    4.785055122  457.341560361
       1      42    4.785055122  468.911939989
       1      43    5.503172052 -119.241398577
       1      44    5.503172052 -115.213730963
       1      45    5.579950066  -78.658297502
       1      46    5.579950066  -76.269843202
       1      47    7.479929784 2527.430934463
       1      48    7.479929784 2491.747388850
       1      49    7.497362935 2577.727076216
       1      50    7.497362935 2579.366792211
       1      51    7.654691784-1201.269145832
       1      52    7.654691784-1323.528752142
       1      53   10.761649208 3826.283166774
       1      54   10.761649208 3812.957687547
       1      55   10.776235974 3845.869819614
       1      56   10.776235974 3812.633607168
       1      57   10.850507044  199.840789193
       1      58   10.850507044  217.471843411
       1      59   11.100026503 2431.004120324
       1      60   11.100026503 2456.991636470
       1      61   11.106967549 2530.628557279
       1      62   11.106967549 2479.646207902
       1      63   11.233375487 -390.848561560
       1      64   11.233375487 -360.670694482
       1      65   14.035511446  598.068415235
       1      66   14.035511446  678.176399824
       1      67   14.277796832 1028.139623682
       1      68   14.277796832 1021.541128510
       1      69   14.661947245 2285.567942518
       1      70   14.661947245 2336.910308848
       1      71   16.071642721  697.360077525
       1      72   16.071642721  703.493289574
       1      73   18.061620554 4054.061300439
       1      74   18.061620554 4140.720242861
       1      75   18.238654235 3958.198299228
       1      76   18.238654235 3962.215296612
       1      77   20.596832559  136.228820437
       1      78   20.596832559  165.996795916
       1      79   20.823269636 1206.447190929
       1      80   20.823269636 1216.478271810
       1      81   20.838623102 1216.328246496
       1      82   20.838623102 1206.053547820
       1      83   21.148650506  660.928021035
       1      84   21.148650506  667.378350781
       1      85   21.801451426 1193.181177176
       1      86   21.801451426 1183.474688752
       1      87   22.264416348 2865.627021153
       1      88   22.264416348 2851.771861173
       1      89   22.311075289 2977.578879897
       1      90   22.311075289 2999.016998002
       1      91   22.988315852  -77.276746769
       1      92   22.988315852  -20.922541279
       1      93   23.435677727  775.681248743
       1      94   23.435677727  778.226341682
       1      95   23.447354607  773.552604910
       1      96   23.447354607  770.849674936
       1      97   24.078747747 3623.157110814
       1      98   24.078747747 3727.192903401
       1      99   24.087456174  909.099288818
       1     100   24.087456174  934.329195548
  0.000000000  0.166666667  0.000000000     100
       1       1  -65.465979595-51907.661084512
       1       2  -65.465979595-53147.579369838
       1       3  -42.126170772-26598.893534518
       1       4  -42.126170730-27551.326106794
       1       5  -39.593525639-37593.391765947
       1       6  -39.593525613-35129.964409852
       1       7  -39.464893506-11041.314469331
       1       8  -39.464893424-11821.753349275
       1       9  -18.989632684 -228.583859620
       1      10  -18.989632677 -240.956149149
       1      11  -18.014212873  499.161531762
       1      12  -18.014212871  539.527161136
       1      13  -10.482476696-3665.278244473
       1      14  -10.482476624-3451.933478410
       1      15   -8.606804429-1506.082994102
       1      16   -8.606804196-1424.994049033
       1      17   -8.256218114 -492.007586811
       1      18   -8.256218017 -521.424704899
       1      19   -7.436880538-2310.424237016
       1      20   -7.436880359-2481.623988444
