# Generated by LORRAX 0.1.0 at 2026-07-11 09:02:04 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -37.090189              sigC=    1.349999+  0.000000i  sigXC=  -35.740190+  0.000000i  VH=  595.513102+  0.000000i  Eo=  -66.060192
n=1   sigX=  -37.090189              sigC=    1.349999+  0.000000i  sigXC=  -35.740190+  0.000000i  VH=  595.513102+  0.000000i  Eo=  -66.060192
n=2   sigX=  -30.577629              sigC=    1.523210+  0.000412i  sigXC=  -29.054419+  0.000412i  VH=  584.744732+ -0.000000i  Eo=  -41.782008
n=3   sigX=  -30.577629              sigC=    1.523210+  0.000412i  sigXC=  -29.054419+  0.000412i  VH=  584.744732+ -0.000000i  Eo=  -41.782008
n=4   sigX=  -29.969277              sigC=    1.562969+  0.000389i  sigXC=  -28.406308+  0.000389i  VH=  578.674568+ -0.000000i  Eo=  -39.377764
n=5   sigX=  -29.969277              sigC=    1.562969+  0.000389i  sigXC=  -28.406308+  0.000389i  VH=  578.674568+ -0.000000i  Eo=  -39.377764
n=6   sigX=  -30.047417              sigC=    1.588697+ -0.000842i  sigXC=  -28.458720+ -0.000842i  VH=  589.245152+ -0.000000i  Eo=  -39.158299
n=7   sigX=  -30.047417              sigC=    1.588697+ -0.000842i  sigXC=  -28.458720+ -0.000842i  VH=  589.245152+ -0.000000i  Eo=  -39.158299
n=8   sigX=  -18.951048              sigC=    1.743656+ -0.000000i  sigXC=  -17.207393+ -0.000000i  VH=  385.439407+  0.000000i  Eo=  -19.434595
n=9   sigX=  -18.951048              sigC=    1.743656+ -0.000000i  sigXC=  -17.207393+ -0.000000i  VH=  385.439407+  0.000000i  Eo=  -19.434595
n=10  sigX=  -18.760204              sigC=    1.781515+  0.000002i  sigXC=  -16.978688+  0.000002i  VH=  352.676526+  0.000000i  Eo=  -18.207170
n=11  sigX=  -18.760204              sigC=    1.781515+  0.000002i  sigXC=  -16.978688+  0.000002i  VH=  352.676526+  0.000000i  Eo=  -18.207170
n=12  sigX=  -14.671567              sigC=    2.120432+ -0.000001i  sigXC=  -12.551134+ -0.000001i  VH=  392.686958+  0.000000i  Eo=  -10.915038
n=13  sigX=  -14.671567              sigC=    2.120432+ -0.000001i  sigXC=  -12.551134+ -0.000001i  VH=  392.686958+  0.000000i  Eo=  -10.915038
n=14  sigX=  -15.562388              sigC=    1.831385+ -0.000613i  sigXC=  -13.731003+ -0.000613i  VH=  494.765413+  0.000000i  Eo=   -7.788310
n=15  sigX=  -15.562388              sigC=    1.831385+ -0.000613i  sigXC=  -13.731003+ -0.000613i  VH=  494.765413+  0.000000i  Eo=   -7.788310
n=16  sigX=  -15.388603              sigC=    1.727114+  0.000536i  sigXC=  -13.661490+  0.000536i  VH=  489.491873+  0.000000i  Eo=   -7.724954
n=17  sigX=  -15.388603              sigC=    1.727114+  0.000536i  sigXC=  -13.661490+  0.000536i  VH=  489.491873+  0.000000i  Eo=   -7.724954
n=18  sigX=  -13.009574              sigC=    1.618149+  0.000001i  sigXC=  -11.391425+  0.000001i  VH=  301.069516+  0.000000i  Eo=   -7.137727
n=19  sigX=  -13.009574              sigC=    1.618149+  0.000001i  sigXC=  -11.391425+  0.000001i  VH=  301.069516+  0.000000i  Eo=   -7.137727
n=20  sigX=  -15.186462              sigC=    1.263243+ -0.000040i  sigXC=  -13.923219+ -0.000040i  VH=  461.303119+  0.000000i  Eo=   -6.753142
n=21  sigX=  -15.186462              sigC=    1.263243+ -0.000040i  sigXC=  -13.923219+ -0.000040i  VH=  461.303119+  0.000000i  Eo=   -6.753142
n=22  sigX=  -15.082378              sigC=    1.375475+  0.000041i  sigXC=  -13.706903+  0.000041i  VH=  460.652556+  0.000000i  Eo=   -6.667988
n=23  sigX=  -15.082378              sigC=    1.375475+  0.000041i  sigXC=  -13.706903+  0.000041i  VH=  460.652556+  0.000000i  Eo=   -6.667988
n=24  sigX=  -13.756129              sigC=    0.593978+ -0.000000i  sigXC=  -13.162152+ -0.000000i  VH=  416.593338+  0.000000i  Eo=   -5.362752
n=25  sigX=  -13.756129              sigC=    0.593978+ -0.000000i  sigXC=  -13.162152+ -0.000000i  VH=  416.593338+  0.000000i  Eo=   -5.362752
n=26  sigX=  -11.082516              sigC=   -0.028231+ -0.000000i  sigXC=  -11.110746+ -0.000000i  VH=  425.051105+  0.000000i  Eo=   -2.572545
n=27  sigX=  -11.082516              sigC=   -0.028231+ -0.000000i  sigXC=  -11.110746+ -0.000000i  VH=  425.051105+  0.000000i  Eo=   -2.572545
n=28  sigX=  -11.024259              sigC=    0.141429+  0.000003i  sigXC=  -10.882830+  0.000003i  VH=  423.063666+  0.000000i  Eo=   -2.495091
n=29  sigX=  -11.024259              sigC=    0.141429+  0.000003i  sigXC=  -10.882830+  0.000003i  VH=  423.063666+  0.000000i  Eo=   -2.495091

k-point 1:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -37.085015              sigC=    1.374572+ -0.000328i  sigXC=  -35.710443+ -0.000328i  VH=  595.496572+  0.000000i  Eo=  -66.029998
n=1   sigX=  -37.085015              sigC=    1.374572+ -0.000328i  sigXC=  -35.710443+ -0.000328i  VH=  595.496572+  0.000000i  Eo=  -66.029998
n=2   sigX=  -30.586901              sigC=    1.517759+ -0.000148i  sigXC=  -29.069142+ -0.000148i  VH=  584.991353+ -0.000000i  Eo=  -41.863237
n=3   sigX=  -30.586901              sigC=    1.517759+ -0.000148i  sigXC=  -29.069142+ -0.000148i  VH=  584.991353+ -0.000000i  Eo=  -41.863237
n=4   sigX=  -29.972345              sigC=    1.547505+ -0.001183i  sigXC=  -28.424840+ -0.001183i  VH=  580.542887+ -0.000000i  Eo=  -39.456868
n=5   sigX=  -29.972345              sigC=    1.547505+ -0.001183i  sigXC=  -28.424840+ -0.001183i  VH=  580.542887+ -0.000000i  Eo=  -39.456868
n=6   sigX=  -30.029553              sigC=    1.587802+ -0.000873i  sigXC=  -28.441750+ -0.000873i  VH=  585.631494+ -0.000000i  Eo=  -39.301754
n=7   sigX=  -30.029553              sigC=    1.587802+ -0.000873i  sigXC=  -28.441750+ -0.000873i  VH=  585.631494+ -0.000000i  Eo=  -39.301753
n=8   sigX=  -18.892738              sigC=    1.805676+  0.000439i  sigXC=  -17.087061+  0.000439i  VH=  385.255638+  0.000000i  Eo=  -18.095629
n=9   sigX=  -18.892738              sigC=    1.805676+  0.000439i  sigXC=  -17.087061+  0.000439i  VH=  385.255638+  0.000000i  Eo=  -18.095629
n=10  sigX=  -18.847394              sigC=    1.871798+ -0.000064i  sigXC=  -16.975596+ -0.000064i  VH=  368.952448+  0.000000i  Eo=  -17.625297
n=11  sigX=  -18.847394              sigC=    1.871798+ -0.000064i  sigXC=  -16.975596+ -0.000064i  VH=  368.952448+  0.000000i  Eo=  -17.625297
n=12  sigX=  -14.857024              sigC=    2.033920+ -0.000458i  sigXC=  -12.823104+ -0.000458i  VH=  420.792669+  0.000000i  Eo=  -10.514494
n=13  sigX=  -14.857024              sigC=    2.033920+ -0.000458i  sigXC=  -12.823104+ -0.000458i  VH=  420.792669+  0.000000i  Eo=  -10.514494
n=14  sigX=  -14.308481              sigC=    1.791253+ -0.000202i  sigXC=  -12.517228+ -0.000202i  VH=  382.812553+  0.000000i  Eo=   -9.542166
n=15  sigX=  -14.308481              sigC=    1.791253+ -0.000202i  sigXC=  -12.517228+ -0.000202i  VH=  382.812553+  0.000000i  Eo=   -9.542166
n=16  sigX=  -14.225143              sigC=    1.904793+  0.000032i  sigXC=  -12.320350+  0.000032i  VH=  375.487782+  0.000000i  Eo=   -9.205317
n=17  sigX=  -14.225143              sigC=    1.904793+  0.000032i  sigXC=  -12.320350+  0.000032i  VH=  375.487782+  0.000000i  Eo=   -9.205317
n=18  sigX=  -15.295321              sigC=    1.811633+  0.000008i  sigXC=  -13.483688+  0.000008i  VH=  448.279660+  0.000000i  Eo=   -8.082841
n=19  sigX=  -15.295321              sigC=    1.811633+  0.000008i  sigXC=  -13.483688+  0.000008i  VH=  448.279660+  0.000000i  Eo=   -8.082841
n=20  sigX=  -13.641180              sigC=    1.618956+  0.000094i  sigXC=  -12.022225+  0.000094i  VH=  321.391700+  0.000000i  Eo=   -7.032540
n=21  sigX=  -13.641180              sigC=    1.618956+  0.000094i  sigXC=  -12.022225+  0.000094i  VH=  321.391700+  0.000000i  Eo=   -7.032540
n=22  sigX=  -14.345790              sigC=    1.388578+ -0.000130i  sigXC=  -12.957213+ -0.000130i  VH=  425.392055+  0.000000i  Eo=   -6.570321
n=23  sigX=  -14.345790              sigC=    1.388578+ -0.000130i  sigXC=  -12.957213+ -0.000130i  VH=  425.392055+  0.000000i  Eo=   -6.570317
n=24  sigX=  -13.921706              sigC=    0.993641+ -0.000750i  sigXC=  -12.928065+ -0.000750i  VH=  464.594215+  0.000000i  Eo=   -6.264702
n=25  sigX=  -13.921706              sigC=    0.993641+ -0.000750i  sigXC=  -12.928065+ -0.000750i  VH=  464.594215+  0.000000i  Eo=   -6.264698
n=26  sigX=  -12.382758              sigC=   -0.347276+  0.000070i  sigXC=  -12.730034+  0.000070i  VH=  485.017126+  0.000000i  Eo=   -3.034353
n=27  sigX=  -12.382758              sigC=   -0.347276+  0.000070i  sigXC=  -12.730034+  0.000070i  VH=  485.017126+  0.000000i  Eo=   -3.034351
n=28  sigX=  -11.814596              sigC=   -0.534652+  0.000536i  sigXC=  -12.349248+  0.000536i  VH=  460.455295+  0.000000i  Eo=   -2.930766
n=29  sigX=  -11.814596              sigC=   -0.534652+  0.000536i  sigXC=  -12.349248+  0.000536i  VH=  460.455295+  0.000000i  Eo=   -2.930763

k-point 2:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -37.085015              sigC=    1.374572+ -0.000328i  sigXC=  -35.710443+ -0.000328i  VH=  595.496572+  0.000000i  Eo=  -66.029998
n=1   sigX=  -37.085015              sigC=    1.374572+ -0.000328i  sigXC=  -35.710443+ -0.000328i  VH=  595.496572+  0.000000i  Eo=  -66.029998
n=2   sigX=  -30.586901              sigC=    1.517759+ -0.000148i  sigXC=  -29.069142+ -0.000148i  VH=  584.991353+ -0.000000i  Eo=  -41.863237
n=3   sigX=  -30.586901              sigC=    1.517759+ -0.000148i  sigXC=  -29.069142+ -0.000148i  VH=  584.991353+ -0.000000i  Eo=  -41.863237
n=4   sigX=  -29.972345              sigC=    1.547505+ -0.001183i  sigXC=  -28.424840+ -0.001183i  VH=  580.542887+ -0.000000i  Eo=  -39.456868
n=5   sigX=  -29.972345              sigC=    1.547505+ -0.001183i  sigXC=  -28.424840+ -0.001183i  VH=  580.542887+ -0.000000i  Eo=  -39.456868
n=6   sigX=  -30.029553              sigC=    1.587802+ -0.000873i  sigXC=  -28.441750+ -0.000873i  VH=  585.631494+ -0.000000i  Eo=  -39.301754
n=7   sigX=  -30.029553              sigC=    1.587802+ -0.000873i  sigXC=  -28.441750+ -0.000873i  VH=  585.631494+ -0.000000i  Eo=  -39.301753
n=8   sigX=  -18.892738              sigC=    1.805676+  0.000439i  sigXC=  -17.087061+  0.000439i  VH=  385.255638+  0.000000i  Eo=  -18.095629
n=9   sigX=  -18.892738              sigC=    1.805676+  0.000439i  sigXC=  -17.087061+  0.000439i  VH=  385.255638+  0.000000i  Eo=  -18.095629
n=10  sigX=  -18.847394              sigC=    1.871798+ -0.000064i  sigXC=  -16.975596+ -0.000064i  VH=  368.952448+  0.000000i  Eo=  -17.625297
n=11  sigX=  -18.847394              sigC=    1.871798+ -0.000064i  sigXC=  -16.975596+ -0.000064i  VH=  368.952448+  0.000000i  Eo=  -17.625297
n=12  sigX=  -14.857024              sigC=    2.033920+ -0.000458i  sigXC=  -12.823104+ -0.000458i  VH=  420.792669+  0.000000i  Eo=  -10.514494
n=13  sigX=  -14.857024              sigC=    2.033920+ -0.000458i  sigXC=  -12.823104+ -0.000458i  VH=  420.792669+  0.000000i  Eo=  -10.514494
n=14  sigX=  -14.308481              sigC=    1.791253+ -0.000202i  sigXC=  -12.517228+ -0.000202i  VH=  382.812553+  0.000000i  Eo=   -9.542166
n=15  sigX=  -14.308481              sigC=    1.791253+ -0.000202i  sigXC=  -12.517228+ -0.000202i  VH=  382.812553+  0.000000i  Eo=   -9.542166
n=16  sigX=  -14.225143              sigC=    1.904793+  0.000032i  sigXC=  -12.320350+  0.000032i  VH=  375.487782+  0.000000i  Eo=   -9.205317
n=17  sigX=  -14.225143              sigC=    1.904793+  0.000032i  sigXC=  -12.320350+  0.000032i  VH=  375.487782+  0.000000i  Eo=   -9.205317
n=18  sigX=  -15.295321              sigC=    1.811633+  0.000008i  sigXC=  -13.483688+  0.000008i  VH=  448.279660+  0.000000i  Eo=   -8.082841
n=19  sigX=  -15.295321              sigC=    1.811633+  0.000008i  sigXC=  -13.483688+  0.000008i  VH=  448.279660+  0.000000i  Eo=   -8.082841
n=20  sigX=  -13.641180              sigC=    1.618956+  0.000094i  sigXC=  -12.022225+  0.000094i  VH=  321.391700+  0.000000i  Eo=   -7.032540
n=21  sigX=  -13.641180              sigC=    1.618956+  0.000094i  sigXC=  -12.022225+  0.000094i  VH=  321.391700+  0.000000i  Eo=   -7.032540
n=22  sigX=  -14.345790              sigC=    1.388578+ -0.000130i  sigXC=  -12.957213+ -0.000130i  VH=  425.392055+  0.000000i  Eo=   -6.570321
n=23  sigX=  -14.345790              sigC=    1.388578+ -0.000130i  sigXC=  -12.957213+ -0.000130i  VH=  425.392055+  0.000000i  Eo=   -6.570317
n=24  sigX=  -13.921706              sigC=    0.993641+ -0.000750i  sigXC=  -12.928065+ -0.000750i  VH=  464.594215+  0.000000i  Eo=   -6.264702
n=25  sigX=  -13.921706              sigC=    0.993641+ -0.000750i  sigXC=  -12.928065+ -0.000750i  VH=  464.594215+  0.000000i  Eo=   -6.264698
n=26  sigX=  -12.382758              sigC=   -0.347276+  0.000070i  sigXC=  -12.730034+  0.000070i  VH=  485.017126+  0.000000i  Eo=   -3.034353
n=27  sigX=  -12.382758              sigC=   -0.347276+  0.000070i  sigXC=  -12.730034+  0.000070i  VH=  485.017126+  0.000000i  Eo=   -3.034351
n=28  sigX=  -11.814596              sigC=   -0.534652+  0.000536i  sigXC=  -12.349248+  0.000536i  VH=  460.455295+  0.000000i  Eo=   -2.930766
n=29  sigX=  -11.814596              sigC=   -0.534652+  0.000536i  sigXC=  -12.349248+  0.000536i  VH=  460.455295+  0.000000i  Eo=   -2.930763

k-point 3:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -37.092612              sigC=    1.377386+  0.001639i  sigXC=  -35.715226+  0.001639i  VH=  595.679325+  0.000000i  Eo=  -66.029998
n=1   sigX=  -37.092612              sigC=    1.377386+  0.001639i  sigXC=  -35.715226+  0.001639i  VH=  595.679325+  0.000000i  Eo=  -66.029998
n=2   sigX=  -30.588116              sigC=    1.524190+ -0.002080i  sigXC=  -29.063927+ -0.002080i  VH=  585.008229+ -0.000000i  Eo=  -41.863237
n=3   sigX=  -30.588116              sigC=    1.524190+ -0.002080i  sigXC=  -29.063927+ -0.002080i  VH=  585.008229+ -0.000000i  Eo=  -41.863236
n=4   sigX=  -29.989751              sigC=    1.567471+ -0.003392i  sigXC=  -28.422280+ -0.003392i  VH=  580.471092+ -0.000000i  Eo=  -39.456868
n=5   sigX=  -29.989751              sigC=    1.567471+ -0.003392i  sigXC=  -28.422280+ -0.003392i  VH=  580.471092+ -0.000000i  Eo=  -39.456868
n=6   sigX=  -30.001682              sigC=    1.575643+ -0.000960i  sigXC=  -28.426039+ -0.000960i  VH=  585.521100+ -0.000000i  Eo=  -39.301753
n=7   sigX=  -30.001682              sigC=    1.575643+ -0.000960i  sigXC=  -28.426039+ -0.000960i  VH=  585.521100+ -0.000000i  Eo=  -39.301753
n=8   sigX=  -18.896460              sigC=    1.806145+ -0.000155i  sigXC=  -17.090315+ -0.000155i  VH=  385.330679+  0.000000i  Eo=  -18.095631
