# Generated by LORRAX unknown at 2026-07-21 07:31:58 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.583000              sigC=    4.159643+  0.000000i  sigXC=  -35.423356+  0.000000i  VH=  597.721734  Eo=  -65.461080
n=1   sigX=  -39.583000              sigC=    4.159643+  0.000000i  sigXC=  -35.423356+  0.000000i  VH=  597.721734  Eo=  -65.461080
n=2   sigX=  -33.463726              sigC=    3.924792+ -0.001688i  sigXC=  -29.538934+ -0.001688i  VH=  584.964213  Eo=  -42.076878
n=3   sigX=  -33.463726              sigC=    3.924792+ -0.001688i  sigXC=  -29.538934+ -0.001688i  VH=  584.964213  Eo=  -42.076878
n=4   sigX=  -32.816065              sigC=    4.036479+  0.000547i  sigXC=  -28.779586+  0.000547i  VH=  578.794552  Eo=  -39.554728
n=5   sigX=  -32.816065              sigC=    4.036479+  0.000547i  sigXC=  -28.779586+  0.000547i  VH=  578.794552  Eo=  -39.554728
n=6   sigX=  -32.795535              sigC=    3.978294+  0.001167i  sigXC=  -28.817241+  0.001167i  VH=  588.617696  Eo=  -39.383435
n=7   sigX=  -32.795535              sigC=    3.978294+  0.001167i  sigXC=  -28.817241+  0.001167i  VH=  588.617696  Eo=  -39.383435
n=8   sigX=  -21.919895              sigC=    6.312786+  0.000001i  sigXC=  -15.607108+  0.000001i  VH=  386.397031  Eo=  -19.374135
n=9   sigX=  -21.919895              sigC=    6.312786+  0.000001i  sigXC=  -15.607108+  0.000001i  VH=  386.397031  Eo=  -19.374135
n=10  sigX=  -21.715874              sigC=    6.287376+ -0.000004i  sigXC=  -15.428498+ -0.000004i  VH=  356.451716  Eo=  -18.177279
n=11  sigX=  -21.715874              sigC=    6.287376+ -0.000004i  sigXC=  -15.428498+ -0.000004i  VH=  356.451716  Eo=  -18.177279
n=12  sigX=  -17.668825              sigC=    4.441657+  0.000001i  sigXC=  -13.227169+  0.000001i  VH=  396.472699  Eo=  -10.875837
n=13  sigX=  -17.668825              sigC=    4.441657+  0.000001i  sigXC=  -13.227169+  0.000001i  VH=  396.472699  Eo=  -10.875837
n=14  sigX=  -18.540506              sigC=    3.102831+  0.000002i  sigXC=  -15.437674+  0.000002i  VH=  494.658844  Eo=   -7.861774
n=15  sigX=  -18.540506              sigC=    3.102831+  0.000002i  sigXC=  -15.437674+  0.000002i  VH=  494.658844  Eo=   -7.861774
n=16  sigX=  -18.391856              sigC=    3.054411+ -0.000004i  sigXC=  -15.337445+ -0.000004i  VH=  490.052682  Eo=   -7.802675
n=17  sigX=  -18.391856              sigC=    3.054411+ -0.000004i  sigXC=  -15.337445+ -0.000004i  VH=  490.052682  Eo=   -7.802675
n=18  sigX=  -15.956073              sigC=    2.900234+  0.000003i  sigXC=  -13.055839+  0.000003i  VH=  300.807796  Eo=   -7.121962
n=19  sigX=  -15.956073              sigC=    2.900234+  0.000003i  sigXC=  -13.055839+  0.000003i  VH=  300.807796  Eo=   -7.121962
n=20  sigX=  -18.048087              sigC=    2.302664+  0.000014i  sigXC=  -15.745422+  0.000014i  VH=  460.500234  Eo=   -6.780841
n=21  sigX=  -18.048087              sigC=    2.302664+  0.000014i  sigXC=  -15.745422+  0.000014i  VH=  460.500234  Eo=   -6.780841
n=22  sigX=  -17.944619              sigC=    2.237911+ -0.000011i  sigXC=  -15.706708+ -0.000011i  VH=  459.980833  Eo=   -6.699897
n=23  sigX=  -17.944619              sigC=    2.237911+ -0.000011i  sigXC=  -15.706708+ -0.000011i  VH=  459.980833  Eo=   -6.699897
n=24  sigX=  -16.765906              sigC=    1.632280+  0.000001i  sigXC=  -15.133626+  0.000001i  VH=  414.188545  Eo=   -5.381421
n=25  sigX=  -16.765906              sigC=    1.632280+  0.000001i  sigXC=  -15.133626+  0.000001i  VH=  414.188545  Eo=   -5.381421
n=26  sigX=  -11.143636              sigC=   -2.514244+ -0.000008i  sigXC=  -13.657880+ -0.000008i  VH=  417.649597  Eo=   -2.574767
n=27  sigX=  -11.143636              sigC=   -2.514244+ -0.000008i  sigXC=  -13.657880+ -0.000008i  VH=  417.649597  Eo=   -2.574767
n=28  sigX=  -11.072467              sigC=   -2.554576+  0.000029i  sigXC=  -13.627044+  0.000029i  VH=  415.975769  Eo=   -2.498945
n=29  sigX=  -11.072467              sigC=   -2.554576+  0.000029i  sigXC=  -13.627044+  0.000029i  VH=  415.975769  Eo=   -2.498945
n=30  sigX=  -11.145536              sigC=   -2.526639+ -0.000020i  sigXC=  -13.672175+ -0.000020i  VH=  402.673223  Eo=   -2.333879
n=31  sigX=  -11.145536              sigC=   -2.526639+ -0.000020i  sigXC=  -13.672175+ -0.000020i  VH=  402.673223  Eo=   -2.333879
n=32  sigX=  -11.152289              sigC=   -2.512373+ -0.000003i  sigXC=  -13.664662+ -0.000003i  VH=  400.539865  Eo=   -2.325690
n=33  sigX=  -11.152289              sigC=   -2.512373+ -0.000003i  sigXC=  -13.664662+ -0.000003i  VH=  400.539865  Eo=   -2.325690
n=34  sigX=   -6.172529              sigC=   -3.567114+ -0.000001i  sigXC=   -9.739642+ -0.000001i  VH=  430.033673  Eo=    1.102385
n=35  sigX=   -6.172529              sigC=   -3.567114+ -0.000001i  sigXC=   -9.739642+ -0.000001i  VH=  430.033673  Eo=    1.102385
n=36  sigX=   -5.800959              sigC=   -3.747461+  0.000007i  sigXC=   -9.548420+  0.000007i  VH=  334.119028  Eo=    3.746505
n=37  sigX=   -5.800959              sigC=   -3.747461+  0.000007i  sigXC=   -9.548420+  0.000007i  VH=  334.119028  Eo=    3.746505
n=38  sigX=   -3.945871              sigC=   -3.394053+ -0.000003i  sigXC=   -7.339924+ -0.000003i  VH=  136.925933  Eo=    3.953430
n=39  sigX=   -3.945871              sigC=   -3.394053+ -0.000003i  sigXC=   -7.339924+ -0.000003i  VH=  136.925933  Eo=    3.953430
n=40  sigX=   -2.481436              sigC=   -3.282082+ -0.000008i  sigXC=   -5.763518+ -0.000008i  VH=   21.894510  Eo=    4.786070
n=41  sigX=   -2.481436              sigC=   -3.282082+ -0.000008i  sigXC=   -5.763518+ -0.000008i  VH=   21.894510  Eo=    4.786070
n=42  sigX=   -5.869768              sigC=   -4.126537+ -0.000052i  sigXC=   -9.996305+ -0.000052i  VH=  365.257127  Eo=    5.517734
n=43  sigX=   -5.869768              sigC=   -4.126537+ -0.000052i  sigXC=   -9.996305+ -0.000052i  VH=  365.257127  Eo=    5.517734
n=44  sigX=   -5.865341              sigC=   -4.121185+  0.000053i  sigXC=   -9.986526+  0.000053i  VH=  363.907021  Eo=    5.594438
n=45  sigX=   -5.865341              sigC=   -4.121185+  0.000053i  sigXC=   -9.986526+  0.000053i  VH=  363.907021  Eo=    5.594438
n=46  sigX=   -5.685562              sigC=   -4.021925+  0.000176i  sigXC=   -9.707486+  0.000176i  VH=  337.466351  Eo=    7.492860
n=47  sigX=   -5.685562              sigC=   -4.021925+  0.000176i  sigXC=   -9.707486+  0.000176i  VH=  337.466351  Eo=    7.492860
n=48  sigX=   -5.691252              sigC=   -4.000418+ -0.000179i  sigXC=   -9.691670+ -0.000179i  VH=  339.084413  Eo=    7.510374
n=49  sigX=   -5.691252              sigC=   -4.000418+ -0.000179i  sigXC=   -9.691670+ -0.000179i  VH=  339.084413  Eo=    7.510374
n=50  sigX=   -5.765120              sigC=   -4.039921+  0.000001i  sigXC=   -9.805041+  0.000001i  VH=  270.456690  Eo=    7.663743
n=51  sigX=   -5.765120              sigC=   -4.039921+  0.000001i  sigXC=   -9.805041+  0.000001i  VH=  270.456690  Eo=    7.663743
n=52  sigX=   -5.323780              sigC=   -3.884274+  0.000647i  sigXC=   -9.208054+  0.000647i  VH=  321.373793  Eo=   10.772983
n=53  sigX=   -5.323780              sigC=   -3.884274+  0.000647i  sigXC=   -9.208054+  0.000647i  VH=  321.373793  Eo=   10.772983
