# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 72

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.64          0.00 B        0          0.00 B
    2.89          0.00 B        4       22.52 KiB
    3.14          0.00 B        4       22.52 KiB
    3.39          0.00 B        5       28.13 MiB
    3.64          0.00 B        7        1.35 GiB
    3.89          0.00 B       12        1.35 GiB
    4.14          0.00 B       17        1.35 GiB
    4.39          0.00 B       17        1.35 GiB
    4.64          0.00 B       17        1.35 GiB
    4.89          0.00 B       17        1.35 GiB
    5.14          0.00 B       17        1.35 GiB
    5.39          0.00 B       15       28.14 MiB
    5.65          0.00 B       15       28.14 MiB
    5.90          0.00 B       15       28.14 MiB
    6.15          0.00 B       15       28.14 MiB
    6.40          0.00 B       15       28.14 MiB
    6.65          0.00 B       15       28.14 MiB
    6.90          0.00 B       15       28.14 MiB
    7.15          0.00 B       20       56.29 MiB
    7.40          0.00 B       22      126.60 MiB
    7.65          0.00 B       30        1.39 GiB
    7.90          0.00 B       31        1.39 GiB
    8.15          0.00 B       31        1.40 GiB
    8.40          0.00 B       31        1.40 GiB
    8.65          0.00 B       35        1.43 GiB
    8.90          0.00 B       36        1.44 GiB
    9.15          0.00 B       39        1.44 GiB
    9.40          0.00 B       25       28.15 MiB
    9.65          0.00 B       26       28.15 MiB
    9.90          0.00 B       30       28.17 MiB
   10.16          0.00 B       33       28.18 MiB
   10.41          0.00 B       34       28.20 MiB
   10.66          0.00 B       36       28.21 MiB
   10.91          0.00 B       28       28.18 MiB
   11.16          0.00 B       30      267.24 MiB
   11.41          0.00 B       30      267.24 MiB
   11.66          0.00 B       31      379.74 MiB
   11.91          0.00 B       31      281.30 MiB
   12.16          0.00 B       31      281.30 MiB
   12.41          0.00 B       31      267.25 MiB
   12.66          0.00 B       33      267.25 MiB
   12.91          0.00 B       33      281.31 MiB
   13.16          0.00 B       34      281.32 MiB
   13.41          0.00 B       33      281.31 MiB
   13.67          0.00 B       36      745.37 MiB
   13.92          0.00 B       41      970.37 MiB
   14.17          0.00 B       39      970.37 MiB
   14.42          0.00 B       40      970.37 MiB
   14.67          0.00 B       42      998.50 MiB
   14.92          0.00 B       41        1.07 GiB
   15.17          0.00 B       43      984.44 MiB
   15.42          0.00 B       44      984.45 MiB
   15.67          0.00 B       44        1.40 GiB
   15.92          0.00 B       46        2.28 GiB
   16.17          0.00 B       47        2.72 GiB
   16.42          0.00 B       47        2.72 GiB
   16.67          0.00 B       47        2.72 GiB
   16.92          0.00 B       48        2.72 GiB
   17.17          0.00 B       48        2.72 GiB
   17.42          0.00 B       49        2.72 GiB
   17.67          0.00 B       49        2.72 GiB
   17.93          0.00 B       48        1.84 GiB
   18.18          0.00 B       50        2.72 GiB
   18.43          0.00 B       50        2.72 GiB
   18.68          0.00 B       51        2.72 GiB
   18.93          0.00 B       51        2.72 GiB
   19.18          0.00 B       52        2.72 GiB
   19.43          0.00 B       52        2.72 GiB
   19.68          0.00 B       52        2.72 GiB
   19.93          0.00 B       53        1.41 GiB
   20.18          0.00 B       52        1.40 GiB
   20.38          0.00 B       18       13.00 KiB
