# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 123

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.45          0.00 B        0          0.00 B
    2.70          0.00 B        0          0.00 B
    2.96          0.00 B        0          0.00 B
    3.21          0.00 B        0          0.00 B
    3.46          0.00 B        0          0.00 B
    3.72          0.00 B        0          0.00 B
    3.97          0.00 B        0          0.00 B
    4.22          0.00 B        1          8.00 B
    4.47          0.00 B        3        192.00 B
    4.72          0.00 B        3        192.00 B
    4.97          0.00 B        3        192.00 B
    5.22          0.00 B        2         24.00 B
    5.47          0.00 B        2         24.00 B
    6.62          0.00 B        0          0.00 B
    6.87          0.00 B        2         24.00 B
    7.12          0.00 B        4       28.13 MiB
    7.37          0.00 B        8        1.02 GiB
    7.62          0.00 B       16        1.02 GiB
    7.87          0.00 B       16        1.02 GiB
    8.12          0.00 B       16        1.02 GiB
    8.37          0.00 B       14       28.14 MiB
    8.62          0.00 B       18       42.20 MiB
    8.87          0.00 B       22      196.89 MiB
    9.12          0.00 B       24      196.89 MiB
    9.37          0.00 B       25      196.89 MiB
    9.63          0.00 B       22      196.89 MiB
    9.88          0.00 B       22      196.89 MiB
   10.13          0.00 B       22      196.89 MiB
   10.38          0.00 B       21      140.64 MiB
   10.63          0.00 B       24      150.13 MiB
   10.88          0.00 B       29      166.45 MiB
   11.13          0.00 B       32      166.72 MiB
   11.38          0.00 B       28        1.62 GiB
   11.63          0.00 B       26      142.49 MiB
   11.88          0.00 B       26      142.49 MiB
   12.13          0.00 B       26      142.49 MiB
   12.38          0.00 B       27      142.49 MiB
   12.63          0.00 B       27        4.09 GiB
   12.88          0.00 B       28        4.09 GiB
   13.13          0.00 B       28        4.09 GiB
   13.38          0.00 B       28        4.09 GiB
   13.63          0.00 B       28        4.09 GiB
   13.88          0.00 B       28        4.09 GiB
   14.13          0.00 B       28        4.09 GiB
   14.38          0.00 B       28        4.09 GiB
   14.63          0.00 B       28        4.09 GiB
   14.88          0.00 B       28        4.09 GiB
   15.13          0.00 B       28        4.09 GiB
   15.39          0.00 B       28        4.09 GiB
   15.64          0.00 B       28        4.09 GiB
   15.89          0.00 B       27        4.09 GiB
   16.14          0.00 B       19       29.99 MiB
   16.39          0.00 B       33       32.17 MiB
   16.64          0.00 B       33       87.45 MiB
   16.89          0.00 B       33       87.45 MiB
   17.14          0.00 B       33       87.45 MiB
   17.39          0.00 B       33       87.45 MiB
   17.64          0.00 B       33       87.45 MiB
   17.89          0.00 B       33       87.45 MiB
   18.14          0.00 B       33       87.45 MiB
   18.39          0.00 B       33       87.45 MiB
   18.64          0.00 B       33       87.45 MiB
   18.89          0.00 B       33       87.45 MiB
   19.14          0.00 B       33       87.45 MiB
   19.39          0.00 B       33       87.45 MiB
   19.64          0.00 B       33       87.45 MiB
   19.90          0.00 B       33       87.45 MiB
   20.15          0.00 B       33       87.45 MiB
   20.40          0.00 B       33       87.45 MiB
   20.65          0.00 B       33       87.45 MiB
   20.90          0.00 B       33       87.45 MiB
   21.15          0.00 B       53        4.05 GiB
   21.41          0.00 B       47        4.05 GiB
   21.66          0.00 B       47        4.05 GiB
   21.91          0.00 B       43       88.57 MiB
   22.16          0.00 B       45      151.07 MiB
   22.41          0.00 B       50       88.52 MiB
   22.66          0.00 B       46      102.57 MiB
   22.91          0.00 B       50      130.70 MiB
   23.16          0.00 B       51      130.70 MiB
   23.41          0.00 B       50      172.88 MiB
   23.66          0.00 B       58      191.52 MiB
   23.91          0.00 B       54      172.89 MiB
   24.16          0.00 B       62      201.02 MiB
   24.41          0.00 B       50      229.12 MiB
   24.66          0.00 B       50      229.12 MiB
   24.92          0.00 B       56      233.09 MiB
   25.17          0.00 B       61      233.09 MiB
   25.42          0.00 B       67      233.13 MiB
   25.67          0.00 B       61      233.76 MiB
   25.92          0.00 B       62      233.76 MiB
   26.17          0.00 B       64      233.86 MiB
   26.42          0.00 B       65      234.06 MiB
   26.67          0.00 B       66      234.25 MiB
   26.92          0.00 B       58      233.08 MiB
   27.17          0.00 B       61      233.08 MiB
   27.43          0.00 B       59      233.08 MiB
   27.68          0.00 B       59      233.08 MiB
   27.93          0.00 B       61      239.08 MiB
   28.18          0.00 B       68      245.09 MiB
   28.43          0.00 B       66      461.09 MiB
   28.68          0.00 B       68      464.09 MiB
   28.93          0.00 B       64      263.08 MiB
   29.19          0.00 B       68      271.08 MiB
   29.44          0.00 B       68      271.08 MiB
   29.69          0.00 B       72      281.08 MiB
   29.94          0.00 B       74      287.08 MiB
   30.19          0.00 B       86      283.09 MiB
   30.44          0.00 B       93      281.09 MiB
   30.69          0.00 B       57      230.01 MiB
   30.94          0.00 B       60      230.01 MiB
   31.19          0.00 B       60      230.01 MiB
   31.44          0.00 B       60      230.01 MiB
   31.69          0.00 B       61      230.89 MiB
   31.95          0.00 B       62      231.77 MiB
   32.20          0.00 B       67      232.80 MiB
   32.45          0.00 B       67      236.16 MiB
   32.70          0.00 B       63      232.65 MiB
   32.95          0.00 B       67      233.63 MiB
   33.20          0.00 B       66      233.72 MiB
   33.45          0.00 B       68      237.04 MiB
   33.70          0.00 B       68      237.04 MiB
   33.84          0.00 B       40        4.11 MiB
