# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 644

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.46          0.00 B        0          0.00 B
    2.71          0.00 B        0          0.00 B
    2.96          0.00 B        0          0.00 B
    3.22          0.00 B        0          0.00 B
    3.48          0.00 B        0          0.00 B
    3.73          0.00 B        1          8.00 B
    3.98          0.00 B        3        192.00 B
    4.23          0.00 B        3        192.00 B
    4.48          0.00 B        3        192.00 B
    4.73          0.00 B        3        192.00 B
    4.98          0.00 B        4         72.00 B
    5.23          0.00 B        2         24.00 B
    6.41          0.00 B        0          0.00 B
    6.66          0.00 B        2         24.00 B
    6.91          0.00 B        4       56.25 MiB
    7.16          0.00 B        9       56.25 MiB
    7.41          0.00 B       15       61.31 MiB
    7.66          0.00 B       17       61.58 MiB
    7.91          0.00 B       16       65.55 MiB
    8.16          0.00 B       18       66.49 MiB
    8.41          0.00 B       22       67.98 MiB
    8.66          0.00 B       21       68.25 MiB
    8.91          0.00 B       14       75.36 MiB
    9.16          0.00 B       14       75.36 MiB
    9.41          0.00 B       12       79.40 MiB
    9.66          0.00 B       14       90.65 MiB
    9.91          0.00 B       16       96.27 MiB
   10.16          0.00 B       13       56.52 MiB
   10.41          0.00 B       18       56.52 MiB
   10.66          0.00 B       23       56.52 MiB
   10.91          0.00 B       27       56.52 MiB
   11.17          0.00 B       27       56.52 MiB
   11.42          0.00 B       20       56.52 MiB
   11.67          0.00 B       24       56.52 MiB
   11.92          0.00 B       46       56.52 MiB
   12.17          0.00 B       46       56.52 MiB
   12.42          0.00 B       48       84.65 MiB
   12.67          0.00 B       55        1.92 GiB
   12.92          0.00 B       56        1.92 GiB
   13.17          0.00 B       52      281.52 MiB
   13.42          0.00 B       55      281.53 MiB
   13.69          0.00 B       52      281.52 MiB
   13.94          0.00 B       52      281.52 MiB
   14.19          0.00 B       52      281.52 MiB
   14.45          0.00 B       51      225.27 MiB
   14.70          0.00 B       54      225.28 MiB
   14.95          0.00 B       58      230.34 MiB
   15.20          0.00 B       56      234.31 MiB
   15.45          0.00 B       61      235.92 MiB
   15.71          0.00 B       63      236.73 MiB
   15.96          0.00 B       62      237.00 MiB
   16.21          0.00 B       55      233.90 MiB
   16.46          0.00 B       56      233.90 MiB
   16.71          0.00 B       54      226.86 MiB
   16.97          0.00 B       58      228.44 MiB
   17.22          0.00 B       58      228.44 MiB
   17.48          0.00 B       58      228.44 MiB
   17.73          0.00 B       58      228.44 MiB
   17.98          0.00 B       58      228.44 MiB
   18.23          0.00 B       58      228.44 MiB
   18.48          0.00 B       59      228.44 MiB
   18.73          0.00 B       59      228.44 MiB
   18.98          0.00 B       62      734.69 MiB
   19.23          0.00 B       60        1.21 GiB
   19.48          0.00 B       68        1.71 GiB
   19.73          0.00 B       69        2.70 GiB
   19.98          0.00 B       69        2.70 GiB
   20.23          0.00 B       69        2.70 GiB
   20.48          0.00 B       69        2.70 GiB
   20.73          0.00 B       69        2.70 GiB
   20.98          0.00 B       69        1.71 GiB
   21.23          0.00 B       69        2.70 GiB
   21.49          0.00 B       69        2.70 GiB
   21.74          0.00 B       69        2.70 GiB
   21.99          0.00 B       69        2.70 GiB
   22.24          0.00 B       69        2.70 GiB
   22.49          0.00 B       69        2.70 GiB
   22.74          0.00 B       69        2.70 GiB
   22.99          0.00 B       69        2.70 GiB
   23.24          0.00 B       69        2.70 GiB
   23.49          0.00 B       69        2.70 GiB
   23.74          0.00 B       69        2.70 GiB
   23.99          0.00 B       69        1.71 GiB
   24.24          0.00 B       69        2.70 GiB
   24.49          0.00 B       69        2.70 GiB
   24.75          0.00 B       69        2.70 GiB
   25.00          0.00 B       69        2.70 GiB
   25.25          0.00 B       69        2.70 GiB
   25.50          0.00 B       68        1.71 GiB
   25.75          0.00 B       69        2.70 GiB
   26.00          0.00 B       69        2.70 GiB
   26.25          0.00 B       69        2.70 GiB
   26.50          0.00 B       69        2.70 GiB
   26.75          0.00 B       69        2.70 GiB
   27.00          0.00 B       69        2.70 GiB
   27.25          0.00 B       68        1.71 GiB
