# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 31

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.40          0.00 B        0          0.00 B
    2.65          0.00 B        0          0.00 B
    2.90          0.00 B        4        7.50 MiB
    3.15          0.00 B        4        7.50 MiB
    3.40          0.00 B        4        7.50 MiB
    3.65          0.00 B        8      243.52 MiB
    3.90          0.00 B       11      243.56 MiB
    4.15          0.00 B       10      243.53 MiB
    4.40          0.00 B       11      243.53 MiB
    4.65          0.00 B       14      250.57 MiB
    4.90          0.00 B       23      254.08 MiB
    5.15          0.00 B       10      243.53 MiB
    5.41          0.00 B       11      243.53 MiB
    5.66          0.00 B       12      243.53 MiB
    5.91          0.00 B       12      243.53 MiB
    6.16          0.00 B       12      243.53 MiB
    6.41          0.00 B       12      243.53 MiB
    6.66          0.00 B       12      243.53 MiB
    6.92          0.00 B       12      243.53 MiB
    7.17          0.00 B       12      243.53 MiB
    7.42          0.00 B       12      243.53 MiB
    7.67          0.00 B       12      243.53 MiB
    7.92          0.00 B       12      243.53 MiB
    8.17          0.00 B       12      243.53 MiB
    8.42          0.00 B       12      243.53 MiB
    8.90          0.00 B        2         16.00 B
    9.39          0.00 B        2         16.00 B
    9.71          0.00 B        2         16.00 B
    9.96          0.00 B        2         16.00 B
   10.21          0.00 B        2         16.00 B
   10.35          0.00 B        2         16.00 B
