# Generated by LORRAX 0.1.0 at 2026-05-06 09:46:18 UTC
# G0W0 diagonal energies (eV)
# columns: band  E_DFT  Re[H0+Sigma_xc(E_DFT)]  Im[H0+Sigma_xc(E_DFT)]

k-point 0:
--------------------------------------------------------------------------------
n=0    E_DFT=   -5.697008  Re= -130.394886  Im=   -0.001704
n=1    E_DFT=   -5.697008  Re=  356.481307  Im=    0.001708
n=2    E_DFT=    6.246364  Re=  359.013651  Im=-126044.721939
n=3    E_DFT=    6.246364  Re= -300.512675  Im=-126118.502710
n=4    E_DFT=    6.294144  Re=  623.497379  Im=30343.025454
n=5    E_DFT=    6.294144  Re= -613.050490  Im=67381.500634
n=6    E_DFT=    6.294144  Re=   97.151094  Im=88304.827567
n=7    E_DFT=    6.294144  Re=   10.119902  Im=60775.287073
n=8    E_DFT=    8.792484  Re=  327.686880  Im=77698.846501
n=9    E_DFT=    8.792484  Re= -309.776268  Im=77704.500490
n=10   E_DFT=    8.827249  Re= -123.825793  Im=-56723.815542
n=11   E_DFT=    8.827249  Re= -268.466089  Im=-50579.247368
n=12   E_DFT=    8.827249  Re=  418.922346  Im=-37970.878129
n=13   E_DFT=    8.827249  Re=    9.246785  Im=-10629.779926
n=14   E_DFT=    9.625626  Re=   42.086562  Im=    0.000056
n=15   E_DFT=    9.625626  Re=  -22.485768  Im=   -0.000059

k-point 1:
--------------------------------------------------------------------------------
n=0    E_DFT=   -3.363048  Re= -336.436216  Im=  -68.249690
n=1    E_DFT=   -3.363048  Re=   79.809782  Im=  -68.475304
n=2    E_DFT=   -0.707275  Re=  -43.389164  Im=   54.218903
n=3    E_DFT=   -0.707275  Re=  112.444597  Im=   54.314518
n=4    E_DFT=    5.056660  Re=  -64.306626  Im=-6472.444501
n=5    E_DFT=    5.056660  Re=  102.226743  Im=-6472.536550
n=6    E_DFT=    5.088291  Re=   19.587150  Im= 6835.470980
n=7    E_DFT=    5.088291  Re=   18.032995  Im= 6838.419944
n=8    E_DFT=    7.800192  Re=  -61.947614  Im=  192.386385
