# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 681

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.39          0.00 B        0          0.00 B
    2.64          0.00 B        0          0.00 B
    2.89          0.00 B        0          0.00 B
    3.17          0.00 B        0          0.00 B
    3.42          0.00 B        0          0.00 B
    3.67          0.00 B        1          8.00 B
    3.92          0.00 B        3        192.00 B
    4.17          0.00 B        3        192.00 B
    4.42          0.00 B        3        192.00 B
    4.67          0.00 B        3         48.00 B
    4.92          0.00 B        2         24.00 B
    5.17          0.00 B        2         24.00 B
    5.42          0.00 B        2         24.00 B
    5.67          0.00 B        2         24.00 B
    5.92          0.00 B        2         24.00 B
    6.17          0.00 B        2         24.00 B
    6.42          0.00 B        2         24.00 B
    6.67          0.00 B        2         24.00 B
    7.83          0.00 B        0          0.00 B
    8.08          0.00 B        2         24.00 B
    8.33          0.00 B        4       56.25 MiB
    8.58          0.00 B        7       56.25 MiB
    8.83          0.00 B       15       61.31 MiB
    9.08          0.00 B       17       61.58 MiB
    9.33          0.00 B       14       65.55 MiB
    9.58          0.00 B       14       75.36 MiB
    9.83          0.00 B       14       75.36 MiB
   10.08          0.00 B       12       79.40 MiB
   10.33          0.00 B       15       90.65 MiB
   10.58          0.00 B       16       96.27 MiB
   10.83          0.00 B       13       56.52 MiB
   11.09          0.00 B       13       56.52 MiB
   11.34          0.00 B       13       56.52 MiB
   11.59          0.00 B       13       56.52 MiB
   11.84          0.00 B       19       56.52 MiB
   12.09          0.00 B       23       56.52 MiB
   12.34          0.00 B       27       56.52 MiB
   12.59          0.00 B       22       56.52 MiB
   12.84          0.00 B       20       56.52 MiB
   13.09          0.00 B       26       56.52 MiB
   13.34          0.00 B       46       56.52 MiB
   13.59          0.00 B       47       56.53 MiB
   13.84          0.00 B       50      169.02 MiB
   14.09          0.00 B       54      169.03 MiB
   14.34          0.00 B       54      169.03 MiB
   14.59          0.00 B       54      169.03 MiB
   14.84          0.00 B       51      225.27 MiB
   15.09          0.00 B       51      225.27 MiB
   15.35          0.00 B       51      225.27 MiB
   15.60          0.00 B       51      225.27 MiB
   15.85          0.00 B       51      225.27 MiB
   16.11          0.00 B       51      225.27 MiB
   16.36          0.00 B       54      225.28 MiB
   16.61          0.00 B       58      230.34 MiB
   16.86          0.00 B       55      234.31 MiB
   17.11          0.00 B       54      240.23 MiB
   17.36          0.00 B       55      226.86 MiB
   17.62          0.00 B       57      226.86 MiB
   17.87          0.00 B       59      228.44 MiB
   18.12          0.00 B       59      228.44 MiB
   18.37          0.00 B       59      228.44 MiB
   18.62          0.00 B       59      228.44 MiB
   18.87          0.00 B       59      228.44 MiB
   19.12          0.00 B       60      228.44 MiB
   19.38          0.00 B       60      228.44 MiB
   19.63          0.00 B       60      228.44 MiB
   19.88          0.00 B       60      228.44 MiB
   20.13          0.00 B       59        2.30 GiB
   20.38          0.00 B       63        1.26 GiB
   20.63          0.00 B       64        1.26 GiB
   20.88          0.00 B       64        1.26 GiB
   21.13          0.00 B       67        2.30 GiB
   21.38          0.00 B       67        2.30 GiB
   21.63          0.00 B       63        3.35 GiB
   21.89          0.00 B       69        3.35 GiB
   22.14          0.00 B       69        3.35 GiB
   22.39          0.00 B       69        3.35 GiB
   22.64          0.00 B       69        3.35 GiB
   22.89          0.00 B       69        3.35 GiB
   23.14          0.00 B       69        3.35 GiB
   23.39          0.00 B       70        3.35 GiB
   23.64          0.00 B       70        3.35 GiB
   23.89          0.00 B       66        4.18 GiB
   24.14          0.00 B       69        5.01 GiB
   24.39          0.00 B       65        3.14 GiB
   24.65          0.00 B       65        3.14 GiB
   24.90          0.00 B       65        3.14 GiB
   25.15          0.00 B       65        3.14 GiB
   25.40          0.00 B       65        3.14 GiB
   25.65          0.00 B       65        3.14 GiB
   25.90          0.00 B       65        3.14 GiB
   26.15          0.00 B       65        3.14 GiB
   26.40          0.00 B       65        3.14 GiB
   26.65          0.00 B       65        3.14 GiB
   26.90          0.00 B       65        3.14 GiB
   27.15          0.00 B       65        3.14 GiB
   27.40          0.00 B       65        3.14 GiB
   27.65          0.00 B       65        3.14 GiB
   27.90          0.00 B       65        3.14 GiB
   28.15          0.00 B       65        3.14 GiB
   28.41          0.00 B       65        3.14 GiB
   28.66          0.00 B       65        3.14 GiB
   28.91          0.00 B       65        3.14 GiB
   29.16          0.00 B       62        2.10 GiB
   29.41          0.00 B       62        2.10 GiB
   29.66          0.00 B       62        2.10 GiB
   29.91          0.00 B       62        2.10 GiB
   30.16          0.00 B       62        2.10 GiB
   30.41          0.00 B       62        2.10 GiB
   30.66          0.00 B       62        2.10 GiB
   30.91          0.00 B       62        2.10 GiB
   31.16          0.00 B       62        2.10 GiB
   31.41          0.00 B       62        2.10 GiB
   31.66          0.00 B       62        2.10 GiB
   31.92          0.00 B       62        2.10 GiB
   32.17          0.00 B       62        2.10 GiB
   32.42          0.00 B       62        2.10 GiB
   32.67          0.00 B       62        2.10 GiB
   32.92          0.00 B       59        1.06 GiB
   33.17          0.00 B       59        1.06 GiB
   33.42          0.00 B       59        1.06 GiB
   33.67          0.00 B       59        1.06 GiB
   33.92          0.00 B       59        1.06 GiB
   34.17          0.00 B       59        1.06 GiB
   34.42          0.00 B       59        1.06 GiB
   34.67          0.00 B       59        1.06 GiB
   34.92          0.00 B       59        1.06 GiB
   35.17          0.00 B       59        1.06 GiB
   35.43          0.00 B       59        1.06 GiB
   35.68          0.00 B       59        1.06 GiB
   35.93          0.00 B       49       59.69 MiB
   36.18          0.00 B       49       59.69 MiB
   36.43          0.00 B       55      117.36 MiB
   36.68          0.00 B       62      122.42 MiB
   36.93          0.00 B       59      136.20 MiB
   37.18          0.00 B       57      140.38 MiB
   37.43          0.00 B       61      157.67 MiB
   37.68          0.00 B       51      114.19 MiB
   37.93          0.00 B       54      143.02 MiB
   38.18          0.00 B       58      229.50 MiB
   38.43          0.00 B       58      229.50 MiB
   38.68          0.00 B       58      229.50 MiB
   38.94          0.00 B       60      288.60 MiB
   39.19          0.00 B       64      288.61 MiB
   39.45          0.00 B       68      293.67 MiB
   39.70          0.00 B       65      297.64 MiB
   39.95          0.00 B       64      303.56 MiB
   40.20          0.00 B       66      290.19 MiB
   40.46          0.00 B       68      291.77 MiB
   40.71          0.00 B       68      291.77 MiB
   40.96          0.00 B       68      291.77 MiB
   41.21          0.00 B       68      291.77 MiB
   41.46          0.00 B       68      291.77 MiB
   41.71          0.00 B       68      291.77 MiB
   41.96          0.00 B       69      291.77 MiB
   42.21          0.00 B       69      291.77 MiB
   42.46          0.00 B       69      291.77 MiB
   42.71          0.00 B       69      291.77 MiB
   42.96          0.00 B       69      291.77 MiB
   43.21          0.00 B       71        1.35 GiB
   43.46          0.00 B       72        1.35 GiB
   43.71          0.00 B       72        1.35 GiB
   43.97          0.00 B       72        1.35 GiB
   44.22          0.00 B       75        2.42 GiB
   44.47          0.00 B       75        2.42 GiB
   44.72          0.00 B       75        2.42 GiB
   44.97          0.00 B       75        2.42 GiB
   45.23          0.00 B       77        3.49 GiB
   45.48          0.00 B       77        3.49 GiB
   45.73          0.00 B       77        3.49 GiB
   45.98          0.00 B       77        3.49 GiB
   46.23          0.00 B       77        3.49 GiB
   46.48          0.00 B       77        3.49 GiB
   46.74          0.00 B       77        3.49 GiB
   46.99          0.00 B       78        3.49 GiB
   47.24          0.00 B       78        3.49 GiB
   47.49          0.00 B       75        2.42 GiB
   47.74          0.00 B       74        3.27 GiB
   47.99          0.00 B       74        3.27 GiB
   48.24          0.00 B       74        3.27 GiB
   48.49          0.00 B       74        3.27 GiB
   48.74          0.00 B       74        3.27 GiB
   48.99          0.00 B       74        3.27 GiB
   49.24          0.00 B       74        3.27 GiB
   49.49          0.00 B       74        3.27 GiB
   49.74          0.00 B       74        3.27 GiB
   50.00          0.00 B       74        3.27 GiB
   50.25          0.00 B       74        3.27 GiB
   50.50          0.00 B       74        3.27 GiB
   50.75          0.00 B       74        3.27 GiB
   51.00          0.00 B       74        3.27 GiB
   51.25          0.00 B       74        3.27 GiB
   51.50          0.00 B       74        3.27 GiB
   51.75          0.00 B       74        3.27 GiB
   52.00          0.00 B       71        2.20 GiB
   52.25          0.00 B       71        2.20 GiB
   52.50          0.00 B       71        2.20 GiB
   52.75          0.00 B       71        2.20 GiB
   53.00          0.00 B       71        2.20 GiB
   53.25          0.00 B       71        2.20 GiB
   53.51          0.00 B       71        2.20 GiB
   53.76          0.00 B       71        2.20 GiB
   54.01          0.00 B       71        2.20 GiB
   54.26          0.00 B       71        2.20 GiB
   54.51          0.00 B       71        2.20 GiB
   54.76          0.00 B       71        2.20 GiB
   55.01          0.00 B       71        2.20 GiB
   55.26          0.00 B       71        2.20 GiB
   55.51          0.00 B       71        2.20 GiB
   55.76          0.00 B       68        1.14 GiB
   56.01          0.00 B       68        1.14 GiB
   56.26          0.00 B       68        1.14 GiB
   56.51          0.00 B       68        1.14 GiB
   56.77          0.00 B       68        1.14 GiB
   57.02          0.00 B       68        1.14 GiB
   57.27          0.00 B       68        1.14 GiB
   57.52          0.00 B       68        1.14 GiB
   57.77          0.00 B       68        1.14 GiB
   58.02          0.00 B       68        1.14 GiB
   58.27          0.00 B       68        1.14 GiB
   58.52          0.00 B       68        1.14 GiB
   58.77          0.00 B       68        1.14 GiB
   59.02          0.00 B       53      117.34 MiB
   59.27          0.00 B       53      117.34 MiB
   59.52          0.00 B       50      114.19 MiB
   59.77          0.00 B       54      143.02 MiB
   60.02          0.00 B       58      229.50 MiB
   60.28          0.00 B       58      229.50 MiB
   60.53          0.00 B       58      229.50 MiB
   60.80          0.00 B       60      288.60 MiB
   61.05          0.00 B       64      288.61 MiB
   61.30          0.00 B       68      293.67 MiB
   61.55          0.00 B       65      297.64 MiB
   61.80          0.00 B       64      303.56 MiB
   62.05          0.00 B       65      290.19 MiB
   62.31          0.00 B       68      291.77 MiB
