# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.53147812E+00  -9.03816860E+00   4.93309526E-01
# Error est. for CH(vbm) CH(cbm) diff =   9.46620424E-01   1.18307774E+00   2.36457313E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.35027607E-01  -1.99427206E-01   3.56004010E-02
      2  -4.70055253E-01  -3.98854497E-01   7.12007557E-02
      3  -7.33441141E-01  -5.70665386E-01   1.62775755E-01
      4  -9.96827181E-01  -7.42476447E-01   2.54350734E-01
      5  -1.88751178E+00  -9.67147958E-01   9.20363822E-01
      6  -2.77819624E+00  -1.19168085E+00   1.58651539E+00
      7  -3.79937197E+00  -1.32846543E+00   2.47090655E+00
      8  -4.82054785E+00  -1.46533595E+00   3.35521190E+00
      9  -4.93651347E+00  -2.88082885E+00   2.05568461E+00
     10  -5.05247909E+00  -4.29632251E+00   7.56156583E-01
     11  -5.13666485E+00  -4.55193312E+00   5.84731727E-01
     12  -5.22085104E+00  -4.80754520E+00   4.13305838E-01
     13  -5.31159768E+00  -4.92683007E+00   3.84767612E-01
     14  -5.40234416E+00  -5.04611486E+00   3.56229304E-01
     15  -5.47016623E+00  -5.15817463E+00   3.11991605E-01
     16  -5.53798851E+00  -5.27023379E+00   2.67754720E-01
     17  -5.68288797E+00  -5.49975670E+00   1.83131276E-01
     18  -5.82779041E+00  -5.72928000E+00   9.85104077E-02
     19  -5.99223592E+00  -5.78840246E+00   2.03833464E-01
     20  -6.15665787E+00  -5.84752444E+00   3.09133432E-01
     21  -6.22753113E+00  -5.98776770E+00   2.39763427E-01
     22  -6.29840429E+00  -6.12801101E+00   1.70393280E-01
     23  -6.45292430E+00  -6.20118241E+00   2.51741889E-01
     24  -6.60744420E+00  -6.27435380E+00   3.33090407E-01
     25  -6.75566458E+00  -6.31729674E+00   4.38367841E-01
     26  -6.90388492E+00  -6.36040624E+00   5.43478678E-01
     27  -7.01953303E+00  -6.42952453E+00   5.90008507E-01
     28  -7.13518121E+00  -6.49874929E+00   6.36431924E-01
     29  -7.21193474E+00  -6.55944083E+00   6.52493910E-01
     30  -7.28868771E+00  -6.62013186E+00   6.68555851E-01
     31  -7.36390183E+00  -6.69363401E+00   6.70267815E-01
     32  -7.43911582E+00  -6.76713639E+00   6.71979428E-01
     33  -7.47127752E+00  -6.80889385E+00   6.62383677E-01
     34  -7.50343940E+00  -6.85065102E+00   6.52788389E-01
     35  -7.53903340E+00  -6.89321889E+00   6.45814511E-01
     36  -7.57462772E+00  -6.93578766E+00   6.38840054E-01
     37  -7.62180722E+00  -7.00174285E+00   6.20064374E-01
     38  -7.66898675E+00  -7.06769538E+00   6.01291367E-01
     39  -7.70882507E+00  -7.15181526E+00   5.57009805E-01
     40  -7.74866336E+00  -7.23592468E+00   5.12738680E-01
