# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 208

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.45          0.00 B        0          0.00 B
    2.70          0.00 B        0          0.00 B
    2.95          0.00 B        0          0.00 B
    3.20          0.00 B        0          0.00 B
    3.45          0.00 B        0          0.00 B
    3.70          0.00 B        0          0.00 B
    3.96          0.00 B        0          0.00 B
    4.21          0.00 B        0          0.00 B
    4.46          0.00 B        0          0.00 B
    4.71          0.00 B        0          0.00 B
    4.96          0.00 B        1          8.00 B
    5.21          0.00 B        3        192.00 B
    5.46          0.00 B        3        192.00 B
    5.71          0.00 B        3        192.00 B
    5.96          0.00 B        1         32.00 B
    6.21          0.00 B        2         24.00 B
    6.46          0.00 B        2         24.00 B
    7.69          0.00 B        0          0.00 B
    7.94          0.00 B        2         24.00 B
    8.19          0.00 B        4       11.25 MiB
    8.44          0.00 B       10       23.47 MiB
    8.69          0.00 B       11       23.56 MiB
    8.94          0.00 B       15       23.68 MiB
    9.19          0.00 B       19       23.92 MiB
    9.44          0.00 B       13       24.16 MiB
    9.69          0.00 B       11       23.57 MiB
    9.94          0.00 B       15       23.69 MiB
   10.19          0.00 B       19       23.93 MiB
   10.44          0.00 B       13       24.17 MiB
   10.69          0.00 B       11       23.55 MiB
   10.94          0.00 B       15       23.66 MiB
   11.19          0.00 B       12       23.66 MiB
   11.44          0.00 B       12       23.69 MiB
   11.69          0.00 B        7      832.50 MiB
   11.94          0.00 B       10      832.52 MiB
   12.19          0.00 B       16      832.53 MiB
   12.44          0.00 B       16      832.53 MiB
   12.69          0.00 B       18      866.26 MiB
   12.94          0.00 B       15       22.51 MiB
   13.20          0.00 B       17       43.61 MiB
   13.45          0.00 B       19       50.64 MiB
   13.70          0.00 B       21       61.18 MiB
   13.95          0.00 B       23       75.25 MiB
   14.20          0.00 B       26      191.26 MiB
   14.45          0.00 B       26      191.26 MiB
   14.70          0.00 B       29      191.26 MiB
   14.96          0.00 B       26      191.26 MiB
   15.21          0.00 B       26      191.26 MiB
   15.46          0.00 B       27      247.51 MiB
   15.71          0.00 B       25      135.01 MiB
   15.96          0.00 B       29      136.60 MiB
   16.21          0.00 B       32      136.87 MiB
   16.46          0.00 B       35      146.45 MiB
   16.71          0.00 B       37      146.72 MiB
   16.97          0.00 B       39      165.56 MiB
   17.22          0.00 B       45      570.56 MiB
   17.47          0.00 B       37        1.32 GiB
   17.72          0.00 B       35      136.87 MiB
   17.97          0.00 B       35      136.87 MiB
   18.22          0.00 B       36      136.87 MiB
   18.47          0.00 B       37      312.65 MiB
   18.72          0.00 B       39      488.43 MiB
   18.97          0.00 B       26       24.36 MiB
   19.22          0.00 B       29       47.86 MiB
   19.47          0.00 B       36       48.92 MiB
   19.72          0.00 B       40       49.04 MiB
   19.97          0.00 B       44       49.28 MiB
   20.22          0.00 B       38       49.51 MiB
   20.47          0.00 B       36       48.93 MiB
   20.72          0.00 B       40       49.05 MiB
   20.97          0.00 B       37       49.05 MiB
   21.23          0.00 B       35       48.81 MiB
   21.48          0.00 B       39       48.99 MiB
   21.73          0.00 B       42       49.08 MiB
   21.98          0.00 B       38       49.49 MiB
   22.23          0.00 B       31      857.86 MiB
   22.48          0.00 B       32      857.86 MiB
   22.73          0.00 B       36      857.88 MiB
   22.98          0.00 B       41      857.88 MiB
   23.23          0.00 B       42      881.35 MiB
   23.48          0.00 B       38       47.86 MiB
   23.73          0.00 B       41       58.88 MiB
   23.98          0.00 B       43       73.56 MiB
   24.23          0.00 B       45       77.23 MiB
   24.48          0.00 B       47       88.23 MiB
   24.73          0.00 B       49      106.58 MiB
   24.99          0.00 B       60      106.58 MiB
   25.24          0.00 B       64      106.58 MiB
