# Generated by LORRAX unknown at 2026-07-21 21:29:12 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.889211              sigC=    4.767229+  0.000000i  sigXC=  -35.121982+  0.000000i  VH=  596.080632  Eo=  -66.163848
n=1   sigX=  -39.889211              sigC=    4.767229+  0.000000i  sigXC=  -35.121982+  0.000000i  VH=  596.080632  Eo=  -66.163848
n=2   sigX=  -33.261755              sigC=    4.064046+ -0.000813i  sigXC=  -29.197709+ -0.000813i  VH=  584.269586  Eo=  -41.886073
n=3   sigX=  -33.261755              sigC=    4.064046+ -0.000813i  sigXC=  -29.197709+ -0.000813i  VH=  584.269586  Eo=  -41.886073
n=4   sigX=  -32.766600              sigC=    4.158180+  0.000367i  sigXC=  -28.608420+  0.000367i  VH=  579.295516  Eo=  -39.461179
n=5   sigX=  -32.766600              sigC=    4.158180+  0.000367i  sigXC=  -28.608420+  0.000367i  VH=  579.295516  Eo=  -39.461179
n=6   sigX=  -32.761944              sigC=    4.103687+  0.000422i  sigXC=  -28.658257+  0.000422i  VH=  589.338884  Eo=  -39.293371
n=7   sigX=  -32.761944              sigC=    4.103687+  0.000422i  sigXC=  -28.658257+  0.000422i  VH=  589.338884  Eo=  -39.293371
n=8   sigX=  -21.698410              sigC=    5.666931+  0.000001i  sigXC=  -16.031479+  0.000001i  VH=  386.143329  Eo=  -19.424744
n=9   sigX=  -21.698410              sigC=    5.666931+  0.000001i  sigXC=  -16.031479+  0.000001i  VH=  386.143329  Eo=  -19.424744
n=10  sigX=  -21.508797              sigC=    5.636111+ -0.000002i  sigXC=  -15.872687+ -0.000002i  VH=  353.001029  Eo=  -18.182829
n=11  sigX=  -21.508797              sigC=    5.636111+ -0.000002i  sigXC=  -15.872687+ -0.000002i  VH=  353.001029  Eo=  -18.182829
n=12  sigX=  -17.435519              sigC=    3.697884+  0.000002i  sigXC=  -13.737635+  0.000002i  VH=  393.218114  Eo=  -10.932669
n=13  sigX=  -17.435519              sigC=    3.697884+  0.000002i  sigXC=  -13.737635+  0.000002i  VH=  393.218114  Eo=  -10.932669
n=14  sigX=  -18.301687              sigC=    2.209113+  0.000068i  sigXC=  -16.092574+  0.000068i  VH=  496.975360  Eo=   -7.854107
n=15  sigX=  -18.301687              sigC=    2.209113+  0.000068i  sigXC=  -16.092574+  0.000068i  VH=  496.975360  Eo=   -7.854107
n=16  sigX=  -18.133822              sigC=    2.157613+ -0.000057i  sigXC=  -15.976209+ -0.000057i  VH=  491.944791  Eo=   -7.787080
n=17  sigX=  -18.133822              sigC=    2.157613+ -0.000057i  sigXC=  -15.976209+ -0.000057i  VH=  491.944791  Eo=   -7.787080
