# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -40.068802              sigC=    4.270176+  0.000000i  sigXC=  -35.798627+  0.000000i  VH=  586.556328
n=1   sigX=  -40.068802              sigC=    4.270176+  0.000000i  sigXC=  -35.798627+  0.000000i  VH=  586.556328
n=2   sigX=  -33.986980              sigC=    3.959112+ -0.000206i  sigXC=  -30.027868+ -0.000206i  VH=  583.511640
n=3   sigX=  -33.986980              sigC=    3.959112+ -0.000206i  sigXC=  -30.027868+ -0.000206i  VH=  583.511640
n=4   sigX=  -33.337899              sigC=    4.132218+  0.000660i  sigXC=  -29.205681+  0.000660i  VH=  578.304839
n=5   sigX=  -33.337899              sigC=    4.132218+  0.000660i  sigXC=  -29.205681+  0.000660i  VH=  578.304839
n=6   sigX=  -33.381988              sigC=    3.940230+ -0.000440i  sigXC=  -29.441758+ -0.000440i  VH=  587.928042
n=7   sigX=  -33.381988              sigC=    3.940230+ -0.000440i  sigXC=  -29.441758+ -0.000440i  VH=  587.928042
n=8   sigX=  -22.506092              sigC=    6.445732+  0.000000i  sigXC=  -16.060360+  0.000000i  VH=  383.237299
n=9   sigX=  -22.506092              sigC=    6.445732+  0.000000i  sigXC=  -16.060360+  0.000000i  VH=  383.237299
n=10  sigX=  -22.328569              sigC=    6.455692+ -0.000002i  sigXC=  -15.872876+ -0.000002i  VH=  355.987143
n=11  sigX=  -22.328569              sigC=    6.455692+ -0.000002i  sigXC=  -15.872876+ -0.000002i  VH=  355.987143
n=12  sigX=  -18.168275              sigC=    4.574787+  0.000005i  sigXC=  -13.593488+  0.000005i  VH=  393.897467
n=13  sigX=  -18.168275              sigC=    4.574787+  0.000005i  sigXC=  -13.593488+  0.000005i  VH=  393.897467
n=14  sigX=  -19.086562              sigC=    3.279112+ -0.000034i  sigXC=  -15.807451+ -0.000034i  VH=  489.767621
n=15  sigX=  -19.086562              sigC=    3.279112+ -0.000034i  sigXC=  -15.807451+ -0.000034i  VH=  489.767621
n=16  sigX=  -18.934150              sigC=    3.227779+  0.000031i  sigXC=  -15.706371+  0.000031i  VH=  485.075696
n=17  sigX=  -18.934150              sigC=    3.227779+  0.000031i  sigXC=  -15.706371+  0.000031i  VH=  485.075696
n=18  sigX=  -16.348876              sigC=    3.049375+  0.000007i  sigXC=  -13.299501+  0.000007i  VH=  303.700211
n=19  sigX=  -16.348876              sigC=    3.049375+  0.000007i  sigXC=  -13.299501+  0.000007i  VH=  303.700211
n=20  sigX=  -18.718410              sigC=    2.586879+  0.000083i  sigXC=  -16.131531+  0.000083i  VH=  456.073355
n=21  sigX=  -18.718410              sigC=    2.586879+  0.000083i  sigXC=  -16.131531+  0.000083i  VH=  456.073355
n=22  sigX=  -18.623121              sigC=    2.528606+ -0.000078i  sigXC=  -16.094515+ -0.000078i  VH=  455.592378
n=23  sigX=  -18.623121              sigC=    2.528606+ -0.000078i  sigXC=  -16.094515+ -0.000078i  VH=  455.592378
n=24  sigX=  -17.127341              sigC=    1.784638+ -0.000000i  sigXC=  -15.342704+ -0.000000i  VH=  413.464872
n=25  sigX=  -17.127341              sigC=    1.784638+ -0.000000i  sigXC=  -15.342704+ -0.000000i  VH=  413.464872
n=26  sigX=  -11.089620              sigC=   -2.760614+  0.000137i  sigXC=  -13.850234+  0.000137i  VH=  429.188746
n=27  sigX=  -11.089620              sigC=   -2.760614+  0.000137i  sigXC=  -13.850234+  0.000137i  VH=  429.188746
n=28  sigX=  -11.027389              sigC=   -2.793935+ -0.000118i  sigXC=  -13.821324+ -0.000118i  VH=  427.057657
n=29  sigX=  -11.027389              sigC=   -2.793935+ -0.000118i  sigXC=  -13.821324+ -0.000118i  VH=  427.057657
n=30  sigX=  -11.133169              sigC=   -2.720356+ -0.000076i  sigXC=  -13.853525+ -0.000076i  VH=  407.538918
n=31  sigX=  -11.133169              sigC=   -2.720356+ -0.000076i  sigXC=  -13.853525+ -0.000076i  VH=  407.538918
n=32  sigX=  -11.150635              sigC=   -2.703730+  0.000054i  sigXC=  -13.854365+  0.000054i  VH=  405.595793
n=33  sigX=  -11.150635              sigC=   -2.703730+  0.000054i  sigXC=  -13.854365+  0.000054i  VH=  405.595793
n=34  sigX=   -6.092476              sigC=   -3.845587+ -0.000001i  sigXC=   -9.938063+ -0.000001i  VH=  425.530013
n=35  sigX=   -6.092476              sigC=   -3.845587+ -0.000001i  sigXC=   -9.938063+ -0.000001i  VH=  425.530013
n=36  sigX=   -5.730079              sigC=   -3.924348+  0.000006i  sigXC=   -9.654428+  0.000006i  VH=  329.466245
n=37  sigX=   -5.730079              sigC=   -3.924348+  0.000006i  sigXC=   -9.654428+  0.000006i  VH=  329.466245
n=38  sigX=   -3.908249              sigC=   -3.407457+ -0.000002i  sigXC=   -7.315706+ -0.000002i  VH=  158.425840
