# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.05549144E+01  -9.77461908E+00   7.80295284E-01
# Error est. for CH(vbm) CH(cbm) diff =   1.08346317E+00   1.05444235E+00  -2.90208169E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.38153184E-01  -2.00567922E-01   3.75852616E-02
      2  -4.76306368E-01  -4.01135842E-01   7.51705260E-02
      3  -7.43047375E-01  -5.74500087E-01   1.68547288E-01
      4  -1.00978838E+00  -7.47864333E-01   2.61924050E-01
      5  -1.90477300E+00  -9.74466995E-01   9.30306005E-01
      6  -2.79975761E+00  -1.20091223E+00   1.59884538E+00
      7  -3.82465772E+00  -1.34011315E+00   2.48454457E+00
      8  -4.84955784E+00  -1.47944270E+00   3.37011514E+00
      9  -4.96714192E+00  -2.89741074E+00   2.06973118E+00
     10  -5.08472599E+00  -4.31537879E+00   7.69347209E-01
     11  -5.17045369E+00  -4.57403414E+00   5.96419555E-01
     12  -5.25618139E+00  -4.83268949E+00   4.23491901E-01
     13  -5.34880523E+00  -4.95446403E+00   3.94341202E-01
     14  -5.44142907E+00  -5.07623856E+00   3.65190506E-01
     15  -5.51087240E+00  -5.19013996E+00   3.20732438E-01
     16  -5.58031573E+00  -5.30404136E+00   2.76274370E-01
     17  -5.72784327E+00  -5.53549077E+00   1.92352498E-01
     18  -5.87537074E+00  -5.76694018E+00   1.08430561E-01
     19  -6.04238730E+00  -5.82857650E+00   2.13810797E-01
     20  -6.20938031E+00  -5.89021284E+00   3.19167468E-01
     21  -6.28242770E+00  -6.03229313E+00   2.50134570E-01
     22  -6.35547509E+00  -6.17437342E+00   1.81101673E-01
     23  -6.51183514E+00  -6.25013260E+00   2.61702545E-01
     24  -6.66819520E+00  -6.32589178E+00   3.42303417E-01
     25  -6.81853262E+00  -6.37103845E+00   4.47494173E-01
     26  -6.96887004E+00  -6.41621623E+00   5.52653807E-01
     27  -7.08649730E+00  -6.48766651E+00   5.98830790E-01
     28  -7.20412456E+00  -6.55905515E+00   6.45069402E-01
     29  -7.28245070E+00  -6.62132201E+00   6.61128691E-01
     30  -7.36077684E+00  -6.68358886E+00   6.77187981E-01
     31  -7.43816614E+00  -6.75849598E+00   6.79670161E-01
     32  -7.51555544E+00  -6.83340310E+00   6.82152342E-01
     33  -7.54908382E+00  -6.87656806E+00   6.72515765E-01
     34  -7.58261220E+00  -6.91973295E+00   6.62879244E-01
