# Generated by LORRAX unknown at 2026-07-21 19:46:50 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.307804              sigC=    4.628443+  0.000000i  sigXC=  -34.679361+  0.000000i  VH=  592.546815  Eo=  -65.484467
n=1   sigX=  -39.307804              sigC=    4.628443+  0.000000i  sigXC=  -34.679361+  0.000000i  VH=  592.546815  Eo=  -65.484467
n=2   sigX=  -33.193271              sigC=    4.224436+ -0.001415i  sigXC=  -28.968834+ -0.001415i  VH=  584.697668  Eo=  -42.100571
n=3   sigX=  -33.193271              sigC=    4.224436+ -0.001415i  sigXC=  -28.968834+ -0.001415i  VH=  584.697668  Eo=  -42.100571
n=4   sigX=  -32.530469              sigC=    4.275647+  0.000392i  sigXC=  -28.254822+  0.000392i  VH=  577.699764  Eo=  -39.580049
n=5   sigX=  -32.530469              sigC=    4.275647+  0.000392i  sigXC=  -28.254822+  0.000392i  VH=  577.699764  Eo=  -39.580049
n=6   sigX=  -32.551914              sigC=    4.260547+  0.001034i  sigXC=  -28.291367+  0.001034i  VH=  588.021233  Eo=  -39.404857
n=7   sigX=  -32.551914              sigC=    4.260547+  0.001034i  sigXC=  -28.291367+  0.001034i  VH=  588.021233  Eo=  -39.404857
n=8   sigX=  -21.696608              sigC=    5.867000+  0.000001i  sigXC=  -15.829608+  0.000001i  VH=  384.753946  Eo=  -19.386943
n=9   sigX=  -21.696608              sigC=    5.867000+  0.000001i  sigXC=  -15.829608+  0.000001i  VH=  384.753946  Eo=  -19.386943
n=10  sigX=  -21.495540              sigC=    5.824878+  0.000002i  sigXC=  -15.670661+  0.000002i  VH=  352.771579  Eo=  -18.188235
n=11  sigX=  -21.495540              sigC=    5.824878+  0.000002i  sigXC=  -15.670661+  0.000002i  VH=  352.771579  Eo=  -18.188235
n=12  sigX=  -17.431681              sigC=    3.925992+  0.000003i  sigXC=  -13.505688+  0.000003i  VH=  394.914699  Eo=  -10.891408
n=13  sigX=  -17.431681              sigC=    3.925992+  0.000003i  sigXC=  -13.505688+  0.000003i  VH=  394.914699  Eo=  -10.891408
n=14  sigX=  -18.264407              sigC=    2.489559+  0.000110i  sigXC=  -15.774848+  0.000110i  VH=  496.077257  Eo=   -7.880919
n=15  sigX=  -18.264407              sigC=    2.489559+  0.000110i  sigXC=  -15.774848+  0.000110i  VH=  496.077257  Eo=   -7.880919
n=16  sigX=  -18.117160              sigC=    2.444839+ -0.000096i  sigXC=  -15.672321+ -0.000096i  VH=  491.422877  Eo=   -7.821581
n=17  sigX=  -18.117160              sigC=    2.444839+ -0.000096i  sigXC=  -15.672321+ -0.000096i  VH=  491.422877  Eo=   -7.821581
n=18  sigX=  -15.764107              sigC=    2.419870+  0.000002i  sigXC=  -13.344237+  0.000002i  VH=  300.987496  Eo=   -7.130428
n=19  sigX=  -15.764107              sigC=    2.419870+  0.000002i  sigXC=  -13.344237+  0.000002i  VH=  300.987496  Eo=   -7.130428
n=20  sigX=  -17.778563              sigC=    1.635102+  0.000071i  sigXC=  -16.143461+  0.000071i  VH=  462.694005  Eo=   -6.799255
n=21  sigX=  -17.778563              sigC=    1.635102+  0.000071i  sigXC=  -16.143461+  0.000071i  VH=  462.694005  Eo=   -6.799255
n=22  sigX=  -17.670307              sigC=    1.567603+ -0.000065i  sigXC=  -16.102705+ -0.000065i  VH=  462.239174  Eo=   -6.718285
n=23  sigX=  -17.670307              sigC=    1.567603+ -0.000065i  sigXC=  -16.102705+ -0.000065i  VH=  462.239174  Eo=   -6.718285
n=24  sigX=  -16.540808              sigC=    1.058901+ -0.000003i  sigXC=  -15.481906+ -0.000003i  VH=  413.066658  Eo=   -5.398968
n=25  sigX=  -16.540808              sigC=    1.058901+ -0.000003i  sigXC=  -15.481906+ -0.000003i  VH=  413.066658  Eo=   -5.398968
n=26  sigX=  -11.164778              sigC=   -3.306970+ -0.000009i  sigXC=  -14.471748+ -0.000009i  VH=  423.615083  Eo=   -2.591355
n=27  sigX=  -11.164778              sigC=   -3.306970+ -0.000009i  sigXC=  -14.471748+ -0.000009i  VH=  423.615083  Eo=   -2.591355
n=28  sigX=  -11.088715              sigC=   -3.348780+  0.000002i  sigXC=  -14.437495+  0.000002i  VH=  421.937636  Eo=   -2.515375
n=29  sigX=  -11.088715              sigC=   -3.348780+  0.000002i  sigXC=  -14.437495+  0.000002i  VH=  421.937636  Eo=   -2.515375
n=30  sigX=  -11.124613              sigC=   -3.318718+  0.000040i  sigXC=  -14.443331+  0.000040i  VH=  404.987749  Eo=   -2.347811
n=31  sigX=  -11.124613              sigC=   -3.318718+  0.000040i  sigXC=  -14.443331+  0.000040i  VH=  404.987749  Eo=   -2.347811
n=32  sigX=  -11.130429              sigC=   -3.308031+ -0.000044i  sigXC=  -14.438460+ -0.000044i  VH=  403.106908  Eo=   -2.339588
n=33  sigX=  -11.130429              sigC=   -3.308031+ -0.000044i  sigXC=  -14.438460+ -0.000044i  VH=  403.106908  Eo=   -2.339588
n=34  sigX=   -6.236495              sigC=   -4.365203+ -0.000001i  sigXC=  -10.601699+ -0.000001i  VH=  436.765561  Eo=    1.083633
n=35  sigX=   -6.236495              sigC=   -4.365203+ -0.000001i  sigXC=  -10.601699+ -0.000001i  VH=  436.765561  Eo=    1.083633
n=36  sigX=   -5.802587              sigC=   -4.632837+ -0.000007i  sigXC=  -10.435424+ -0.000007i  VH=  340.510159  Eo=    3.734850
n=37  sigX=   -5.802587              sigC=   -4.632837+ -0.000007i  sigXC=  -10.435424+ -0.000007i  VH=  340.510159  Eo=    3.734850
n=38  sigX=   -3.903117              sigC=   -3.877552+ -0.000003i  sigXC=   -7.780669+ -0.000003i  VH=  140.490866  Eo=    3.946919
n=39  sigX=   -3.903117              sigC=   -3.877552+ -0.000003i  sigXC=   -7.780669+ -0.000003i  VH=  140.490866  Eo=    3.946919
n=40  sigX=   -2.457746              sigC=   -3.617657+ -0.000001i  sigXC=   -6.075404+ -0.000001i  VH=   27.406696+  0.000000i  Eo=    4.785055
n=41  sigX=   -2.457746              sigC=   -3.617657+ -0.000001i  sigXC=   -6.075404+ -0.000001i  VH=   27.406696+  0.000000i  Eo=    4.785055
n=42  sigX=   -5.863027              sigC=   -5.136672+ -0.000128i  sigXC=  -10.999699+ -0.000128i  VH=  362.559476  Eo=    5.503172
n=43  sigX=   -5.863027              sigC=   -5.136672+ -0.000128i  sigXC=  -10.999699+ -0.000128i  VH=  362.559476  Eo=    5.503172
n=44  sigX=   -5.859332              sigC=   -5.134342+  0.000123i  sigXC=  -10.993675+  0.000123i  VH=  361.090184  Eo=    5.579950
n=45  sigX=   -5.859332              sigC=   -5.134342+  0.000123i  sigXC=  -10.993675+  0.000123i  VH=  361.090184  Eo=    5.579950
n=46  sigX=   -5.685217              sigC=   -5.018884+ -0.000246i  sigXC=  -10.704102+ -0.000246i  VH=  338.326940  Eo=    7.479930
n=47  sigX=   -5.685217              sigC=   -5.018884+ -0.000246i  sigXC=  -10.704102+ -0.000246i  VH=  338.326940  Eo=    7.479930
n=48  sigX=   -5.691277              sigC=   -5.016018+  0.000160i  sigXC=  -10.707295+  0.000160i  VH=  339.558207  Eo=    7.497363
n=49  sigX=   -5.691277              sigC=   -5.016018+  0.000160i  sigXC=  -10.707295+  0.000160i  VH=  339.558207  Eo=    7.497363
n=50  sigX=   -5.756185              sigC=   -4.885001+  0.000090i  sigXC=  -10.641186+  0.000090i  VH=  282.111364  Eo=    7.654692
n=51  sigX=   -5.756185              sigC=   -4.885001+  0.000090i  sigXC=  -10.641186+  0.000090i  VH=  282.111364  Eo=    7.654692
n=52  sigX=   -5.326904              sigC=   -4.968022+ -0.000041i  sigXC=  -10.294926+ -0.000041i  VH=  323.036022  Eo=   10.761649
n=53  sigX=   -5.326904              sigC=   -4.968022+ -0.000041i  sigXC=  -10.294926+ -0.000041i  VH=  323.036022  Eo=   10.761649
n=54  sigX=   -5.324503              sigC=   -4.968757+  0.000031i  sigXC=  -10.293260+  0.000031i  VH=  323.185643  Eo=   10.776236
n=55  sigX=   -5.324503              sigC=   -4.968757+  0.000031i  sigXC=  -10.293260+  0.000031i  VH=  323.185643  Eo=   10.776236
n=56  sigX=   -3.377956              sigC=   -4.362388+ -0.000005i  sigXC=   -7.740345+ -0.000005i  VH=  362.663719+ -0.000000i  Eo=   10.850507
n=57  sigX=   -3.377956              sigC=   -4.362388+ -0.000005i  sigXC=   -7.740345+ -0.000005i  VH=  362.663719+ -0.000000i  Eo=   10.850507
n=58  sigX=   -5.881351              sigC=   -4.980742+  0.000134i  sigXC=  -10.862093+  0.000134i  VH=  338.082931  Eo=   11.100027
