# Sigma frequency debug decomposition (all energies in eV)
# k              		n              		Edft-Ef        		E_dft          		kin_ion        		sex_0          		coh_0          		x_bare         		sig_c(0)       		sig_c+(w)      		sig_c-(w)      		sig_c_invld(0) 		sig_c(Edft)    

k-point 0:
k              		n              		Edft-Ef        		E_dft          		kin_ion        		sex_0          		coh_0          		x_bare         		sig_c(0)       		sig_c+(w)      		sig_c-(w)      		sig_c_invld(0) 		sig_c(Edft)    
              0		             37		         23.826		         30.462		         50.998		         -1.626		         -6.143		         -2.212		         -2.703		            nan		            nan		         -0.000		            nan
              0		             38		         23.826		         30.462		         50.998		         -1.626		         -6.143		         -2.212		         -2.703		            nan		            nan		         -0.000		            nan
              0		             39		         23.826		         30.462		         50.998		         -1.626		         -6.143		         -2.212		         -2.703		            nan		            nan		         -0.000		            nan
              0		             40		         25.408		         32.043		         46.266		         -1.597		         -6.452		         -2.292		         -2.615		            nan		            nan		         -0.000		            nan
              0		             41		         25.408		         32.043		         46.266		         -1.597		         -6.452		         -2.292		         -2.615		            nan		            nan		         -0.000		            nan
              0		             42		         25.492		         32.128		         46.306		         -1.597		         -6.418		         -2.293		         -2.602		            nan		            nan		         -0.000		            nan
              0		             43		         25.492		         32.128		         46.306		         -1.597		         -6.418		         -2.293		         -2.602		            nan		            nan		         -0.000		            nan
              0		             44		         25.492		         32.128		         46.306		         -1.596		         -6.420		         -2.291		         -2.601		            nan		            nan		         -0.000		            nan
              0		             45		         25.492		         32.128		         46.306		         -1.596		         -6.420		         -2.291		         -2.601		            nan		            nan		         -0.000		            nan
              0		             46		         28.999		         35.635		         42.238		         -1.584		         -4.808		         -2.166		         -1.895		            nan		            nan		         -0.000		            nan
              0		             47		         28.999		         35.635		         42.238		         -1.584		         -4.808		         -2.166		         -1.895		            nan		            nan		         -0.000		            nan
              0		             48		         28.999		         35.635		         42.238		         -1.583		         -4.795		         -2.164		         -1.889		            nan		            nan		         -0.000		            nan
              0		             49		         28.999		         35.635		         42.238		         -1.583		         -4.798		         -2.165		         -1.890		            nan		            nan		         -0.000		            nan
              0		             50		         28.999		         35.635		         42.238		         -1.584		         -4.801		         -2.165		         -1.892		            nan		            nan		         -0.000		            nan
              0		             51		         28.999		         35.635		         42.238		         -1.584		         -4.790		         -2.165		         -1.888		            nan		            nan		         -0.000		            nan
              0		             52		         34.456		         41.092		         61.465		         -1.113		         -4.788		         -1.336		         -1.917		            nan		            nan		          0.000		            nan
              0		             53		         34.456		         41.092		         61.465		         -1.113		         -4.788		         -1.336		         -1.917		            nan		            nan		          0.000		            nan
              0		             54		         34.456		         41.092		         61.465		         -1.113		         -4.780		         -1.335		         -1.915		            nan		            nan		          0.000		            nan
              0		             55		         34.456		         41.092		         61.465		         -1.113		         -4.780		         -1.335		         -1.915		            nan		            nan		          0.000		            nan
              0		             56		         34.457		         41.092		         61.504		         -1.114		         -4.814		         -1.336		         -1.926		            nan		            nan		          0.000		            nan
              0		             57		         34.457		         41.092		         61.504		         -1.114		         -4.814		         -1.336		         -1.926		            nan		            nan		          0.000		            nan
              0		             58		         38.065		         44.700		         44.417		         -0.905		         -2.898		         -1.064		         -1.118		            nan		            nan		         -0.000		            nan
              0		             59		         38.065		         44.700		         44.417		         -0.905		         -2.898		         -1.064		         -1.118		            nan		            nan		         -0.000		            nan

k-point 1:
k              		n              		Edft-Ef        		E_dft          		kin_ion        		sex_0          		coh_0          		x_bare         		sig_c(0)       		sig_c+(w)      		sig_c-(w)      		sig_c_invld(0) 		sig_c(Edft)    
              1		              0		        -11.533		         -4.897		          3.492		         -4.410		         -8.968		        -17.134		          2.608		            nan		            nan		          0.001		            nan
              1		              1		        -11.533		         -4.897		          3.492		         -4.410		         -8.968		        -17.134		          2.608		            nan		            nan		          0.001		            nan
              1		              2		         -4.295		          2.340		         11.653		         -3.799		         -8.631		        -13.637		          1.400		          4.811		         -2.160		          0.001		          2.652
              1		              3		         -4.295		          2.340		         11.653		         -3.799		         -8.631		        -13.637		          1.400		          4.811		         -2.160		          0.001		          2.652
              1		              4		         -1.137		          5.499		         16.493		         -3.811		         -8.599		        -12.827		          1.196		          4.052		         -2.537		          0.000		          1.515
              1		              5		         -1.137		          5.499		         16.493		         -3.810		         -8.598		        -12.827		          1.196		          4.052		         -2.537		          0.000		          1.515
              1		              6		         -1.105		          5.530		         16.479		         -3.808		         -8.597		        -12.813		          1.192		          4.044		         -2.542		          0.000		          1.502
              1		              7		         -1.105		          5.530		         16.479		         -3.808		         -8.597		        -12.813		          1.192		          4.044		         -2.542		          0.000		          1.502
              1		              8		          1.659		          8.295		         16.742		         -2.364		         -8.098		         -5.790		         -3.311		          1.248		         -4.991		         -0.000		         -3.743
              1		              9		          1.659		          8.295		         16.742		         -2.364		         -8.098		         -5.790		         -3.311		          1.248		         -4.991		         -0.000		         -3.743
              1		             10		          3.122		          9.757		         18.755		         -2.290		         -7.901		         -5.469		         -3.172		          1.125		         -5.097		         -0.000		         -3.973
              1		             11		          3.122		          9.757		         18.755		         -2.290		         -7.901		         -5.469		         -3.171		          1.125		         -5.097		         -0.000		         -3.972
              1		             12		          3.143		          9.779		         18.740		         -2.288		         -7.897		         -5.461		         -3.172		          1.121		         -5.099		         -0.000		         -3.978
              1		             13		          3.143		          9.779		         18.740		         -2.288		         -7.897		         -5.461		         -3.172		          1.121		         -5.099		         -0.000		         -3.978
              1		             14		          6.557		         13.192		         23.242		         -2.284		         -8.006		         -4.875		         -3.334		          0.823		         -5.813		         -0.000		         -4.990
              1		             15		          6.557		         13.192		         23.242		         -2.284		         -8.006		         -4.875		         -3.334		          0.823		         -5.813		         -0.000		         -4.990
              1		             16		          6.838		         13.474		         21.878		         -2.015		         -7.296		         -4.106		         -3.177		          0.652		         -5.418		         -0.000		         -4.766
              1		             17		          6.838		         13.474		         21.878		         -2.015		         -7.296		         -4.106		         -3.177		          0.652		         -5.418		         -0.000		         -4.766
              1		             18		          6.841		         13.477		         21.881		         -2.016		         -7.298		         -4.106		         -3.178		          0.652		         -5.419		         -0.000		         -4.767
              1		             19		          6.841		         13.477		         21.881		         -2.016		         -7.298		         -4.106		         -3.178		          0.652		         -5.420		         -0.000		         -4.767
              1		             20		          8.636		         15.271		         17.416		         -1.435		         -6.587		         -2.437		         -3.426		          0.293		         -5.595		         -0.000		         -5.302
              1		             21		          8.636		         15.271		         17.416		         -1.435		         -6.587		         -2.437		         -3.426		          0.293		         -5.595		         -0.000		         -5.302
              1		             22		         11.487		         18.122		         23.042		         -1.556		         -6.737		         -2.640		         -3.229		            nan		            nan		         -0.000		            nan
              1		             23		         11.487		         18.122		         23.042		         -1.556		         -6.737		         -2.640		         -3.230		            nan		            nan		         -0.000		            nan
              1		             24		         14.282		         20.917		         30.518		         -1.589		         -6.744		         -2.529		         -3.195		            nan		            nan		         -0.000		            nan
              1		             25		         14.282		         20.917		         30.518		         -1.589		         -6.744		         -2.529		         -3.195		            nan		            nan		         -0.000		            nan
              1		             26		         14.288		         20.924		         30.509		         -1.589		         -6.741		         -2.528		         -3.193		            nan		            nan		         -0.000		            nan
              1		             27		         14.288		         20.924		         30.509		         -1.589		         -6.741		         -2.528		         -3.193		            nan		            nan		         -0.000		            nan
              1		             28		         17.514		         24.149		         33.835		         -1.672		         -6.456		         -2.572		         -2.849		            nan		            nan		         -0.000		            nan
              1		             29		         17.514		         24.149		         33.835		         -1.672		         -6.457		         -2.572		         -2.849		            nan		            nan		         -0.000		            nan
              1		             30		         17.525		         24.160		         33.829		         -1.672		         -6.453		         -2.572		         -2.847		            nan		            nan		         -0.000		            nan
              1		             31		         17.525		         24.160		         33.829		         -1.672		         -6.454		         -2.572		         -2.847		            nan		            nan		         -0.000		            nan
              1		             32		         17.650		         24.285		         35.353		         -1.569		         -6.637		         -2.398		         -3.008		            nan		            nan		         -0.000		            nan
              1		             33		         17.650		         24.285		         35.353		         -1.569		         -6.637		         -2.398		         -3.008		            nan		            nan		         -0.000		            nan
              1		             34		         19.737		         26.372		         28.187		         -1.079		         -5.656		         -1.513		         -2.579		            nan		            nan		         -0.000		            nan
              1		             35		         19.737		         26.372		         28.187		         -1.079		         -5.656		         -1.513		         -2.579		            nan		            nan		         -0.000		            nan
              1		             36		         23.666		         30.302		         49.776		         -1.594		         -6.054		         -2.189		         -2.650		            nan		            nan		         -0.000		            nan
              1		             37		         23.666		         30.302		         49.776		         -1.594		         -6.053		         -2.189		         -2.650		            nan		            nan		         -0.000		            nan
              1		             38		         23.667		         30.303		         49.770		         -1.593		         -6.059		         -2.188		         -2.653		            nan		            nan		         -0.000		            nan
              1		             39		         23.667		         30.303		         49.770		         -1.593		         -6.060		         -2.187		         -2.653		            nan		            nan		         -0.000		            nan
              1		             40		         26.310		         32.945		         48.690		         -1.620		         -6.198		         -2.292		         -2.500		            nan		            nan		          0.000		            nan
              1		             41		         26.310		         32.945		         48.690		         -1.620		         -6.196		         -2.292		         -2.498		            nan		            nan		          0.000		            nan
              1		             42		         26.351		         32.986		         48.722		         -1.620		         -6.183		         -2.292		         -2.494		            nan		            nan		          0.000		            nan
              1		             43		         26.351		         32.986		         48.722		         -1.620		         -6.180		         -2.292		         -2.492		            nan		            nan		          0.000		            nan
              1		             44		         27.515		         34.150		         53.573		         -1.533		         -5.765		         -2.098		         -2.349		            nan		            nan		          0.000		            nan
              1		             45		         27.515		         34.150		         53.573		         -1.533		         -5.764		         -2.098		         -2.349		            nan		            nan		          0.000		            nan
              1		             46		         29.097		         35.732		         46.384		         -1.213		         -5.071		         -1.545		         -2.097		            nan		            nan		          0.000		            nan
              1		             47		         29.097		         35.732		         46.384		         -1.213		         -5.071		         -1.545		         -2.097		            nan		            nan		          0.000		            nan
              1		             48		         29.715		         36.350		         43.340		         -1.608		         -4.659		         -2.195		         -1.823		            nan		            nan		         -0.000		            nan
              1		             49		         29.715		         36.350		         43.340		         -1.608		         -4.659		         -2.195		         -1.823		            nan		            nan		         -0.000		            nan
              1		             50		         31.504		         38.139		         46.678		         -1.216		         -4.551		         -1.515		         -1.860		            nan		            nan		          0.000		            nan
              1		             51		         31.504		         38.139		         46.678		         -1.216		         -4.555		         -1.514		         -1.862		            nan		            nan		          0.000		            nan
              1		             52		         31.511		         38.146		         46.664		         -1.216		         -4.568		         -1.515		         -1.866		            nan		            nan		          0.000		            nan
              1		             53		         31.511		         38.146		         46.664		         -1.216		         -4.568		         -1.515		         -1.866		            nan		            nan		          0.000		            nan
              1		             54		         33.094		         39.729		         54.564		         -1.097		         -4.699		         -1.336		         -1.895		            nan		            nan		          0.000		            nan
              1		             55		         33.094		         39.729		         54.564		         -1.097		         -4.699		         -1.336		         -1.895		            nan		            nan		          0.000		            nan
              1		             56		         33.099		         39.735		         54.582		         -1.096		         -4.666		         -1.336		         -1.883		            nan		            nan		          0.000		            nan
              1		             57		         33.099		         39.735		         54.582		         -1.097		         -4.667		         -1.336		         -1.884		            nan		            nan		          0.000		            nan
              1		             58		         34.055		         40.691		         54.920		         -1.202		         -4.411		         -1.481		         -1.769		            nan		            nan		          0.000		            nan
              1		             59		         34.055		         40.691		         54.920		         -1.202		         -4.412		         -1.481		         -1.769		            nan		            nan		          0.000		            nan

k-point 2:
k              		n              		Edft-Ef        		E_dft          		kin_ion        		sex_0          		coh_0          		x_bare         		sig_c(0)       		sig_c+(w)      		sig_c-(w)      		sig_c_invld(0) 		sig_c(Edft)    
              2		              0		         -9.999		         -3.363		          5.953		         -4.391		         -9.075		        -16.778		          2.448		          7.312		         -1.444		          0.001		          5.870
              2		              1		         -9.999		         -3.363		          5.953		         -4.391		         -9.075		        -16.778		          2.448		          7.312		         -1.444		          0.001		          5.870
              2		              2		         -7.343		         -0.707		          7.039		         -3.906		         -8.548		        -14.781		          1.928		          5.877		         -1.685		          0.001		          4.193
              2		              3		         -7.343		         -0.707		          7.039		         -3.906		         -8.548		        -14.781		          1.928		          5.877		         -1.685		          0.001		          4.193
              2		              4		         -1.578		          5.057		         15.872		         -3.846		         -8.623		        -13.089		          1.310		          4.202		         -2.448		          0.001		          1.756
              2		              5		         -1.578		          5.057		         15.872		         -3.846		         -8.623		        -13.089		          1.310		          4.202		         -2.448		          0.001		          1.756
              2		              6		         -1.546		          5.089		         15.859		         -3.843		         -8.623		        -13.075		          1.305		          4.194		         -2.453		          0.001		          1.742
              2		              7		         -1.546		          5.089		         15.859		         -3.843		         -8.623		        -13.075		          1.305		          4.194		         -2.453		          0.001		          1.742
              2		              8		          1.170		          7.805		         16.136		         -2.395		         -8.124		         -5.900		         -3.333		          1.291		         -4.929		         -0.000		         -3.639
              2		              9		          1.170		          7.805		         16.136		         -2.395		         -8.124		         -5.900		         -3.333		          1.291		         -4.929		         -0.000		         -3.639
              2		             10		          2.959		          9.594		         17.326		         -2.128		         -7.686		         -5.037		         -3.249		          1.028		         -5.015		         -0.000		         -3.988
              2		             11		          2.959		          9.594		         17.326		         -2.128		         -7.686		         -5.037		         -3.249		          1.028		         -5.015		         -0.000		         -3.988
              2		             12		          2.974		          9.609		         17.310		         -2.127		         -7.680		         -5.030		         -3.249		          1.025		         -5.015		         -0.000		         -3.990
              2		             13		          2.974		          9.609		         17.310		         -2.127		         -7.680		         -5.030		         -3.249		          1.025		         -5.015		         -0.000		         -3.990
              2		             14		          7.365		         14.000		         16.143		         -1.381		         -6.605		         -2.379		         -3.591		          0.303		         -5.534		         -0.001		         -5.232
              2		             15		          7.365		         14.000		         16.143		         -1.381		         -6.605		         -2.379		         -3.591		          0.303		         -5.534		         -0.001		         -5.232
              2		             16		         10.212		         16.847		         28.580		         -2.086		         -7.220		         -3.753		         -3.205		            nan		            nan		         -0.000		            nan
              2		             17		         10.212		         16.847		         28.580		         -2.086		         -7.220		         -3.753		         -3.205		            nan		            nan		         -0.000		            nan
              2		             18		         10.212		         16.847		         28.580		         -2.085		         -7.222		         -3.752		         -3.205		            nan		            nan		         -0.000		            nan
              2		             19		         10.212		         16.847		         28.580		         -2.085		         -7.222		         -3.752		         -3.205		            nan		            nan		         -0.000		            nan
              2		             20		         10.966		         17.601		         27.169		         -1.911		         -7.282		         -3.464		         -3.286		            nan		            nan		         -0.001		            nan
              2		             21		         10.966		         17.601		         27.169		         -1.911		         -7.282		         -3.464		         -3.286		            nan		            nan		         -0.001		            nan
              2		             22		         10.994		         17.629		         27.280		         -1.903		         -7.279		         -3.445		         -3.297		            nan		            nan		         -0.000		            nan
              2		             23		         10.994		         17.629		         27.280		         -1.903		         -7.279		         -3.445		         -3.297		            nan		            nan		         -0.000		            nan
              2		             24		         11.018		         17.654		         26.511		         -1.958		         -7.288		         -3.571		         -3.211		            nan		            nan		         -0.001		            nan
              2		             25		         11.018		         17.654		         26.511		         -1.958		         -7.288		         -3.571		         -3.211		            nan		            nan		         -0.001		            nan
              2		             26		         12.647		         19.282		         29.297		         -1.877		         -7.618		         -3.362		         -3.421		            nan		            nan		         -0.000		            nan
              2		             27		         12.647		         19.282		         29.297		         -1.877		         -7.618		         -3.362		         -3.421		            nan		            nan		         -0.000		            nan
              2		             28		         19.044		         25.679		         38.949		         -1.608		         -6.493		         -2.440		         -2.850		            nan		            nan		         -0.000		            nan
              2		             29		         19.044		         25.679		         38.949		         -1.608		         -6.493		         -2.440		         -2.850		            nan		            nan		         -0.000		            nan
              2		             30		         19.648		         26.283		         33.600		         -1.549		         -6.191		         -2.289		         -2.681		            nan		            nan		         -0.000		            nan
              2		             31		         19.648		         26.283		         33.600		         -1.549		         -6.191		         -2.289		         -2.681		            nan		            nan		         -0.000		            nan
              2		             32		         21.298		         27.933		         36.942		         -1.296		         -5.814		         -1.819		         -2.592		            nan		            nan		         -0.000		            nan
              2		             33		         21.298		         27.933		         36.942		         -1.296		         -5.814		         -1.819		         -2.592		            nan		            nan		         -0.000		            nan
              2		             34		         21.299		         27.934		         36.931		         -1.295		         -5.814		         -1.818		         -2.592		            nan		            nan		         -0.000		            nan
              2		             35		         21.299		         27.934		         36.931		         -1.295		         -5.814		         -1.818		         -2.592		            nan		            nan		         -0.000		            nan
              2		             36		         21.452		         28.087		         43.115		         -1.555		         -6.327		         -2.185		         -2.839		            nan		            nan		         -0.000		            nan
              2		             37		         21.452		         28.087		         43.115		         -1.555		         -6.327		         -2.185		         -2.839		            nan		            nan		         -0.000		            nan
              2		             38		         21.459		         28.095		         43.132		         -1.555		         -6.327		         -2.186		         -2.839		            nan		            nan		         -0.000		            nan
              2		             39		         21.459		         28.095		         43.132		         -1.555		         -6.327		         -2.186		         -2.839		            nan		            nan		         -0.000		            nan
              2		             40		         25.372		         32.007		         39.674		         -0.999		         -5.185		         -1.282		         -2.286		            nan		            nan		         -0.000		            nan
              2		             41		         25.372		         32.007		         39.674		         -0.999		         -5.185		         -1.282		         -2.286		            nan		            nan		         -0.000		            nan
              2		             42		         26.085		         32.720		         43.500		         -1.508		         -5.331		         -2.034		         -2.213		            nan		            nan		         -0.000		            nan
              2		             43		         26.085		         32.720		         43.500		         -1.508		         -5.331		         -2.034		         -2.213		            nan		            nan		         -0.000		            nan
              2		             44		         26.085		         32.721		         43.511		         -1.508		         -5.345		         -2.033		         -2.218		            nan		            nan		         -0.000		            nan
              2		             45		         26.085		         32.721		         43.511		         -1.508		         -5.345		         -2.033		         -2.218		            nan		            nan		         -0.000		            nan
              2		             46		         27.115		         33.751		         50.537		         -1.627		         -6.101		         -2.285		         -2.440		            nan		            nan		         -0.000		            nan
              2		             47		         27.115		         33.751		         50.537		         -1.627		         -6.101		         -2.285		         -2.440		            nan		            nan		         -0.000		            nan
              2		             48		         27.155		         33.790		         50.604		         -1.628		         -6.095		         -2.286		         -2.437		            nan		            nan		         -0.000		            nan
              2		             49		         27.155		         33.790		         50.604		         -1.628		         -6.095		         -2.286		         -2.437		            nan		            nan		         -0.000		            nan
              2		             50		         27.994		         34.629		         34.645		         -0.831		         -4.432		         -1.000		         -1.906		            nan		            nan		          0.000		            nan
              2		             51		         27.994		         34.629		         34.645		         -0.831		         -4.432		         -1.000		         -1.906		            nan		            nan		          0.000		            nan
              2		             52		         30.816		         37.451		         45.516		         -1.696		         -4.463		         -2.322		         -1.718		            nan		            nan		         -0.000		            nan
              2		             53		         30.816		         37.451		         45.516		         -1.696		         -4.463		         -2.322		         -1.718		            nan		            nan		         -0.000		            nan
              2		             54		         31.994		         38.629		         48.367		         -1.035		         -4.722		         -1.257		         -1.919		            nan		            nan		          0.000		            nan
              2		             55		         31.994		         38.629		         48.367		         -1.035		         -4.722		         -1.257		         -1.919		            nan		            nan		          0.000		            nan
              2		             56		         32.013		         38.648		         48.363		         -1.034		         -4.672		         -1.256		         -1.902		            nan		            nan		          0.000		            nan
              2		             57		         32.013		         38.648		         48.363		         -1.034		         -4.672		         -1.256		         -1.902		            nan		            nan		          0.000		            nan
              2		             58		         32.547		         39.182		         49.736		         -1.129		         -4.499		         -1.376		         -1.847		            nan		            nan		          0.000		            nan
              2		             59		         32.547		         39.182		         49.736		         -1.129		         -4.499		         -1.376		         -1.847		            nan		            nan		          0.000		            nan

k-point 3:
k              		n              		Edft-Ef        		E_dft          		kin_ion        		sex_0          		coh_0          		x_bare         		sig_c(0)       		sig_c+(w)      		sig_c-(w)      		sig_c_invld(0) 		sig_c(Edft)    
              3		              0		        -11.533		         -4.897		          3.492		         -4.410		         -8.968		        -17.133		          2.608		            nan		            nan		          0.001		            nan
              3		              1		        -11.533		         -4.897		          3.492		         -4.410		         -8.968		        -17.133		          2.608		            nan		            nan		          0.001		            nan
              3		              2		         -4.295		          2.340		         11.653		         -3.799		         -8.631		        -13.645		          1.406		          4.814		         -2.158		          0.001		          2.658
              3		              3		         -4.295		          2.340		         11.653		         -3.799		         -8.631		        -13.645		          1.406		          4.814		         -2.158		          0.001		          2.658
              3		              4		         -1.137		          5.499		         16.493		         -3.811		         -8.599		        -12.830		          1.198		          4.053		         -2.536		          0.000		          1.518
              3		              5		         -1.137		          5.499		         16.493		         -3.810		         -8.598		        -12.830		          1.198		          4.053		         -2.536		          0.000		          1.518
              3		              6		         -1.105		          5.530		         16.479		         -3.808		         -8.597		        -12.816		          1.194		          4.045		         -2.541		          0.000		          1.505
              3		              7		         -1.105		          5.530		         16.479		         -3.808		         -8.597		        -12.816		          1.194		          4.045		         -2.541		          0.000		          1.505
              3		              8		          1.659		          8.295		         16.742		         -2.364		         -8.098		         -5.790		         -3.312		          1.248		         -4.992		         -0.000		         -3.744
              3		              9		          1.659		          8.295		         16.742		         -2.364		         -8.098		         -5.790		         -3.312		          1.248		         -4.992		         -0.000		         -3.744
              3		             10		          3.122		          9.757		         18.755		         -2.290		         -7.901		         -5.467		         -3.173		          1.124		         -5.098		         -0.000		         -3.974
              3		             11		          3.122		          9.757		         18.755		         -2.290		         -7.901		         -5.467		         -3.173		          1.124		         -5.098		         -0.000		         -3.974
              3		             12		          3.143		          9.779		         18.740		         -2.288		         -7.897		         -5.460		         -3.172		          1.121		         -5.099		         -0.000		         -3.978
              3		             13		          3.143		          9.779		         18.740		         -2.288		         -7.897		         -5.460		         -3.173		          1.121		         -5.099		         -0.000		         -3.979
              3		             14		          6.557		         13.192		         23.242		         -2.283		         -8.006		         -4.870		         -3.337		          0.822		         -5.814		         -0.000		         -4.992
              3		             15		          6.557		         13.192		         23.242		         -2.283		         -8.006		         -4.870		         -3.337		          0.822		         -5.814		         -0.000		         -4.992
              3		             16		          6.838		         13.474		         21.878		         -2.015		         -7.296		         -4.104		         -3.178		          0.652		         -5.418		         -0.000		         -4.767
              3		             17		          6.838		         13.474		         21.878		         -2.015		         -7.296		         -4.104		         -3.178		          0.652		         -5.418		         -0.000		         -4.767
              3		             18		          6.841		         13.477		         21.881		         -2.016		         -7.298		         -4.105		         -3.179		          0.652		         -5.420		         -0.000		         -4.768
              3		             19		          6.841		         13.477		         21.881		         -2.016		         -7.298		         -4.105		         -3.179		          0.652		         -5.420		         -0.000		         -4.768
              3		             20		          8.636		         15.271		         17.416		         -1.435		         -6.587		         -2.437		         -3.426		          0.293		         -5.595		         -0.000		         -5.302
