# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.12463052E+01  -1.40513039E+01  -2.80499876E+00
# Error est. for CH(vbm) CH(cbm) diff =   2.61512387E+00   5.30866094E+00   2.69353706E+00
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.77102894E-02  -9.61760608E-02   1.53422858E-03
      2  -1.95459569E-01  -1.92215282E-01   3.24428729E-03
      3  -2.91450896E-01  -2.89875856E-01   1.57504000E-03
      4  -3.87481226E-01  -3.87399523E-01   8.17026498E-05
      5  -4.49382417E-01  -4.29769359E-01   1.96130575E-02
      6  -5.11283321E-01  -4.72139224E-01   3.91440967E-02
      7  -5.72427773E-01  -5.14684723E-01   5.77430502E-02
      8  -6.33571949E-01  -5.57230232E-01   7.63417167E-02
      9  -6.68009507E-01  -5.95712348E-01   7.22971593E-02
     10  -7.02446995E-01  -6.34194481E-01   6.82525137E-02
     11  -7.32502361E-01  -6.72091455E-01   6.04109063E-02
     12  -7.62557396E-01  -7.09988463E-01   5.25689329E-02
     13  -7.88777681E-01  -7.48716394E-01   4.00612876E-02
     14  -8.14997271E-01  -7.87444381E-01   2.75528902E-02
     15  -8.37056527E-01  -8.27297982E-01   9.75854465E-03
     16  -8.59115337E-01  -8.67151637E-01  -8.03629987E-03
     17  -8.61074898E-01  -8.69320825E-01  -8.24592650E-03
     18  -8.63034451E-01  -8.71490014E-01  -8.45556266E-03
     19  -8.64878708E-01  -8.73533768E-01  -8.65506043E-03
     20  -8.66722962E-01  -8.75577535E-01  -8.85457294E-03
     21  -8.68390156E-01  -8.77528049E-01  -9.13789285E-03
     22  -8.70057352E-01  -8.79478581E-01  -9.42122867E-03
     23  -8.71765380E-01  -8.81826041E-01  -1.00606604E-02
     24  -8.73473411E-01  -8.84173529E-01  -1.07001182E-02
     25  -8.75308988E-01  -8.86874756E-01  -1.15657675E-02
     26  -8.77144578E-01  -8.89576067E-01  -1.24314893E-02
     27  -8.79250282E-01  -8.92505390E-01  -1.32551071E-02
     28  -8.81356018E-01  -8.95434788E-01  -1.40787709E-02
     29  -8.99738644E-01  -9.14446637E-01  -1.47079935E-02
     30  -9.18121348E-01  -9.33458526E-01  -1.53371773E-02
     31  -9.32979637E-01  -9.52034894E-01  -1.90552573E-02
     32  -9.47837933E-01  -9.70611249E-01  -2.27733153E-02
     33  -9.54128622E-01  -9.88877175E-01  -3.47485530E-02
     34  -9.60419252E-01  -1.00714206E+00  -4.67228098E-02
     35  -9.76455553E-01  -1.03524120E+00  -5.87856479E-02
     36  -9.92491547E-01  -1.06333944E+00  -7.08478921E-02
     37  -1.02510494E+00  -1.08741125E+00  -6.23063121E-02
