# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.07135807E+01  -9.83156840E+00   8.82012295E-01
# Error est. for CH(vbm) CH(cbm) diff =   2.98554911E-02   2.42251105E-02  -5.63038057E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -2.33896691E-01  -2.00149262E-01   3.37474287E-02
      2  -4.69920868E-01  -4.00270733E-01   6.96501352E-02
      3  -7.34850840E-01  -5.72705727E-01   1.62145113E-01
      4  -9.99072884E-01  -7.46927613E-01   2.52145271E-01
      5  -1.89293774E+00  -9.73496076E-01   9.19441666E-01
      6  -2.78667319E+00  -1.19928734E+00   1.58738585E+00
      7  -3.80691207E+00  -1.33852850E+00   2.46838357E+00
      8  -4.82900191E+00  -1.47683877E+00   3.35216314E+00
      9  -4.94711005E+00  -2.89477360E+00   2.05233646E+00
     10  -5.06514877E+00  -4.31163564E+00   7.53513130E-01
     11  -5.15085592E+00  -4.56778418E+00   5.83071742E-01
     12  -5.23666465E+00  -4.82406452E+00   4.12600127E-01
     13  -5.32969051E+00  -4.94702328E+00   3.82667224E-01
     14  -5.42268975E+00  -5.06938068E+00   3.53309069E-01
     15  -5.49287976E+00  -5.18522327E+00   3.07656484E-01
     16  -5.56254102E+00  -5.30032143E+00   2.62219591E-01
     17  -6.34695084E+00  -5.90347850E+00   4.43472336E-01
     18  -7.14996903E+00  -6.54126045E+00   6.08708578E-01
     19  -7.22896294E+00  -6.60365247E+00   6.25310476E-01
     20  -7.30785239E+00  -6.66588761E+00   6.41964776E-01
     21  -7.55870562E+00  -7.03672656E+00   5.21979055E-01
     22  -7.79400007E+00  -7.37446952E+00   4.19530547E-01
     23  -8.08145589E+00  -7.56585064E+00   5.15605250E-01
     24  -8.36339869E+00  -7.78318439E+00   5.80214303E-01
     25  -8.50095047E+00  -7.89445929E+00   6.06491180E-01
     26  -8.63930418E+00  -8.00326732E+00   6.36036866E-01
     27  -8.72953818E+00  -8.12295348E+00   6.06584697E-01
     28  -8.82580040E+00  -8.25313796E+00   5.72662432E-01
     29  -8.92797335E+00  -8.35745137E+00   5.70521982E-01
     30  -9.02733349E+00  -8.45742666E+00   5.69906825E-01
     31  -9.12586494E+00  -8.53496641E+00   5.90898522E-01
     32  -9.22242764E+00  -8.61098000E+00   6.11447643E-01
     33  -9.31663032E+00  -8.68207186E+00   6.34558457E-01
     34  -9.41207720E+00  -8.74625679E+00   6.65820411E-01
     35  -9.48583266E+00  -8.82696581E+00   6.58866846E-01
     36  -9.55709982E+00  -8.90980392E+00   6.47295898E-01
     37  -9.58352357E+00  -8.93397413E+00   6.49549442E-01
     38  -9.61196136E+00  -8.95832536E+00   6.53636001E-01
     39  -9.65916768E+00  -9.00184120E+00   6.57326477E-01
     40  -9.70696434E+00  -9.03940120E+00   6.67563143E-01
     41  -9.75943482E+00  -9.08017048E+00   6.79264342E-01
     42  -9.81451899E+00  -9.11989642E+00   6.94622565E-01
     43  -9.87224848E+00  -9.15873773E+00   7.13510744E-01
     44  -9.93373397E+00  -9.19975663E+00   7.33977338E-01
     45  -9.96780999E+00  -9.23138333E+00   7.36426658E-01
     46  -1.00019650E+01  -9.26314228E+00   7.38822742E-01
     47  -1.00308231E+01  -9.28849975E+00   7.42323327E-01
     48  -1.00566897E+01  -9.31287467E+00   7.43815017E-01
     49  -1.00959017E+01  -9.35024839E+00   7.45653347E-01
     50  -1.01345698E+01  -9.38280744E+00   7.51762381E-01
     51  -1.01582835E+01  -9.39997439E+00   7.58309150E-01
     52  -1.01804843E+01  -9.41660105E+00   7.63883203E-01
     53  -1.01952974E+01  -9.42967171E+00   7.65625723E-01
     54  -1.02126456E+01  -9.44408027E+00   7.68565286E-01
     55  -1.02355793E+01  -9.46241923E+00   7.73160074E-01
     56  -1.02582797E+01  -9.47902527E+00   7.79254457E-01
     57  -1.02792354E+01  -9.49464077E+00   7.84594607E-01
     58  -1.03000584E+01  -9.51056844E+00   7.89489927E-01
     59  -1.03133978E+01  -9.52173324E+00   7.91664563E-01
     60  -1.03260998E+01  -9.53270644E+00   7.93393316E-01
     61  -1.03432165E+01  -9.54564021E+00   7.97576272E-01
     62  -1.03600006E+01  -9.55835572E+00   8.01644924E-01
     63  -1.03755405E+01  -9.57133457E+00   8.04205933E-01
     64  -1.03908498E+01  -9.58432207E+00   8.06527715E-01
     65  -1.03968719E+01  -9.58851783E+00   8.08354091E-01
     66  -1.04029862E+01  -9.59254209E+00   8.10444080E-01
     67  -1.04106791E+01  -9.59891677E+00   8.11762296E-01
     68  -1.04191332E+01  -9.60522925E+00   8.13903919E-01
     69  -1.04284430E+01  -9.61353096E+00   8.14912077E-01
     70  -1.04384200E+01  -9.62154060E+00   8.16879439E-01
     71  -1.04491832E+01  -9.62905036E+00   8.20132820E-01
     72  -1.04599783E+01  -9.63671303E+00   8.23265311E-01
     73  -1.04695245E+01  -9.64528840E+00   8.24236125E-01
     74  -1.04793620E+01  -9.65361430E+00   8.25747729E-01
     75  -1.04848711E+01  -9.65799166E+00   8.26879467E-01
     76  -1.04906104E+01  -9.66265142E+00   8.27959009E-01
     77  -1.04974996E+01  -9.66788959E+00   8.29610002E-01
     78  -1.05043893E+01  -9.67352066E+00   8.30868620E-01
     79  -1.05113573E+01  -9.67872608E+00   8.32631211E-01
     80  -1.05183909E+01  -9.68400494E+00   8.34385930E-01
     81  -1.05218764E+01  -9.68649332E+00   8.35383129E-01
     82  -1.05251593E+01  -9.68892444E+00   8.36234836E-01
     83  -1.05299700E+01  -9.69262351E+00   8.37346478E-01
     84  -1.05345853E+01  -9.69611749E+00   8.38467779E-01
     85  -1.05404336E+01  -9.70047470E+00   8.39958931E-01
     86  -1.05460641E+01  -9.70467235E+00   8.41391777E-01
     87  -1.05505093E+01  -9.70802801E+00   8.42481269E-01
     88  -1.05547525E+01  -9.71148923E+00   8.43263300E-01
     89  -1.05582302E+01  -9.71433874E+00   8.43891495E-01
     90  -1.05616611E+01  -9.71712318E+00   8.44537929E-01
     91  -1.05650647E+01  -9.71965816E+00   8.45406550E-01
     92  -1.05684840E+01  -9.72218099E+00   8.46302993E-01
     93  -1.05703237E+01  -9.72376055E+00   8.46563114E-01
     94  -1.05721529E+01  -9.72533629E+00   8.46816584E-01
     95  -1.05754323E+01  -9.72758425E+00   8.47848100E-01
     96  -1.05786279E+01  -9.72984241E+00   8.48785463E-01
     97  -1.05828914E+01  -9.73286083E+00   8.50030563E-01
     98  -1.05872473E+01  -9.73598664E+00   8.51260693E-01
     99  -1.05899760E+01  -9.73836209E+00   8.51613892E-01
    100  -1.05927774E+01  -9.74082853E+00   8.51948856E-01
    101  -1.05946934E+01  -9.74216556E+00   8.52527792E-01
    102  -1.05965954E+01  -9.74350862E+00   8.53086741E-01
    103  -1.05986155E+01  -9.74495737E+00   8.53658116E-01
    104  -1.06006512E+01  -9.74636842E+00   8.54282758E-01
    105  -1.06034929E+01  -9.74866830E+00   8.54824558E-01
    106  -1.06063700E+01  -9.75101105E+00   8.55358969E-01
    107  -1.06083157E+01  -9.75244538E+00   8.55870362E-01
    108  -1.06103615E+01  -9.75390044E+00   8.56461060E-01
    109  -1.06114105E+01  -9.75477175E+00   8.56638755E-01
    110  -1.06124508E+01  -9.75562681E+00   8.56823993E-01
    111  -1.06150336E+01  -9.75725372E+00   8.57779875E-01
    112  -1.06176177E+01  -9.75882761E+00   8.58790076E-01
    113  -1.06201002E+01  -9.76075123E+00   8.59349014E-01
    114  -1.06225790E+01  -9.76268300E+00   8.59895985E-01
    115  -1.06242191E+01  -9.76396481E+00   8.60254324E-01
    116  -1.06258819E+01  -9.76521024E+00   8.60671626E-01
    117  -1.06267131E+01  -9.76585809E+00   8.60855036E-01
    118  -1.06275483E+01  -9.76650824E+00   8.61040090E-01
    119  -1.06293974E+01  -9.76779867E+00   8.61598735E-01
    120  -1.06312467E+01  -9.76909972E+00   8.62147005E-01
    121  -1.06322636E+01  -9.76985395E+00   8.62409660E-01
    122  -1.06332487E+01  -9.77061483E+00   8.62633889E-01
    123  -1.06349385E+01  -9.77187666E+00   8.63061885E-01
    124  -1.06366530E+01  -9.77314518E+00   8.63507773E-01
    125  -1.06375513E+01  -9.77374996E+00   8.63801339E-01
    126  -1.06384480E+01  -9.77435832E+00   8.64089720E-01
    127  -1.06395333E+01  -9.77514090E+00   8.64392424E-01
    128  -1.06406134E+01  -9.77592526E+00   8.64688165E-01
    129  -1.06415357E+01  -9.77659593E+00   8.64939756E-01
    130  -1.06424855E+01  -9.77726605E+00   8.65219488E-01
    131  -1.06445060E+01  -9.77866936E+00   8.65836651E-01
    132  -1.06465490E+01  -9.78013344E+00   8.66415557E-01
    133  -1.06471421E+01  -9.78065928E+00   8.66482825E-01
    134  -1.06477276E+01  -9.78117955E+00   8.66548071E-01
    135  -1.06486744E+01  -9.78183513E+00   8.66839275E-01
    136  -1.06496231E+01  -9.78246222E+00   8.67160834E-01
    137  -1.06503911E+01  -9.78300831E+00   8.67382830E-01
    138  -1.06511486E+01  -9.78358420E+00   8.67564359E-01
    139  -1.06521789E+01  -9.78433620E+00   8.67842714E-01
    140  -1.06532080E+01  -9.78509262E+00   8.68115354E-01
    141  -1.06539446E+01  -9.78559366E+00   8.68350960E-01
    142  -1.06546708E+01  -9.78610526E+00   8.68565547E-01
    143  -1.06557934E+01  -9.78690961E+00   8.68883777E-01
    144  -1.06569169E+01  -9.78770512E+00   8.69211777E-01
    145  -1.06577562E+01  -9.78831969E+00   8.69436561E-01
    146  -1.06585655E+01  -9.78893554E+00   8.69629913E-01
    147  -1.06592984E+01  -9.78945611E+00   8.69842260E-01
    148  -1.06600172E+01  -9.78996902E+00   8.70048191E-01
    149  -1.06604242E+01  -9.79025345E+00   8.70170783E-01
    150  -1.06608284E+01  -9.79052899E+00   8.70299384E-01
    151  -1.06616961E+01  -9.79122125E+00   8.70474856E-01
    152  -1.06625809E+01  -9.79190929E+00   8.70671636E-01
    153  -1.06630188E+01  -9.79219715E+00   8.70821671E-01
    154  -1.06634734E+01  -9.79249329E+00   8.70980083E-01
    155  -1.06640695E+01  -9.79292865E+00   8.71140853E-01
    156  -1.06646728E+01  -9.79335704E+00   8.71315764E-01
    157  -1.06650975E+01  -9.79366412E+00   8.71433367E-01
    158  -1.06655427E+01  -9.79397935E+00   8.71563394E-01
    159  -1.06664792E+01  -9.79461751E+00   8.71861695E-01
    160  -1.06673778E+01  -9.79524248E+00   8.72135294E-01
    161  -1.06678638E+01  -9.79561163E+00   8.72252201E-01
    162  -1.06683558E+01  -9.79598799E+00   8.72367845E-01
    163  -1.06689244E+01  -9.79639312E+00   8.72531254E-01
    164  -1.06694921E+01  -9.79681291E+00   8.72679144E-01
    165  -1.06701826E+01  -9.79727583E+00   8.72906800E-01
    166  -1.06708600E+01  -9.79772260E+00   8.73137432E-01
    167  -1.06711382E+01  -9.79796256E+00   8.73175608E-01
    168  -1.06714195E+01  -9.79820120E+00   8.73218279E-01
    169  -1.06718930E+01  -9.79853417E+00   8.73358867E-01
    170  -1.06723624E+01  -9.79885322E+00   8.73509161E-01
    171  -1.06728727E+01  -9.79921333E+00   8.73659375E-01
    172  -1.06733756E+01  -9.79957226E+00   8.73803307E-01
    173  -1.06735448E+01  -9.79966737E+00   8.73877390E-01
    174  -1.06737104E+01  -9.79976558E+00   8.73944785E-01
    175  -1.06743243E+01  -9.80019783E+00   8.74126421E-01
    176  -1.06749379E+01  -9.80062942E+00   8.74308474E-01
    177  -1.06753666E+01  -9.80093986E+00   8.74426790E-01
    178  -1.06758085E+01  -9.80125678E+00   8.74551701E-01
    179  -1.06761047E+01  -9.80147968E+00   8.74625053E-01
    180  -1.06764017E+01  -9.80170603E+00   8.74695670E-01
    181  -1.06767023E+01  -9.80191349E+00   8.74788809E-01
    182  -1.06770009E+01  -9.80212062E+00   8.74880260E-01
    183  -1.06773270E+01  -9.80236304E+00   8.74963998E-01
    184  -1.06776577E+01  -9.80260840E+00   8.75049321E-01
    185  -1.06778733E+01  -9.80278726E+00   8.75086070E-01
    186  -1.06780862E+01  -9.80296407E+00   8.75122161E-01
    187  -1.06783423E+01  -9.80313928E+00   8.75202992E-01
    188  -1.06786012E+01  -9.80331431E+00   8.75286849E-01
    189  -1.06789475E+01  -9.80355768E+00   8.75389853E-01
    190  -1.06792910E+01  -9.80380214E+00   8.75488880E-01
    191  -1.06795726E+01  -9.80401613E+00   8.75556473E-01
    192  -1.06798504E+01  -9.80422751E+00   8.75622913E-01
    193  -1.06801693E+01  -9.80447545E+00   8.75693854E-01
    194  -1.06804934E+01  -9.80472098E+00   8.75772441E-01
    195  -1.06806636E+01  -9.80485507E+00   8.75808540E-01
    196  -1.06808336E+01  -9.80498853E+00   8.75845041E-01
    197  -1.06809841E+01  -9.80511588E+00   8.75868264E-01
    198  -1.06811329E+01  -9.80524235E+00   8.75890587E-01
    199  -1.06814031E+01  -9.80544749E+00   8.75955653E-01
    200  -1.06816634E+01  -9.80565160E+00   8.76011833E-01
    201  -1.06817984E+01  -9.80575693E+00   8.76041481E-01
    202  -1.06819323E+01  -9.80586314E+00   8.76069157E-01
    203  -1.06821241E+01  -9.80601551E+00   8.76108551E-01
    204  -1.06823154E+01  -9.80616539E+00   8.76149979E-01
    205  -1.06824575E+01  -9.80628309E+00   8.76174402E-01
    206  -1.06826000E+01  -9.80640139E+00   8.76198649E-01
    207  -1.06827557E+01  -9.80652773E+00   8.76227937E-01
    208  -1.06829132E+01  -9.80665164E+00   8.76261576E-01
    209  -1.06830553E+01  -9.80676738E+00   8.76287961E-01
    210  -1.06831964E+01  -9.80688276E+00   8.76313690E-01
    211  -1.06833091E+01  -9.80697757E+00   8.76331495E-01
    212  -1.06834191E+01  -9.80707331E+00   8.76345777E-01
    213  -1.06835280E+01  -9.80717311E+00   8.76354845E-01
    214  -1.06836357E+01  -9.80727031E+00   8.76365354E-01
    215  -1.06837252E+01  -9.80734329E+00   8.76381915E-01
# k =  -0.000000  -0.000000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.05280444E+01  -9.78946996E+00   7.38574478E-01
