# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 49

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.13          0.00 B        0          0.00 B
    2.38          0.00 B        0          0.00 B
    2.63          0.00 B        2      450.00 MiB
    2.88          0.00 B        4      506.28 MiB
    3.13          0.00 B        6      506.28 MiB
    3.38          0.00 B        8      506.28 MiB
    3.63          0.00 B       10      513.78 MiB
    3.88          0.00 B       12      742.30 MiB
    4.14          0.00 B       13      742.30 MiB
    4.39          0.00 B       13      742.30 MiB
    4.64          0.00 B        7      236.04 MiB
    4.89          0.00 B        7      236.04 MiB
    5.14          0.00 B        8      461.04 MiB
    5.39          0.00 B       10      468.54 MiB
    5.64          0.00 B       12      468.54 MiB
    5.89          0.00 B       12      468.54 MiB
    6.14          0.00 B       14      468.55 MiB
    6.39          0.00 B       16      471.69 MiB
    6.64          0.00 B       16      471.68 MiB
    6.89          0.00 B       16      471.68 MiB
    7.14          0.00 B       16      471.68 MiB
    7.39          0.00 B       17      471.68 MiB
    7.64          0.00 B       17      471.68 MiB
    7.89          0.00 B       17      471.68 MiB
    8.14          0.00 B       17      471.68 MiB
    8.39          0.00 B       17      471.68 MiB
    8.64          0.00 B       17      471.68 MiB
    8.89          0.00 B       17      471.68 MiB
    9.14          0.00 B       17      471.68 MiB
    9.39          0.00 B       17      471.68 MiB
    9.64          0.00 B       17      471.68 MiB
    9.89          0.00 B       17      471.68 MiB
   10.14          0.00 B       17      471.68 MiB
   10.39          0.00 B       17      471.68 MiB
   10.65          0.00 B       22      475.13 MiB
   10.90          0.00 B       22      475.13 MiB
   11.15          0.00 B       22      475.13 MiB
   11.40          0.00 B       22      475.13 MiB
   11.65          0.00 B       24      475.44 MiB
   11.90          0.00 B       26      475.44 MiB
   12.15          0.00 B       27      475.44 MiB
   12.40          0.00 B       27      475.75 MiB
   12.65          0.00 B       10      236.35 MiB
   13.02          0.00 B        0          0.00 B
   13.50          0.00 B        0          0.00 B
   13.90          0.00 B        0          0.00 B
   14.15          0.00 B        0          0.00 B
   14.40          0.00 B        0          0.00 B
   14.52          0.00 B        0          0.00 B
