# neig  =       100
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -6.28841535E+64  1.07466368E+00  -1.03665924E+00  1.14342492E-03
  -6.07868641E+60  1.35640592E+00  -1.00441913E+00  5.89532135E-01
  -1.08980058E+60  3.06212954E+00  -1.73025303E+00  2.61445983E-01
  -6.51763139E+58  7.43858061E-01  7.97801514E-01  -3.27674846E-01
  -7.56398939E+56  1.44949803E+00  1.06355252E-01  -1.19924418E+00
  -1.33362015E+56  2.42609699E-02  9.29639416E-02  -1.24974699E-01
  -6.26906076E+55  2.65249932E+00  8.58359060E-01  1.38409503E+00
  -5.17493634E+55  2.48263862E+00  -1.13808893E+00  1.08967528E+00
  -4.90464123E+55  1.04216245E+00  8.99252148E-01  4.83226681E-01
  -3.86552518E+55  3.82887895E-02  -1.93224925E-01  -3.08693674E-02
  -3.14636912E+55  6.86853936E-01  -3.73537013E-01  -7.39813514E-01
  -2.66947980E+55  1.32158693E+00  1.14847264E+00  -5.09659482E-02
  -2.40495711E+55  8.35748669E-01  9.00129418E-01  -1.59736344E-01
  -2.33312992E+55  3.62709561E-01  -2.37970794E-02  6.01783400E-01
  -2.10712842E+55  1.44281400E-01  2.24877925E-01  -3.06123046E-01
  -2.07042025E+55  5.87416280E+00  2.27550971E+00  8.34396998E-01
  -1.99733711E+55  6.10217305E-01  -7.14927955E-01  3.14794099E-01
  -1.93500518E+55  1.66945783E+00  -1.03693555E+00  -7.70858283E-01
  -1.88578868E+55  2.62893874E+00  1.10424380E+00  -1.18725918E+00
  -1.85205297E+55  2.07206997E-01  -4.08067466E-02  4.53367187E-01
  -1.78563292E+55  1.39524932E+00  -4.25482433E-01  1.10191380E+00
  -1.73218080E+55  1.41714278E-01  -3.25862990E-01  -1.88487640E-01
  -1.65717315E+55  1.01884716E+00  1.00059711E+00  1.32863021E-01
  -1.60287442E+55  3.18984041E-01  2.94038447E-01  4.82208910E-01
  -1.50793836E+55  8.37750223E-01  -9.14479386E-01  3.84405412E-02
  -1.45815402E+55  9.22052375E-02  -3.00929169E-01  -4.05816806E-02
  -1.40831038E+55  4.98034490E-01  -5.34980990E-01  4.60249748E-01
  -1.36281663E+55  1.55150151E+00  -1.17040327E+00  4.26213220E-01
  -1.35248466E+55  1.61258733E-01  -2.52668499E-01  3.12117546E-01
  -1.32746708E+55  5.14996670E-01  5.83989934E-01  4.17076045E-01
  -1.28287929E+55  9.20645798E-01  -5.52569481E-01  7.84418745E-01
  -1.23950520E+55  1.83688347E-01  -4.01788863E-01  1.49177938E-01
  -1.19743454E+55  5.61725726E-01  -7.39686882E-01  1.20785109E-01
  -1.18911472E+55  1.18808803E+00  -9.60597059E-01  5.15112921E-01
  -1.14128324E+55  9.75505652E-02  3.03374176E-01  7.42608530E-02
  -1.11794713E+55  4.01221343E-01  -3.90798516E-01  -4.98495600E-01
  -1.08065746E+55  4.76491642E-01  6.37994418E-01  2.63542718E-01
  -1.07128619E+55  1.66963856E+00  -1.27477096E+00  -2.11181362E-01
  -1.00038045E+55  3.58369095E-01  -5.57961667E-01  -2.16905217E-01
  -9.82447802E+54  2.07553842E-01  1.07140744E-01  -4.42803233E-01
  -9.58883863E+54  4.03870213E-01  -1.02044629E-01  -6.27261593E-01
  -9.23250164E+54  1.89446624E+00  9.67366576E-01  9.79116002E-01
  -9.15875565E+54  1.12197011E+00  -1.01762855E+00  -2.93942563E-01
  -8.91975895E+54  4.51137004E-01  -1.43138442E-01  6.56238060E-01
  -8.61771732E+54  2.15350251E+00  -1.36455867E+00  5.39890856E-01
  -8.44089102E+54  5.86789598E-01  -5.76162014E-01  -5.04803855E-01
  -8.16282361E+54  2.36141714E+00  -1.47662599E+00  4.25432515E-01
  -8.11323070E+54  7.49165532E-01  7.13908837E-01  -4.89387070E-01
  -7.95397094E+54  9.05634821E-01  8.95916730E-01  -3.20886325E-01
  -7.78481458E+54  1.87637159E+00  -1.12427009E-01  -1.36518561E+00
  -7.60393890E+54  4.65944305E+00  2.15849134E+00  1.89263156E-02
  -7.47318049E+54  5.73998176E-01  -2.32880956E-01  7.20947041E-01
  -7.22864767E+54  1.22640077E+00  3.32982450E-01  -1.05618344E+00
  -6.99784714E+54  1.21866298E-01  1.95553586E-01  2.89180035E-01
  -6.80174359E+54  4.53408664E-01  -4.09468613E-01  5.34550389E-01
  -6.68847257E+54  1.49479012E-01  -2.22558600E-01  -3.16143451E-01
  -6.36101022E+54  7.24423776E-01  8.33645094E-01  1.71638088E-01
  -6.20673693E+54  1.51467987E+00  -1.09958660E+00  -5.52801205E-01
  -6.08626012E+54  3.29895608E-01  -3.44287466E-01  4.59740959E-01
  -5.93450752E+54  2.36610453E-01  3.17805695E-01  3.68252622E-01
  -5.80790306E+54  4.60422274E-02  1.84145287E-01  1.10148721E-01
  -5.45244417E+54  3.46855303E-01  5.73492122E-01  -1.34022717E-01
  -5.32714312E+54  7.46761985E-02  2.48137064E-01  -1.14473559E-01
  -5.19958066E+54  2.25805742E+00  -8.88341330E-01  1.21198478E+00
  -5.06068097E+54  1.93917423E+00  -1.00826924E+00  -9.60503706E-01
  -4.79794763E+54  5.40173966E-03  4.72834534E-02  5.62673501E-02
  -4.72954764E+54  1.71413370E+00  1.26135716E+00  3.50872915E-01
  -4.49598343E+54  2.61725150E-01  -2.81598684E-01  4.27115127E-01
  -4.42962084E+54  9.97534881E-01  9.92882845E-01  1.08252193E-01
  -4.28895144E+54  4.31867745E-01  4.57527133E-01  4.71737923E-01
  -4.20995130E+54  3.54388140E-01  2.87761329E-01  -5.21134875E-01
  -4.06702386E+54  3.12821150E-01  5.46457268E-01  -1.19187263E-01
  -3.93111766E+54  1.44459875E-01  3.73193446E-01  -7.20175475E-02
  -3.68843137E+54  2.02481660E-01  4.42738679E-01  -8.03997646E-02
  -3.53773913E+54  9.41846652E-01  9.16086191E-01  -3.20363454E-01
  -3.36414311E+54  1.15987746E+00  1.01795493E+00  3.51632225E-01
  -3.28137704E+54  1.44150883E-01  -1.31207800E-01  3.56279940E-01
  -3.15151512E+54  2.62407161E-01  1.00601741E-01  -5.02281247E-01
  -3.07526600E+54  2.13674916E-02  -1.38276479E-01  -4.74036592E-02
  -3.02198062E+54  2.70939968E-01  -5.17097420E-01  5.95837736E-02
  -2.90504528E+54  1.35678674E+00  5.27086592E-01  1.03873310E+00
  -2.72276955E+54  4.82134668E-02  1.33282523E-01  -1.74497094E-01
  -2.62169374E+54  1.45347085E+00  -1.02478678E+00  6.35045592E-01
  -2.55185787E+54  1.79415294E+00  1.31001230E+00  -2.79321889E-01
  -2.46001032E+54  1.70331673E-01  -1.25969440E-02  -4.12520290E-01
  -2.33540051E+54  5.49519195E-01  5.11453347E-01  5.36595442E-01
  -2.27405517E+54  1.30782166E+00  -5.42672946E-01  -1.00664181E+00
  -2.20816728E+54  2.02440050E-01  -4.03887260E-01  1.98280435E-01
  -2.00654707E+54  1.13429783E+00  5.56766775E-02  1.06357789E+00
  -1.92366765E+54  1.54524273E-01  2.77973901E-01  2.77947446E-01
  -1.81326912E+54  2.45005401E+00  -1.28718764E+00  8.90618875E-01
  -1.72583408E+54  1.84475416E-01  -1.57664101E-01  3.99521523E-01
  -1.65757630E+54  1.81793569E+00  -1.68906388E-01  1.33768693E+00
  -1.58057116E+54  4.06390341E-01  -3.14825537E-01  5.54324113E-01
  -1.53623102E+54  6.25436395E-01  -3.10328459E-01  7.27415042E-01
  -1.45726611E+54  7.89237353E-01  -1.90867558E-02  -8.88185256E-01
  -1.37886217E+54  1.71683177E-01  3.99052188E-01  1.11537116E-01
  -1.30635575E+54  4.34382443E-01  -6.01465442E-01  -2.69484258E-01
  -1.23939968E+54  1.34392255E-03  3.43184073E-02  1.28906738E-02
  -1.19355178E+54  1.32188240E+00  9.27028751E-01  -6.80073593E-01
