# neig  =       100
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -6.99784714E+54  6.30997564E-01  -3.49817081E-01  -7.13179903E-01
  -6.80174359E+54  3.07708480E-01  2.97502548E-01  4.68188759E-01
  -6.68847257E+54  3.72548304E-01  -3.29236532E-01  -5.13956817E-01
  -6.36101022E+54  7.97912780E-01  8.92691515E-01  3.18534104E-02
  -6.20673693E+54  4.00618775E-01  -5.31764348E-01  -3.43286255E-01
  -6.08626012E+54  9.69857502E-01  -4.26782180E-01  8.87532801E-01
  -5.93450752E+54  2.07455206E+00  1.06177965E+00  9.73229691E-01
  -5.80790306E+54  1.51431423E-01  3.48443932E-01  1.73257754E-01
  -5.45244417E+54  2.78046902E+00  -9.13000268E-01  -1.39531342E+00
  -5.32714312E+54  5.04692194E-01  6.00027019E-01  3.80341649E-01
  -5.19958066E+54  1.67288656E-01  3.77963489E-01  1.56308213E-01
  -5.06068097E+54  2.14307839E-01  -4.60438648E-01  -4.80009357E-02
  -4.79794763E+54  1.09396082E+00  1.03964356E+00  1.14464392E-01
  -4.72954764E+54  1.54326752E-01  1.36424763E-01  -3.68395217E-01
  -4.49598343E+54  2.57114591E+00  6.97037297E-01  1.44405156E+00
  -4.42962084E+54  2.01246422E+00  3.57223971E-01  -1.37290031E+00
  -4.28895144E+54  6.26082681E-01  7.48168282E-01  2.57540100E-01
  -4.20995130E+54  1.47266585E+00  1.20458103E+00  1.47140720E-01
  -4.06702386E+54  5.17128660E-01  4.46186444E-01  -5.63955953E-01
  -3.93111766E+54  5.23039913E-02  1.52322461E-01  -1.70592670E-01
  -3.68843137E+54  8.12853980E-01  3.17453910E-01  -8.43846547E-01
  -3.53773913E+54  1.58103656E+00  1.25343691E+00  9.96618054E-02
  -3.36414311E+54  7.57000094E-01  1.09856490E-01  -8.63094228E-01
  -3.28137704E+54  1.17638819E+00  1.82280332E-01  -1.06918758E+00
  -3.15151512E+54  2.41821843E+00  1.52879576E+00  2.84608419E-01
  -3.07526600E+54  1.31269156E-02  -4.11830566E-02  -1.06915254E-01
  -3.02198062E+54  5.06053235E-02  -1.49364074E-01  1.68213249E-01
  -2.90504528E+54  4.07707814E-02  -1.31721710E-01  -1.53036507E-01
  -2.72276955E+54  1.01064509E-01  2.78770655E-01  1.52811751E-01
  -2.62169374E+54  7.23982682E-01  7.64672855E-01  3.73173026E-01
  -2.55185787E+54  5.73865583E-01  2.19053330E-01  -7.25176683E-01
  -2.46001032E+54  6.45333734E-01  -5.58617620E-01  5.77304156E-01
  -2.33540051E+54  3.24970004E-01  2.09403719E-01  5.30207588E-01
  -2.27405517E+54  6.06381500E-01  4.84891144E-01  -6.09312792E-01
  -2.20816728E+54  3.53415224E-01  -3.21592812E-01  4.99993288E-01
  -2.00654707E+54  7.46614600E-02  -2.72987199E-01  1.18088633E-02
  -1.92366765E+54  4.98084226E-01  6.36302909E-01  3.05291391E-01
  -1.81326912E+54  4.09088426E-02  -1.17057422E-01  1.64943635E-01
  -1.72583408E+54  1.95433516E+00  1.35696696E+00  -3.36118779E-01
  -1.65757630E+54  4.95361067E-01  4.24381527E-01  -5.61481421E-01
  -1.58057116E+54  1.34471358E+00  1.98598270E-01  1.14248515E+00
  -1.53623102E+54  1.20820050E+00  1.60240446E-01  1.08743897E+00
  -1.45726611E+54  7.36681186E-04  -1.57493584E-02  -2.21051780E-02
  -1.37886217E+54  6.83696996E-01  1.80401666E-01  8.06940044E-01
  -1.30635575E+54  1.35446016E+00  -1.07413674E+00  4.47984841E-01
  -1.23939968E+54  1.61782566E+00  6.26015133E-01  1.10721755E+00
  -1.19355178E+54  3.57426505E-01  -4.74139608E-01  3.64167731E-01
