# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 137

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.40          0.00 B        0          0.00 B
    2.66          0.00 B        0          0.00 B
    2.91          0.00 B        0          0.00 B
    3.16          0.00 B        0          0.00 B
    4.17          0.00 B        0          0.00 B
    4.42          0.00 B        2         24.00 B
    4.67          0.00 B        2         24.00 B
    4.92          0.00 B        2         24.00 B
    5.17          0.00 B        4       28.13 MiB
    5.42          0.00 B        5        1.02 GiB
    5.67          0.00 B        7        1.02 GiB
    5.92          0.00 B       11        1.02 GiB
    6.17          0.00 B       16        1.02 GiB
    6.42          0.00 B       16        1.02 GiB
    6.67          0.00 B       16        1.02 GiB
    6.92          0.00 B       16        1.02 GiB
    7.17          0.00 B       16        1.02 GiB
    7.43          0.00 B       17        1.04 GiB
    7.68          0.00 B       17       28.14 MiB
    7.93          0.00 B       20       84.39 MiB
    8.18          0.00 B       22      196.89 MiB
    8.43          0.00 B       22      196.89 MiB
    8.68          0.00 B       25      196.89 MiB
    8.93          0.00 B       22      196.89 MiB
    9.18          0.00 B       22      196.89 MiB
    9.43          0.00 B       22      196.89 MiB
    9.68          0.00 B       22      196.89 MiB
    9.93          0.00 B       21      140.64 MiB
   10.18          0.00 B       26      143.84 MiB
   10.44          0.00 B       31      166.45 MiB
   10.69          0.00 B       31      166.72 MiB
   10.94          0.00 B       33      209.86 MiB
   11.19          0.00 B       28        1.62 GiB
   11.44          0.00 B       26      142.49 MiB
   11.69          0.00 B       26      142.49 MiB
   11.94          0.00 B       26      142.49 MiB
   12.19          0.00 B       27      142.49 MiB
   12.44          0.00 B       27      142.49 MiB
   12.69          0.00 B       28        4.09 GiB
   12.94          0.00 B       28        4.09 GiB
   13.19          0.00 B       28        4.09 GiB
   13.44          0.00 B       28        4.09 GiB
   13.69          0.00 B       28        4.09 GiB
   13.94          0.00 B       28        4.09 GiB
   14.19          0.00 B       28        4.09 GiB
   14.44          0.00 B       28        4.09 GiB
   14.69          0.00 B       28        4.09 GiB
   14.94          0.00 B       28        4.09 GiB
   15.19          0.00 B       28        4.09 GiB
   15.44          0.00 B       28        4.09 GiB
   15.70          0.00 B       28        4.09 GiB
   15.95          0.00 B       28        4.09 GiB
   16.20          0.00 B       27        4.09 GiB
   16.45          0.00 B       19       29.99 MiB
   16.70          0.00 B       26       30.06 MiB
   16.95          0.00 B       30       31.11 MiB
   17.20          0.00 B       33       87.45 MiB
   17.45          0.00 B       33       87.45 MiB
   17.70          0.00 B       33       87.45 MiB
   17.95          0.00 B       33       87.45 MiB
   18.20          0.00 B       33       87.45 MiB
   18.45          0.00 B       33       87.45 MiB
   18.70          0.00 B       33       87.45 MiB
   18.95          0.00 B       45        4.04 GiB
   19.20          0.00 B       72        4.06 GiB
   19.46          0.00 B       47        4.05 GiB
   19.71          0.00 B       46      153.52 MiB
   19.96          0.00 B       43       88.57 MiB
   20.21          0.00 B       45      144.82 MiB
   20.46          0.00 B       45      144.82 MiB
   20.71          0.00 B       50       88.52 MiB
   20.96          0.00 B       45       88.50 MiB
   21.21          0.00 B       50      144.76 MiB
   21.46          0.00 B       54      130.70 MiB
   21.71          0.00 B       51      130.70 MiB
   21.96          0.00 B       49      172.87 MiB
   22.21          0.00 B       52      172.88 MiB
   22.46          0.00 B       57      182.03 MiB
   22.72          0.00 B       59      201.01 MiB
   22.97          0.00 B       54      172.89 MiB
   23.22          0.00 B       54      172.89 MiB
   23.47          0.00 B       50      229.12 MiB
   23.72          0.00 B       50      229.12 MiB
   23.97          0.00 B       50      230.00 MiB
   24.22          0.00 B       52      230.00 MiB
   24.47          0.00 B       52      230.00 MiB
   24.72          0.00 B       53      230.88 MiB
   24.97          0.00 B       54      231.76 MiB
   25.22          0.00 B       55      232.64 MiB
   25.47          0.00 B       55      232.64 MiB
   25.72          0.00 B       71      262.54 MiB
   25.97          0.00 B       71      262.54 MiB
   26.23          0.00 B       62      459.40 MiB
   26.48          0.00 B       65      519.16 MiB
   26.73          0.00 B       65      519.16 MiB
   26.98          0.00 B       65      519.16 MiB
   27.23          0.00 B       65      519.16 MiB
   27.48          0.00 B       65      575.41 MiB
   27.73          0.00 B       69      635.18 MiB
   27.98          0.00 B       70      691.43 MiB
   28.23          0.00 B       71      691.43 MiB
   28.48          0.00 B       67      382.06 MiB
   28.73          0.00 B       67      382.06 MiB
   28.98          0.00 B       67      382.06 MiB
   29.23          0.00 B       62      378.54 MiB
   29.48          0.00 B       73      466.44 MiB
   29.74          0.00 B       73      466.44 MiB
   29.99          0.00 B       74      494.57 MiB
   30.24          0.00 B       77      466.45 MiB
   30.49          0.00 B       83      466.45 MiB
   30.74          0.00 B       88      469.96 MiB
