# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 143

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.47          0.00 B        0          0.00 B
    2.72          0.00 B        0          0.00 B
    2.97          0.00 B        0          0.00 B
    3.25          0.00 B        0          0.00 B
    3.50          0.00 B        0          0.00 B
    3.75          0.00 B        1          8.00 B
    4.00          0.00 B        3        192.00 B
    4.25          0.00 B        3        192.00 B
    4.50          0.00 B        3        192.00 B
    4.75          0.00 B        3        192.00 B
    5.00          0.00 B        3         48.00 B
    5.25          0.00 B        2         24.00 B
    5.50          0.00 B        2         24.00 B
    6.89          0.00 B        0          0.00 B
    7.14          0.00 B        2         24.00 B
    7.39          0.00 B        4       28.13 MiB
    7.64          0.00 B        9       28.13 MiB
    7.89          0.00 B       15       37.98 MiB
    8.14          0.00 B       17       38.25 MiB
    8.39          0.00 B       17       47.24 MiB
    8.64          0.00 B       15       64.49 MiB
    8.89          0.00 B       13       68.53 MiB
    9.14          0.00 B       17       85.40 MiB
    9.40          0.00 B       13       28.40 MiB
    9.65          0.00 B       14       38.61 MiB
    9.90          0.00 B       14       38.61 MiB
   10.15          0.00 B       16       48.27 MiB
   10.40          0.00 B       18       28.40 MiB
   10.65          0.00 B       23       28.40 MiB
   10.90          0.00 B       27       28.40 MiB
   11.15          0.00 B       27       28.40 MiB
   11.40          0.00 B       23       28.40 MiB
   11.65          0.00 B       22       28.40 MiB
   11.90          0.00 B       31       28.40 MiB
   12.15          0.00 B       45       28.40 MiB
   12.40          0.00 B       48       42.46 MiB
   12.65          0.00 B       54      534.65 MiB
   12.90          0.00 B       56      534.65 MiB
   13.15          0.00 B       52      197.15 MiB
   13.40          0.00 B       55      197.15 MiB
   13.67          0.00 B       52      197.15 MiB
   13.92          0.00 B       52      197.15 MiB
   14.17          0.00 B       52      197.15 MiB
   14.42          0.00 B       53      140.90 MiB
   14.67          0.00 B       55      140.90 MiB
   14.92          0.00 B       59      165.13 MiB
   15.17          0.00 B       57      171.96 MiB
   15.42          0.00 B       56      142.48 MiB
   15.68          0.00 B       59      144.06 MiB
   15.93          0.00 B       59      144.06 MiB
   16.18          0.00 B       59      144.06 MiB
   16.43          0.00 B       59      144.06 MiB
   16.68          0.00 B       60      144.06 MiB
   16.93          0.00 B       60      144.06 MiB
   17.18          0.00 B       58        4.10 GiB
   17.44          0.00 B       60        4.10 GiB
   17.69          0.00 B       60        4.10 GiB
   17.94          0.00 B       60        4.10 GiB
   18.19          0.00 B       60        4.10 GiB
   18.44          0.00 B       60        4.10 GiB
   18.69          0.00 B       60        4.10 GiB
   18.94          0.00 B       60        4.10 GiB
   19.19          0.00 B       60        4.10 GiB
   19.44          0.00 B       60        4.10 GiB
   19.69          0.00 B       60        4.10 GiB
   19.94          0.00 B       60        4.10 GiB
   20.19          0.00 B       60        4.10 GiB
   20.44          0.00 B       60        4.10 GiB
   20.69          0.00 B       60        4.10 GiB
   20.94          0.00 B       58        4.10 GiB
   21.20          0.00 B       50       31.56 MiB
   21.45          0.00 B       50       31.56 MiB
   21.70          0.00 B       51       31.56 MiB
   21.95          0.00 B       57       31.57 MiB
   22.20          0.00 B       62       32.64 MiB
   22.45          0.00 B       62       32.64 MiB
   22.70          0.00 B       62       32.64 MiB
   22.95          0.00 B       75       90.03 MiB
   23.20          0.00 B       77       96.69 MiB
   23.45          0.00 B       78       90.36 MiB
   23.70          0.00 B       78       90.36 MiB
   23.95          0.00 B       78       90.36 MiB
   24.20          0.00 B       78       90.36 MiB
   24.46          0.00 B       78       90.36 MiB
   24.71          0.00 B       78       90.36 MiB
   24.96          0.00 B       78       90.36 MiB
   25.21          0.00 B       78       90.36 MiB
   25.46          0.00 B       78       90.36 MiB
   25.71          0.00 B       78       90.36 MiB
   25.96          0.00 B       78       90.36 MiB
   26.21          0.00 B       78       90.36 MiB
   26.46          0.00 B       78       90.36 MiB
   26.71          0.00 B       77        4.04 GiB
   26.96          0.00 B       80      302.97 MiB
   27.22          0.00 B       74       90.03 MiB
   27.47          0.00 B       75       90.03 MiB
   27.72          0.00 B       75       96.28 MiB
   27.97          0.00 B       77       89.96 MiB
   28.22          0.00 B       80       90.00 MiB
   28.47          0.00 B       77      104.03 MiB
   28.72          0.00 B       81      132.16 MiB
   28.97          0.00 B       85      132.16 MiB
   29.22          0.00 B       82      132.16 MiB
   29.47          0.00 B       81      123.36 MiB
   29.73          0.00 B       85      122.05 MiB
   29.98          0.00 B       86      122.05 MiB
   30.23          0.00 B       84      122.05 MiB
   30.48          0.00 B       89      122.05 MiB
   30.73          0.00 B       91      122.05 MiB
   30.99          0.00 B       89      122.05 MiB
   31.24          0.00 B       89      122.05 MiB
   31.49          0.00 B       91      134.05 MiB
   31.74          0.00 B       96      146.05 MiB
   31.99          0.00 B      101      194.05 MiB
   32.24          0.00 B       99      186.05 MiB
   32.49          0.00 B      101      188.05 MiB
   32.74          0.00 B      102      192.05 MiB
   32.99          0.00 B      102      192.05 MiB
   33.24          0.00 B      102      184.05 MiB
   33.50          0.00 B      108      182.05 MiB
   33.75          0.00 B      110      190.05 MiB
   34.00          0.00 B      111      194.05 MiB
   34.25          0.00 B      130      190.05 MiB
   34.50          0.00 B       84      118.97 MiB
   34.75          0.00 B       86      118.97 MiB
   35.00          0.00 B       88      118.97 MiB
   35.25          0.00 B       89      118.97 MiB
   35.50          0.00 B       89      118.97 MiB
   35.76          0.00 B       90      119.85 MiB
   36.01          0.00 B       91      120.73 MiB
   36.26          0.00 B       95      123.37 MiB
   36.51          0.00 B       93      122.49 MiB
   36.76          0.00 B       99      123.39 MiB
   37.01          0.00 B      107      132.18 MiB
   37.26          0.00 B      107      132.18 MiB
   37.51          0.00 B      111      133.95 MiB
   37.81          0.00 B       71        5.57 MiB
   38.33          0.00 B       71        5.57 MiB
   38.77          0.00 B       71        5.57 MiB
   39.02          0.00 B       71        5.57 MiB
   39.27          0.00 B       71        5.57 MiB
   39.52          0.00 B       71        5.57 MiB
   39.59          0.00 B       71        5.57 MiB
