# Breit Σ_xc comparison (eV).  std = sigSX + sigCOH (charge Σ_xc)
# screened = Σ^B from screened W^{ij}; unscr = Σ^B from bare V^{ij}
#  k    n     sigSX      sigCOH        std    SigB_scr   SigB_unscr   std+Bscr  std+Bunscr
   6   63   -16.52781     0.00000   -16.52781   -0.007717   -0.007717   -16.53552   -16.53552
   6   64   -20.44214     0.00000   -20.44214   -0.013595   -0.013595   -20.45573   -20.45573
   6   65   -19.89205     0.00000   -19.89205   -0.012701   -0.012701   -19.90475   -19.90475
   6   66   -13.98360     0.00000   -13.98360   -0.003743   -0.003743   -13.98735   -13.98735
   6   67   -21.59950     0.00000   -21.59950   -0.015313   -0.015313   -21.61482   -21.61482
   6   68   -20.36786     0.00000   -20.36786   -0.012999   -0.012999   -20.38086   -20.38086
   6   69   -17.58365     0.00000   -17.58365   -0.009038   -0.009038   -17.59269   -17.59269
   6   70   -12.24289     0.00000   -12.24289   -0.015859   -0.015859   -12.25875   -12.25875
   6   71   -12.09588     0.00000   -12.09588   -0.016469   -0.016469   -12.11235   -12.11235
   6   72   -12.24951     0.00000   -12.24951   -0.015312   -0.015312   -12.26482   -12.26482
   6   73   -11.38358     0.00000   -11.38358   -0.013973   -0.013973   -11.39755   -11.39755
   6   74    -8.66263     0.00000    -8.66263   -0.015247   -0.015247    -8.67788    -8.67788
   6   75    -7.86311     0.00000    -7.86311   -0.013950   -0.013950    -7.87707    -7.87707
   6   76    -8.38394     0.00000    -8.38394   -0.014619   -0.014619    -8.39856    -8.39856
   6   77    -8.07506     0.00000    -8.07506   -0.014823   -0.014823    -8.08988    -8.08988
   7    0   -50.78131     0.00000   -50.78131   -0.035170   -0.035170   -50.81648   -50.81648
   7    1   -50.78927     0.00000   -50.78927   -0.035171   -0.035171   -50.82444   -50.82444
   7    2   -46.37809     0.00000   -46.37809   -0.034052   -0.034052   -46.41215   -46.41215
   7    3   -46.38300     0.00000   -46.38300   -0.034067   -0.034067   -46.41707   -46.41707
   7    4   -43.52039     0.00000   -43.52039   -0.037936   -0.037936   -43.55832   -43.55832
   7    5   -43.48615     0.00000   -43.48615   -0.038017   -0.038017   -43.52416   -43.52416
   7    6   -43.12337     0.00000   -43.12337   -0.037686   -0.037686   -43.16106   -43.16106
   7    7   -43.12408     0.00000   -43.12408   -0.037594   -0.037594   -43.16168   -43.16168
   7    8   -43.63279     0.00000   -43.63279   -0.037519   -0.037519   -43.67031   -43.67031
   7    9   -43.54064     0.00000   -43.54064   -0.037625   -0.037625   -43.57827   -43.57827
   7   10   -37.87581     0.00000   -37.87581   -0.031642   -0.031642   -37.90746   -37.90746
   7   11   -37.90345     0.00000   -37.90345   -0.031622   -0.031622   -37.93507   -37.93507
   7   12   -37.47363     0.00000   -37.47363   -0.030842   -0.030842   -37.50447   -37.50447
   7   13   -37.47220     0.00000   -37.47220   -0.030838   -0.030838   -37.50304   -37.50304
   7   14   -37.47580     0.00000   -37.47580   -0.030596   -0.030596   -37.50639   -37.50639
   7   15   -37.54342     0.00000   -37.54342   -0.030525   -0.030525   -37.57395   -37.57395
   7   16   -18.03080     0.00000   -18.03080   -0.001589   -0.001589   -18.03239   -18.03239
   7   17   -18.04583     0.00000   -18.04583   -0.001508   -0.001508   -18.04733   -18.04733
   7   18   -18.01373     0.00000   -18.01373   -0.001524   -0.001524   -18.01526   -18.01526
   7   19   -18.02117     0.00000   -18.02117   -0.001506   -0.001506   -18.02268   -18.02268
   7   20   -17.93141     0.00000   -17.93141   -0.001568   -0.001568   -17.93297   -17.93297
   7   21   -17.90368     0.00000   -17.90368   -0.001560   -0.001560   -17.90524   -17.90524
   7   22   -18.10148     0.00000   -18.10148   -0.001621   -0.001621   -18.10310   -18.10310
   7   23   -17.99190     0.00000   -17.99190   -0.001670   -0.001670   -17.99357   -17.99357
   7   24   -18.04768     0.00000   -18.04768   -0.001541   -0.001541   -18.04922   -18.04922
   7   25   -18.12409     0.00000   -18.12409   -0.001688   -0.001688   -18.12578   -18.12578
   7   26   -17.96959     0.00000   -17.96959   -0.001626   -0.001626   -17.97122   -17.97122
   7   27   -18.06395     0.00000   -18.06395   -0.001786   -0.001786   -18.06573   -18.06573
   7   28   -14.18740     0.00000   -14.18740   -0.002686   -0.002686   -14.19009   -14.19009
   7   29   -13.47200     0.00000   -13.47200   -0.002058   -0.002058   -13.47405   -13.47405
   7   30   -14.13984     0.00000   -14.13984   -0.002741   -0.002741   -14.14258   -14.14258
   7   31   -13.25337     0.00000   -13.25337   -0.001986   -0.001986   -13.25536   -13.25536
   7   32   -13.87490     0.00000   -13.87490   -0.002431   -0.002431   -13.87734   -13.87734
   7   33   -13.62132     0.00000   -13.62132   -0.002233   -0.002233   -13.62355   -13.62355
   7   34   -13.40428     0.00000   -13.40428   -0.001911   -0.001911   -13.40619   -13.40619
   7   35   -13.40959     0.00000   -13.40959   -0.002028   -0.002028   -13.41162   -13.41162
   7   36   -14.00307     0.00000   -14.00307   -0.002761   -0.002761   -14.00583   -14.00583
   7   37   -13.62450     0.00000   -13.62450   -0.002584   -0.002584   -13.62708   -13.62708
   7   38   -13.91609     0.00000   -13.91609   -0.002827   -0.002827   -13.91892   -13.91892
   7   39   -14.17421     0.00000   -14.17421   -0.004008   -0.004008   -14.17822   -14.17822
   7   40   -14.53245     0.00000   -14.53245   -0.004963   -0.004963   -14.53742   -14.53742
   7   41   -14.60671     0.00000   -14.60671   -0.005013   -0.005013   -14.61172   -14.61172
   7   42   -14.38517     0.00000   -14.38517   -0.004743   -0.004743   -14.38992   -14.38992
   7   43   -14.19489     0.00000   -14.19489   -0.004566   -0.004566   -14.19945   -14.19945
   7   44   -13.49911     0.00000   -13.49911   -0.003057   -0.003057   -13.50217   -13.50217
   7   45   -14.51010     0.00000   -14.51010   -0.004642   -0.004642   -14.51475   -14.51475
   7   46   -13.74048     0.00000   -13.74048   -0.003805   -0.003805   -13.74429   -13.74429
   7   47   -13.74530     0.00000   -13.74530   -0.003419   -0.003419   -13.74872   -13.74872
   7   48   -15.17411     0.00000   -15.17411   -0.005547   -0.005547   -15.17966   -15.17966
   7   49   -13.82123     0.00000   -13.82123   -0.003763   -0.003763   -13.82499   -13.82499
   7   50   -13.03141     0.00000   -13.03141   -0.002151   -0.002151   -13.03356   -13.03356
   7   51   -13.21912     0.00000   -13.21912   -0.002542   -0.002542   -13.22166   -13.22166
   7   52   -13.81221     0.00000   -13.81221   -0.003632   -0.003632   -13.81585   -13.81585
   7   53   -12.85514     0.00000   -12.85514   -0.002282   -0.002282   -12.85743   -12.85743
   7   54   -13.60368     0.00000   -13.60368   -0.003244   -0.003244   -13.60693   -13.60693
   7   55   -13.44514     0.00000   -13.44514   -0.002919   -0.002919   -13.44806   -13.44806
   7   56   -15.44149     0.00000   -15.44149   -0.005427   -0.005427   -15.44692   -15.44692
   7   57   -15.29167     0.00000   -15.29167   -0.005246   -0.005246   -15.29692   -15.29692
   7   58   -13.11555     0.00000   -13.11555   -0.002156   -0.002156   -13.11770   -13.11770
   7   59   -15.01971     0.00000   -15.01971   -0.005060   -0.005060   -15.02477   -15.02477
   7   60   -14.10338     0.00000   -14.10338   -0.004240   -0.004240   -14.10762   -14.10762
   7   61   -13.06144     0.00000   -13.06144   -0.002202   -0.002202   -13.06364   -13.06364
   7   62   -14.34694     0.00000   -14.34694   -0.004075   -0.004075   -14.35101   -14.35101
   7   63   -16.13010     0.00000   -16.13010   -0.007107   -0.007107   -16.13720   -16.13720
   7   64   -17.57643     0.00000   -17.57643   -0.009261   -0.009261   -17.58569   -17.58569
   7   65   -19.28282     0.00000   -19.28282   -0.011561   -0.011561   -19.29438   -19.29438
   7   66   -22.31670     0.00000   -22.31670   -0.016603   -0.016603   -22.33331   -22.33331
   7   67   -21.68115     0.00000   -21.68115   -0.014979   -0.014979   -21.69613   -21.69613
   7   68   -20.40520     0.00000   -20.40520   -0.013696   -0.013696   -20.41890   -20.41890
   7   69   -18.87657     0.00000   -18.87657   -0.010857   -0.010857   -18.88743   -18.88743
   7   70   -11.91148     0.00000   -11.91148   -0.015267   -0.015267   -11.92675   -11.92675
   7   71   -12.25677     0.00000   -12.25677   -0.016370   -0.016370   -12.27314   -12.27314
   7   72   -12.13064     0.00000   -12.13064   -0.016040   -0.016040   -12.14668   -12.14668
   7   73   -11.52259     0.00000   -11.52259   -0.014159   -0.014159   -11.53675   -11.53675
   7   74    -8.36421     0.00000    -8.36421   -0.014416   -0.014416    -8.37863    -8.37863
   7   75    -8.17336     0.00000    -8.17336   -0.014217   -0.014217    -8.18757    -8.18757
   7   76    -8.02812     0.00000    -8.02812   -0.013461   -0.013461    -8.04158    -8.04158
   7   77    -8.25350     0.00000    -8.25350   -0.015579   -0.015579    -8.26908    -8.26908
   8    0   -50.78370     0.00000   -50.78370   -0.035165   -0.035165   -50.81886   -50.81886
   8    1   -50.78089     0.00000   -50.78089   -0.035174   -0.035174   -50.81607   -50.81607
   8    2   -46.37897     0.00000   -46.37897   -0.034050   -0.034050   -46.41302   -46.41302
   8    3   -46.37634     0.00000   -46.37634   -0.034070   -0.034070   -46.41040   -46.41040
   8    4   -43.49664     0.00000   -43.49664   -0.037955   -0.037955   -43.53459   -43.53459
   8    5   -43.52807     0.00000   -43.52807   -0.038004   -0.038004   -43.56607   -43.56607
   8    6   -43.12762     0.00000   -43.12762   -0.037633   -0.037633   -43.16526   -43.16526
   8    7   -43.11980     0.00000   -43.11980   -0.037636   -0.037636   -43.15744   -43.15744
   8    8   -43.57141     0.00000   -43.57141   -0.037565   -0.037565   -43.60898   -43.60898
   8    9   -43.58883     0.00000   -43.58883   -0.037596   -0.037596   -43.62643   -43.62643
   8   10   -37.91061     0.00000   -37.91061   -0.031647   -0.031647   -37.94226   -37.94226
   8   11   -37.84350     0.00000   -37.84350   -0.031619   -0.031619   -37.87512   -37.87512
   8   12   -37.48093     0.00000   -37.48093   -0.030842   -0.030842   -37.51178   -37.51178
   8   13   -37.47106     0.00000   -37.47106   -0.030846   -0.030846   -37.50191   -37.50191
   8   14   -37.53662     0.00000   -37.53662   -0.030566   -0.030566   -37.56718   -37.56718
   8   15   -37.52368     0.00000   -37.52368   -0.030543   -0.030543   -37.55422   -37.55422
   8   16   -18.02808     0.00000   -18.02808   -0.001622   -0.001622   -18.02970   -18.02970
   8   17   -18.05640     0.00000   -18.05640   -0.001541   -0.001541   -18.05794   -18.05794
   8   18   -17.98821     0.00000   -17.98821   -0.001525   -0.001525   -17.98973   -17.98973
   8   19   -17.97023     0.00000   -17.97023   -0.001541   -0.001541   -17.97177   -17.97177
   8   20   -18.07776     0.00000   -18.07776   -0.001567   -0.001567   -18.07932   -18.07932
   8   21   -17.96822     0.00000   -17.96822   -0.001614   -0.001614   -17.96983   -17.96983
   8   22   -18.04008     0.00000   -18.04008   -0.001567   -0.001567   -18.04165   -18.04165
   8   23   -17.92981     0.00000   -17.92981   -0.001613   -0.001613   -17.93142   -17.93142
   8   24   -18.03173     0.00000   -18.03173   -0.001544   -0.001544   -18.03327   -18.03327
   8   25   -17.93613     0.00000   -17.93613   -0.001618   -0.001618   -17.93774   -17.93774
   8   26   -18.12274     0.00000   -18.12274   -0.001655   -0.001655   -18.12440   -18.12440
   8   27   -18.05045     0.00000   -18.05045   -0.001750   -0.001750   -18.05220   -18.05220
   8   28   -14.17003     0.00000   -14.17003   -0.002645   -0.002645   -14.17267   -14.17267
   8   29   -13.40002     0.00000   -13.40002   -0.001988   -0.001988   -13.40201   -13.40201
   8   30   -14.15086     0.00000   -14.15086   -0.002773   -0.002773   -14.15363   -14.15363
   8   31   -13.38982     0.00000   -13.38982   -0.002090   -0.002090   -13.39191   -13.39191
   8   32   -13.62404     0.00000   -13.62404   -0.002180   -0.002180   -13.62622   -13.62622
   8   33   -13.80059     0.00000   -13.80059   -0.002523   -0.002523   -13.80311   -13.80311
   8   34   -13.58275     0.00000   -13.58275   -0.002206   -0.002206   -13.58496   -13.58496
   8   35   -13.55075     0.00000   -13.55075   -0.002332   -0.002332   -13.55308   -13.55308
   8   36   -14.22225     0.00000   -14.22225   -0.003546   -0.003546   -14.22579   -14.22579
   8   37   -14.03273     0.00000   -14.03273   -0.002954   -0.002954   -14.03569   -14.03569
   8   38   -13.98377     0.00000   -13.98377   -0.003608   -0.003608   -13.98737   -13.98737
   8   39   -13.82801     0.00000   -13.82801   -0.002966   -0.002966   -13.83098   -13.83098
   8   40   -13.57682     0.00000   -13.57682   -0.002708   -0.002708   -13.57953   -13.57953
   8   41   -14.41813     0.00000   -14.41813   -0.004682   -0.004682   -14.42281   -14.42281
   8   42   -14.80920     0.00000   -14.80920   -0.004832   -0.004832   -14.81403   -14.81403
   8   43   -14.34292     0.00000   -14.34292   -0.005119   -0.005119   -14.34804   -14.34804
   8   44   -13.31742     0.00000   -13.31742   -0.002758   -0.002758   -13.32017   -13.32017
   8   45   -13.92699     0.00000   -13.92699   -0.004095   -0.004095   -13.93109   -13.93109
   8   46   -14.70887     0.00000   -14.70887   -0.005287   -0.005287   -14.71416   -14.71416
   8   47   -13.70637     0.00000   -13.70637   -0.003534   -0.003534   -13.70991   -13.70991
   8   48   -13.59655     0.00000   -13.59655   -0.003649   -0.003649   -13.60019   -13.60019
   8   49   -13.53640     0.00000   -13.53640   -0.003474   -0.003474   -13.53987   -13.53987
   8   50   -15.19355     0.00000   -15.19355   -0.005290   -0.005290   -15.19884   -15.19884
   8   51   -13.52503     0.00000   -13.52503   -0.003034   -0.003034   -13.52806   -13.52806
   8   52   -13.97726     0.00000   -13.97726   -0.004203   -0.004203   -13.98146   -13.98146
   8   53   -13.57156     0.00000   -13.57156   -0.003117   -0.003117   -13.57467   -13.57467
   8   54   -14.23844     0.00000   -14.23844   -0.003721   -0.003721   -14.24216   -14.24216
   8   55   -13.59101     0.00000   -13.59101   -0.002677   -0.002677   -13.59368   -13.59368
   8   56   -13.92906     0.00000   -13.92906   -0.003332   -0.003332   -13.93239   -13.93239
   8   57   -13.08719     0.00000   -13.08719   -0.002107   -0.002107   -13.08929   -13.08929
   8   58   -15.13846     0.00000   -15.13846   -0.005148   -0.005148   -15.14360   -15.14360
   8   59   -14.83159     0.00000   -14.83159   -0.004775   -0.004775   -14.83637   -14.83637
   8   60   -15.25293     0.00000   -15.25293   -0.005382   -0.005382   -15.25831   -15.25831
   8   61   -13.89163     0.00000   -13.89163   -0.003260   -0.003260   -13.89489   -13.89489
   8   62   -13.16335     0.00000   -13.16335   -0.002429   -0.002429   -13.16578   -13.16578
   8   63   -14.18309     0.00000   -14.18309   -0.003869   -0.003869   -14.18696   -14.18696
   8   64   -19.55602     0.00000   -19.55602   -0.012366   -0.012366   -19.56838   -19.56838
   8   65   -19.38058     0.00000   -19.38058   -0.011897   -0.011897   -19.39248   -19.39248
   8   66   -20.70613     0.00000   -20.70613   -0.014326   -0.014326   -20.72045   -20.72045
   8   67   -20.21936     0.00000   -20.21936   -0.012960   -0.012960   -20.23232   -20.23232
   8   68   -21.64371     0.00000   -21.64371   -0.015685   -0.015685   -21.65940   -21.65940
   8   69   -19.54040     0.00000   -19.54040   -0.011973   -0.011973   -19.55238   -19.55238
   8   70   -11.94916     0.00000   -11.94916   -0.015318   -0.015318   -11.96448   -11.96448
   8   71   -12.13077     0.00000   -12.13077   -0.016066   -0.016066   -12.14683   -12.14683
   8   72   -11.81939     0.00000   -11.81939   -0.015275   -0.015275   -11.83467   -11.83467
   8   73    -8.70744     0.00000    -8.70744   -0.013040   -0.013040    -8.72048    -8.72048
   8   74   -10.68443     0.00000   -10.68443   -0.014440   -0.014440   -10.69887   -10.69887
   8   75    -8.82538     0.00000    -8.82538   -0.014499   -0.014499    -8.83988    -8.83988
   8   76    -7.84499     0.00000    -7.84499   -0.013100   -0.013100    -7.85809    -7.85809
   8   77    -8.40382     0.00000    -8.40382   -0.015987   -0.015987    -8.41981    -8.41981
   9    0   -50.78306     0.00000   -50.78306   -0.035172   -0.035172   -50.81824   -50.81824
   9    1   -50.78328     0.00000   -50.78328   -0.035173   -0.035173   -50.81845   -50.81845
   9    2   -46.37806     0.00000   -46.37806   -0.034056   -0.034056   -46.41212   -46.41212
   9    3   -46.37827     0.00000   -46.37827   -0.034072   -0.034072   -46.41234   -46.41234
   9    4   -43.49788     0.00000   -43.49788   -0.037945   -0.037945   -43.53582   -43.53582
   9    5   -43.53173     0.00000   -43.53173   -0.038007   -0.038007   -43.56974   -43.56974
   9    6   -43.12849     0.00000   -43.12849   -0.037629   -0.037629   -43.16612   -43.16612
   9    7   -43.11827     0.00000   -43.11827   -0.037637   -0.037637   -43.15591   -43.15591
   9    8   -43.55390     0.00000   -43.55390   -0.037568   -0.037568   -43.59147   -43.59147
   9    9   -43.60516     0.00000   -43.60516   -0.037595   -0.037595   -43.64275   -43.64275
   9   10   -37.90420     0.00000   -37.90420   -0.031653   -0.031653   -37.93585   -37.93585
   9   11   -37.84473     0.00000   -37.84473   -0.031621   -0.031621   -37.87635   -37.87635
   9   12   -37.48217     0.00000   -37.48217   -0.030842   -0.030842   -37.51301   -37.51301
   9   13   -37.47014     0.00000   -37.47014   -0.030842   -0.030842   -37.50098   -37.50098
   9   14   -37.55895     0.00000   -37.55895   -0.030556   -0.030556   -37.58951   -37.58951
   9   15   -37.51222     0.00000   -37.51222   -0.030534   -0.030534   -37.54275   -37.54275
   9   16   -18.01890     0.00000   -18.01890   -0.001599   -0.001599   -18.02050   -18.02050
   9   17   -18.04581     0.00000   -18.04581   -0.001524   -0.001524   -18.04734   -18.04734
   9   18   -18.01606     0.00000   -18.01606   -0.001574   -0.001574   -18.01764   -18.01764
   9   19   -17.99778     0.00000   -17.99778   -0.001594   -0.001594   -17.99937   -17.99937
   9   20   -18.06435     0.00000   -18.06435   -0.001540   -0.001540   -18.06589   -18.06589
   9   21   -17.95130     0.00000   -17.95130   -0.001582   -0.001582   -17.95288   -17.95288
   9   22   -18.02597     0.00000   -18.02597   -0.001544   -0.001544   -18.02751   -18.02751
   9   23   -17.91941     0.00000   -17.91941   -0.001599   -0.001599   -17.92100   -17.92100
   9   24   -18.06497     0.00000   -18.06497   -0.001602   -0.001602   -18.06657   -18.06657
   9   25   -17.96920     0.00000   -17.96920   -0.001673   -0.001673   -17.97087   -17.97087
   9   26   -18.10544     0.00000   -18.10544   -0.001615   -0.001615   -18.10705   -18.10705
   9   27   -18.03301     0.00000   -18.03301   -0.001709   -0.001709   -18.03472   -18.03472
   9   28   -14.16714     0.00000   -14.16714   -0.002657   -0.002657   -14.16980   -14.16980
   9   29   -13.38405     0.00000   -13.38405   -0.001974   -0.001974   -13.38603   -13.38603
   9   30   -14.13383     0.00000   -14.13383   -0.002764   -0.002764   -14.13660   -14.13660
   9   31   -13.37469     0.00000   -13.37469   -0.002109   -0.002109   -13.37680   -13.37680
   9   32   -13.64831     0.00000   -13.64831   -0.002177   -0.002177   -13.65049   -13.65049
   9   33   -13.79752     0.00000   -13.79752   -0.002511   -0.002511   -13.80004   -13.80004
   9   34   -13.59788     0.00000   -13.59788   -0.002198   -0.002198   -13.60008   -13.60008
   9   35   -13.55816     0.00000   -13.55816   -0.002303   -0.002303   -13.56047   -13.56047
   9   36   -14.25327     0.00000   -14.25327   -0.003575   -0.003575   -14.25684   -14.25684
   9   37   -13.99413     0.00000   -13.99413   -0.002934   -0.002934   -13.99706   -13.99706
   9   38   -13.99901     0.00000   -13.99901   -0.003648   -0.003648   -14.00265   -14.00265
   9   39   -13.78719     0.00000   -13.78719   -0.002952   -0.002952   -13.79015   -13.79015
   9   40   -13.58315     0.00000   -13.58315   -0.002730   -0.002730   -13.58588   -13.58588
   9   41   -14.34635     0.00000   -14.34635   -0.004589   -0.004589   -14.35094   -14.35094
   9   42   -14.96797     0.00000   -14.96797   -0.004992   -0.004992   -14.97296   -14.97296
   9   43   -14.32358     0.00000   -14.32358   -0.005121   -0.005121   -14.32871   -14.32871
   9   44   -13.33921     0.00000   -13.33921   -0.002748   -0.002748   -13.34196   -13.34196
   9   45   -13.93172     0.00000   -13.93172   -0.004058   -0.004058   -13.93578   -13.93578
   9   46   -14.65700     0.00000   -14.65700   -0.005261   -0.005261   -14.66226   -14.66226
   9   47   -13.74413     0.00000   -13.74413   -0.003542   -0.003542   -13.74767   -13.74767
   9   48   -13.58082     0.00000   -13.58082   -0.003606   -0.003606   -13.58443   -13.58443
   9   49   -13.53849     0.00000   -13.53849   -0.003498   -0.003498   -13.54199   -13.54199
   9   50   -15.15248     0.00000   -15.15248   -0.005311   -0.005311   -15.15779   -15.15779
   9   51   -13.57067     0.00000   -13.57067   -0.003114   -0.003114   -13.57378   -13.57378
   9   52   -13.93131     0.00000   -13.93131   -0.004161   -0.004161   -13.93547   -13.93547
   9   53   -13.55592     0.00000   -13.55592   -0.003071   -0.003071   -13.55899   -13.55899
   9   54   -14.26464     0.00000   -14.26464   -0.003734   -0.003734   -14.26837   -14.26837
   9   55   -13.64508     0.00000   -13.64508   -0.002728   -0.002728   -13.64781   -13.64781
   9   56   -13.89900     0.00000   -13.89900   -0.003354   -0.003354   -13.90235   -13.90235
   9   57   -13.10737     0.00000   -13.10737   -0.002089   -0.002089   -13.10945   -13.10945
   9   58   -15.08588     0.00000   -15.08588   -0.005026   -0.005026   -15.09091   -15.09091
   9   59   -14.64579     0.00000   -14.64579   -0.004559   -0.004559   -14.65034   -14.65034
   9   60   -15.43817     0.00000   -15.43817   -0.005671   -0.005671   -15.44384   -15.44384
   9   61   -13.89358     0.00000   -13.89358   -0.003222   -0.003222   -13.89680   -13.89680
   9   62   -13.20038     0.00000   -13.20038   -0.002455   -0.002455   -13.20283   -13.20283
   9   63   -14.13066     0.00000   -14.13066   -0.003794   -0.003794   -14.13445   -14.13445
   9   64   -19.57213     0.00000   -19.57213   -0.012380   -0.012380   -19.58451   -19.58451
   9   65   -19.46357     0.00000   -19.46357   -0.012022   -0.012022   -19.47559   -19.47559
   9   66   -20.58311     0.00000   -20.58311   -0.014167   -0.014167   -20.59728   -20.59728
   9   67   -20.27269     0.00000   -20.27269   -0.013045   -0.013045   -20.28574   -20.28574
   9   68   -21.61718     0.00000   -21.61718   -0.015684   -0.015684   -21.63287   -21.63287
   9   69   -19.55448     0.00000   -19.55448   -0.011967   -0.011967   -19.56645   -19.56645
   9   70   -11.97749     0.00000   -11.97749   -0.015367   -0.015367   -11.99286   -11.99286
   9   71   -12.12105     0.00000   -12.12105   -0.015993   -0.015993   -12.13705   -12.13705
   9   72   -11.82966     0.00000   -11.82966   -0.015321   -0.015321   -11.84498   -11.84498
   9   73    -8.70398     0.00000    -8.70398   -0.012995   -0.012995    -8.71697    -8.71697
   9   74   -10.58768     0.00000   -10.58768   -0.014406   -0.014406   -10.60208   -10.60208
   9   75    -8.89218     0.00000    -8.89218   -0.014546   -0.014546    -8.90672    -8.90672
   9   76    -7.84938     0.00000    -7.84938   -0.013096   -0.013096    -7.86248    -7.86248
   9   77    -8.41183     0.00000    -8.41183   -0.015987   -0.015987    -8.42781    -8.42781
  10    0   -50.77544     0.00000   -50.77544   -0.035173   -0.035173   -50.81062   -50.81062
  10    1   -50.78409     0.00000   -50.78409   -0.035167   -0.035167   -50.81926   -50.81926
  10    2   -46.37203     0.00000   -46.37203   -0.034057   -0.034057   -46.40609   -46.40609
  10    3   -46.37962     0.00000   -46.37962   -0.034063   -0.034063   -46.41368   -46.41368
  10    4   -43.51756     0.00000   -43.51756   -0.037912   -0.037912   -43.55547   -43.55547
  10    5   -43.47709     0.00000   -43.47709   -0.038020   -0.038020   -43.51511   -43.51511
  10    6   -43.12017     0.00000   -43.12017   -0.037690   -0.037690   -43.15786   -43.15786
  10    7   -43.12022     0.00000   -43.12022   -0.037600   -0.037600   -43.15782   -43.15782
  10    8   -43.59274     0.00000   -43.59274   -0.037537   -0.037537   -43.63027   -43.63027
  10    9   -43.56140     0.00000   -43.56140   -0.037626   -0.037626   -43.59903   -43.59903
  10   10   -37.85755     0.00000   -37.85755   -0.031655   -0.031655   -37.88921   -37.88921
  10   11   -37.88321     0.00000   -37.88321   -0.031621   -0.031621   -37.91483   -37.91483
  10   12   -37.46945     0.00000   -37.46945   -0.030840   -0.030840   -37.50029   -37.50029
  10   13   -37.47152     0.00000   -37.47152   -0.030843   -0.030843   -37.50236   -37.50236
  10   14   -37.50493     0.00000   -37.50493   -0.030579   -0.030579   -37.53550   -37.53550
  10   15   -37.52212     0.00000   -37.52212   -0.030523   -0.030523   -37.55265   -37.55265
  10   16   -18.02596     0.00000   -18.02596   -0.001574   -0.001574   -18.02753   -18.02753
  10   17   -18.04003     0.00000   -18.04003   -0.001498   -0.001498   -18.04153   -18.04153
  10   18   -18.04316     0.00000   -18.04316   -0.001561   -0.001561   -18.04472   -18.04472
  10   19   -18.05736     0.00000   -18.05736   -0.001572   -0.001572   -18.05893   -18.05893
  10   20   -17.99666     0.00000   -17.99666   -0.001674   -0.001674   -17.99833   -17.99833
  10   21   -17.90478     0.00000   -17.90478   -0.001565   -0.001565   -17.90635   -17.90635
  10   22   -18.04967     0.00000   -18.04967   -0.001521   -0.001521   -18.05119   -18.05119
  10   23   -17.93713     0.00000   -17.93713   -0.001569   -0.001569   -17.93870   -17.93870
  10   24   -18.10729     0.00000   -18.10729   -0.001661   -0.001661   -18.10895   -18.10895
  10   25   -18.07590     0.00000   -18.07590   -0.001590   -0.001590   -18.07749   -18.07749
  10   26   -18.02634     0.00000   -18.02634   -0.001731   -0.001731   -18.02807   -18.02807
  10   27   -18.00420     0.00000   -18.00420   -0.001667   -0.001667   -18.00587   -18.00587
  10   28   -14.18235     0.00000   -14.18235   -0.002700   -0.002700   -14.18505   -14.18505
  10   29   -13.43860     0.00000   -13.43860   -0.002036   -0.002036   -13.44063   -13.44063
  10   30   -14.12021     0.00000   -14.12021   -0.002733   -0.002733   -14.12295   -14.12295
  10   31   -13.25147     0.00000   -13.25147   -0.002008   -0.002008   -13.25348   -13.25348
  10   32   -13.90648     0.00000   -13.90648   -0.002423   -0.002423   -13.90890   -13.90890
  10   33   -13.63085     0.00000   -13.63085   -0.002222   -0.002222   -13.63307   -13.63307
  10   34   -13.36442     0.00000   -13.36442   -0.001889   -0.001889   -13.36631   -13.36631
  10   35   -13.46384     0.00000   -13.46384   -0.002001   -0.002001   -13.46584   -13.46584
  10   36   -14.00698     0.00000   -14.00698   -0.002762   -0.002762   -14.00974   -14.00974
  10   37   -13.60538     0.00000   -13.60538   -0.002600   -0.002600   -13.60798   -13.60798
  10   38   -13.86825     0.00000   -13.86825   -0.002845   -0.002845   -13.87109   -13.87109
  10   39   -14.17408     0.00000   -14.17408   -0.004033   -0.004033   -14.17811   -14.17811
  10   40   -14.52578     0.00000   -14.52578   -0.004973   -0.004973   -14.53075   -14.53075
  10   41   -14.60462     0.00000   -14.60462   -0.005040   -0.005040   -14.60966   -14.60966
  10   42   -14.38069     0.00000   -14.38069   -0.004753   -0.004753   -14.38544   -14.38544
  10   43   -14.16134     0.00000   -14.16134   -0.004557   -0.004557   -14.16590   -14.16590
  10   44   -13.51282     0.00000   -13.51282   -0.003088   -0.003088   -13.51591   -13.51591
  10   45   -14.51899     0.00000   -14.51899   -0.004609   -0.004609   -14.52360   -14.52360
  10   46   -13.73156     0.00000   -13.73156   -0.003771   -0.003771   -13.73533   -13.73533
  10   47   -13.74892     0.00000   -13.74892   -0.003404   -0.003404   -13.75233   -13.75233
  10   48   -15.21727     0.00000   -15.21727   -0.005544   -0.005544   -15.22282   -15.22282
  10   49   -13.81842     0.00000   -13.81842   -0.003778   -0.003778   -13.82220   -13.82220
  10   50   -13.09142     0.00000   -13.09142   -0.002190   -0.002190   -13.09361   -13.09361
  10   51   -13.24494     0.00000   -13.24494   -0.002549   -0.002549   -13.24748   -13.24748
