# neig  =       200
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.93320423E+00  7.26499650E-01  -2.20404450E-01  8.23359902E-01
  2.93402244E+00  7.77498891E-01  -8.32349850E-01  -2.91019962E-01
  2.93432987E+00  1.07540746E+00  -1.02814465E+00  -1.35373699E-01
  2.93589355E+00  1.70964888E+01  -1.00589327E+00  4.01056948E+00
  2.93653444E+00  9.54129160E+00  -2.77830475E+00  1.34993122E+00
  2.93756517E+00  2.58726098E+00  -1.38339618E+00  -8.20655837E-01
  2.93983784E+00  4.30113558E-01  -5.06638590E-01  4.16450353E-01
  2.94116853E+00  3.20781376E-01  5.58987217E-01  9.11847932E-02
  2.95873133E+00  1.51569952E+00  2.23211163E-01  -1.21073378E+00
  2.95932098E+00  2.19539566E+00  -6.37305060E-01  1.33762398E+00
  2.95978764E+00  3.10833413E+00  1.76088808E+00  8.72198835E-02
  2.96172802E+00  7.65087611E+00  -1.14576105E+00  -2.51755988E+00
  2.96294685E+00  9.26565972E-01  -7.13154004E-01  -6.46511669E-01
  2.96396115E+00  7.43781697E-02  2.20200597E-01  1.60903284E-01
  2.96463365E+00  7.83731935E-03  -6.54685481E-02  5.95918498E-02
  2.96500334E+00  8.85962648E-02  -5.07469963E-03  -2.97607984E-01
  2.96685655E+00  8.25621939E+00  2.06833639E+00  1.99454355E+00
  2.96781392E+00  2.90533123E+00  -1.00468861E+00  1.37692848E+00
  2.96875712E+00  1.64089656E+00  4.75781236E-02  1.28009097E+00
  2.96957684E+00  1.46029212E+01  7.61586861E-01  3.74471716E+00
  2.97051382E+00  1.83681042E-01  3.57320463E-01  -2.36649802E-01
  2.97458065E+00  2.75623515E+00  3.45330384E-01  1.62387871E+00
  2.97580522E+00  1.13972028E+00  4.07873143E-01  -9.86589973E-01
  2.98103171E+00  1.07134674E+00  5.36158264E-01  -8.85370574E-01
  2.98384343E+00  9.99432683E-01  6.27551794E-02  -9.97744692E-01
  2.98494202E+00  1.12032881E-01  3.30418468E-01  -5.34463981E-02
  2.98918848E+00  1.78388191E-01  2.29558138E-01  3.54529622E-01
  3.00603380E+00  1.23234614E+00  1.07942104E+00  2.59222598E-01
  3.01007227E+00  1.74832965E+00  -2.51816822E-01  -1.29804389E+00
  3.01147470E+00  6.56127507E+00  1.11878657E+00  -2.30425512E+00
  3.01228981E+00  8.04950678E+00  -2.42674864E+00  -1.46982917E+00
  3.01302519E+00  3.01414975E+01  -4.57880483E+00  -3.02919855E+00
  3.01392197E+00  1.05351557E+01  2.06777871E+00  2.50188866E+00
  3.01510543E+00  9.76153535E+00  -7.91942330E-01  3.02231082E+00
  3.02586563E+00  8.10241063E-01  -4.05879497E-02  8.99218373E-01
  3.02747825E+00  3.14483933E-01  5.27677392E-01  -1.89843365E-01
  3.20010991E+00  1.05908782E+00  -1.60157768E-01  -1.01658119E+00
  3.20101818E+00  1.52093156E+00  2.56653557E-01  1.20625889E+00
  3.20151972E+00  1.27623419E+01  -5.37864124E-01  3.53171970E+00
  3.20173393E+00  1.23387728E+01  9.79124903E-01  3.37343849E+00
  3.20217012E+00  9.74497551E+00  -1.48405696E+00  2.74637041E+00
  3.20325509E+00  1.40724251E+01  8.87410168E-01  -3.64484956E+00
  3.20376450E+00  1.15043355E+00  7.15788562E-01  7.98799276E-01
  3.20437283E+00  9.98916825E-01  -4.93062836E-02  9.98241311E-01
  3.21756950E+00  6.35288662E-02  -2.52014095E-01  -4.21451056E-03
  3.21804429E+00  6.60337926E-01  3.13896746E-01  7.49537697E-01
  3.21898445E+00  6.23312734E+00  -1.65040763E+00  -1.87330777E+00
  3.22091408E+00  1.95698875E-01  3.94735048E-01  -1.99707579E-01
  3.27026832E+00  2.03542694E+00  -1.39729626E+00  -2.88080036E-01
  3.27065811E+00  2.67287925E-01  2.63748871E-01  -4.44662184E-01
  3.27150452E+00  5.61033762E-01  5.93939568E-01  -4.56365589E-01
  3.27248807E+00  2.57554310E-01  -2.38702704E-01  -4.47856371E-01
  3.27295232E+00  1.69383947E-01  -4.10961607E-01  2.22374637E-02
  3.27370974E+00  2.81766927E+00  1.61435533E+00  -4.59919703E-01
  3.27419273E+00  2.14765851E-01  3.55246894E-02  -4.62064765E-01
  3.27472239E+00  9.55258375E-01  8.04102934E-01  -5.55586939E-01
  3.29316487E+00  6.64711786E+00  2.28653174E+00  -1.19117188E+00
  3.29499984E+00  3.30019411E+00  1.01619701E+00  1.50583457E+00
  3.29513012E+00  4.76964546E+00  6.07994610E-01  2.09761484E+00
  3.29622763E+00  1.21765837E+00  -9.04502937E-01  6.32086076E-01
  3.31844531E+00  1.47574913E+01  1.75749282E+00  -3.41594940E+00
  3.31865959E+00  9.16107361E-01  8.97490312E-01  -3.32593597E-01
  3.31892977E+00  2.41256669E-01  6.11368467E-02  4.87359164E-01
  3.31910859E+00  4.24721300E-01  -5.99485460E-01  -2.55613934E-01
  3.32049876E+00  4.28184705E+00  -2.81842720E-01  -2.04997847E+00
  3.32087781E+00  5.11640383E+00  -2.25777159E+00  -1.37372717E-01
  3.32099139E+00  3.56941320E+01  -5.07480678E+00  -3.15285080E+00
  3.32136885E+00  5.47317514E+00  1.92211985E+00  1.33365303E+00
  3.37025829E+00  1.13766026E-01  -1.79922840E-01  2.85295983E-01
  3.37036496E+00  3.91034839E-01  4.45883636E-01  -4.38432005E-01
  3.37114902E+00  1.73968627E+01  3.60353384E+00  2.10033487E+00
  3.37126769E+00  3.91953374E+00  -9.93974785E-01  -1.71217635E+00
  3.37198826E+00  1.71977459E+01  2.46103345E+00  3.33782268E+00
  3.37206574E+00  1.56092046E+00  -3.01502218E-01  -1.21244252E+00
  3.37252302E+00  3.08091285E-01  6.64426170E-02  5.51068656E-01
  3.37346934E+00  4.04743513E+00  6.16012215E-01  1.91519296E+00
  3.39021292E+00  2.06234779E-01  2.77704035E-01  3.59326103E-01
  3.39153720E+00  5.58678092E-01  -1.29432588E-01  -7.36155756E-01
  3.39204741E+00  3.47397537E+00  -1.86368568E+00  2.55155029E-02
  3.39232336E+00  2.74106479E+00  2.96391482E-01  -1.62886982E+00
  3.39403473E+00  1.15786817E+01  -2.32483274E+00  2.48472020E+00
  3.39404897E+00  2.29840982E+01  -4.78468895E+00  -3.01413027E-01
  3.39437932E+00  2.68096394E-01  -4.51855122E-01  2.52830660E-01
  3.39606651E+00  1.14768720E+00  5.15212123E-01  -9.39278269E-01
  3.39641868E+00  1.36278653E+00  6.30739315E-01  9.82320950E-01
  3.39762250E+00  8.29303445E-02  1.50978361E-01  2.45226179E-01
  3.39779613E+00  1.99307594E+01  4.30031030E+00  -1.19920422E+00
  3.39810550E+00  8.28837789E-02  2.34994403E-01  1.66317195E-01
