# neig  =       200
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -3.10075177E+33  5.83672069E-01  -2.97616871E-01  -7.03630775E-01
  -2.31063596E+33  1.73347049E-02  -7.11211129E-02  1.10799333E-01
  -1.28351714E+33  1.86213379E+00  1.25954648E+00  -5.25049004E-01
  -9.79047043E+32  2.33098727E-01  2.73639976E-01  3.97768639E-01
  -7.41847584E+32  4.98843360E-01  2.98833546E-01  6.39954586E-01
  -4.92110198E+32  1.62294886E-01  -3.64544135E-01  1.71471456E-01
  -3.48809992E+32  5.76584361E-01  5.57882966E-01  -5.15122274E-01
  -1.56527911E+32  1.45289759E-01  -3.60619620E-01  -1.23463552E-01
  -1.51040650E+32  1.36987406E-02  -8.02595344E-02  -8.51888946E-02
  -9.95842274E+31  8.29289737E-02  2.39258109E-01  -1.60263941E-01
  -7.29380425E+31  3.46995502E-01  5.86549162E-02  5.86135738E-01
  -7.25301007E+31  1.64628087E-01  3.55063338E-01  1.96362199E-01
  -6.12072790E+31  2.52121549E-01  -1.53692910E-01  -4.78016776E-01
  -4.48585857E+31  1.57383535E-01  3.89889950E-01  7.32759307E-02
  -4.39826550E+31  3.91205261E-02  -1.85740956E-01  -6.79766389E-02
  -4.12764983E+31  5.15288441E-01  -6.88027645E-01  2.04710531E-01
  -3.31790416E+31  3.42079335E-01  -2.85468899E-01  -5.10477073E-01
  -3.28113603E+31  1.56239435E-02  1.14517774E-01  5.00961374E-02
  -2.91718429E+31  5.29655015E-01  5.70753459E-01  -4.51547897E-01
  -2.54888100E+31  7.33354168E-02  2.46558806E-01  -1.12000767E-01
  -2.20680957E+31  5.15815313E-02  -2.09558076E-01  -8.75610874E-02
  -2.11023963E+31  9.77881495E-01  -3.83404937E-01  -9.11527372E-01
  -1.95170240E+31  3.09295753E-02  -1.75351213E-01  -1.34732180E-02
  -1.76152962E+31  1.37927413E+00  1.15080310E+00  2.34363721E-01
  -1.57084614E+31  1.90639289E-01  -5.39427753E-02  -4.33277586E-01
  -1.51388393E+31  2.97876131E+00  -3.27851312E-02  -1.72559742E+00
  -1.45458526E+31  1.69761467E-01  -3.06298164E-01  2.75577397E-01
  -1.37481067E+31  2.04283871E-01  -1.83669134E-01  4.12976417E-01
  -1.21661509E+31  2.70024826E-01  6.89344184E-02  -5.15046475E-01
  -1.09898437E+31  9.91332894E-01  1.28830601E-01  -9.87286975E-01
  -1.04423915E+31  2.38021749E+00  6.77363408E-01  1.38614440E+00
  -1.01338810E+31  4.12764457E-01  -4.12600780E-01  -4.92468328E-01
  -9.63811281E+30  2.86452723E-02  1.47141966E-01  8.36332120E-02
  -9.48171036E+30  2.34419415E-01  -3.40593608E-01  -3.44115401E-01
  -9.33884349E+30  1.34601567E-01  1.94192842E-01  3.11272722E-01
  -8.48043195E+30  4.82739520E-02  -2.43460392E-03  -2.19699851E-01
  -7.83449554E+30  1.34015178E+00  -1.06996329E+00  -4.41961921E-01
  -7.58338415E+30  4.68623467E-02  -2.12991357E-01  3.86914524E-02
  -7.00360626E+30  1.21860007E+00  -1.43260829E-01  -1.09456677E+00
  -6.60050082E+30  7.97044481E-01  -8.30296545E-01  -3.28103837E-01
  -6.49907124E+30  7.31403518E-03  2.73772684E-02  8.10217276E-02
  -6.03823019E+30  5.27191797E-01  -6.12482788E-01  -3.89944395E-01
  -5.71801441E+30  4.83658308E-01  5.99476273E-01  3.52542913E-01
  -5.69987756E+30  5.23804717E-01  6.18306364E-01  3.76167459E-01
  -5.41182309E+30  1.87751835E-02  1.18046877E-01  6.95709595E-02
  -5.23225086E+30  9.68418219E-01  9.12838905E-01  -3.67618488E-01
  -4.99909368E+30  1.04960217E+00  -5.91905455E-02  -1.02278964E+00
  -4.61533857E+30  6.63673660E-01  1.26705558E-02  -8.14563145E-01
  -4.43592162E+30  3.38015847E-02  1.19635035E-01  -1.39603163E-01
  -4.15869485E+30  5.20789218E-02  5.59623563E-02  2.21239997E-01
  -4.09167317E+30  4.79160121E-01  -6.73465780E-01  1.60012390E-01
  -3.68621173E+30  7.96975962E-02  1.66437386E-01  -2.28026737E-01
  -3.67445518E+30  1.04895555E+00  1.08434780E-01  1.01842891E+00
  -3.64756010E+30  1.18990618E-01  2.51176715E-01  2.36433661E-01
  -3.55793502E+30  6.75726786E-01  -7.52889042E-01  3.29977086E-01
  -3.43718356E+30  3.20322252E-01  5.55614324E-01  1.07772792E-01
  -3.31346760E+30  6.34045176E-01  3.45726706E-01  -7.17299255E-01
  -3.21632980E+30  1.44050218E+00  -1.19505669E+00  -1.11093118E-01
  -3.03685989E+30  9.23166398E-02  -1.69634394E-01  -2.52073030E-01
  -3.02557463E+30  1.42202758E-01  -2.31609567E-01  2.97589930E-01
  -2.84893599E+30  1.35035348E+00  -5.96376829E-01  9.97340543E-01
  -2.71079734E+30  7.59131358E-02  -2.75069599E-01  1.58066830E-02
  -2.55640630E+30  2.49349200E-01  -4.09460506E-01  2.85816888E-01
  -2.51546044E+30  6.82351691E-02  -2.60465047E-01  1.98274647E-02
  -2.44191368E+30  8.41408142E-01  1.34747355E-01  9.07331964E-01
  -2.40204206E+30  2.79017289E-01  -4.63479909E-01  -2.53384416E-01
  -2.35823723E+30  2.46885159E-01  -3.47546458E-01  -3.55100857E-01
  -2.34134772E+30  3.44926628E-01  -1.64633833E-01  5.63757332E-01
  -2.32437213E+30  5.47408010E-01  -1.05174284E-01  -7.32356730E-01
  -2.17126323E+30  7.09261947E-01  -8.41094426E-01  4.26862291E-02
  -1.99816311E+30  1.13075767E-01  -3.35869660E-01  -1.63504814E-02
  -1.86465272E+30  5.46292801E-01  5.95630019E-01  4.37627332E-01
  -1.84154365E+30  3.39964761E+00  1.31000392E+00  1.29751197E+00
  -1.83709580E+30  2.47285843E-01  -4.66953163E-01  -1.70998791E-01
  -1.70238413E+30  3.40478905E-01  -5.70961521E-01  1.20340545E-01
  -1.69531002E+30  2.07022773E+00  -9.85588584E-01  -1.04825706E+00
  -1.68512399E+30  3.04170922E-01  5.06962607E-01  2.17163156E-01
  -1.58985133E+30  7.96941870E-01  -6.14166786E-02  8.90600843E-01
  -1.57569514E+30  9.75744573E-01  8.57026882E-01  4.91171555E-01
  -1.56329907E+30  4.17039529E-01  -4.48484213E-01  -4.64651955E-01
  -1.53844070E+30  1.42640992E+00  -3.82205865E-01  -1.13151606E+00
  -1.52131292E+30  1.76740104E+00  1.98276505E-01  -1.31456741E+00
  -1.48742176E+30  9.32554319E-02  2.96509942E-01  7.30567344E-02
  -1.32542474E+30  1.25006491E+00  -3.09892526E-01  -1.07425860E+00
  -1.23440920E+30  1.84526547E-01  8.88621127E-02  -4.20273806E-01
  -1.21287952E+30  2.29047594E-01  7.51009041E-03  -4.78530242E-01
  -1.20779442E+30  3.43275731E-01  -5.66867098E-01  -1.48112878E-01
  -1.15327058E+30  2.03823793E-01  4.24656978E-01  -1.53265272E-01
  -1.14937815E+30  1.38262467E+00  -6.07930864E-01  1.00650124E+00
  -1.11640902E+30  3.71640316E-01  3.17664621E-01  -5.20316735E-01
  -1.09559944E+30  1.19786883E-01  3.29795924E-01  1.04983482E-01
  -1.06093558E+30  7.61758807E-01  8.00215694E-01  3.48444615E-01
  -1.04993168E+30  2.01800530E-02  -5.91547666E-02  -1.29154042E-01
  -1.04849488E+30  9.40401748E-01  -8.07437538E-01  -5.37072034E-01
  -1.00835824E+30  2.61889939E+00  -1.50218081E+00  -6.01956973E-01
  -1.00575826E+30  1.47454519E+00  7.12861872E-01  -9.83042797E-01
  -9.96435675E+29  2.20707422E+00  1.45876978E+00  2.81184891E-01
  -9.25783251E+29  4.95488725E-01  6.52105278E-01  -2.65042319E-01
  -9.22249571E+29  4.15756493E-01  6.27077797E-01  1.50099730E-01
  -8.63414339E+29  1.11499230E+00  2.33706706E-01  1.02974437E+00
  -8.29237384E+29  3.73478162E-01  4.54010923E-01  4.09087087E-01
  -8.03973566E+29  2.10020069E+00  -2.10014781E-01  -1.43390881E+00
  -7.81142723E+29  9.33380449E-01  -9.46396155E-01  1.94202904E-01
  -7.32968563E+29  1.02951732E-01  2.17412448E-01  2.35973642E-01
  -7.30858187E+29  1.80205663E+00  1.03232026E+00  -8.58120918E-01
  -7.01972469E+29  6.54040124E-01  -7.74159858E-01  2.33915877E-01
  -6.85806344E+29  2.78307555E-01  -1.72383868E-03  5.27545811E-01
  -6.72049921E+29  8.69238279E-01  9.28433645E-01  8.51425004E-02
  -6.67813898E+29  3.12746815E-03  3.68743603E-02  4.20446156E-02
  -6.63447554E+29  3.79724965E+00  1.93195731E+00  2.54539980E-01
  -6.62616792E+29  1.46475358E+00  9.38313401E-01  7.64409278E-01
  -6.54017937E+29  1.29419159E+00  -2.41737001E-01  1.11164509E+00
  -6.53522022E+29  1.48248551E+00  -3.60896833E-01  -1.16285811E+00
  -6.24791057E+29  7.13539682E-02  -2.59681814E-01  6.26045011E-02
  -6.21994026E+29  5.32921986E-01  7.26713716E-01  6.93481122E-02
  -6.19020714E+29  1.67447069E+00  -3.63825475E-01  1.24181388E+00
  -6.14251871E+29  5.75320732E-01  -7.56262529E-01  5.82041178E-02
  -6.00620403E+29  6.16215966E-01  5.43385294E-01  5.66523070E-01
  -5.97452040E+29  8.70090773E-01  -4.13290262E-01  -8.36230789E-01
  -5.80838753E+29  2.74128138E+00  1.54007470E+00  -6.07825072E-01
  -5.60179844E+29  1.54172197E-01  1.89319846E-01  3.43991560E-01
  -5.55887855E+29  8.28546018E-02  2.74208302E-01  -8.75466097E-02
  -5.16607107E+29  4.01767101E-01  -1.22721817E-01  6.21857264E-01
  -5.15979043E+29  1.81404402E+00  -1.32348807E+00  2.49846671E-01
  -5.02599030E+29  2.16936378E-01  -8.23239042E-02  -4.58431187E-01
  -4.91808504E+29  7.12876729E-01  -8.22944524E-01  -1.88783048E-01
  -4.77499238E+29  4.56188057E-01  -6.07051422E-01  -2.96102394E-01
  -4.60824603E+29  5.19461865E-02  2.09449118E-01  -8.98735423E-02
  -4.55190955E+29  2.88968873E-01  -1.86291837E-01  5.04246194E-01
  -4.49019771E+29  1.04229764E+00  2.98683381E-02  -1.02049278E+00
  -4.40603787E+29  2.97616581E+00  8.14676312E-01  -1.52068021E+00
  -4.39539782E+29  4.78111833E-01  6.78675909E-01  1.32328540E-01
  -4.26737161E+29  2.33507745E+00  -1.52613074E+00  7.74753052E-02
  -4.14141138E+29  3.78311484E-01  -6.04777829E-01  1.12050265E-01
  -4.07317551E+29  2.11413801E+00  -2.22633979E-01  1.43686190E+00
  -4.02750882E+29  3.66781838E-01  3.15379170E-01  -5.17027869E-01
  -4.01285237E+29  2.98233142E-01  4.45007348E-01  3.16546367E-01
  -3.92322472E+29  3.83904516E+00  8.86686103E-01  1.74723579E+00
  -3.89205909E+29  1.09469835E+00  -3.16830648E-01  -9.97154296E-01
  -3.84196965E+29  3.19428295E-01  3.87076290E-01  -4.11825498E-01
  -3.71457781E+29  4.54659432E-01  -6.74062809E-01  1.72846999E-02
  -3.68502645E+29  6.43374117E-01  5.34575207E-02  8.00322692E-01
  -3.66323459E+29  4.68028746E-01  2.92075760E-01  -6.18644079E-01
  -3.49501392E+29  2.90063791E+00  -8.46612270E-01  1.47779754E+00
  -3.45950598E+29  1.89067261E+00  -1.25371006E+00  -5.64697886E-01
