# neig  =       200
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -1.11254458E+48  3.28324718E-02  -1.72990681E-01  5.39137826E-02
  -7.75187806E+38  3.60675964E-01  4.88367042E-01  -3.49533399E-01
  -4.83676361E+38  1.28277197E-01  3.32349414E-01  -1.33495560E-01
  -1.89599284E+38  3.56875520E-01  5.35130434E-01  -2.65538959E-01
  -9.77775121E+37  4.85278535E-01  -6.69463844E-01  -1.92605029E-01
  -4.60610758E+37  5.53284385E-01  -2.76031350E-01  -6.90717800E-01
  -2.77162826E+37  2.70891844E-01  -3.18625802E-01  -4.11545189E-01
  -2.00801951E+37  8.34191170E-02  2.86376623E-01  -3.75172886E-02
  -1.24027627E+37  3.29894545E-01  5.24384296E-01  2.34340895E-01
  -1.00920965E+37  1.81040721E-01  4.25367889E-01  -1.01429722E-02
  -9.35815687E+36  1.25454214E-01  -1.93305123E-02  -3.53667281E-01
  -6.85566069E+36  3.72409470E-02  5.73758432E-02  1.84252434E-01
  -6.24902927E+36  2.91769454E-01  4.58606546E-01  2.85393571E-01
  -6.03096404E+36  1.31335284E-01  -6.01765234E-02  3.57371054E-01
  -5.33391527E+36  6.14033907E-01  7.45938448E-01  2.40020287E-01
  -5.00821530E+36  1.87972015E+00  -1.09857647E+00  -8.20274285E-01
  -4.73181387E+36  2.81923083E-01  2.37247585E-01  4.75012280E-01
  -4.36617654E+36  7.04737919E-01  -8.22232723E-01  -1.69325923E-01
  -4.01461906E+36  3.60669813E-01  5.15636460E-01  -3.07877987E-01
  -3.49811874E+36  3.39736494E-01  2.32694430E-01  -5.34406022E-01
  -3.12426185E+36  1.90306720E-01  3.99536805E-01  1.75148684E-01
  -2.98799853E+36  1.01916459E+00  3.83519987E-01  9.33850635E-01
  -2.72200135E+36  7.01952698E-02  2.58314402E-01  -5.88977036E-02
  -2.66029938E+36  1.35279136E+00  1.15640712E+00  1.24554906E-01
  -2.41730331E+36  2.33864781E-01  3.18751163E-01  3.63679085E-01
  -2.20645344E+36  3.56507477E-01  -5.38771403E-01  -2.57357441E-01
  -2.06389217E+36  1.65551683E-02  -1.68303471E-02  -1.27561388E-01
  -1.91243965E+36  3.19198383E-01  -3.52348425E-01  4.41643488E-01
  -1.81156481E+36  8.85272546E-01  -4.02176494E-01  -8.50603676E-01
  -1.43680753E+36  1.82358823E+00  -1.09390744E+00  7.91804735E-01
  -1.12617165E+36  7.24637185E-02  -2.20981152E-01  1.53723938E-01
  -8.77186253E+35  1.80158531E+00  1.08258331E+00  -7.93472556E-01
  -8.13598059E+35  3.06016215E+00  1.92556952E-01  -1.73870181E+00
  -7.83577979E+35  5.44327269E-01  -6.32112969E-01  -3.80473998E-01
  -5.37890691E+35  1.27170517E+00  5.22758994E-01  -9.99213793E-01
  -4.51726577E+35  1.06102384E+00  5.41838175E-01  -8.76033807E-01
  -3.86664717E+35  3.72542737E-01  2.77703529E-01  -5.43528736E-01
  -3.75370009E+35  2.81012776E+00  4.18427905E-01  -1.62328243E+00
  -3.27743186E+35  1.09106545E+00  -1.75894529E-01  -1.02962448E+00
  -2.75428270E+35  2.03153229E+00  1.11403354E+00  -8.89079059E-01
  -2.10970480E+35  3.18708981E-01  5.61571337E-01  5.78499260E-02
  -2.03555584E+35  6.38449461E-01  -1.78177879E-01  -7.78910845E-01
  -1.52039384E+35  1.66788882E+00  1.17366196E+00  -5.38893703E-01
  -1.18093818E+35  2.48275487E-01  4.42727421E-01  -2.28621779E-01
  -1.02045788E+35  1.41317207E+00  -2.51842538E-01  1.16178630E+00
  -8.94388974E+34  6.76681296E-01  -8.01889904E-01  -1.83449932E-01
  -6.84471747E+34  4.52237153E-01  -2.74333314E-01  6.13985656E-01
  -5.98235764E+34  3.88791891E-01  -2.78609743E-01  -5.57824795E-01
  -4.49921588E+34  2.41532513E-01  4.67819007E-01  -1.50591796E-01
  -3.05842412E+34  2.26216314E+00  7.81174437E-01  -1.28527415E+00
  -1.69035906E+34  1.20341637E+00  -1.06257985E+00  -2.72654404E-01
  -1.50883406E+34  6.02909576E-01  -4.81704900E-01  6.08990940E-01
  -1.41331021E+34  1.30003846E+00  -9.69849533E-01  -5.99525100E-01
  -9.87110853E+33  2.13775841E+00  -1.44801432E+00  2.02516527E-01
  -4.40382594E+33  5.51658274E-01  -6.22153970E-01  -4.05687948E-01
