# neig  =        20
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -3.59573329E+74  7.00413420E-01  1.16561111E-01  -8.28750220E-01
  -8.90294551E+70  9.00531430E-01  3.84903608E-01  8.67398779E-01
  -3.19191692E+67  2.57806282E-01  -5.04841623E-01  5.42329886E-02
  -9.66937539E+64  4.58524831E-02  1.01711454E-01  -1.88433711E-01
  -7.34048655E+64  7.01304430E-02  2.54459796E-01  7.33529482E-02
  -5.83660117E+64  2.81012207E-01  -3.08874859E-01  4.30823083E-01
  -4.11396912E+64  5.38934587E-01  5.03354765E-02  7.32393970E-01
  -3.58440299E+64  7.58644023E-02  2.08039534E-01  -1.80510262E-01
  -3.03627429E+64  2.08627777E-01  -1.35271450E-01  4.36267592E-01
  -2.88107283E+64  1.10824533E-01  -1.67435681E-01  2.87732212E-01
  -2.35605612E+64  4.64017650E-02  7.47998456E-02  -2.02006802E-01
  -1.98770341E+64  2.36115570E-01  -4.23183254E-01  -2.38812696E-01
  -1.63688904E+64  7.27572584E-02  -2.31380751E-02  2.68741303E-01
  -1.47973096E+64  1.43403483E-01  1.68393381E-01  3.39186015E-01
  -1.39879557E+64  1.76164186E-01  4.08436804E-01  -9.66621100E-02
  -1.20221771E+64  7.29259125E-02  -2.69572509E-01  1.60179611E-02
  -9.19882049E+63  9.39143421E-01  5.53078132E-01  -7.95768811E-01
  -7.92776939E+63  3.46266850E-01  -5.84179453E-01  -7.07192779E-02
  -6.69676298E+63  3.30775805E-01  4.49275808E-01  3.59064136E-01
  -6.11052408E+63  1.81503622E-01  -3.98593878E-01  1.50421216E-01
