# neig  =        50
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94106933E+00  2.48186577E-01  4.91110788E-01  8.36467040E-02
  2.94107169E+00  2.47407771E-01  3.81813410E-01  -3.18788787E-01
  2.94135601E+00  5.33201701E-02  2.97359354E-02  -2.28988961E-01
  2.94135812E+00  5.82034389E-02  -1.86259450E-01  -1.53332502E-01
  2.94155302E+00  1.05910611E-01  -2.96041347E-01  1.35167051E-01
  2.94155556E+00  1.34149308E-01  3.01404257E-01  2.08098011E-01
  2.94360736E+00  2.99961753E+01  -1.91816375E+00  5.12999250E+00
  2.94361307E+00  2.99430173E+01  5.29238340E+00  1.39057370E+00
  2.94384695E+00  3.64675677E+00  -1.76993296E+00  -7.17003544E-01
  2.94386396E+00  3.49895880E+00  -6.59533022E-01  1.75042137E+00
  2.94424902E+00  7.23305613E+00  2.67791743E+00  -2.48625001E-01
  2.94425691E+00  7.45181131E+00  3.21462836E-01  -2.71080670E+00
  2.94921539E+00  1.46299442E-01  3.82490976E-01  3.08347989E-04
  2.94921786E+00  1.48447141E-01  -3.68764235E-01  -1.11624728E-01
  2.94921997E+00  1.46077401E-01  -3.35033013E-01  1.83930100E-01
  2.95071059E+00  2.06300950E-01  4.15002224E-01  1.84591722E-01
  2.95071238E+00  1.87442150E-01  -2.38818637E-01  3.61120214E-01
  2.95071347E+00  1.94174497E-01  4.40037785E-01  -2.32646725E-02
  2.97470332E+00  8.30087418E+00  7.71258773E-01  2.77597444E+00
  2.97470486E+00  8.30243539E+00  -2.24250138E+00  -1.80931560E+00
  2.97584623E+00  6.92649794E+00  1.31372552E+00  -2.28048749E+00
  2.97585525E+00  7.17240942E+00  1.48248627E+00  -2.23039097E+00
  2.97727814E+00  5.94185812E+00  4.47019133E-02  2.43718277E+00
  2.97727969E+00  6.16857507E+00  1.10609624E+00  -2.22376397E+00
  2.97989169E+00  5.49073636E+00  2.01120068E+00  -1.20241764E+00
  2.97989638E+00  5.44185422E+00  2.11603736E+00  9.81957280E-01
  2.98144306E+00  3.51492070E-01  5.12131964E-01  -2.98685322E-01
  2.98144619E+00  3.58755322E-01  5.28572407E-01  2.81720665E-01
  2.98416298E+00  4.30128779E-01  -5.07078042E-01  -4.15933454E-01
  2.98416427E+00  4.30694849E-01  1.82188457E-01  -6.30477767E-01
  2.98720980E+00  5.34857527E-01  3.46888557E-01  6.43836824E-01
  2.98722257E+00  4.16858964E-01  -1.16527040E-01  6.35043631E-01
  2.98722456E+00  4.09750846E-01  5.09728464E-01  3.87205035E-01
  2.99491233E+00  2.63785461E+00  1.13090365E+00  1.16572361E+00
  2.99491651E+00  2.64200076E+00  -3.16956769E-01  -1.59422055E+00
  2.99491906E+00  2.64408041E+00  1.49928951E+00  -6.29453232E-01
  2.99492111E+00  2.64940656E+00  1.46791706E+00  7.03296561E-01
  3.20254167E+00  1.11551236E-01  3.33990638E-01  1.22037525E-03
  3.20254432E+00  1.34187037E-01  -5.67198005E-02  3.61897639E-01
  3.20611188E+00  1.76777518E+00  8.94936424E-01  9.83292415E-01
  3.20750951E+00  1.68309527E+01  3.82378279E+00  1.48648507E+00
  3.20868994E+00  2.18129736E-01  4.35943905E-01  1.67578781E-01
  3.20908963E+00  8.09361921E-01  8.34949889E-01  -3.34993440E-01
  3.21032755E+00  2.66880129E-01  -5.11962968E-01  6.90944861E-02
  3.21062313E+00  1.02718670E+01  -3.16157176E+00  5.25671973E-01
  3.21119447E+00  2.51016570E+01  -4.45227675E+00  -2.29758325E+00
  3.22994929E+00  7.06920260E+00  -2.53749348E+00  -7.93932877E-01
  3.23058189E+00  2.87467706E-01  3.23262563E-01  -4.27748783E-01
  3.23270592E+00  1.62429432E+00  -6.14525108E-01  -1.11653626E+00
  3.23392685E+00  1.36831520E+00  4.85000960E-01  -1.06446666E+00
