# neig  =       200
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -3.75370009E+35  3.41511599E-01  3.13885620E-01  4.92937538E-01
  -3.27743186E+35  2.43215736E-02  -1.45023766E-01  -5.73557398E-02
  -2.75428270E+35  4.56334938E-01  6.10263315E-01  -2.89678485E-01
  -2.10970480E+35  3.51684239E-01  -9.62341994E-02  -5.85169392E-01
  -2.03555584E+35  2.49592792E-01  4.85991765E-01  -1.15779086E-01
  -1.52039384E+35  8.57568870E-02  -9.91539355E-02  2.75545612E-01
  -1.18093818E+35  3.41035815E-01  4.75927438E-01  -3.38421170E-01
  -1.02045788E+35  5.78065647E-01  6.91643288E-02  7.57153843E-01
  -8.94388974E+34  6.64210489E-01  7.73946782E-01  2.55375933E-01
  -6.84471747E+34  5.57448130E-01  7.12795746E-01  2.22194407E-01
  -5.98235764E+34  4.49993166E+00  1.22538986E+00  1.73157482E+00
  -4.49921588E+34  3.78799248E-01  5.62053348E-01  -2.50789317E-01
  -3.05842412E+34  3.22889102E+00  -1.21322700E+00  -1.32550792E+00
  -1.69035906E+34  1.15785244E+00  -3.29776537E-01  1.02425577E+00
  -1.50883406E+34  1.09570001E+00  3.11147938E-01  -9.99443331E-01
  -1.41331021E+34  2.17990798E-01  4.44876766E-01  -1.41687900E-01
  -9.87110853E+33  1.27107416E+00  5.81733929E-01  -9.65743130E-01
  -4.40382594E+33  2.23900253E-01  -2.57829703E-01  -3.96767057E-01
  -3.10075177E+33  7.59436766E-01  8.38165897E-01  2.38568009E-01
  -2.31063596E+33  1.79040595E-01  1.11820926E-01  -4.08089053E-01
  -1.28351714E+33  4.77112487E-01  -2.17966321E-01  6.55441203E-01
  -9.79047043E+32  1.09866843E+00  3.80219692E-02  1.04748402E+00
  -7.41847584E+32  1.35227787E+00  -1.16155865E+00  5.53116534E-02
  -4.92110198E+32  5.51729179E-01  -7.41604472E-01  4.18567278E-02
  -3.48809992E+32  2.23193851E+00  -9.73564811E-01  -1.13318580E+00
  -1.56527911E+32  1.61293661E-01  3.28653966E-01  2.30825111E-01
  -1.51040650E+32  7.78338371E-01  -8.49522792E-01  2.38011336E-01
  -9.95842274E+31  6.64671420E-02  -3.64854601E-02  -2.55217463E-01
  -7.29380425E+31  3.13443486E-02  2.84969300E-02  1.74734867E-01
  -7.25301007E+31  2.25498805E-01  1.35195097E-01  -4.55215433E-01
  -6.12072790E+31  1.64784097E-02  1.52541749E-03  -1.28359194E-01
  -4.48585857E+31  8.37835611E-01  -7.06661097E-01  5.81778055E-01
  -4.39826550E+31  2.25102828E-01  -4.32568863E-01  1.94902558E-01
  -4.12764983E+31  2.62675832E-01  -2.56235198E-02  5.11878176E-01
  -3.31790416E+31  2.44897121E-02  6.28057044E-03  1.56365810E-01
  -3.28113603E+31  6.17257895E-02  1.45318094E-01  -2.01515362E-01
  -2.91718429E+31  4.06605225E-02  1.94179668E-01  5.43578790E-02
  -2.54888100E+31  2.76509778E-01  4.36092005E-01  -2.93825699E-01
  -2.20680957E+31  3.63180664E-01  -4.21449505E-01  -4.30767894E-01
  -2.11023963E+31  1.01589284E-01  -2.84638683E-01  -1.43422817E-01
  -1.95170240E+31  2.54447297E-01  4.98693861E-01  -7.58401646E-02
  -1.76152962E+31  4.03126218E-01  5.72212098E-01  -2.75135481E-01
  -1.57084614E+31  3.25333865E-01  -1.69431507E-01  -5.44634583E-01
  -1.51388393E+31  6.59772181E-01  2.99273617E-02  -8.11712100E-01
  -1.45458526E+31  1.40739580E-01  3.34538512E-01  1.69775039E-01
  -1.37481067E+31  6.62217750E-01  4.84178718E-01  6.54055593E-01
  -1.21661509E+31  6.85911098E-01  6.74475453E-01  -4.80618311E-01
  -1.09898437E+31  6.91531215E-01  7.04329913E-01  -4.42097940E-01
  -1.04423915E+31  1.11785709E+00  -5.02875205E-02  1.05609102E+00
  -1.01338810E+31  3.21417593E-01  3.42208548E-01  4.52007635E-01
  -9.63811281E+30  7.03293690E-03  1.37761584E-02  -8.27233604E-02
  -9.48171036E+30  5.57928476E-01  -7.45423622E-01  4.76665464E-02
  -9.33884349E+30  1.58663243E-02  9.77432949E-02  -7.94516998E-02
  -8.48043195E+30  4.62920291E-01  -6.77169493E-01  -6.60436872E-02
  -7.83449554E+30  1.35186681E+00  1.02821664E-01  -1.15814270E+00
  -7.58338415E+30  6.04976193E-01  7.49310499E-01  -2.08590434E-01
  -7.00360626E+30  1.08944684E-01  3.30067692E-01  -5.03998988E-05
  -6.60050082E+30  3.85340669E-01  -2.85925284E-01  5.50987660E-01
  -6.49907124E+30  1.97584144E-01  3.75794061E-01  -2.37408862E-01
  -6.03823019E+30  1.01507659E+00  -8.81454952E-01  4.87969016E-01
  -5.71801441E+30  7.90309843E-01  -4.34789660E-01  7.75414595E-01
  -5.69987756E+30  7.95022068E-02  -5.43464742E-02  -2.76674299E-01
  -5.41182309E+30  1.31254248E-01  3.48062256E-01  -1.00533150E-01
  -5.23225086E+30  6.70231571E-02  -1.41888885E-01  2.16542609E-01
  -4.99909368E+30  4.16960556E-01  -2.45240054E-01  5.97342341E-01
  -4.61533857E+30  1.70066342E-02  -1.25709712E-01  3.46944174E-02
  -4.43592162E+30  6.70151149E-01  -4.07923934E-01  7.09752924E-01
  -4.15869485E+30  3.37074153E-01  5.03578050E-02  -5.78392812E-01
  -4.09167317E+30  4.55001532E-01  6.31620115E-01  2.36764785E-01
  -3.68621173E+30  7.16796589E-01  -2.49163408E-01  8.09144107E-01
  -3.67445518E+30  1.27045674E+00  -2.83834496E-02  -1.12678796E+00
  -3.64756010E+30  1.88911643E+00  7.45690433E-01  1.15458313E+00
  -3.55793502E+30  1.00571483E+00  -9.49644327E-01  -3.22320470E-01
  -3.43718356E+30  5.27905650E-01  -5.71130839E-01  -4.49127171E-01
  -3.31346760E+30  7.76956023E-02  2.77748865E-01  -2.34770197E-02
  -3.21632980E+30  7.32113626E-01  -8.18035212E-01  -2.50862549E-01
  -3.03685989E+30  3.70425818E-01  -5.79217389E-01  -1.86903810E-01
  -3.02557463E+30  1.34480503E+00  1.71474811E-01  1.14690951E+00
  -2.84893599E+30  7.08128340E-01  -2.78855505E-01  7.93957144E-01
  -2.71079734E+30  6.13396099E-01  -5.77792507E-01  5.28726695E-01
  -2.55640630E+30  2.99562266E-01  -5.95500287E-02  5.44073580E-01
  -2.51546044E+30  1.70917553E-01  2.36579594E-01  -3.39039302E-01
  -2.44191368E+30  7.28395885E-02  1.62001652E-01  2.15858873E-01
  -2.40204206E+30  1.34741379E-01  -2.06854704E-01  -3.03236724E-01
  -2.35823723E+30  3.91790041E-01  -1.16813716E-01  6.14934628E-01
  -2.34134772E+30  9.51104875E-02  2.60108487E-01  -1.65692675E-01
  -2.32437213E+30  2.21637095E-01  7.13916895E-02  -4.65338932E-01
  -2.17126323E+30  3.21302376E-01  4.26906832E-02  5.65225514E-01
  -1.99816311E+30  4.28253789E+00  1.00856565E+00  -1.80702330E+00
  -1.86465272E+30  1.45702494E+00  1.15352445E+00  -3.55536618E-01
  -1.84154365E+30  1.39201657E-01  1.18158943E-01  3.53892811E-01
  -1.83709580E+30  1.52010038E+00  -8.91300454E-01  8.51870810E-01
  -1.70238413E+30  1.01335146E+00  6.54742822E-01  -7.64632789E-01
  -1.69531002E+30  1.18085735E-01  5.11413170E-02  -3.39809212E-01
  -1.68512399E+30  9.98268434E-02  1.55014613E-01  2.75313119E-01
  -1.58985133E+30  3.73859596E-01  2.61669256E-01  5.52619938E-01
  -1.57569514E+30  5.76279293E-02  3.55213555E-02  2.37415591E-01
  -1.56329907E+30  6.91442055E-01  7.65208323E-01  3.25420155E-01
  -1.53844070E+30  8.44167302E-01  9.18465364E-01  -2.42626599E-02
  -1.52131292E+30  8.10185760E-01  8.91285796E-01  1.25679716E-01
  -1.48742176E+30  1.26531430E+00  2.94722332E-01  1.08556577E+00
  -1.32542474E+30  1.37770807E+00  -1.01935250E+00  -5.81917987E-01
  -1.23440920E+30  1.75728107E+00  -8.39327217E-01  1.02606574E+00
  -1.21287952E+30  9.95778328E-01  6.71400683E-02  -9.95625702E-01
  -1.20779442E+30  1.51847529E+00  -1.22682938E+00  1.15606982E-01
  -1.15327058E+30  1.67453642E+00  -1.12414361E+00  6.40966117E-01
  -1.14937815E+30  1.36944544E+00  1.64283747E-01  1.15864416E+00
  -1.11640902E+30  2.58908401E-01  -7.09714609E-04  -5.08829930E-01
  -1.09559944E+30  2.23462422E-01  -2.72206739E-01  3.86478865E-01
  -1.06093558E+30  1.71065098E-02  -6.10528362E-02  -1.15667891E-01
  -1.04993168E+30  1.45445431E+00  8.57680946E-01  8.47842974E-01
  -1.04849488E+30  1.91786734E-01  4.37750471E-01  1.26988030E-02
  -1.00835824E+30  3.06007474E-01  2.99179581E-01  4.65294586E-01
  -1.00575826E+30  8.25667193E-01  7.75031453E-01  -4.74334733E-01
  -9.96435675E+29  5.62535976E-01  -1.59350843E-01  -7.32900597E-01
  -9.25783251E+29  2.94943777E-01  3.89102220E-01  -3.78871006E-01
  -9.22249571E+29  2.31202037E-01  -3.36772834E-01  3.43199789E-01
  -8.63414339E+29  4.92225660E-01  4.68210330E-01  5.22498562E-01
  -8.29237384E+29  5.04474179E-01  -1.26905164E-01  6.98834214E-01
  -8.03973566E+29  2.20567697E+00  9.93066933E-01  1.10430749E+00
  -7.81142723E+29  1.09444135E+00  -1.00143255E+00  3.02612284E-01
  -7.32968563E+29  1.44345583E+00  7.45343058E-01  9.42294833E-01
  -7.30858187E+29  2.04278381E+00  -1.29473776E+00  -6.05341186E-01
  -7.01972469E+29  1.79399759E+00  -1.23605692E+00  5.15907834E-01
  -6.85806344E+29  8.17345919E-01  -9.04069903E-01  1.87878635E-03
  -6.72049921E+29  3.87145011E-02  -3.11047748E-02  -1.94285857E-01
  -6.67813898E+29  1.54973732E-02  -8.28955778E-02  9.28746272E-02
  -6.63447554E+29  1.94286730E+00  1.45133756E-02  1.39379219E+00
  -6.62616792E+29  6.39591642E-01  -7.60226497E-01  -2.48288775E-01
  -6.54017937E+29  1.12728717E+00  5.04292356E-01  9.34332054E-01
  -6.53522022E+29  6.88670468E-02  -1.34396582E-01  2.25398770E-01
  -6.24791057E+29  1.71964970E+00  -1.03802115E+00  -8.01349980E-01
  -6.21994026E+29  5.59854235E-01  2.88235140E-02  7.47678701E-01
  -6.19020714E+29  1.05732233E+00  -6.36220432E-01  8.07803126E-01
  -6.14251871E+29  1.12526647E+00  -9.64239422E-01  4.42163778E-01
  -6.00620403E+29  9.67755239E-03  9.82917461E-02  -4.03547305E-03
  -5.97452040E+29  9.23878225E-01  -9.61146946E-01  -8.64711938E-03
  -5.80838753E+29  1.64256515E+00  1.10952665E+00  -6.41494949E-01
  -5.60179844E+29  1.71149909E+00  1.15666682E+00  6.11245411E-01
  -5.55887855E+29  8.61677184E-01  -7.99466736E-01  -4.71730985E-01
  -5.16607107E+29  1.84629683E+00  -1.59588003E-01  1.34938078E+00
  -5.15979043E+29  2.13827654E+00  2.32632955E-01  1.44366147E+00
  -5.02599030E+29  6.52618261E-01  -7.53932802E-01  -2.90178551E-01
  -4.91808504E+29  1.39494788E+00  -2.04809815E-01  -1.16318564E+00
  -4.77499238E+29  4.98789907E-01  6.97013839E-01  -1.13849090E-01
  -4.60824603E+29  3.07762898E+00  -6.12220618E-01  -1.64402400E+00
  -4.55190955E+29  1.82410316E-01  2.20347601E-01  -3.65865072E-01
  -4.49019771E+29  6.36515069E+00  2.50522079E+00  2.98361312E-01
  -4.40603787E+29  5.79827629E+00  1.54612554E+00  -1.84601520E+00
  -4.39539782E+29  2.05624261E+00  6.58503152E-01  -1.27381953E+00
  -4.26737161E+29  6.87827931E-01  -7.10234533E-01  -4.28246236E-01
  -4.14141138E+29  2.45846994E+00  -5.49909501E-01  -1.46835605E+00
  -4.07317551E+29  1.58294639E+00  -4.80207851E-01  1.16290447E+00
  -4.02750882E+29  3.76515104E+00  3.67506608E-01  1.90527949E+00
  -4.01285237E+29  1.74323521E-02  -8.75986985E-02  -9.87867408E-02
  -3.92322472E+29  1.41472066E-01  3.74992576E-01  2.91998897E-02
  -3.89205909E+29  5.01150687E-01  -5.70304708E-01  -4.19408187E-01
  -3.84196965E+29  1.93280956E+00  1.32227738E+00  -4.29409015E-01
  -3.71457781E+29  1.14120441E-01  -3.36041789E-01  -3.45883944E-02
  -3.68502645E+29  1.84263192E+00  6.87727887E-01  -1.17032571E+00
  -3.66323459E+29  3.68235794E-01  -2.40441032E-01  -5.57156983E-01
  -3.49501392E+29  1.33370799E+00  7.04100753E-01  9.15396155E-01
  -3.45950598E+29  1.81451832E-01  -2.10875282E-01  -3.70112750E-01
