# neig  =       200
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  3.20151972E+00  7.60456907E+00  -1.62022940E+00  -2.23146270E+00
  3.20173393E+00  2.26975027E+00  8.60756720E-01  1.23646599E+00
  3.20217012E+00  1.94108031E+00  9.97247373E-01  -9.72922395E-01
  3.20325509E+00  8.45581552E+00  -2.46447352E+00  1.54343312E+00
  3.20376450E+00  2.91784150E+01  -6.42569888E-01  5.36334960E+00
  3.20437283E+00  4.79947682E+00  -1.14896648E+00  1.86530235E+00
  3.21756950E+00  1.51981869E+00  8.58968826E-01  -8.84302690E-01
  3.21804429E+00  1.61823488E+01  -1.75101236E+00  -3.62164390E+00
  3.21898445E+00  2.19141222E-01  -3.03366708E-01  3.56524701E-01
  3.22091408E+00  4.15291789E-01  4.51232329E-01  -4.60088224E-01
  3.27026832E+00  7.10503425E-01  -1.72665576E-01  -8.25039408E-01
  3.27065811E+00  4.99248245E+00  -7.63089920E-02  2.23308293E+00
  3.27150452E+00  1.03616657E+01  -2.85707852E+00  -1.48282435E+00
  3.27248807E+00  1.18320103E+01  6.29015068E-01  -3.38176733E+00
  3.27295232E+00  2.47562195E+00  1.30523418E+00  -8.78627153E-01
  3.27370974E+00  5.64270661E-02  2.25284923E-01  7.53244290E-02
  3.27419273E+00  1.66629064E-01  1.61945067E-01  -3.74703695E-01
  3.27472239E+00  4.41371032E+00  1.35553728E+00  1.60506355E+00
  3.29316487E+00  4.56379496E-01  9.88200923E-02  -6.68291916E-01
  3.29499984E+00  1.20461624E+00  -4.45339001E-01  -1.00313978E+00
  3.29513012E+00  2.00252818E+00  -8.47484081E-01  1.13326913E+00
  3.29622763E+00  5.45302435E+00  1.16646443E+00  -2.02296443E+00
  3.31844531E+00  3.47428166E+00  -1.54982993E-01  -1.85748807E+00
  3.31865959E+00  5.19506443E+00  -1.89602153E-01  2.27136863E+00
  3.31892977E+00  1.23492930E+01  -1.91207158E+00  -2.94843606E+00
  3.31910859E+00  2.30499552E+00  1.09785167E+00  -1.04867404E+00
  3.32049876E+00  5.52599488E-01  -5.81687049E-01  4.62860307E-01
  3.32087781E+00  1.93962581E-01  3.34730305E-01  -2.86213563E-01
  3.32099139E+00  2.02178820E+00  -1.29615317E+00  5.84615409E-01
  3.32136885E+00  1.72567366E+01  -4.04384072E+00  9.50835880E-01
  3.37025829E+00  3.46333422E-01  2.43488078E-02  -5.87997072E-01
  3.37036496E+00  1.09789050E+00  4.68718173E-01  -9.37119935E-01
  3.37114902E+00  4.41422412E+00  -1.50631557E+00  -1.46466294E+00
  3.37126769E+00  1.44127513E+01  -9.66951334E-01  -3.67120640E+00
  3.37198826E+00  2.52135016E-01  -1.66699537E-01  -4.73652066E-01
  3.37206574E+00  2.09608902E+01  -8.18576350E-01  -4.50453360E+00
  3.37252302E+00  2.94798792E+00  -1.71632367E+00  -4.71271373E-02
  3.37346934E+00  3.12030388E+00  -4.42797621E-02  -1.76588312E+00
  3.39021292E+00  8.08558327E-01  8.61119768E-01  2.58903597E-01
  3.39153720E+00  2.82382905E+00  -1.48507596E+00  -7.86370420E-01
  3.39204741E+00  2.97882186E+00  1.69680721E+00  -3.15701030E-01
  3.39232336E+00  2.21568101E-01  1.67052260E-01  -4.40070044E-01
  3.39403473E+00  2.53942860E+01  -3.91743070E+00  3.16986162E+00
  3.39404897E+00  1.26768305E+01  3.49662070E+00  6.71173696E-01
  3.39437932E+00  1.32401900E-01  3.52683019E-01  -8.95353997E-02
  3.39606651E+00  2.11319504E-01  5.31664090E-02  4.56610159E-01
  3.39641868E+00  5.50982815E-02  -2.18277400E-01  8.63322557E-02
  3.39762250E+00  1.60502767E+01  -1.46327794E+00  -3.72948983E+00
  3.39779613E+00  1.44286285E-01  3.62055747E-01  1.14899613E-01
  3.39810550E+00  4.83005471E-02  1.02709673E-01  -1.94296861E-01
  3.41715448E+00  1.10106531E+00  -2.77317753E-01  -1.01200799E+00
  3.41720062E+00  1.21934250E-02  6.62658654E-02  8.83304028E-02
  3.41747233E+00  9.16415439E-02  1.86916447E-01  -2.38125568E-01
  3.41753893E+00  5.58732171E-02  -1.51236389E-01  1.81661145E-01
  3.41778077E+00  5.55644092E-03  -8.15701723E-04  7.45370750E-02
  3.41832116E+00  1.87770266E+00  -1.09039006E+00  -8.29910946E-01
  3.41857076E+00  2.71543284E+00  -1.51018699E+00  -6.59369456E-01
  3.41860336E+00  2.25048051E+00  1.37628590E+00  -5.96923474E-01
  3.41871216E+00  4.83938969E+01  1.62953106E+00  6.76302635E+00
  3.41913075E+00  6.47314188E-01  -2.90200882E-01  7.50398319E-01
  3.41963064E+00  2.18996774E-01  4.50413556E-01  -1.26981898E-01
  3.41969149E+00  1.72087865E-01  -2.73931923E-01  3.11527152E-01
  3.42058310E+00  1.41614152E-01  3.51596332E-01  1.34142354E-01
  3.42078373E+00  7.24219181E-01  -6.61876865E-01  -5.34918869E-01
  3.42087887E+00  2.85704710E+00  -1.62950730E+00  -4.49169312E-01
  3.42113333E+00  1.52293222E+01  -1.77895202E+00  3.47342077E+00
  3.42145832E+00  8.63011629E-02  5.32970895E-02  2.88895454E-01
  3.42205727E+00  2.19206248E-01  -1.87344518E-01  -4.29078407E-01
  3.42252117E+00  4.61184413E-01  -5.11674988E-01  4.46512171E-01
  3.42276525E+00  4.18282556E+00  1.33115983E+00  1.55268769E+00
  3.42379420E+00  5.32120745E-01  7.08875929E-02  -7.26013563E-01
  3.42387256E+00  1.60065339E+00  -9.30652929E-01  8.57052225E-01
  3.42411836E+00  8.51177729E+00  2.45655640E+00  -1.57388308E+00
  3.42478566E+00  4.13412416E-02  -1.70038313E-02  -2.02613206E-01
  3.42523804E+00  5.38502111E-01  -5.04960510E-01  -5.32463139E-01
  3.42672929E+00  1.46573096E+01  1.35383649E+00  -3.58112222E+00
  3.42703642E+00  2.73318582E-02  -1.83885708E-02  1.64297653E-01
  3.42745414E+00  7.23180800E-02  -1.21901051E-02  2.68643781E-01
  3.43780092E+00  7.04366331E-01  7.62499472E-01  -3.50657792E-01
  3.43855929E+00  2.68885721E-01  5.04144138E-01  1.21344179E-01
  3.43957037E+00  8.40597001E-02  -2.89901463E-01  -4.10389670E-03
  3.44058703E+00  4.17456875E+00  1.26995408E+00  -1.60055784E+00
  3.44559420E+00  1.10791358E+00  -1.02485178E+00  2.39984169E-01
  3.44579340E+00  1.23052582E-01  -3.21314853E-01  1.40745682E-01
  3.44636336E+00  2.21466306E-02  8.99936692E-02  1.18523289E-01
  3.44660185E+00  3.49253908E+00  -1.60789253E+00  -9.52481340E-01
  3.44746879E+00  1.34180463E-02  -8.16720465E-02  -8.21445258E-02
  3.44792095E+00  6.63650102E-01  1.10004399E-02  -8.14572951E-01
  3.44815072E+00  1.18558009E-02  6.80394213E-02  -8.50084584E-02
  3.44863383E+00  1.21743832E+00  -1.09893593E+00  -9.88844828E-02
  3.44875915E+00  7.54032096E-01  2.52982951E-01  -8.30681481E-01
  3.44952436E+00  3.74163639E+00  -1.93016731E+00  1.26848579E-01
  3.45016506E+00  6.04304505E-03  2.45742874E-02  -7.37505895E-02
  3.45038121E+00  1.44953038E-02  4.69498721E-02  1.10864843E-01
  3.45082440E+00  1.17116042E+00  -7.34297524E-01  -7.94963877E-01
  3.45120654E+00  9.99830766E-01  -9.64808783E-01  2.62630499E-01
  3.45151176E+00  3.70128803E+00  -1.60752355E+00  -1.05695603E+00
  3.45176470E+00  1.67712368E-01  -9.01461998E-02  -3.99482204E-01
  3.45234974E+00  1.77395963E+01  3.86591513E+00  -1.67161494E+00
  3.45258968E+00  5.53120436E+00  1.05466545E+00  2.10211445E+00
  3.45333431E+00  1.35983243E+01  2.98421250E+00  2.16628716E+00
  3.45368752E+00  1.54041245E+00  9.61588537E-01  -7.84703724E-01
  3.45479590E+00  1.36203320E-01  -3.66752887E-01  -4.11781429E-02
  3.45577366E+00  2.75165335E+00  -3.49083616E-02  1.65844347E+00
  3.45617149E+00  1.97009562E+00  9.54033078E-01  -1.02952246E+00
  3.45636994E+00  9.10714190E-01  -9.43827538E-01  -1.41080715E-01
  3.45678309E+00  3.55664641E+00  7.04668678E-01  -1.74931085E+00
  3.45697036E+00  9.48073912E+00  2.89940531E+00  1.03643041E+00
  3.45726288E+00  1.75633158E+01  -3.01322663E+00  -2.91269310E+00
  3.45793393E+00  1.13329926E+01  3.21211130E+00  -1.00763763E+00
  3.45869832E+00  1.65548283E+00  6.19688094E-01  -1.12759456E+00
  3.45925777E+00  7.11926100E-01  -5.65012133E-01  -6.26647740E-01
  3.45940676E+00  1.24750933E+00  -6.91920328E-02  1.11477432E+00
  3.46025067E+00  2.17143050E+00  3.62424493E-01  -1.42831334E+00
  3.46136757E+00  4.41360780E+00  -2.04225160E+00  4.92763825E-01
  3.46168883E+00  1.44114283E+01  -2.58129615E+00  2.78358375E+00
  3.46221023E+00  8.11532857E-01  -6.94434610E-01  -5.73840944E-01
  3.46232992E+00  2.33686321E+00  -1.34382462E+00  7.28696502E-01
  3.46265333E+00  1.18513952E-01  2.65845469E-01  2.18723888E-01
  3.46314761E+00  5.56127283E+00  1.70764805E+00  -1.62641045E+00
  3.46388021E+00  2.66806331E+00  9.06746299E-01  -1.35862963E+00
  3.46422007E+00  3.08372413E+00  1.44363398E+00  9.99822518E-01
  3.46456212E+00  1.00721457E+01  -7.55109201E-01  -3.08252425E+00
  3.46524077E+00  1.20346995E+00  -4.45988241E-01  1.00227962E+00
  3.46583499E+00  2.50944787E+00  -4.73170784E-02  -1.58341686E+00
  3.46642645E+00  1.81159821E-01  -2.03270097E-01  3.73953324E-01
  3.46709592E+00  4.93318092E+00  2.21467613E+00  1.68494994E-01
  3.46804822E+00  2.95226094E+01  -5.42615618E+00  -2.81848458E-01
  3.46855551E+00  7.32762120E+00  2.68180557E+00  -3.68157714E-01
  3.46890149E+00  1.68427465E+01  3.04766036E+00  2.74854739E+00
  3.46930788E+00  5.75946999E+00  -2.12573117E-01  -2.39045658E+00
  3.46998262E+00  2.70860922E+01  4.91888481E+00  -1.70019540E+00
  3.47028380E+00  3.75870690E+00  -1.57416814E+00  1.13168086E+00
  3.47136661E+00  1.63642698E+01  -1.24136921E+00  -3.85010030E+00
  3.47178328E+00  7.13403367E+01  -5.10668893E+00  -6.72770874E+00
  3.47198248E+00  8.08868476E+00  2.83587018E+00  2.15696805E-01
  3.47260183E+00  1.98206188E+00  -1.31677949E+00  -4.98150243E-01
  3.47281040E+00  3.33697672E+00  -1.62763703E+00  -8.29321660E-01
  3.47584458E+00  1.67647936E+00  -2.10337293E-01  1.27759054E+00
  3.47614335E+00  1.96434702E+00  1.09088700E+00  -8.79950320E-01
  3.47741741E+00  1.36294624E+00  -7.44818537E-01  -8.98994762E-01
  3.47799925E+00  3.31971787E+01  3.09206600E+00  4.86171848E+00
  3.90781164E+00  4.91326740E-01  3.94845752E-01  5.79157640E-01
  3.90787729E+00  1.94878132E+00  -5.71805283E-01  1.27350699E+00
  3.90807113E+00  7.96783646E-01  -2.19066754E-01  8.65328495E-01
  3.90841261E+00  2.76478720E-02  9.58468030E-02  -1.35872228E-01
  3.90860988E+00  6.04636162E-02  -8.12217371E-03  -2.45759326E-01
  3.90881475E+00  1.30096497E-01  1.98136871E-01  -3.01393891E-01
  3.90957522E+00  1.77262925E-01  2.12970755E-01  3.63189182E-01
  3.90963028E+00  8.65547868E-01  8.36246552E-01  4.07724874E-01
  3.90968958E+00  2.34493821E+00  1.50404932E+00  2.87704429E-01
  3.91007335E+00  4.19799575E-01  -6.04582026E-01  -2.32981005E-01
  3.91019037E+00  6.06869002E-01  -9.94504885E-02  -7.72643904E-01
  3.91044061E+00  4.80055103E+00  7.73205884E-01  2.05004968E+00
  3.91088473E+00  2.55422260E-01  3.03434058E-02  5.04481455E-01
  3.91106503E+00  3.68640530E-01  3.14055898E-01  5.19624310E-01
  3.91146371E+00  4.10166937E+00  6.24167390E-01  1.92667705E+00
  3.91242228E+00  6.32045683E+00  1.13578324E+00  -2.24286720E+00
  3.91284891E+00  1.17952758E+01  -1.99256736E+00  -2.79731142E+00
  3.91308590E+00  1.44348584E+00  -3.53037585E-01  1.14841208E+00
  3.91368821E+00  3.02605899E+00  1.54348103E+00  -8.02324943E-01
  3.91412341E+00  2.01938577E+00  -1.41874583E+00  8.09076108E-02
