# neig  =        20
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94107104E+00  2.13802927E+00  -1.46216005E+00  1.08286507E-02
  2.94135776E+00  6.94221036E+00  2.39516168E+00  -1.09791206E+00
  2.94155589E+00  3.31153308E+01  -5.33899780E+00  2.14719197E+00
  2.94361208E+00  1.92987828E+01  3.23553198E+00  -2.97155105E+00
  2.94386299E+00  8.72331714E+00  -2.85979093E+00  -7.38182215E-01
  2.94425575E+00  7.89122137E+00  -9.05138193E-01  -2.65931311E+00
  2.94921862E+00  1.11396861E+00  -6.65016865E-01  8.19585978E-01
  2.95071238E+00  5.50994525E+01  -7.40850003E+00  4.62146894E-01
  2.97470393E+00  2.25524513E+01  4.31283483E+00  -1.98794040E+00
  2.97585499E+00  1.95745347E+00  7.23346789E-01  -1.19759045E+00
  2.97727951E+00  4.30060668E+01  6.47752311E+00  1.02360201E+00
  2.97989509E+00  1.72975265E+01  -4.08326116E+00  -7.90256119E-01
  2.98144519E+00  4.41990324E-01  -2.71098091E-02  6.64270564E-01
  2.98416297E+00  4.81916044E+00  -1.57216778E+00  -1.53213867E+00
  2.98722311E+00  1.63541384E+00  -1.16008624E+00  5.38157751E-01
  2.99491635E+00  6.85972849E+00  -1.00758994E+00  2.41753821E+00
  3.20254141E+00  1.36965374E+01  -2.94926855E+00  2.23569954E+00
  3.20611695E+00  1.49626829E+01  -3.58763352E+00  1.44622565E+00
  3.20752377E+00  4.78747500E+00  -1.93867544E+00  -1.01440255E+00
  3.20907926E+00  6.95901650E+00  1.41973022E+00  -2.22337190E+00
