# neig  =        20
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94107104E+00  6.45371315E+00  -2.45582906E+00  -6.50089820E-01
  2.94135776E+00  5.49164212E+00  1.97704685E+00  -1.25814462E+00
  2.94155589E+00  5.28397692E+01  4.31959552E+00  -5.84644027E+00
  2.94361208E+00  3.03252946E+00  1.64345800E+00  -5.75825721E-01
  2.94386299E+00  1.93654426E+01  4.20551132E+00  1.29580752E+00
  2.94425575E+00  7.47468852E+00  -2.42248105E+00  -1.26738869E+00
  2.94921862E+00  1.39935137E+01  2.43020799E+00  -2.84387109E+00
  2.95071238E+00  2.11294755E+01  -3.05755005E+00  3.43232621E+00
  2.97470393E+00  1.80812481E+01  7.81861754E-01  4.17970576E+00
  2.97585499E+00  4.66950889E+00  1.90308589E+00  -1.02360784E+00
  2.97727951E+00  1.56225237E+01  -3.08363631E+00  -2.47259192E+00
  2.97989509E+00  3.29928495E+01  -5.74241939E+00  1.32170336E-01
  2.98144519E+00  3.28956305E+00  -2.53179293E-01  1.79595749E+00
  2.98416297E+00  9.38735307E+00  -2.97355615E+00  -7.38455742E-01
  2.98722311E+00  4.79750748E-01  -3.04076891E-01  6.22324668E-01
  2.99491635E+00  1.96501382E+01  -4.26800934E+00  -1.19759529E+00
  3.20254141E+00  1.31407712E+00  3.23829034E-01  1.09964170E+00
  3.20611695E+00  1.46761215E+01  -4.22028875E-01  3.80762565E+00
  3.20752377E+00  6.60515520E+01  -6.87408440E+00  4.33572551E+00
  3.20907926E+00  5.65091310E+00  2.13294174E+00  -1.04951067E+00
