# neig  =       200
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -1.11254458E+48  3.07753241E-01  -4.45898226E-01  3.30042440E-01
  -7.75187806E+38  7.24553832E-01  -4.11570766E-02  8.50211695E-01
  -4.83676361E+38  6.44678786E-02  2.52921843E-01  -2.23253173E-02
  -1.89599284E+38  1.35042792E+00  7.38685430E-01  -8.97090719E-01
  -9.77775121E+37  5.80917907E-01  -7.59726525E-01  6.11024913E-02
  -4.60610758E+37  6.73867425E-01  -7.83524826E-01  -2.44859701E-01
  -2.77162826E+37  5.18393474E-01  3.18177118E-01  -6.45876765E-01
  -2.00801951E+37  1.63602962E-01  -3.21647104E-01  2.45247024E-01
  -1.24027627E+37  1.86788793E+00  1.20030559E+00  6.53570522E-01
  -1.00920965E+37  2.76398622E-01  -1.98152855E-01  -4.86964134E-01
  -9.35815687E+36  3.80666950E-01  4.49229924E-01  4.22917751E-01
  -6.85566069E+36  6.53274057E-01  8.07408111E-01  3.69621446E-02
  -6.24902927E+36  7.01208277E-01  -7.69022071E-01  3.31380946E-01
  -6.03096404E+36  2.04039739E-01  2.73161212E-01  -3.59753653E-01
  -5.33391527E+36  3.22034123E-01  4.82631999E-01  -2.98497029E-01
  -5.00821530E+36  1.25404085E-02  -5.03441500E-02  1.00029371E-01
  -4.73181387E+36  2.11596439E-02  -1.36229965E-01  -5.10003968E-02
  -4.36617654E+36  8.45042235E-01  -8.70505489E-01  -2.95402145E-01
  -4.01461906E+36  1.05976613E+00  8.78339368E-01  5.36922788E-01
  -3.49811874E+36  5.10390004E-02  3.78050579E-02  -2.22732526E-01
  -3.12426185E+36  4.50335557E-01  -6.39643468E-01  2.02957610E-01
  -2.98799853E+36  2.16983587E-01  2.19220554E-01  4.11006005E-01
  -2.72200135E+36  8.69369150E-03  1.36542242E-02  9.22347747E-02
  -2.66029938E+36  6.27393164E-02  1.85201762E-01  1.68640516E-01
  -2.41730331E+36  3.22875025E-01  2.55474520E-01  5.07550780E-01
  -2.20645344E+36  5.38470727E-03  -7.07722405E-02  -1.93906483E-02
  -2.06389217E+36  3.37267908E+00  5.88002172E-01  1.73980819E+00
  -1.91243965E+36  9.41718420E-02  -1.39020161E-01  2.73578575E-01
  -1.81156481E+36  1.53944132E+00  -1.21684861E+00  2.42323727E-01
  -1.43680753E+36  1.56818991E+00  1.18040791E+00  -4.18123279E-01
  -1.12617165E+36  7.47139749E-01  8.40894149E-01  -2.00091928E-01
  -8.77186253E+35  2.49800560E+00  -1.17663735E+00  -1.05523938E+00
  -8.13598059E+35  7.67159098E-01  -5.69979074E-01  6.65043572E-01
  -7.83577979E+35  4.26044844E-01  -6.48234951E-01  7.63956302E-02
  -5.37890691E+35  1.17865064E-01  9.01231008E-02  -3.31274645E-01
  -4.51726577E+35  1.72628135E+00  -7.38216766E-01  1.08688424E+00
  -3.86664717E+35  1.96247997E-01  3.92846193E-01  -2.04743414E-01
  -3.75370009E+35  2.19826845E+00  1.48179110E+00  -5.06319274E-02
  -3.27743186E+35  6.23843436E-01  -3.79250330E-01  6.92829433E-01
  -2.75428270E+35  3.42763780E+00  2.39885514E-01  -1.83578123E+00
  -2.10970480E+35  2.13921639E-01  3.36483134E-01  3.17333798E-01
  -2.03555584E+35  1.32627621E+00  6.58432146E-01  -9.44850952E-01
  -1.52039384E+35  1.43347384E+00  -7.05377633E-01  -9.67427639E-01
  -1.18093818E+35  6.56912925E-01  -5.83157492E-01  5.62885658E-01
  -1.02045788E+35  1.03418439E-01  -2.07095790E-01  2.46027993E-01
  -8.94388974E+34  4.78237506E-02  1.44909682E-01  -1.63783194E-01
  -6.84471747E+34  2.80052811E-01  2.21733125E-01  4.80507266E-01
  -5.98235764E+34  1.35375154E+00  -1.14665984E+00  1.97288507E-01
  -4.49921588E+34  5.82735078E-01  -2.08657128E-01  -7.34300539E-01
  -3.05842412E+34  1.16979277E+00  -8.19713099E-01  7.05594222E-01
  -1.69035906E+34  1.93799245E-01  -1.52719871E-02  -4.39961375E-01
  -1.50883406E+34  2.87398196E+00  1.34306727E+00  1.03448165E+00
  -1.41331021E+34  3.00896620E-01  5.35442101E-01  -1.19156941E-01
  -9.87110853E+33  7.98142559E-02  -2.75523871E-01  -6.24568052E-02
  -4.40382594E+33  4.16796631E-01  5.42592435E-02  -6.43313738E-01
  -3.10075177E+33  2.56096104E-02  -1.53132795E-01  4.64753438E-02
  -2.31063596E+33  1.00186820E+00  3.70686843E-01  9.29763123E-01
  -1.28351714E+33  1.21763818E-01  3.38622033E-01  -8.42551880E-02
  -9.79047043E+32  2.28419585E-01  2.04563451E-01  4.31941407E-01
  -7.41847584E+32  5.62359499E-01  7.03482761E-01  2.59752776E-01
  -4.92110198E+32  2.53796727E-01  -2.95900759E-01  -4.07724746E-01
  -3.48809992E+32  2.61628586E-02  -1.59905542E-01  -2.43531541E-02
  -1.56527911E+32  7.68270315E-02  9.61762389E-02  2.59956078E-01
  -1.51040650E+32  2.79130059E-01  -2.64821471E-01  4.57164792E-01
  -9.95842274E+31  5.66817297E-01  -7.14528403E-01  -2.37205520E-01
  -7.29380425E+31  8.95704902E-03  3.05571140E-02  -8.95729413E-02
  -7.25301007E+31  5.85871045E-01  7.58362290E-01  1.03719243E-01
  -6.12072790E+31  5.87368840E-01  4.37792456E-01  -6.29052149E-01
  -4.48585857E+31  4.76152215E-02  1.10458204E-01  -1.88186627E-01
  -4.39826550E+31  1.20685919E-01  -2.95410384E-01  1.82807614E-01
  -4.12764983E+31  5.10397833E-01  -2.47960976E-01  6.70009841E-01
  -3.31790416E+31  7.37341898E-02  2.65398168E-01  -5.74282348E-02
  -3.28113603E+31  3.63241411E-01  -2.62574814E-01  -5.42490441E-01
  -2.91718429E+31  1.61524251E-01  2.15724062E-01  3.39097892E-01
  -2.54888100E+31  9.65640035E-02  3.09428376E-01  -2.86021661E-02
  -2.20680957E+31  1.71308498E+00  1.28970969E+00  2.23011003E-01
  -2.11023963E+31  5.55944078E-01  -7.22716537E-01  1.83370896E-01
  -1.95170240E+31  1.73966802E-01  -1.84972924E-01  3.73833946E-01
  -1.76152962E+31  5.47309980E-01  2.55123325E-01  -6.94422111E-01
  -1.57084614E+31  3.60781467E-01  -5.75568742E-01  1.71761725E-01
  -1.51388393E+31  5.52434471E+00  4.66687605E-01  2.30359445E+00
  -1.45458526E+31  3.82043713E-01  -4.92282727E-01  3.73766544E-01
  -1.37481067E+31  1.67229302E-02  4.01055619E-02  -1.22940938E-01
  -1.21661509E+31  4.07289757E-02  -8.65236529E-02  -1.82325624E-01
  -1.09898437E+31  1.03313400E-01  -3.11077950E-01  8.08944298E-02
  -1.04423915E+31  1.07291426E+00  3.62880022E-01  -9.70171300E-01
  -1.01338810E+31  1.83177121E-01  1.79118176E-01  -3.88707859E-01
  -9.63811281E+30  9.80038381E-01  7.28745132E-01  -6.70051426E-01
  -9.48171036E+30  2.61111446E-01  4.22348142E-01  2.87634304E-01
  -9.33884349E+30  9.65896982E-01  9.17576718E-01  3.52065260E-01
  -8.48043195E+30  1.56147914E+00  -4.39687798E-02  -1.24881780E+00
  -7.83449554E+30  2.40180298E-02  1.39774746E-01  -6.69406479E-02
  -7.58338415E+30  5.38490764E-02  -1.34526569E-01  -1.89081143E-01
  -7.00360626E+30  1.82547782E+00  7.25659829E-01  -1.13969103E+00
  -6.60050082E+30  6.36933910E-01  4.95133190E-01  -6.25920949E-01
  -6.49907124E+30  5.37528057E-01  -7.28974869E-01  7.82540527E-02
  -6.03823019E+30  9.44764160E-01  -4.59379081E-01  -8.56583341E-01
  -5.71801441E+30  2.48118598E-01  4.96945175E-01  3.41187778E-02
  -5.69987756E+30  6.00473801E-01  -1.47608894E-01  7.60713754E-01
  -5.41182309E+30  1.26004356E-02  8.07047314E-02  -7.80203944E-02
  -5.23225086E+30  1.75157683E-01  4.16617010E-01  -3.98490897E-02
  -4.99909368E+30  1.86176811E-01  -2.38460569E-01  -3.59601680E-01
  -4.61533857E+30  2.65480246E-01  -4.66944326E-01  -2.17814698E-01
  -4.43592162E+30  7.57292439E-02  -5.27483901E-02  2.70086748E-01
  -4.15869485E+30  1.43547812E+00  -9.89016134E-01  -6.76258243E-01
  -4.09167317E+30  2.24154296E+00  9.81719471E-01  -1.13038482E+00
  -3.68621173E+30  3.39372217E+00  1.58604831E+00  9.37108809E-01
  -3.67445518E+30  1.04782167E+00  -1.02320136E+00  2.96755774E-02
  -3.64756010E+30  4.83857359E-01  3.27062170E-01  -6.13911798E-01
  -3.55793502E+30  9.28106962E-01  -5.36949100E-01  7.99870381E-01
  -3.43718356E+30  2.08580902E-01  -4.27259637E-01  -1.61338477E-01
  -3.31346760E+30  6.54559716E-02  2.31722473E-01  1.08446609E-01
  -3.21632980E+30  3.31211672E+00  6.25365155E-01  -1.70910361E+00
  -3.03685989E+30  6.44117938E-01  -2.90988938E-01  -7.47959475E-01
  -3.02557463E+30  3.33082833E-01  5.76618987E-01  -2.43593299E-02
  -2.84893599E+30  8.10188674E-01  4.11952747E-01  -8.00302198E-01
  -2.71079734E+30  4.20665961E-01  -5.47273054E-01  -3.48077814E-01
  -2.55640630E+30  6.23490559E-01  -4.32185201E-01  6.60837734E-01
  -2.51546044E+30  3.01489666E-01  2.91293161E-02  5.48307532E-01
  -2.44191368E+30  2.11751345E-01  -4.26773728E-01  -1.72091633E-01
  -2.40204206E+30  1.34393045E+00  2.11930302E-01  -1.13974383E+00
  -2.35823723E+30  1.69354343E+00  -6.39245397E-01  -1.13353816E+00
  -2.34134772E+30  2.64471330E-01  -2.61900146E-01  4.42582922E-01
  -2.32437213E+30  1.50058478E+00  -9.66751943E-01  -7.52313404E-01
  -2.17126323E+30  1.44819409E+00  -1.14483314E+00  -3.70878911E-01
  -1.99816311E+30  3.19989926E+00  -1.25468894E+00  1.27501173E+00
  -1.86465272E+30  9.42473007E-01  8.86625540E-01  -3.95434139E-01
  -1.84154365E+30  6.38409457E-02  1.46761724E-01  -2.05674360E-01
  -1.83709580E+30  1.58339335E-01  2.62204271E-01  2.99312972E-01
  -1.70238413E+30  2.44579153E-01  -1.88918358E-01  -4.57043769E-01
  -1.69531002E+30  9.80560281E-01  -8.71281636E-01  -4.70561997E-01
  -1.68512399E+30  5.42086669E-01  3.44645613E-01  6.50619759E-01
  -1.58985133E+30  7.62245634E-01  6.81660455E-01  -5.45513206E-01
  -1.57569514E+30  2.88912122E-01  -2.49512726E-01  -4.76083523E-01
  -1.56329907E+30  3.06544899E+00  1.12717999E+00  1.33974410E+00
  -1.53844070E+30  9.49557492E-02  -2.78293954E-01  -1.32318648E-01
  -1.52131292E+30  1.31237816E+00  -7.09857528E-01  -8.99155410E-01
  -1.48742176E+30  8.42020066E-01  7.41801801E-01  5.40139014E-01
  -1.32542474E+30  1.34079166E+00  3.83153970E-01  1.09269607E+00
  -1.23440920E+30  5.82800612E-01  3.37901371E-01  6.84560644E-01
  -1.21287952E+30  5.94667753E-01  -4.04363512E-01  6.56626151E-01
  -1.20779442E+30  9.53769985E-02  -2.35585631E-01  1.99690783E-01
  -1.15327058E+30  3.17034278E-01  1.42352283E-01  5.44766102E-01
  -1.14937815E+30  1.85517971E+00  8.38137931E-01  1.07364078E+00
  -1.11640902E+30  7.19325317E-01  6.25392975E-01  5.72895229E-01
  -1.09559944E+30  1.86180241E+00  -3.29970470E-01  -1.32397957E+00
  -1.06093558E+30  2.66013177E-01  1.50233021E-01  4.93399652E-01
  -1.04993168E+30  1.01544186E+00  -1.00701030E+00  -3.70419066E-02
  -1.04849488E+30  9.25790962E-02  2.09416600E-01  -2.20734645E-01
  -1.00835824E+30  5.05912827E-01  -6.89247399E-01  1.75644102E-01
  -1.00575826E+30  6.37823455E-02  8.26314576E-02  -2.38651184E-01
  -9.96435675E+29  2.64658440E+00  -1.14093486E+00  1.15967756E+00
  -9.25783251E+29  2.63725323E+00  -1.06989319E+00  -1.22171265E+00
  -9.22249571E+29  1.61380160E-01  -7.23389823E-02  -3.95154694E-01
  -8.63414339E+29  6.53031587E-01  -5.72170253E-01  -5.70659959E-01
  -8.29237384E+29  4.01336533E+00  1.43393070E+00  -1.39900253E+00
  -8.03973566E+29  7.62856525E-01  -5.87255664E-01  -6.46519381E-01
  -7.81142723E+29  2.21779062E-02  6.63728113E-03  -1.48774503E-01
  -7.32968563E+29  2.94446245E-01  6.96618998E-02  5.38138890E-01
  -7.30858187E+29  4.63603209E-01  6.03923269E-01  -3.14451736E-01
  -7.01972469E+29  1.51235266E-01  3.05998511E-01  -2.40000369E-01
  -6.85806344E+29  1.17397951E+00  -5.91810808E-01  9.07600947E-01
  -6.72049921E+29  1.23923585E-02  1.11085204E-01  7.24127407E-03
  -6.67813898E+29  2.70929719E-01  -5.14192800E-01  -8.08423399E-02
  -6.63447554E+29  9.27721611E-03  8.53817141E-02  4.45777860E-02
  -6.62616792E+29  6.00278976E-02  2.07014302E-01  1.31045703E-01
  -6.54017937E+29  2.40198092E+00  1.48803454E+00  -4.33282962E-01
  -6.53522022E+29  1.24804822E+00  2.81020331E-01  1.08123809E+00
  -6.24791057E+29  1.51291145E-01  2.37207385E-01  3.08259309E-01
  -6.21994026E+29  1.59465209E+00  2.01744571E-01  -1.24657580E+00
  -6.19020714E+29  7.94091253E-02  -2.79717809E-01  -3.41624480E-02
  -6.14251871E+29  1.30686288E+00  8.21280735E-01  7.95211188E-01
  -6.00620403E+29  5.15238196E-02  -1.88452041E-01  -1.26529237E-01
  -5.97452040E+29  7.15991535E-02  5.69147661E-02  2.61457191E-01
  -5.80838753E+29  4.97299224E-01  6.45460018E-01  2.84043288E-01
  -5.60179844E+29  1.59219186E-01  -3.92256992E-01  -7.31685590E-02
  -5.55887855E+29  8.40483449E-02  -9.75848219E-02  2.72993677E-01
  -5.16607107E+29  1.94714117E+00  1.15471871E+00  7.83432105E-01
  -5.15979043E+29  2.57194840E+00  -1.18510797E+00  -1.08049410E+00
  -5.02599030E+29  1.06479842E+00  1.00135789E+00  2.49160194E-01
  -4.91808504E+29  4.55359172E-02  1.90506071E-01  -9.61423644E-02
  -4.77499238E+29  4.14517942E-01  5.82414514E-01  2.74429001E-01
  -4.60824603E+29  6.59619533E-01  -5.28759245E-01  -6.16468324E-01
  -4.55190955E+29  3.41131423E-02  -1.20484065E-01  -1.39988329E-01
  -4.49019771E+29  2.66294836E+00  -7.16890131E-01  1.46595256E+00
  -4.40603787E+29  3.22129038E-01  5.58252422E-01  -1.02387848E-01
  -4.39539782E+29  2.55226108E+00  -1.30599286E+00  9.20132455E-01
  -4.26737161E+29  2.07303864E+00  1.11098790E+00  -9.15829970E-01
  -4.14141138E+29  6.64234872E-01  1.65827167E-01  -7.97957532E-01
  -4.07317551E+29  5.11446523E-01  5.54710066E-01  4.51379292E-01
  -4.02750882E+29  6.37744034E+00  2.17938081E+00  1.27582899E+00
  -4.01285237E+29  4.68026183E-01  -6.10793917E-01  -3.08150894E-01
  -3.92322472E+29  6.10137359E-01  5.79305919E-01  5.23967567E-01
  -3.89205909E+29  2.17986857E+00  1.06860267E+00  -1.01880169E+00
  -3.84196965E+29  1.03843409E+00  7.59571096E-01  -6.79327489E-01
  -3.71457781E+29  9.59599008E-01  -8.89283290E-01  -4.10821419E-01
  -3.68502645E+29  1.67529230E+00  5.66251743E-01  1.16389487E+00
  -3.66323459E+29  4.56677026E+00  -2.53965885E-01  2.12185569E+00
  -3.49501392E+29  8.67057049E-01  -9.30237268E-01  -4.14207048E-02
  -3.45950598E+29  3.66346169E+00  1.91398738E+00  -1.06781270E-02
