# neig  =        50
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94107104E+00  6.45371394E+00  2.45500340E+00  6.53201531E-01
  2.94135775E+00  5.49170983E+00  -2.33480603E+00  -2.00974187E-01
  2.94155589E+00  5.28399690E+01  -9.52085063E-01  -7.20649034E+00
  2.94361207E+00  3.03248692E+00  1.73682857E+00  1.26148403E-01
  2.94386299E+00  1.93652199E+01  1.54291485E+00  4.12124176E+00
  2.94425575E+00  7.47482185E+00  1.83501967E+00  2.02670290E+00
  2.94921862E+00  1.39934565E+01  8.43285460E-01  -3.64449257E+00
  2.95071238E+00  2.11296410E+01  -1.77594840E+00  -4.23976984E+00
  2.97470393E+00  1.80810817E+01  3.99739502E+00  1.44979818E+00
  2.97585498E+00  4.66936557E+00  -2.01376923E+00  -7.83644718E-01
  2.97727951E+00  1.56226835E+01  -2.94440427E+00  2.63688586E+00
  2.97989509E+00  3.29928761E+01  -4.72165949E+00  -3.27090320E+00
  2.98144519E+00  3.28944772E+00  -5.07686768E-01  1.74117830E+00
  2.98416297E+00  9.38704123E+00  -1.49467744E+00  -2.67450567E+00
  2.98722310E+00  4.79701273E-01  -1.73357316E-01  -6.70558360E-01
  2.99491635E+00  1.96499878E+01  7.76349297E-01  -4.36431777E+00
  3.20254140E+00  1.33031300E+00  -3.97770902E-01  1.08263166E+00
  3.20611076E+00  1.36202131E+01  -3.11201805E+00  1.98382376E+00
  3.20750890E+00  6.76386813E+01  -6.67580775E+00  4.80336050E+00
  3.20869748E+00  3.17713270E+00  1.77317198E+00  -1.81642077E-01
  3.20910171E+00  3.83107368E-01  8.57141885E-02  -6.12993023E-01
  3.21033511E+00  5.18824984E+00  -2.23845820E+00  4.21372446E-01
  3.21066375E+00  2.03705056E+02  9.99596005E+00  1.01875335E+01
  3.21119268E+00  3.99097203E+02  8.68904209E+00  1.79888229E+01
  3.22994915E+00  2.28195453E+02  4.76380370E+00  -1.43353280E+01
  3.23058204E+00  3.72101638E+01  -5.39843715E+00  -2.84025352E+00
  3.23270608E+00  1.75878966E+01  2.83070714E+00  -3.09434868E+00
  3.23392703E+00  4.02515530E+01  -4.11799306E+00  4.82635330E+00
  3.26509979E+00  1.77337688E+00  8.51462423E-01  -1.02390850E+00
  3.26715181E+00  8.04942486E-01  -8.95980418E-01  4.64927480E-02
  3.26908026E+00  1.76231105E+00  4.13002423E-01  -1.26164181E+00
  3.27078265E+00  1.25698345E-01  -3.54288599E-01  1.33391791E-02
  3.27568573E+00  7.69422278E-01  3.53047865E-01  -8.02981621E-01
  3.27673440E+00  3.22414594E-01  5.30251308E-02  -5.65334352E-01
  3.27738465E+00  1.05609679E-02  -1.01851229E-01  -1.36855776E-02
  3.27994771E+00  3.26784716E-02  -1.40354439E-01  1.13925867E-01
  3.28400523E+00  2.56600596E-03  -4.89049322E-02  -1.32027863E-02
  3.28736082E+00  2.92633549E-01  3.73394447E-01  -3.91420664E-01
  3.28798271E+00  1.78269476E-03  1.14239905E-02  4.06471057E-02
  3.28818038E+00  1.80399015E-02  1.34294495E-01  2.21138486E-03
  3.31553134E+00  1.90055252E-01  -1.20739955E-01  4.18899887E-01
  3.31644914E+00  1.23347867E+00  1.06563931E+00  -3.12876218E-01
  3.31750152E+00  1.11988587E+00  3.50379312E-02  -1.05766640E+00
  3.31824769E+00  3.11783131E-01  2.97596115E-01  -4.72461304E-01
  3.31908927E+00  6.58862292E-02  -1.86734916E-01  -1.76114452E-01
  3.31999025E+00  3.01632241E+00  -1.65240375E+00  -5.34681461E-01
  3.32079911E+00  1.74358216E-01  4.17558618E-01  1.73683914E-03
  3.32113762E+00  8.84831971E-01  -8.11282342E-01  4.76080806E-01
  3.37223429E+00  6.61525321E-04  -4.53700131E-03  2.53168114E-02
  3.37230651E+00  1.12985316E-03  -2.39894594E-02  2.35448295E-02
