# neig  =        50
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94106933E+00  1.02330943E-01  -3.13913937E-01  -6.15547156E-02
  2.94107169E+00  1.01995478E-01  -2.50669385E-01  1.97889711E-01
  2.94135601E+00  1.15194935E-01  -3.20247736E-01  1.12411397E-01
  2.94135812E+00  1.41081392E-01  -5.19475776E-02  3.71998442E-01
  2.94155302E+00  1.65303644E+00  -3.03970801E-01  -1.24925506E+00
  2.94155556E+00  1.66244327E+00  -9.48016928E-01  8.73903413E-01
  2.94360736E+00  7.04821736E-01  4.82416733E-01  -6.87092302E-01
  2.94361307E+00  4.82387595E-01  -6.64324199E-01  -2.02635024E-01
  2.94384695E+00  3.27035359E+01  -5.42204062E+00  1.81796904E+00
  2.94386396E+00  3.31963565E+01  2.60982167E+00  5.13665137E+00
  2.94424902E+00  7.84294888E+00  -4.64527574E-01  2.76173189E+00
  2.94425691E+00  7.41686976E+00  2.59912326E+00  8.13282261E-01
  2.94921539E+00  4.52089018E-02  -2.07268185E-01  4.74215299E-02
  2.94921786E+00  4.68668088E-02  2.16083932E-01  1.32114701E-02
  2.94921997E+00  4.58679805E-02  1.59571147E-01  -1.42846175E-01
  2.95071059E+00  6.62190581E-02  -7.07390036E-02  -2.47416757E-01
  2.95071238E+00  6.87131997E-02  2.60590248E-01  -2.83887695E-02
  2.95071347E+00  6.51505335E-02  -1.65278733E-01  -1.94508287E-01
  2.97470332E+00  2.01006745E-01  -3.91154355E-01  2.19100470E-01
  2.97470486E+00  2.00815425E-01  1.90497809E-01  -4.05618060E-01
  2.97584623E+00  6.44513434E+00  2.36166862E+00  -9.31480376E-01
  2.97585525E+00  6.63846053E+00  2.51037462E+00  -5.80068802E-01
  2.97727814E+00  2.64040150E+00  9.58570371E-01  1.31207635E+00
  2.97727969E+00  2.66282381E+00  -1.89396472E-01  -1.62078771E+00
  2.97989169E+00  4.96577560E+00  -2.21335830E+00  -2.58496868E-01
  2.97989638E+00  4.95228016E+00  -9.49339961E-01  -2.01271801E+00
  2.98144306E+00  9.14542422E+00  1.48431029E-01  -3.02049540E+00
  2.98144619E+00  9.02528844E+00  2.54878724E+00  -1.59027420E+00
  2.98416298E+00  9.97983196E+00  2.76297608E+00  1.53159888E+00
  2.98416427E+00  9.98314942E+00  -3.12667834E-01  3.14410373E+00
  2.98720980E+00  1.47751483E+00  1.20707728E+00  -1.43105794E-01
  2.98722257E+00  1.62506919E+00  1.09307549E+00  6.55938382E-01
  2.98722456E+00  1.62894564E+00  1.08471481E+00  -6.72561826E-01
  2.99491233E+00  2.92067794E-02  -4.76871548E-03  -1.70833365E-01
  2.99491651E+00  2.93542068E-02  -8.86744748E-02  1.46598241E-01
  2.99491906E+00  2.93586675E-02  -1.61475752E-01  -5.73083685E-02
  2.99492111E+00  2.94464568E-02  -6.52696523E-02  -1.58702014E-01
  3.20254167E+00  6.77314446E-01  7.65434861E-01  -3.02363887E-01
  3.20254432E+00  6.18608757E-01  2.47867238E-01  7.46438604E-01
  3.20611188E+00  2.04406507E+01  2.62432174E+00  -3.68151954E+00
  3.20750951E+00  1.18140490E+00  7.20237819E-01  8.14040775E-01
  3.20868994E+00  1.05136594E+00  -8.98740220E-01  4.93590883E-01
  3.20908963E+00  5.83624601E-01  5.84663646E-02  -7.61712731E-01
  3.21032755E+00  1.43351865E-01  -2.45498547E-01  2.88240053E-01
  3.21062313E+00  1.91473310E+01  3.87070588E+00  -2.04082508E+00
  3.21119447E+00  3.83679850E+00  -1.93756872E+00  -2.87447301E-01
  3.22994929E+00  3.58398087E-01  1.61772040E-01  5.76392136E-01
  3.23058189E+00  1.85097805E+01  4.26200397E+00  5.87454336E-01
  3.23270592E+00  3.72381320E-01  4.39215381E-01  -4.23640377E-01
  3.23392685E+00  5.06982427E-02  -6.21994564E-02  2.16401179E-01
