# neig  =        20
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94107104E+00  1.08899519E+01  2.70618986E+00  1.88851486E+00
  2.94135776E+00  1.43675604E+00  -5.00438912E-01  -1.08918177E+00
  2.94155589E+00  4.29235142E+00  1.87958989E+00  -8.71489097E-01
  2.94361208E+00  4.43327137E+00  -1.60900225E+00  1.35808067E+00
  2.94386299E+00  1.33468153E+01  1.92950406E+00  -3.10222973E+00
  2.94425575E+00  6.98315273E+01  8.14416882E+00  -1.87190851E+00
  2.94921862E+00  4.08048995E+00  -1.78296642E+00  9.49484438E-01
  2.95071238E+00  2.08854813E+01  -4.18941533E+00  1.82600124E+00
  2.97470393E+00  2.98083263E+01  -4.96225716E+00  2.27691242E+00
  2.97585499E+00  1.43648885E+01  1.68694751E+00  3.39397946E+00
  2.97727951E+00  2.09160758E+01  4.02117339E+00  -2.17858678E+00
  2.97989509E+00  1.24360453E+01  2.01319546E-01  3.52072659E+00
  2.98144519E+00  9.04058349E+00  3.00191709E+00  -1.70520604E-01
  2.98416297E+00  3.89302178E-01  4.25177756E-01  4.56646530E-01
  2.98722311E+00  3.11445987E+00  1.39033387E+00  1.08693680E+00
  2.99491635E+00  1.29060598E+01  -1.77989974E+00  3.12057954E+00
  3.20254141E+00  3.51181609E+01  -2.19837652E+00  -5.50320830E+00
  3.20611695E+00  1.17118467E+02  9.16723338E+00  5.75154758E+00
  3.20752377E+00  2.88414976E+01  -5.36288916E+00  2.84460104E-01
  3.20907926E+00  8.22099125E+00  1.44952800E+00  2.47383505E+00
