# neig  =        20
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94107104E+00  2.13802682E+00  -1.46215913E+00  1.08401760E-02
  2.94135776E+00  6.94217770E+00  -2.29100012E+00  1.30134397E+00
  2.94155589E+00  3.31150275E+01  4.71786658E+00  -3.29496016E+00
  2.94361208E+00  1.92987313E+01  4.34827660E+00  -6.25477371E-01
  2.94386299E+00  8.72341029E+00  4.64110439E-01  -2.91684963E+00
  2.94425575E+00  7.89129344E+00  7.96947259E-01  2.69372762E+00
  2.94921862E+00  1.11394676E+00  -8.79979062E-01  5.82738030E-01
  2.95071238E+00  5.50996409E+01  -1.60490052E+00  7.24733987E+00
  2.97470393E+00  2.25525660E+01  9.33481065E-01  4.65630531E+00
  2.97585499E+00  1.95748274E+00  1.35828291E+00  3.35485160E-01
  2.97727951E+00  4.30056033E+01  -3.83827382E+00  -5.31726033E+00
  2.97989509E+00  1.72974915E+01  -1.50572004E-01  -4.15629878E+00
  2.98144519E+00  4.41953006E-01  5.57631776E-02  -6.62452621E-01
  2.98416297E+00  4.81902538E+00  -9.70954722E-01  -1.96882511E+00
  2.98722311E+00  1.63544233E+00  1.24040467E+00  -3.11189008E-01
  2.99491635E+00  6.85986389E+00  1.71056107E+00  1.98339223E+00
  3.20254141E+00  1.36831327E+01  -3.69195649E+00  -2.29324991E-01
  3.20611752E+00  1.49626130E+01  -1.14829608E+00  -3.69378250E+00
  3.20752416E+00  4.85431030E+00  1.80966107E+00  -1.25675658E+00
  3.20907776E+00  7.18862505E+00  -1.90724401E+00  -1.88442175E+00
