# neig  =        50
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94106933E+00  8.60416599E-02  -2.86329390E-01  -6.36956864E-02
  2.94107169E+00  8.57536639E-02  -2.34364267E-01  1.75576349E-01
  2.94135601E+00  1.04934278E-01  -3.06975650E-01  1.03441911E-01
  2.94135812E+00  1.27535732E-01  -5.33439172E-02  3.53114937E-01
  2.94155302E+00  1.38443188E+00  -2.74075024E-01  -1.14425293E+00
  2.94155556E+00  1.39124492E+00  -8.70197996E-01  7.96241403E-01
  2.94360736E+00  5.33701561E-01  4.24501012E-01  -5.94559040E-01
  2.94361307E+00  3.58494725E-01  -5.72775071E-01  -1.74423172E-01
  2.94384695E+00  2.67418822E+01  -4.90167255E+00  1.64787390E+00
  2.94386396E+00  2.71332800E+01  2.36286058E+00  4.64221605E+00
  2.94424902E+00  6.37452855E+00  -4.18535664E-01  2.48985069E+00
  2.94425691E+00  6.02723442E+00  2.34306652E+00  7.32989551E-01
  2.94921539E+00  4.47738555E-02  -2.06207606E-01  4.74581792E-02
  2.94921786E+00  4.62473975E-02  2.14681780E-01  1.26147030E-02
  2.94921997E+00  4.53629472E-02  1.58418536E-01  -1.42360509E-01
  2.95071059E+00  6.04145264E-02  -7.53851570E-02  -2.33947867E-01
  2.95071238E+00  6.24758203E-02  2.47410138E-01  -3.55533974E-02
  2.95071347E+00  5.94382382E-02  -1.64251689E-01  -1.80165537E-01
  2.97470332E+00  1.69610172E-01  -3.67876027E-01  1.85141570E-01
  2.97470486E+00  1.69447482E-01  1.91334951E-01  -3.64470052E-01
  2.97584623E+00  5.38204495E+00  2.15983117E+00  -8.46861415E-01
  2.97585525E+00  5.54974999E+00  2.29663502E+00  -5.24611810E-01
  2.97727814E+00  2.30350922E+00  9.26442944E-01  1.20216999E+00
  2.97727969E+00  2.32004275E+00  -2.15441039E-01  -1.50785540E+00
  2.97989169E+00  4.00619410E+00  -1.98563913E+00  -2.51855844E-01
  2.97989638E+00  3.99413059E+00  -8.34400755E-01  -1.81601376E+00
  2.98144306E+00  7.49967348E+00  1.58292785E-01  -2.73397456E+00
  2.98144619E+00  7.40138412E+00  2.32056420E+00  -1.41998800E+00
  2.98416298E+00  8.29590834E+00  2.52336535E+00  1.38871726E+00
  2.98416427E+00  8.29872167E+00  -2.76306762E-01  2.86746861E+00
  2.98720980E+00  1.27116119E+00  1.12052394E+00  -1.24849054E-01
  2.98722257E+00  1.39905483E+00  1.01008699E+00  6.15450332E-01
  2.98722456E+00  1.40248232E+00  1.01067504E+00  -6.17266789E-01
  2.99491233E+00  1.69812773E-02  4.96295015E-03  -1.30217688E-01
  2.99491651E+00  1.70772916E-02  -7.47924796E-02  1.07160518E-01
  2.99491906E+00  1.70763622E-02  -1.20053512E-01  -5.16092682E-02
  2.99492111E+00  1.71258668E-02  -4.19432270E-02  -1.23962222E-01
  3.20254167E+00  5.91137004E-01  7.15373330E-01  -2.81741022E-01
  3.20254432E+00  5.38469691E-01  2.32507503E-01  6.95995655E-01
  3.20611188E+00  1.84708806E+01  2.48388960E+00  -3.50730282E+00
  3.20750951E+00  1.08242765E+00  6.90385522E-01  7.78328645E-01
  3.20868994E+00  9.29470497E-01  -8.52362806E-01  4.50497663E-01
  3.20908963E+00  5.04194577E-01  5.23496633E-02  -7.08134232E-01
  3.21032755E+00  1.06374457E-01  -2.03901304E-01  2.54555918E-01
  3.21062313E+00  1.72994855E+01  3.67445057E+00  -1.94881976E+00
  3.21119447E+00  3.46780010E+00  -1.84184080E+00  -2.74631720E-01
  3.22994929E+00  3.07635185E-01  1.53758042E-01  5.32910545E-01
  3.23058189E+00  1.63687848E+01  4.01142771E+00  5.26528736E-01
  3.23270592E+00  2.98705509E-01  3.84711413E-01  -3.88204375E-01
  3.23392685E+00  5.22454118E-02  -4.89348797E-02  2.23272903E-01
