# neig  =       100
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -1.19076635E+95  3.90783824E-01  -6.00098944E-02  -6.22240015E-01
  -1.13922609E+95  9.40207073E-02  -3.04710471E-01  -3.42379330E-02
  -1.05518357E+95  6.21131812E-02  -9.45464803E-02  2.30595196E-01
  -1.00135636E+95  7.96971986E-01  4.65814207E-01  -7.61570161E-01
  -9.73694051E+94  2.78650156E-01  2.32310192E-01  -4.74006467E-01
  -9.53792412E+94  2.10884360E-02  -1.39221846E-01  4.13002861E-02
  -8.76612226E+94  6.09850514E-01  4.36755120E-01  -6.47375841E-01
  -8.56964510E+94  8.75089878E-01  -9.19199852E-01  -1.73670693E-01
  -8.22057036E+94  3.73057519E-01  -3.71552414E-01  4.84774507E-01
  -7.74076876E+94  3.41550451E-01  -8.23178723E-02  5.78596767E-01
  -7.03919189E+94  6.86477654E-02  1.40263119E-01  2.21300752E-01
  -6.59572716E+94  2.06280307E+00  -1.33801208E+00  5.22040950E-01
  -6.41780929E+94  5.35351298E-02  -5.06675125E-02  2.25760787E-01
  -5.92283457E+94  1.39909599E-01  2.05220340E-01  -3.12720660E-01
  -5.51066445E+94  1.32571960E-01  2.66478189E-01  -2.48115567E-01
  -5.32850014E+94  2.04297179E+00  -1.05701774E+00  9.62125400E-01
  -5.08976651E+94  2.07408304E+00  -8.31804840E-01  1.17566311E+00
  -4.91513313E+94  5.54634056E-01  2.62728998E-01  -6.96855458E-01
  -4.67597040E+94  6.57567832E-01  1.17210333E-01  8.02389911E-01
  -4.44523460E+94  1.23517825E-02  5.01454085E-02  -9.91827630E-02
  -4.03576684E+94  1.09010738E+00  -1.01364495E+00  -2.50262464E-01
  -3.83721225E+94  4.18239057E+00  -1.60526262E+00  -1.26709214E+00
  -3.51780348E+94  5.20722887E+00  -1.09520243E+00  -2.00193919E+00
  -3.29213432E+94  2.23310942E-01  3.02625303E-01  3.62944718E-01
  -3.12266577E+94  2.45409568E+00  1.43503168E+00  -6.28315015E-01
  -2.95318289E+94  1.70774316E-01  -9.95053039E-02  4.01089778E-01
  -2.81265218E+94  3.45213565E+00  1.78257214E+00  -5.23996383E-01
  -2.63221869E+94  1.07724023E+00  -8.02510083E-01  6.58192827E-01
  -2.54268748E+94  5.87282550E-01  -5.63932818E-01  5.18904930E-01
  -2.39061272E+94  1.30455284E-01  1.34046048E-01  3.35390728E-01
  -2.28325866E+94  2.77991429E-01  -5.08253328E-01  -1.40249718E-01
  -2.21148760E+94  2.71944579E-01  -2.78918973E-01  -4.40623179E-01
  -1.95987998E+94  3.67176357E-01  -2.50890836E-01  -5.51570616E-01
  -1.92473027E+94  1.38648475E+00  -6.95476887E-01  9.50156121E-01
  -1.85745318E+94  2.47046773E-01  2.60735918E-01  4.23159018E-01
  -1.70062485E+94  2.83351609E+00  2.89964118E-01  1.65814261E+00
  -1.55900596E+94  2.93640180E+00  -1.61874210E-01  -1.70593040E+00
  -1.49030580E+94  2.00672985E+00  -1.57027491E-01  -1.40786086E+00
  -1.34349246E+94  6.81331845E-01  -7.39773810E-01  3.66150999E-01
  -1.31882469E+94  1.09332951E+00  1.02376245E+00  -2.12696842E-01
  -1.22787938E+94  7.52673249E-01  -1.96654450E-01  8.44985370E-01
  -1.12293500E+94  1.92746092E+00  -1.12090931E+00  8.19160073E-01
  -1.04519473E+94  1.76073969E+00  -2.07123611E-01  1.31066376E+00
  -9.93125064E+93  1.31842703E-02  -9.17215104E-03  -1.14455851E-01
  -9.46148848E+93  2.84637595E+00  3.51258803E-01  1.65014945E+00
