# neig  =       100
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  -1.05910532E+105  1.14611613E+00  -2.32831825E-01  -1.04494281E+00
  -3.52764259E+103  4.06498580E+00  -1.83818293E+00  -8.28293009E-01
  -2.66087895E+102  3.03715978E-01  5.28132868E-01  -1.57453650E-01
  -5.00634401E+101  3.11349967E+00  -7.63786748E-01  -1.59063807E+00
  -1.84955723E+101  3.53427346E+00  -1.47115200E+00  -1.17046370E+00
  -7.44955403E+99  1.01047770E+00  -8.44116958E-01  5.45842704E-01
  -2.37860850E+98  1.50818040E+00  1.10781833E+00  -5.30017873E-01
  -5.03090783E+97  7.30598116E-01  8.82995783E-02  8.50177217E-01
  -1.59299246E+96  1.22383463E+00  6.35829203E-01  -9.05293241E-01
  -1.12468821E+96  2.31488137E-02  1.26587755E-01  8.44058888E-02
  -8.30357166E+95  1.25241288E-01  3.20170819E-01  -1.50771134E-01
  -7.55573433E+95  9.34781714E-02  8.44286677E-02  2.93853657E-01
  -7.29100987E+95  1.24732877E-01  -2.47863431E-01  2.51588149E-01
  -6.95969028E+95  4.85151950E-02  -1.13287066E-01  -1.88894774E-01
  -6.72456998E+95  2.25819693E-01  3.23258844E-01  3.48315106E-01
  -6.17251374E+95  2.70141624E-02  -1.03363746E-01  -1.27789274E-01
  -6.05219771E+95  9.25884587E-02  -1.71843665E-01  -2.51113945E-01
  -5.92670495E+95  2.19406191E-02  1.34695770E-01  6.16252279E-02
  -5.60260307E+95  4.04941864E-02  1.79522077E-01  -9.09176023E-02
  -5.43973136E+95  1.76049420E-01  2.47768327E-01  -3.38615233E-01
  -5.29229123E+95  3.78544391E-01  -2.30300769E-01  5.70531285E-01
  -5.03603812E+95  3.57210499E-02  -1.25181440E-01  1.41600342E-01
  -4.88305095E+95  1.19337126E-02  8.17897670E-02  -7.24164802E-02
  -4.60025006E+95  9.27138340E-02  6.52580740E-02  2.97414219E-01
  -4.37393864E+95  7.13583237E-03  7.58577038E-02  -3.71677434E-02
  -4.27473689E+95  2.27525604E-01  -3.88121152E-01  2.77286089E-01
  -4.05928452E+95  1.73867678E-01  -2.72966925E-01  3.15209035E-01
  -3.99010877E+95  3.77549650E-02  9.45209143E-02  1.69766786E-01
  -3.79259296E+95  1.90447038E-01  -2.90043640E-02  -4.35437463E-01
  -3.63213838E+95  6.51828022E-02  -1.95845931E-01  -1.63790029E-01
  -3.56413009E+95  4.48902270E-02  1.43308424E-01  1.56054229E-01
  -3.27052433E+95  5.79898501E-01  -7.58594112E-01  -6.65843388E-02
  -3.16725232E+95  1.76356346E-01  1.02160679E-01  -4.07332225E-01
  -3.06826529E+95  6.44261952E-01  -1.77241943E-01  7.82845608E-01
  -2.89766342E+95  2.68385167E-02  -1.62191367E-01  2.30754658E-02
  -2.81662572E+95  5.33710051E-01  6.83593265E-01  2.57701956E-01
  -2.77900971E+95  1.27162867E-01  3.52614402E-01  -5.31596752E-02
  -2.63335524E+95  4.32490828E-02  1.08822994E-01  -1.77219183E-01
  -2.51845210E+95  4.64958351E-02  1.15224022E-01  1.82261515E-01
  -2.37251068E+95  1.87018897E-01  -1.75059113E-01  -3.95440519E-01
  -2.27187543E+95  4.10415895E-01  -4.14525012E-02  6.39294600E-01
  -2.21220043E+95  1.45829310E-01  2.16136248E-01  3.14824447E-01
  -2.10585903E+95  2.50211580E-01  -6.07625800E-02  -4.96507290E-01
  -2.02718754E+95  2.83910838E-01  4.88605980E-01  2.12544194E-01
  -1.93547906E+95  6.33374025E-02  7.66246799E-02  2.39720798E-01
  -1.89822964E+95  2.40346521E-02  1.41079967E-01  -6.42735948E-02
  -1.78971555E+95  6.88109915E-03  2.92804434E-02  7.76128519E-02
  -1.69395093E+95  3.40154783E-01  1.55878219E-01  -5.62011356E-01
  -1.60205138E+95  5.22719364E-02  -1.61657377E-01  1.61675072E-01
  -1.54877071E+95  5.18065425E-01  5.48601026E-01  4.65942421E-01
  -1.41387057E+95  1.02299805E+00  -1.01129493E+00  -1.67513050E-02
  -1.40132911E+95  2.38258585E-01  4.14745715E-01  2.57380219E-01
  -1.35221783E+95  2.25062833E-01  4.26403884E-01  -2.07948457E-01
  -1.27861196E+95  1.34471393E+00  -1.15955611E+00  1.19810207E-02
  -1.23437119E+95  4.87698196E-01  4.71171752E-01  5.15456474E-01
