# neig  =        20
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.94107104E+00  1.08900364E+01  2.70621628E+00  1.88849936E+00
  2.94135776E+00  1.43675795E+00  5.92944021E-01  1.04171749E+00
  2.94155589E+00  4.29230355E+00  -1.63486823E+00  1.27259947E+00
  2.94361208E+00  4.43332370E+00  -2.09481540E+00  2.12301957E-01
  2.94386299E+00  1.33468325E+01  3.27098575E+00  1.62710933E+00
  2.94425575E+00  6.98312796E+01  -8.21315610E+00  1.54121590E+00
  2.94921862E+00  4.08049716E+00  -1.98550869E+00  3.71823060E-01
  2.95071238E+00  2.08854965E+01  5.96096272E-01  4.53102260E+00
  2.97470393E+00  2.98086148E+01  -1.06394266E+00  -5.35505750E+00
  2.97585499E+00  1.43648057E+01  -2.74070297E+00  2.61789093E+00
  2.97727951E+00  2.09160032E+01  -4.37938951E+00  -1.31793424E+00
  2.97989509E+00  1.24360273E+01  -3.38471082E+00  9.89828261E-01
  2.98144519E+00  9.04035651E+00  -3.00644262E+00  4.07341016E-02
  2.98416297E+00  3.89303752E-01  2.48494341E-01  5.72323610E-01
  2.98722311E+00  3.11446921E+00  -1.16194529E+00  -1.32828926E+00
  2.99491635E+00  1.29060396E+01  1.99339907E+00  2.98871205E+00
  3.20254141E+00  3.51430097E+01  1.92327685E+00  -5.60749640E+00
  3.20611752E+00  1.16231885E+02  -6.38486366E+00  8.68708243E+00
  3.20752416E+00  2.84231644E+01  2.24609754E+00  -4.83510189E+00
  3.20907776E+00  8.81639579E+00  2.79606314E+00  -9.99213043E-01
