# idx_k idx_b kx ky kz s energy
   0    0  0.00000000  0.00000000  0.00000000  0.00000000 -4.48395595
   0    1  0.00000000  0.00000000  0.00000000  0.00000000 -4.48395595
   0    2  0.00000000  0.00000000  0.00000000  0.00000000 -2.69957755
   0    3  0.00000000  0.00000000  0.00000000  0.00000000 -2.69957755
   0    4  0.00000000  0.00000000  0.00000000  0.00000000 -2.52112631
   0    5  0.00000000  0.00000000  0.00000000  0.00000000 -2.52112631
   0    6  0.00000000  0.00000000  0.00000000  0.00000000 -2.50920241
   0    7  0.00000000  0.00000000  0.00000000  0.00000000 -2.50920241
   0    8  0.00000000  0.00000000  0.00000000  0.00000000 -1.04947287
   0    9  0.00000000  0.00000000  0.00000000  0.00000000 -1.04947287
   0   10  0.00000000  0.00000000  0.00000000  0.00000000 -0.95795982
   0   11  0.00000000  0.00000000  0.00000000  0.00000000 -0.95795982
   0   12  0.00000000  0.00000000  0.00000000  0.00000000 -0.42474741
   0   13  0.00000000  0.00000000  0.00000000  0.00000000 -0.42474741
   0   14  0.00000000  0.00000000  0.00000000  0.00000000 -0.19827870
   0   15  0.00000000  0.00000000  0.00000000  0.00000000 -0.19827870
   0   16  0.00000000  0.00000000  0.00000000  0.00000000 -0.19336940
   0   17  0.00000000  0.00000000  0.00000000  0.00000000 -0.19336940
   0   18  0.00000000  0.00000000  0.00000000  0.00000000 -0.14518738
   0   19  0.00000000  0.00000000  0.00000000  0.00000000 -0.14518738
   0   20  0.00000000  0.00000000  0.00000000  0.00000000 -0.11810528
   0   21  0.00000000  0.00000000  0.00000000  0.00000000 -0.11810528
   0   22  0.00000000  0.00000000  0.00000000  0.00000000 -0.11178196
   0   23  0.00000000  0.00000000  0.00000000  0.00000000 -0.11178196
   0   24  0.00000000  0.00000000  0.00000000  0.00000000 -0.01517278
   0   25  0.00000000  0.00000000  0.00000000  0.00000000 -0.01517278
   0   26  0.00000000  0.00000000  0.00000000  0.00000000  0.19083871
   0   27  0.00000000  0.00000000  0.00000000  0.00000000  0.19083871
   0   28  0.00000000  0.00000000  0.00000000  0.00000000  0.19651676
   0   29  0.00000000  0.00000000  0.00000000  0.00000000  0.19651676
   0   30  0.00000000  0.00000000  0.00000000  0.00000000  0.20758341
   0   31  0.00000000  0.00000000  0.00000000  0.00000000  0.20758341
   0   32  0.00000000  0.00000000  0.00000000  0.00000000  0.20793142
   0   33  0.00000000  0.00000000  0.00000000  0.00000000  0.20793142
   0   34  0.00000000  0.00000000  0.00000000  0.00000000  0.45483325
   0   35  0.00000000  0.00000000  0.00000000  0.00000000  0.45483325
   0   36  0.00000000  0.00000000  0.00000000  0.00000000  0.66258886
   0   37  0.00000000  0.00000000  0.00000000  0.00000000  0.66258886
   0   38  0.00000000  0.00000000  0.00000000  0.00000000  0.67239558
   0   39  0.00000000  0.00000000  0.00000000  0.00000000  0.67239558
   0   40  0.00000000  0.00000000  0.00000000  0.00000000  0.73243133
   0   41  0.00000000  0.00000000  0.00000000  0.00000000  0.73243133
   0   42  0.00000000  0.00000000  0.00000000  0.00000000  0.80193736
   0   43  0.00000000  0.00000000  0.00000000  0.00000000  0.80193736
   1    0  0.00000000  0.01250000  0.00000000  0.09529360 -4.48395181
   1    1  0.00000000  0.01250000  0.00000000  0.09529360 -4.48395181
   1    2  0.00000000  0.01250000  0.00000000  0.09529360 -2.69959078
   1    3  0.00000000  0.01250000  0.00000000  0.09529360 -2.69959078
   1    4  0.00000000  0.01250000  0.00000000  0.09529360 -2.52113202
   1    5  0.00000000  0.01250000  0.00000000  0.09529360 -2.52113202
   1    6  0.00000000  0.01250000  0.00000000  0.09529360 -2.50923532
   1    7  0.00000000  0.01250000  0.00000000  0.09529360 -2.50923532
   1    8  0.00000000  0.01250000  0.00000000  0.09529360 -1.04927513
   1    9  0.00000000  0.01250000  0.00000000  0.09529360 -1.04927513
   1   10  0.00000000  0.01250000  0.00000000  0.09529360 -0.95785969
   1   11  0.00000000  0.01250000  0.00000000  0.09529360 -0.95785969
   1   12  0.00000000  0.01250000  0.00000000  0.09529360 -0.42456863
   1   13  0.00000000  0.01250000  0.00000000  0.09529360 -0.42456863
   1   14  0.00000000  0.01250000  0.00000000  0.09529360 -0.19838904
   1   15  0.00000000  0.01250000  0.00000000  0.09529360 -0.19838900
   1   16  0.00000000  0.01250000  0.00000000  0.09529360 -0.19345535
   1   17  0.00000000  0.01250000  0.00000000  0.09529360 -0.19345531
   1   18  0.00000000  0.01250000  0.00000000  0.09529360 -0.14658077
   1   19  0.00000000  0.01250000  0.00000000  0.09529360 -0.14658076
   1   20  0.00000000  0.01250000  0.00000000  0.09529360 -0.11765970
   1   21  0.00000000  0.01250000  0.00000000  0.09529360 -0.11765964
   1   22  0.00000000  0.01250000  0.00000000  0.09529360 -0.11131407
   1   23  0.00000000  0.01250000  0.00000000  0.09529360 -0.11131402
   1   24  0.00000000  0.01250000  0.00000000  0.09529360 -0.01524724
   1   25  0.00000000  0.01250000  0.00000000  0.09529360 -0.01524724
   1   26  0.00000000  0.01250000  0.00000000  0.09529360  0.19091420
   1   27  0.00000000  0.01250000  0.00000000  0.09529360  0.19091423
   1   28  0.00000000  0.01250000  0.00000000  0.09529360  0.19657346
   1   29  0.00000000  0.01250000  0.00000000  0.09529360  0.19657350
   1   30  0.00000000  0.01250000  0.00000000  0.09529360  0.20725311
   1   31  0.00000000  0.01250000  0.00000000  0.09529360  0.20725367
   1   32  0.00000000  0.01250000  0.00000000  0.09529360  0.20770346
   1   33  0.00000000  0.01250000  0.00000000  0.09529360  0.20770404
   1   34  0.00000000  0.01250000  0.00000000  0.09529360  0.45579000
   1   35  0.00000000  0.01250000  0.00000000  0.09529360  0.45579000
   1   36  0.00000000  0.01250000  0.00000000  0.09529360  0.66265130
   1   37  0.00000000  0.01250000  0.00000000  0.09529360  0.66265130
   1   38  0.00000000  0.01250000  0.00000000  0.09529360  0.67246795
   1   39  0.00000000  0.01250000  0.00000000  0.09529360  0.67246795
   1   40  0.00000000  0.01250000  0.00000000  0.09529360  0.73213435
   1   41  0.00000000  0.01250000  0.00000000  0.09529360  0.73213435
   1   42  0.00000000  0.01250000  0.00000000  0.09529360  0.75032269
   1   43  0.00000000  0.01250000  0.00000000  0.09529360  0.75032269
   2    0  0.00000000  0.02500000  0.00000000  0.19058720 -4.48393938
   2    1  0.00000000  0.02500000  0.00000000  0.19058720 -4.48393938
   2    2  0.00000000  0.02500000  0.00000000  0.19058720 -2.69963032
   2    3  0.00000000  0.02500000  0.00000000  0.19058720 -2.69963032
   2    4  0.00000000  0.02500000  0.00000000  0.19058720 -2.52114919
   2    5  0.00000000  0.02500000  0.00000000  0.19058720 -2.52114919
   2    6  0.00000000  0.02500000  0.00000000  0.19058720 -2.50933349
   2    7  0.00000000  0.02500000  0.00000000  0.19058720 -2.50933349
   2    8  0.00000000  0.02500000  0.00000000  0.19058720 -1.04868389
   2    9  0.00000000  0.02500000  0.00000000  0.19058720 -1.04868389
   2   10  0.00000000  0.02500000  0.00000000  0.19058720 -0.95756092
   2   11  0.00000000  0.02500000  0.00000000  0.19058720 -0.95756092
   2   12  0.00000000  0.02500000  0.00000000  0.19058720 -0.42403207
   2   13  0.00000000  0.02500000  0.00000000  0.19058720 -0.42403207
   2   14  0.00000000  0.02500000  0.00000000  0.19058720 -0.19888160
   2   15  0.00000000  0.02500000  0.00000000  0.19058720 -0.19888154
   2   16  0.00000000  0.02500000  0.00000000  0.19058720 -0.19354728
   2   17  0.00000000  0.02500000  0.00000000  0.19058720 -0.19354720
   2   18  0.00000000  0.02500000  0.00000000  0.19058720 -0.15021570
   2   19  0.00000000  0.02500000  0.00000000  0.19058720 -0.15021569
   2   20  0.00000000  0.02500000  0.00000000  0.19058720 -0.11736403
   2   21  0.00000000  0.02500000  0.00000000  0.19058720 -0.11736395
   2   22  0.00000000  0.02500000  0.00000000  0.19058720 -0.10941793
   2   23  0.00000000  0.02500000  0.00000000  0.19058720 -0.10941786
   2   24  0.00000000  0.02500000  0.00000000  0.19058720 -0.01547349
   2   25  0.00000000  0.02500000  0.00000000  0.19058720 -0.01547349
   2   26  0.00000000  0.02500000  0.00000000  0.19058720  0.19100681
   2   27  0.00000000  0.02500000  0.00000000  0.19058720  0.19100686
   2   28  0.00000000  0.02500000  0.00000000  0.19058720  0.19685904
   2   29  0.00000000  0.02500000  0.00000000  0.19058720  0.19685912
   2   30  0.00000000  0.02500000  0.00000000  0.19058720  0.20616013
   2   31  0.00000000  0.02500000  0.00000000  0.19058720  0.20616061
   2   32  0.00000000  0.02500000  0.00000000  0.19058720  0.20715369
   2   33  0.00000000  0.02500000  0.00000000  0.19058720  0.20715421
   2   34  0.00000000  0.02500000  0.00000000  0.19058720  0.45863358
   2   35  0.00000000  0.02500000  0.00000000  0.19058720  0.45863359
   2   36  0.00000000  0.02500000  0.00000000  0.19058720  0.66284756
   2   37  0.00000000  0.02500000  0.00000000  0.19058720  0.66284756
   2   38  0.00000000  0.02500000  0.00000000  0.19058720  0.67267490
   2   39  0.00000000  0.02500000  0.00000000  0.19058720  0.67267490
   2   40  0.00000000  0.02500000  0.00000000  0.19058720  0.73099400
   2   41  0.00000000  0.02500000  0.00000000  0.19058720  0.73099400
