# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 168

── Peak live HBM  at t=13.01s  ──────────────────────────
bytes_in_use                = 9.21 GiB
device.peak_bytes_in_use    = 9.21 GiB  (cumulative)
sum of jax.live_arrays()    = 5.08 GiB
n live arrays at peak        = 31

Top JAX arrays at peak:
            size  dtype         shape
        3.96 GiB  complex128    (9, 640, 46080)
     1012.50 MiB  complex128    (9, 80, 2, 24, 24, 80)
       56.25 MiB  complex128    (9, 640, 640)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 640, 80, 2)
       14.06 MiB  complex128    (9, 80, 2, 640)
       14.06 MiB  complex128    (9, 80, 2, 640)
       14.06 MiB  complex128    (9, 80, 2, 640)
        5.00 KiB  int64         (640,)

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.59          0.00 B        0          0.00 B
    2.84          0.00 B        0          0.00 B
    3.10          0.00 B        0          0.00 B
    3.35          0.00 B        0          0.00 B
    3.60          0.00 B        0          0.00 B
    3.86          0.00 B        0          0.00 B
    4.19        256.00 B        0          0.00 B
    4.44        512.00 B        2         24.00 B
    4.69        768.00 B        3         40.00 B
    4.94       28.13 MiB        4       28.13 MiB
    5.19      267.19 MiB        6        1.02 GiB
    5.44      267.19 MiB        8        1.02 GiB
    5.69      267.21 MiB       12        1.02 GiB
    5.94      267.21 MiB       16        1.02 GiB
    6.19        1.02 GiB       16        1.02 GiB
    6.44        1.02 GiB       16        1.02 GiB
    6.69        1.02 GiB       16        1.02 GiB
    6.94        1.02 GiB       16        1.02 GiB
    7.19      302.33 MiB       19        1.06 GiB
    7.44       28.11 MiB       17       42.20 MiB
    7.69       67.27 MiB       20       84.39 MiB
    7.94       67.27 MiB       20       84.39 MiB
    8.20       67.27 MiB       20       84.39 MiB
    8.45      119.52 MiB       22      196.89 MiB
    8.70       91.39 MiB       26      253.14 MiB
    9.00       91.39 MiB       23      253.14 MiB
    9.25       91.39 MiB       23      253.14 MiB
    9.50       91.39 MiB       23      253.14 MiB
    9.75       91.39 MiB       23      253.14 MiB
   10.00      114.83 MiB       23      253.14 MiB
   10.25      114.83 MiB       23      253.14 MiB
   10.51       63.27 MiB       21      140.64 MiB
   10.76        1.30 GiB       23        2.11 GiB
   11.01      822.64 MiB       25        2.11 GiB
   11.26      822.65 MiB       31        2.11 GiB
   11.51      822.65 MiB       31        2.11 GiB
   11.76      822.65 MiB       32        2.11 GiB
   12.01        2.29 GiB       32        9.04 GiB
   12.26        2.29 GiB       32        9.04 GiB
   12.51        1.30 GiB       31        5.08 GiB
   12.76        4.32 GiB       31        5.08 GiB
   13.01        9.21 GiB       31        5.08 GiB
   13.26        5.25 GiB       34       16.95 GiB
   13.51        5.25 GiB       34       16.95 GiB
   13.76        5.25 GiB       34       16.95 GiB
   14.01        5.25 GiB       34       16.95 GiB
   14.26        5.25 GiB       34       16.95 GiB
   14.52        5.25 GiB       34       16.95 GiB
   14.77        5.25 GiB       34       16.95 GiB
   15.02      316.40 MiB       34        1.13 GiB
   15.27      316.40 MiB       34        1.13 GiB
   15.52      316.40 MiB       34        1.13 GiB
   15.77      316.40 MiB       34        1.13 GiB
   16.02      316.40 MiB       34        1.13 GiB
