
 frequency_dependence   0

 band_index     1    16
 sigma_matrix     0   0

 finite_difference_form  -2

 symmetries
 ntran  = 48
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 = -1 -1 -1  0  0  1  0  1  0
 mtrx03 =  0  1  0  1  0  0 -1 -1 -1
 mtrx04 =  0  0  1 -1 -1 -1  1  0  0
 mtrx05 =  1  1  1  0 -1  0  0  0 -1
 mtrx06 = -1  0  0  0  0 -1  0 -1  0
 mtrx07 =  0  0 -1 -1  0  0  1  1  1
 mtrx08 =  0 -1  0  1  1  1 -1  0  0
 mtrx09 = -1  0  0  0 -1  0  1  1  1
 mtrx10 =  0 -1  0 -1  0  0  0  0 -1
 mtrx11 =  1  1  1  0  0 -1 -1  0  0
 mtrx12 =  0  0 -1  1  1  1  0 -1  0
 mtrx13 = -1  0  0  1  1  1  0  0 -1
 mtrx14 =  0  0 -1  0 -1  0 -1  0  0
 mtrx15 =  1  1  1 -1  0  0  0 -1  0
 mtrx16 =  0 -1  0  0  0 -1  1  1  1
 mtrx17 =  0  1  0  0  0  1  1  0  0
 mtrx18 =  0  0  1  0  1  0 -1 -1 -1
 mtrx19 =  1  0  0 -1 -1 -1  0  1  0
 mtrx20 = -1 -1 -1  1  0  0  0  0  1
 mtrx21 =  0  0  1  1  0  0  0  1  0
 mtrx22 =  0  1  0 -1 -1 -1  0  0  1
 mtrx23 = -1 -1 -1  0  1  0  1  0  0
 mtrx24 =  1  0  0  0  0  1 -1 -1 -1
 mtrx25 = -1  0  0  0 -1  0  0  0 -1
 mtrx26 =  1  1  1  0  0 -1  0 -1  0
 mtrx27 =  0 -1  0 -1  0  0  1  1  1
 mtrx28 =  0  0 -1  1  1  1 -1  0  0
 mtrx29 = -1 -1 -1  0  1  0  0  0  1
 mtrx30 =  1  0  0  0  0  1  0  1  0
 mtrx31 =  0  0  1  1  0  0 -1 -1 -1
 mtrx32 =  0  1  0 -1 -1 -1  1  0  0
 mtrx33 =  1  0  0  0  1  0 -1 -1 -1
 mtrx34 =  0  1  0  1  0  0  0  0  1
 mtrx35 = -1 -1 -1  0  0  1  1  0  0
 mtrx36 =  0  0  1 -1 -1 -1  0  1  0
 mtrx37 =  1  0  0 -1 -1 -1  0  0  1
 mtrx38 =  0  0  1  0  1  0  1  0  0
 mtrx39 = -1 -1 -1  1  0  0  0  1  0
 mtrx40 =  0  1  0  0  0  1 -1 -1 -1
 mtrx41 =  0 -1  0  0  0 -1 -1  0  0
 mtrx42 =  0  0 -1  0 -1  0  1  1  1
 mtrx43 = -1  0  0  1  1  1  0 -1  0
 mtrx44 =  1  1  1 -1  0  0  0  0 -1
 mtrx45 =  0  0 -1 -1  0  0  0 -1  0
 mtrx46 =  0 -1  0  1  1  1  0  0 -1
 mtrx47 =  1  1  1  0 -1  0 -1  0  0
 mtrx48 = -1  0  0  0  0 -1  1  1  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n            Emf             Eo              X           SX-X             CH            Sig            KIH           Eqp0           Eqp1            CH`           Sig`          Eqp0`          Eqp1`            Znk
   1   -5.697469493   -5.697469493  -17.487305988   12.931877107   -9.331023369  -13.886452250    5.102407757   -8.784044493   -8.784044493   -8.962987192  -13.518416073   -8.416008316   -8.416008316    1.000000000
   2   -5.697469493   -5.697469493  -17.487305988   12.931877107   -9.331023369  -13.886452250    5.102407757   -8.784044493   -8.784044493   -8.962987192  -13.518416073   -8.416008316   -8.416008316    1.000000000
   3    6.249016688    6.249016688  -12.953311741    8.960989474   -9.850462874  -13.842785140   17.951320001    4.108534861    4.108534861   -8.642300939  -12.634623205    5.316696796    5.316696796    1.000000000
   4    6.249016688    6.249016688  -12.953311741    8.960989474   -9.850462874  -13.842785140   17.951320001    4.108534861    4.108534861   -8.642300939  -12.634623205    5.316696796    5.316696796    1.000000000
   5    6.296977608    6.296977608  -12.927362665    8.939243841   -9.847595841  -13.835714666   17.994296948    4.158582282    4.158582282   -8.637084832  -12.625203657    5.369093291    5.369093291    1.000000000
   6    6.296977608    6.296977608  -12.927362665    8.939243841   -9.847595841  -13.835714666   17.994296948    4.158582282    4.158582282   -8.637084832  -12.625203657    5.369093291    5.369093291    1.000000000
   7    6.296977608    6.296977608  -12.927362665    8.939243841   -9.847595841  -13.835714666   17.994296948    4.158582282    4.158582282   -8.637084832  -12.625203657    5.369093291    5.369093291    1.000000000
   8    6.296977608    6.296977608  -12.927362665    8.939243841   -9.847595841  -13.835714666   17.994296948    4.158582282    4.158582282   -8.637084832  -12.625203657    5.369093291    5.369093291    1.000000000
   9    8.798073640    8.798073640   -5.753983219    3.440189848   -9.072860609  -11.386653981   19.126691562    7.740037581    7.740037581   -7.970792951  -10.284586323    8.842105239    8.842105239    1.000000000
  10    8.798073640    8.798073640   -5.753983219    3.440189848   -9.072860609  -11.386653981   19.126691562    7.740037581    7.740037581   -7.970792951  -10.284586323    8.842105239    8.842105239    1.000000000
  11    8.833000920    8.833000920   -5.733134905    3.423342755   -9.068336072  -11.378128223   19.153851906    7.775723683    7.775723683   -7.972183850  -10.281976000    8.871875906    8.871875906    1.000000000
  12    8.833000920    8.833000920   -5.733134905    3.423342755   -9.068336072  -11.378128223   19.153851906    7.775723683    7.775723683   -7.972183850  -10.281976000    8.871875906    8.871875906    1.000000000
  13    8.833000920    8.833000920   -5.733134905    3.423342755   -9.068336072  -11.378128223   19.153851906    7.775723683    7.775723683   -7.972183850  -10.281976000    8.871875906    8.871875906    1.000000000
  14    8.833000920    8.833000920   -5.733134905    3.423342755   -9.068336072  -11.378128223   19.153851906    7.775723683    7.775723683   -7.972183850  -10.281976000    8.871875906    8.871875906    1.000000000
  15    9.629140971    9.629140971   -5.878327405    3.420104911   -9.897237489  -12.355459984   21.355374343    8.999914359    8.999914359   -8.623517141  -11.081739636   10.273634707   10.273634707    1.000000000
  16    9.629140971    9.629140971   -5.878327405    3.420104911   -9.897237489  -12.355459984   21.355374343    8.999914359    8.999914359   -8.623517141  -11.081739636   10.273634707   10.273634707    1.000000000
 
       k = -0.000000 -0.000000  0.250000 ik =   2 spin = 1

