# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 59

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.57          0.00 B        0          0.00 B
    2.83          0.00 B        0          0.00 B
    3.08          0.00 B        0          0.00 B
    3.33          0.00 B        0          0.00 B
    3.58          0.00 B        1      225.00 MiB
    3.83          0.00 B        4      450.01 MiB
    4.08          0.00 B        5      506.26 MiB
    4.33          0.00 B        6      506.29 MiB
    4.58          0.00 B        6      506.29 MiB
    4.83          0.00 B        6      506.29 MiB
    5.08          0.00 B        7      506.29 MiB
    5.33          0.00 B       11      516.83 MiB
    5.59          0.00 B       10      734.80 MiB
    5.84          0.00 B        9      506.29 MiB
    6.09          0.00 B       11      513.79 MiB
    6.34          0.00 B       14      742.31 MiB
    6.59          0.00 B       15      742.31 MiB
    6.84          0.00 B       15      742.31 MiB
    7.09          0.00 B        8      236.04 MiB
    7.34          0.00 B       10      236.04 MiB
    7.59          0.00 B       10      236.04 MiB
    7.84          0.00 B       11      236.05 MiB
    8.09          0.00 B       14      239.19 MiB
    8.34          0.00 B       14      239.18 MiB
    8.59          0.00 B       14      239.18 MiB
    8.84          0.00 B       14      239.18 MiB
    9.09          0.00 B       15      239.18 MiB
    9.34          0.00 B       15      239.18 MiB
    9.59          0.00 B       15      239.18 MiB
    9.84          0.00 B       15      239.18 MiB
   10.09          0.00 B       15      239.18 MiB
   10.34          0.00 B       15      239.18 MiB
   10.59          0.00 B       15      239.18 MiB
   10.84          0.00 B       15      239.18 MiB
   11.09          0.00 B       15      239.18 MiB
   11.34          0.00 B       15      239.18 MiB
   11.59          0.00 B       15      239.18 MiB
   11.84          0.00 B       15      239.18 MiB
   12.09          0.00 B       15      239.18 MiB
   12.34          0.00 B       15      239.18 MiB
   12.59          0.00 B       15      239.18 MiB
   12.84          0.00 B       15      239.18 MiB
   13.09          0.00 B       15      239.18 MiB
   13.35          0.00 B       18      242.32 MiB
   13.60          0.00 B       21      242.93 MiB
   13.85          0.00 B       20      242.63 MiB
   14.10          0.00 B       20      242.63 MiB
   14.35          0.00 B       20      242.63 MiB
   14.60          0.00 B       22      242.94 MiB
   14.85          0.00 B       25      242.94 MiB
   15.10          0.00 B       25      242.94 MiB
   15.35          0.00 B       25      243.25 MiB
   15.60          0.00 B        8      232.58 MiB
   15.88          0.00 B        0          0.00 B
   16.38          0.00 B        0          0.00 B
   16.82          0.00 B        0          0.00 B
   17.07          0.00 B        0          0.00 B
   17.32          0.00 B        0          0.00 B
   17.47          0.00 B        0          0.00 B
