# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 52

── Timeline (t, bytes_in_use, n_live) ─────────────────────────
   t (s)    bytes_in_use   n_live  live_bytes_sum
    2.33          0.00 B        0          0.00 B
    2.59          0.00 B        0          0.00 B
    2.84          0.00 B        0          0.00 B
    3.09          0.00 B        0          0.00 B
    3.34          0.00 B        1          8.00 B
    3.59          0.00 B        3        192.00 B
    3.84          0.00 B        3        192.00 B
    4.09          0.00 B        3        192.00 B
    4.34          0.00 B        2         24.00 B
    4.59          0.00 B        2         24.00 B
    5.37          0.00 B        0          0.00 B
    5.62          0.00 B        4      225.01 MiB
    5.87          0.00 B        8      393.79 MiB
    6.12          0.00 B       10      506.29 MiB
    6.37          0.00 B       13      675.09 MiB
    6.62          0.00 B       21      738.90 MiB
    6.87          0.00 B       17      675.15 MiB
    7.12          0.00 B       17      675.15 MiB
    7.37          0.00 B       25      787.68 MiB
    7.62          0.00 B       13      900.09 MiB
    7.87          0.00 B       13      900.09 MiB
    8.12          0.00 B       18      915.94 MiB
    8.37          0.00 B       24      915.94 MiB
    8.62          0.00 B       30      915.95 MiB
    8.87          0.00 B       24      917.36 MiB
    9.12          0.00 B       25      917.36 MiB
    9.37          0.00 B       27      917.59 MiB
    9.62          0.00 B       29      918.20 MiB
    9.87          0.00 B       30      919.62 MiB
   10.12          0.00 B       23      915.94 MiB
   10.38          0.00 B       21      915.94 MiB
   10.63          0.00 B       24      927.94 MiB
   10.88          0.00 B       25      927.94 MiB
   11.13          0.00 B       29        1.12 GiB
   11.38          0.00 B       30        1.12 GiB
   11.63          0.00 B       28      943.94 MiB
   11.88          0.00 B       31      955.94 MiB
   12.13          0.00 B       42      951.94 MiB
   12.38          0.00 B       51      951.94 MiB
   12.63          0.00 B       20      903.61 MiB
   12.89          0.00 B       23      903.61 MiB
   13.14          0.00 B       23      903.61 MiB
   13.39          0.00 B       24      907.13 MiB
   13.64          0.00 B       24      907.13 MiB
   13.89          0.00 B       25      910.64 MiB
   14.14          0.00 B       30      914.24 MiB
   14.39          0.00 B       26      914.16 MiB
   14.64          0.00 B       26      914.16 MiB
   14.89          0.00 B       30      917.73 MiB
   15.14          0.00 B       31      931.74 MiB
   15.39          0.00 B       31      931.74 MiB
   15.63          0.00 B        2         16.00 B
