# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -9.71332102E+00  -1.30568120E+01  -3.34349099E+00
# Error est. for CH(vbm) CH(cbm) diff =   1.89811713E-01   5.38454180E-01   3.48642467E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1   4.52147081E-02   2.42178700E-02  -2.09968380E-02
      2   9.04294162E-02   4.84335721E-02  -4.19958441E-02
      3   5.95058843E-01   1.84736331E-01  -4.10322512E-01
      4   1.09968824E+00   3.21038920E-01  -7.78649318E-01
      5   1.52891894E+00   3.36237974E-01  -1.19268096E+00
      6   1.95814855E+00   3.51438606E-01  -1.60670995E+00
      7   1.99537497E+00   5.21930027E-01  -1.47344494E+00
      8   2.03261057E+00   6.92421410E-01  -1.34018916E+00
      9   1.87973335E+00   6.85638105E-01  -1.19409525E+00
     10   1.72685612E+00   6.78544160E-01  -1.04831196E+00
     11   1.46315639E+00   2.37260589E-01  -1.22589581E+00
     12   1.19945671E+00  -2.04031590E-01  -1.40348830E+00
     13   7.62080690E-01  -2.54901875E-01  -1.01698257E+00
     14   3.24704663E-01  -3.05770724E-01  -6.30475387E-01
     15   3.03234040E-01  -1.07624669E+00  -1.37948073E+00
     16   2.81760821E-01  -1.84672260E+00  -2.12848342E+00
     17   2.19238570E-01  -1.90302598E+00  -2.12226455E+00
     18   1.56718382E-01  -1.95933268E+00  -2.11605106E+00
     19  -7.78691894E-01  -1.97984945E+00  -1.20115755E+00
     20  -1.71410231E+00  -2.00036240E+00  -2.86260091E-01
     21  -1.73266721E+00  -2.06540662E+00  -3.32739408E-01
     22  -1.75118157E+00  -2.13041763E+00  -3.79236064E-01
     23  -1.76872262E+00  -3.47015639E+00  -1.70143377E+00
     24  -1.78626510E+00  -4.80988260E+00  -3.02361750E+00
     25  -4.52102881E+00  -4.85187815E+00  -3.30849333E-01
     26  -7.25579253E+00  -4.89387922E+00   2.36191331E+00
     27  -7.28662096E+00  -7.41929401E+00  -1.32673051E-01
     28  -7.31744938E+00  -9.94470879E+00  -2.62725941E+00
     29  -7.33710911E+00  -9.96976973E+00  -2.63266063E+00
     30  -7.35676882E+00  -9.99483066E+00  -2.63806184E+00
     31  -7.39374707E+00  -1.00162043E+01  -2.62245726E+00
     32  -7.43072532E+00  -1.00375780E+01  -2.60685267E+00
     33  -7.45225758E+00  -1.04893825E+01  -3.03712495E+00
     34  -7.47378984E+00  -1.09411871E+01  -3.46739723E+00
     35  -7.49904976E+00  -1.09530331E+01  -3.45398333E+00
     36  -7.52430969E+00  -1.09648791E+01  -3.44056944E+00
     37  -7.74468141E+00  -1.09688192E+01  -3.22413774E+00
     38  -7.96505312E+00  -1.09727592E+01  -3.00770605E+00
     39  -8.10036845E+00  -1.09811473E+01  -2.88077884E+00
     40  -8.23568378E+00  -1.09895354E+01  -2.75385162E+00
     41  -8.41051494E+00  -1.09968187E+01  -2.58630376E+00
     42  -8.58534610E+00  -1.10041020E+01  -2.41875590E+00
     43  -8.59415930E+00  -1.10425388E+01  -2.44837953E+00
     44  -8.60297250E+00  -1.10809756E+01  -2.47800315E+00
     45  -8.61188978E+00  -1.11650091E+01  -2.55311928E+00
     46  -8.62080707E+00  -1.12490425E+01  -2.62823540E+00
     47  -8.62626011E+00  -1.12809855E+01  -2.65472540E+00
     48  -8.63171316E+00  -1.13129285E+01  -2.68121536E+00
     49  -8.63549144E+00  -1.15386115E+01  -2.90312009E+00
     50  -8.63926973E+00  -1.17642945E+01  -3.12502482E+00
     51  -8.76033915E+00  -1.17690010E+01  -3.00866188E+00
     52  -8.88140858E+00  -1.17737075E+01  -2.89229894E+00
     53  -9.03366588E+00  -1.17775553E+01  -2.74388941E+00
     54  -9.18592318E+00  -1.17814031E+01  -2.59547989E+00
     55  -9.19753419E+00  -1.17956234E+01  -2.59808921E+00
     56  -9.20914520E+00  -1.18098438E+01  -2.60069855E+00
     57  -9.22059620E+00  -1.19553651E+01  -2.73476895E+00
     58  -9.23204719E+00  -1.21008865E+01  -2.86883933E+00
     59  -9.24732599E+00  -1.21061809E+01  -2.85885491E+00
     60  -9.26260479E+00  -1.21114753E+01  -2.84887049E+00
     61  -9.27791682E+00  -1.22667836E+01  -2.98886678E+00
     62  -9.29322885E+00  -1.24220919E+01  -3.12886307E+00
     63  -9.32441024E+00  -1.24266607E+01  -3.10225051E+00
     64  -9.35559163E+00  -1.24312296E+01  -3.07563794E+00
     65  -9.38695073E+00  -1.24346052E+01  -3.04765447E+00
     66  -9.41830983E+00  -1.24379808E+01  -3.01967099E+00
     67  -9.43422151E+00  -1.24415321E+01  -3.00731062E+00
     68  -9.45013319E+00  -1.24450834E+01  -2.99495024E+00
     69  -9.46868187E+00  -1.24497508E+01  -2.98106897E+00
     70  -9.48723055E+00  -1.24544182E+01  -2.96718769E+00
     71  -9.49482483E+00  -1.24564739E+01  -2.96164908E+00
     72  -9.50241912E+00  -1.24585296E+01  -2.95611047E+00
     73  -9.50525559E+00  -1.24626808E+01  -2.95742523E+00
     74  -9.50809207E+00  -1.24668321E+01  -2.95874000E+00
     75  -9.51106788E+00  -1.24745470E+01  -2.96347916E+00
     76  -9.51404369E+00  -1.24822620E+01  -2.96821831E+00
     77  -9.51642661E+00  -1.24849617E+01  -2.96853509E+00
     78  -9.51880952E+00  -1.24876614E+01  -2.96885186E+00
     79  -9.52115942E+00  -1.25030096E+01  -2.98185019E+00
     80  -9.52350931E+00  -1.25183578E+01  -2.99484852E+00
