# neig  =       100
# vol   = 1.728684800E+04
# nspin, nspinor =        1       2
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  2.93320511E+00  1.41946124E+00  1.10488852E+00  -4.45738271E-01
  2.93402253E+00  2.54673762E+00  -1.79589901E-01  -1.58571280E+00
  2.93432949E+00  1.48067899E+01  -3.53021727E+00  1.53112899E+00
  2.93589297E+00  3.35745671E+01  5.36793896E+00  2.18169622E+00
  2.93653417E+00  5.54004438E+00  -2.20256825E+00  8.29902103E-01
  2.93756578E+00  9.82836351E+00  -2.40272531E+00  2.01377123E+00
  2.93983884E+00  8.41765571E-01  8.96241643E-01  -1.96256182E-01
  2.94116907E+00  4.62690088E+01  6.47482628E-01  -6.77124619E+00
  2.95873134E+00  4.81577460E+00  -1.50709053E+00  -1.59513408E+00
  2.95932128E+00  5.90755011E+01  6.85536383E+00  3.47555576E+00
  2.95978874E+00  1.08281013E+02  7.80443627E+00  -6.88271658E+00
  2.96172801E+00  6.77570304E-01  7.39203023E-01  3.62145268E-01
  2.96294750E+00  2.67309956E+01  2.48136503E+00  4.53583765E+00
  2.96396139E+00  3.00916559E-01  5.34666193E-01  -1.22672822E-01
  2.96463276E+00  5.56653545E-02  -2.26753591E-01  6.51779357E-02
  2.96500504E+00  7.18228183E-01  8.38395837E-01  1.23776422E-01
  2.96685664E+00  2.88923693E+00  4.99024295E-01  1.62487282E+00
  2.96781334E+00  7.35171725E-01  -2.31304714E-02  -8.57109507E-01
  2.96875706E+00  2.79446001E+00  -3.48559383E-01  -1.63492091E+00
  2.96957792E+00  2.70616977E+00  1.00684046E+00  1.30093891E+00
  2.97051312E+00  3.45778673E+00  8.96975509E-01  1.62887129E+00
  2.97458164E+00  2.63593380E-01  4.00581738E-01  -3.21134942E-01
  2.97580561E+00  6.97824144E+00  -1.19158115E+00  2.35762079E+00
  2.98103209E+00  2.20987479E-01  4.05196369E-02  4.68343504E-01
  2.98384459E+00  8.60493624E-01  5.27241590E-01  7.63223382E-01
  2.98494242E+00  2.12707720E-01  4.14582802E-01  2.02061427E-01
  2.98918893E+00  2.23225650E+00  9.73789327E-01  1.13313320E+00
  3.00603458E+00  9.64042467E-02  2.67953352E-01  1.56860600E-01
  3.01007187E+00  1.99074767E+00  -1.02115337E+00  -9.73649558E-01
  3.01147522E+00  3.50185217E+01  4.65595539E+00  -3.65247877E+00
  3.01229036E+00  2.65116778E-02  8.87398681E-02  -1.36517082E-01
  3.01302516E+00  1.32593930E+02  1.09374680E+01  3.60079495E+00
  3.01392210E+00  7.18121571E+00  1.57359289E+00  -2.16910606E+00
  3.01510627E+00  4.21011992E+00  1.06551417E+00  -1.75351061E+00
  3.02586506E+00  5.19794520E+01  6.50382172E+00  -3.11123047E+00
  3.02747834E+00  7.85510438E+00  1.37642710E+00  2.44142434E+00
  3.20011237E+00  1.35120679E-01  -1.04255004E-02  3.67439774E-01
  3.20101872E+00  1.92651380E+01  3.46822661E+00  2.69008219E+00
  3.20151868E+00  4.19397357E+01  2.35471114E+00  -6.03283277E+00
  3.20173521E+00  2.10714316E+01  1.01138757E+00  -4.47755813E+00
  3.20216873E+00  4.34530194E+01  6.32907048E+00  -1.84279304E+00
  3.20325381E+00  7.23958296E+01  -8.00985842E+00  2.87019123E+00
  3.20376548E+00  3.59393997E+02  4.74357646E+00  1.83546310E+01
  3.20437261E+00  1.92271474E+01  4.05647841E+00  -1.66497156E+00
  3.21757140E+00  1.42988408E+01  3.85320315E-02  -3.78118448E+00
  3.21804454E+00  2.81206130E+02  8.17270014E+00  1.46428516E+01
  3.21898210E+00  2.06525225E+00  1.32420047E-01  1.43098469E+00
  3.22091640E+00  1.24201920E+00  -3.07596495E-01  -1.07116927E+00
  3.27026881E+00  1.26569077E-03  -2.37693657E-02  -2.64708901E-02
  3.27065704E+00  1.35498158E-01  1.86024379E-01  -3.17636723E-01
  3.27150513E+00  2.54228043E-01  -2.84479051E-01  4.16292821E-01
  3.27248683E+00  1.02111550E+00  -4.08625905E-01  9.24197149E-01
  3.27295154E+00  3.83752113E-01  5.26395499E-01  -3.26588259E-01
  3.27370841E+00  1.91747184E-02  9.22914427E-02  -1.03232786E-01
  3.27419194E+00  9.49393680E-03  8.35279323E-02  -5.01699245E-02
  3.27472388E+00  2.50173762E-01  -4.33000454E-01  2.50368467E-01
  3.29316432E+00  1.41341942E-02  -5.33944425E-02  -1.06222539E-01
  3.29500560E+00  1.24581950E-02  -6.72791867E-02  8.90601258E-02
  3.29513658E+00  5.42154311E-02  2.23505405E-01  -6.52745372E-02
  3.29622548E+00  3.47127221E-01  -5.48927711E-01  2.14022403E-01
  3.31844594E+00  3.11066082E-01  5.39839927E-01  -1.40138986E-01
  3.31865034E+00  8.59828855E-01  -8.88231153E-01  2.66222225E-01
  3.31892889E+00  1.54331764E+00  -1.08142000E+00  -6.11431461E-01
  3.31910279E+00  3.36505992E-01  -3.41666300E-01  4.68796472E-01
  3.32050310E+00  6.89491504E-02  4.87836077E-02  -2.58010291E-01
  3.32087216E+00  1.25797459E-01  3.19339740E-01  -1.54335962E-01
  3.32099639E+00  8.00043713E-01  5.84590256E-01  6.76977064E-01
  3.32137409E+00  4.40553769E+00  1.89363842E+00  9.05356956E-01
  3.37025824E+00  1.45276259E-03  -3.68771164E-02  9.63539710E-03
  3.37036513E+00  4.42106298E-03  5.76929004E-02  3.30543829E-02
  3.37114710E+00  1.38923185E-02  5.71461346E-02  -1.03085585E-01
  3.37126681E+00  5.80857197E-02  -2.01450525E-01  1.32300437E-01
  3.37199102E+00  3.20293790E-03  -5.42457973E-02  1.61347876E-02
  3.37206547E+00  7.49643957E-02  -2.70496846E-01  4.23774915E-02
  3.37252336E+00  9.46728827E-03  9.47778530E-02  2.20101532E-02
  3.37346690E+00  2.20057639E-03  3.29190409E-02  -3.34202504E-02
  3.39021278E+00  3.47184138E-03  5.67792369E-02  1.57467342E-02
  3.39154136E+00  2.49077676E-02  3.41802921E-02  1.54076199E-01
  3.39204960E+00  7.85691758E-03  -2.63324687E-02  -8.46375724E-02
  3.39232671E+00  1.16630399E-03  3.03700608E-02  1.56193275E-02
  3.39404039E+00  3.63660909E-02  1.22185569E-01  -1.46413038E-01
  3.39405170E+00  2.51169620E-02  -6.80084466E-02  -1.43149618E-01
  3.39438427E+00  4.49481187E-04  -2.10420190E-02  -2.59125889E-03
  3.39606842E+00  1.95074629E-04  -1.39561470E-02  5.48260138E-04
  3.39642225E+00  6.19187933E-07  7.84221645E-04  -6.46865123E-05
  3.39762464E+00  2.41945168E-03  4.73564717E-02  -1.32972280E-02
  3.39780023E+00  3.06706608E-05  5.29971348E-03  -1.60738851E-03
  3.39810868E+00  4.08412202E-04  1.88256939E-02  7.34884025E-03
  3.41715699E+00  3.55041398E-01  -4.63942048E-01  3.73897277E-01
  3.41720004E+00  3.65452157E-03  2.78609278E-02  5.36496996E-02
  3.41747912E+00  2.34472301E-02  1.53097584E-01  -2.89134847E-03
  3.41754288E+00  7.19546040E-04  2.01269467E-02  -1.77327961E-02
  3.41778383E+00  1.89329623E-03  -4.35113390E-02  2.44153480E-04
  3.41832041E+00  9.88162754E-01  -9.10438068E-01  -3.99080542E-01
  3.41857281E+00  5.04483275E-02  -2.10721949E-01  -7.77469473E-02
  3.41860445E+00  3.73333969E-02  1.67190359E-01  -9.68544313E-02
  3.41871704E+00  1.40212330E-01  -1.25704771E-01  3.52718925E-01
  3.41913032E+00  1.26237534E-02  8.87797138E-02  6.88615701E-02
  3.41963119E+00  6.28608355E-04  -1.93495899E-02  -1.59437048E-02
  3.41969455E+00  6.02678545E-04  2.37214979E-02  6.32211062E-03
